N	2gram	Trubetskoy	Problema
1307	мира сего	1	1
1308	вникая в	1	1
1309	то несомненно	1	1
1310	всякому человеку	1	1
1311	эта точка	1	1
1312	у которых	1	1
1313	себе всегда	1	1
1314	той и	1	1
1315	представления о	1	1
1316	не допускать	1	1
1317	же у	1	1
1318	в руках	1	1
1319	может принимать	1	1
1320	людей то	1	1
1321	будут иметь	1	1
1322	отражением того	1	1
1323	и всякому	1	1
1324	в различных	1	1
1325	человеческого разума	2	1
1326	с какими-нибудь	1	1
1327	если о	1	1
1328	двух других	1	1
1329	у себя	1	1
1330	этих последних	1	1
1331	мечтать о	1	1
1332	они сами	1	1
1333	все виды	1	1
1334	всех людей	2	1
1335	же этого	1	1
1336	и внешней	1	1
1337	индивидуальностей но	1	1
1338	чисто личной	1	1
1339	это направление	1	1
1340	себе самом	1	1
1341	цели мы	1	1
1342	не замечают	1	1
1343	тон и	1	1
1344	значительная часть	1	1
1345	к общему	1	1
1346	и логически	1	1
1347	ясного и	1	1
1348	хочет быть	1	1
1349	к одному	1	1
1350	на такую	2	1
1351	всякой данной	1	1
1352	собой в	1	1
1353	или нескольких	2	1
1354	весь смысл	2	1
1355	случае совершенно	1	1
1356	именно из	1	1
1357	направлен к	1	1
1358	внутренней и	1	1
1359	и материальными	1	1
1360	стороны их	1	1
1361	делать в	1	1
1362	притом необходимый	1	1
1363	в тот	1	1
1364	нас именно	1	1
1365	каждого человека	1	1
1366	и человек	2	1
1367	не была	1	1
1368	как наши	1	1
1369	от революционных	1	1
1370	как видно	1	1
1371	нем самом	1	1
1372	но совершенно	2	1
1373	упорно и	1	1
1374	членов есть	1	1
1375	здесь же	1	1
1376	себя как	2	1
1377	в мире	4	1
1378	в психике	1	1
1379	необходимо иметь	1	1
1380	должно было	1	1
1381	будет равносильно	1	1
1382	на всякий	1	1
1383	всех народов	2	1
1384	как сказано	1	1
1385	под именем	1	1
1386	выражение в	1	1
1387	подобного не	1	1
1388	понятиям и	1	1
1389	данный момент	1	1
1390	как представителя	1	1
1391	называли себя	1	1
1392	личности и	1	1
1393	не удастся	1	1
1394	установление в	1	1
1395	наиболее совершенными	1	1
1396	идет в	1	1
1397	и ради	1	1
1398	его жизнь	1	1
1399	россии а	3	1
1400	всякого другого	1	1
1401	то по	1	1
1402	требует такого	1	1
1403	найти в	1	1
1404	с идеями	1	1
1405	том основании	1	1
1406	чаще всего	1	1
1407	что наша	1	1
1408	именовали себя	1	1
1409	обеих сторон	2	1
1410	стремление но	1	1
1411	мы прежде	1	1
1412	или все	1	1
1413	не идет	1	1
1414	и односторонним	1	1
1415	себе те	1	1
1416	же образом	2	1
1417	подлежит никакому	1	1
1418	действительно можно	1	1
1419	от этой	2	1
1420	все свое	1	1
1421	этот принцип	1	1
1422	с внешней	1	1
1423	отдельные ее	1	1
1424	как не	1	1
1425	не вступая	1	1
1426	показать что	1	1
1427	которая там	1	1
1428	в союзе	1	1
1429	которые существуют	1	1
1430	конечно мы	1	1
1431	же остается	1	1
1432	с своим	1	1
1433	своей жизни	1	1
1434	большее что	1	1
1435	из области	1	1
1436	ведет нас	1	1
1437	богом а	1	1
1438	к данной	1	1
1439	окажется в	3	1
1440	россию в	3	1
1441	это как	1	1
1442	было а	1	1
1443	стремление и	1	1
1444	ни у	1	1
1445	тех же	1	1
1446	даже к	1	1
1447	существующая в	1	1
1448	идет о	1	1
1449	чем то	1	1
1450	хоть сколько-нибудь	1	1
1451	не приспособлена	1	1
1452	совершенно неизвестно	1	1
1453	вступление в	1	1
1454	самым он	1	1
1455	действовать не	1	1
1456	в истинности	1	1
1457	ее с	1	1
1458	народов но	1	1
1459	может сделать	1	1
1460	образом по	1	1
1461	же время	10	1
1462	мировая революция	1	1
1463	в обществе	1	1
1464	представить как	1	1
1465	его целом	1	1
1466	фактически не	1	1
1467	наоборот это	1	1
1468	богу а	1	1
1469	наконец что	1	1
1470	другим способом	1	1
1471	для теоретиков	1	1
1472	к новой	1	1
1473	для достижения	1	1
1474	о каких-нибудь	1	1
1475	потому все	1	1
1476	точку зрения	4	1
1477	себе отпечаток	1	1
1478	его можно	1	1
1479	поэтому что	1	1
1480	людей от	1	1
1481	сами себя	1	1
1482	когда речь	1	1
1483	как элемент	1	1
1484	хоть и	1	1
1485	на тех	1	1
1486	переносится на	2	1
1487	собой только	1	1
1488	только сама	1	1
1489	это особенно	1	1
1490	она будет	2	1
1491	вытекающие из	1	1
1492	прямо в	1	1
1493	в полном	1	1
1494	гармонии и	1	1
1495	себя ни	1	1
1496	а о	1	1
1497	когда оно	1	1
1498	же будет	1	1
1499	придется признать	1	1
1500	во имя	5	1
1501	не подлежит	2	1
1502	этой цели	1	1
1503	так часто	2	1
1504	это рассуждение	1	1
1505	мысль об	1	1
1506	две или	1	1
1507	своей борьбе	1	1
1508	то хотя	1	1
1509	разумеется что	2	1
1510	основании что	1	1
1511	как равноправные	1	1
1512	основанной на	1	1
1513	никакой роли	1	1
1514	стремиться к	2	1
1515	дух человеческой	1	1
1516	преимущественно в	1	1
1517	каждая из	1	1
1518	у тех	1	1
1519	таковым если	1	1
1520	избавиться от	1	1
1521	россия есть	1	1
1522	может в	1	1
1523	он принимает	1	1
1524	церкви и	9	1
1525	как орудие	1	1
1526	это для	1	1
1527	этому и	1	1
1528	что данный	1	1
1529	и обратно	1	1
1530	дать ему	1	1
1531	стало быть	1	1
1532	в большинстве	3	1
1533	случае при	1	1
1534	судить об	1	1
1535	нами и	1	1
1536	благодаря этому	2	1
1537	и экономической	1	1
1538	связи между	1	1
1539	означало бы	1	1
1540	тем чтобы	3	1
1541	самом себе	2	1
1542	при внимательном	1	1
1543	имея свое	1	1
1544	в создании	1	1
1545	образом связаны	1	1
1546	этом невозможно	1	1
1547	ли может	1	1
1548	надо было	1	1
1549	которых каждая	1	1
1550	отнюдь нельзя	1	1
1551	сам а	1	1
1552	таким же	3	1
1553	и деятельности	2	1
1554	вообще к	2	1
1555	по нашему	1	1
