N	2gram	Tiupa_Narr	Psycholo
1312	читателя он	1	2
1313	к внешнему	1	2
1314	ей не	1	2
1315	ней в	2	2
1316	этом процессе	1	2
1317	в данный	1	2
1318	есть от	1	2
1319	иначе не	1	2
1320	лицо и	2	2
1321	видим и	1	2
1322	xviii в	1	2
1323	характеров и	1	2
1324	во втором	6	2
1325	я уже	2	2
1326	является тот	1	2
1327	живет в	1	2
1328	событиям и	1	2
1329	от социального	1	2
1330	их как	1	2
1331	когда его	1	2
1332	это была	3	2
1333	не видим	1	2
1334	до этого	1	2
1335	однако что	1	2
1336	так называемый	1	2
1337	себя с	1	2
1338	как о	2	2
1339	похожим на	1	2
1340	от его	2	2
1341	своей жизни	2	2
1342	нами совершенно	1	2
1343	по крайней	1	2
1344	говоря и	2	2
1345	ни у	1	2
1346	их друг	1	2
1347	важный для	1	2
1348	тех же	1	2
1349	смерти и	1	2
1350	нет характера	1	2
1351	задний план	1	2
1352	этой двойственности	1	2
1353	при всех	1	2
1354	как вещь	1	2
1355	его характер	2	2
1356	говоря это	2	2
1357	тому или	1	2
1358	только тем	1	2
1359	он есть	1	2
1360	как будет	1	2
1361	нашей жизни	1	2
1362	автора в	2	2
1363	а слово	1	2
1364	позволил бы	1	2
1365	не за	1	2
1366	но именно	3	2
1367	событие в	5	2
1368	друг друга	2	2
1369	такова природа	2	2
1370	мысль то	1	2
1371	степени в	1	2
1372	не понимал	1	2
1373	о человеке	1	2
1374	который бы	1	2
1375	уклоняется от	1	2
1376	переход к	1	2
1377	деле не	1	2
1378	п все	1	2
1379	указание на	1	2
1380	со своим	2	2
1381	в повести	2	2
1382	а о	2	2
1383	указывает и	1	2
1384	которая составляет	1	2
1385	перед смертью	1	2
1386	и читателя	1	2
1387	виде в	1	2
1388	это происходит	1	2
1389	в следующем	2	2
1390	определенного характера	1	2
1391	для которого	1	2
1392	сказать и	1	2
1393	как показывает	2	2
1394	обычно в	1	2
1395	только к	3	2
1396	же к	1	2
1397	ли в	2	2
1398	слово это	2	2
1399	рассказе может	1	2
1400	другими словами	1	2
1401	вся жизнь	2	2
1402	просто не	1	2
1403	место из	1	2
1404	отдельного слова	1	2
1405	исследования в	1	2
1406	нужно было	1	2
1407	это явление	1	2
1408	только у	1	2
1409	с кем	1	2
1410	им не	1	2
1411	в книге	1	2
1412	самой своей	1	2
1413	в литературном	2	2
1414	на других	1	2
1415	все содержание	1	2
1416	свидетельствуют о	1	2
1417	что писатель	1	2
1418	только эти	2	2
1419	на всем	1	2
1420	для толстого	1	2
1421	дело обстоит	1	2
1422	как для	2	2
1423	все было	2	2
1424	существенную роль	3	1
1425	и трудное	1	1
1426	более не	3	1
1427	было показано	1	1
1428	будто к	1	1
1429	искусства это	1	1
1430	отношениях к	1	1
1431	на второй	1	1
1432	воплощенной в	1	1
1433	нее было	1	1
1434	смысл не	2	1
1435	тотчас после	1	1
1436	объяснить его	1	1
1437	что произошло	1	1
1438	есть одновременно	1	1
1439	данного рассказа	5	1
1440	классической и	1	1
1441	и само	1	1
1442	ни слова	2	1
1443	что толстой	1	1
1444	внимания на	1	1
1445	основывается на	1	1
1446	только внешние	1	1
1447	встречается в	1	1
1448	значение это	1	1
1449	как образ	2	1
1450	по пути	1	1
1451	заключительные слова	1	1
1452	относится и	1	1
1453	которое по	1	1
1454	у людей	1	1
1455	лиц что	1	1
1456	см в	1	1
1457	это невозможно	1	1
1458	произведению следует	1	1
1459	в соответствии	8	1
1460	конца из	1	1
1461	настаивает на	1	1
1462	может существовать	1	1
1463	живет не	1	1
1464	и социально	1	1
1465	лица в	1	1
1466	предмета и	1	1
1467	две половины	1	1
1468	мир и	2	1
1469	этой стороны	1	1
1470	матери и	5	1
1471	но несомненно	2	1
1472	этого характера	1	1
1473	слушатель или	1	1
1474	и образ	1	1
1475	первый взгляд	1	1
1476	женщин и	1	1
1477	это от	1	1
1478	к смыслу	1	1
1479	глазах читателя	1	1
1480	только благодаря	1	1
1481	при изложении	1	1
1482	ситуации в	3	1
1483	я вижу	1	1
1484	человека так	1	1
1485	отца в	1	1
1486	а стало	2	1
1487	у такого	1	1
1488	при условии	1	1
1489	выводит из	1	1
1490	ее своим	1	1
1491	в такое	1	1
1492	отделена от	1	1
1493	тех слов	1	1
1494	же времени	1	1
1495	зависимым от	1	1
1496	в пределе	2	1
1497	за исключением	1	1
1498	на следующем	1	1
1499	именно этим	1	1
1500	в лесу	1	1
1501	но эти	1	1
1502	читаем что	1	1
1503	сознания в	3	1
1504	этой связи	1	1
1505	и вторая	1	1
1506	выкинуть из	1	1
1507	содержание в	1	1
1508	он думает	1	1
1509	не обязательно	3	1
1510	есть некоторая	1	1
1511	он представляется	1	1
1512	рассказа не	1	1
1513	выразить это	1	1
1514	гибели героя	1	1
1515	рассуждение о	1	1
1516	современный человек	1	1
1517	обратим внимание	2	1
1518	в комнате	1	1
1519	ключ к	2	1
1520	в контексте	1	1
1521	это позволяет	1	1
1522	в споре	1	1
1523	записок охотника	1	1
1524	важное для	1	1
1525	не умеет	1	1
1526	нем не	2	1
1527	и которому	1	1
1528	по одной	1	1
1529	в противном	1	1
1530	ведущем к	1	1
1531	цель достигнута	1	1
1532	не будут	1	1
1533	нет никаких	1	1
1534	себя что	1	1
1535	важно что	1	1
1536	лет а	1	1
1537	замечает в	1	1
1538	кажется уже	1	1
1539	оказались бы	1	1
1540	что обычно	1	1
1541	которого была	1	1
1542	переживания героя	1	1
1543	той мере	1	1
1544	событий а	1	1
1545	самой высокой	1	1
1546	по природе	1	1
1547	этом становится	1	1
1548	сюжет в	1	1
1549	необходимо должно	1	1
1550	этом все	1	1
1551	похожи на	2	1
1552	глубокий и	1	1
1553	об одном	2	1
1554	его дочь	1	1
1555	существенных и	1	1
1556	личной жизни	1	1
1557	прилагаться к	1	1
1558	нет места	1	1
1559	второго плана	1	1
1560	автором на	1	1
1561	своей матери	3	1
1562	например с	1	1
1563	который можно	1	1
1564	не понимают	1	1
1565	он идет	2	1
1566	она или	1	1
1567	бытия и	1	1
1568	на мягкую	1	1
1569	повествование как	1	1
1570	отказывается от	1	1
1571	согласно которому	1	1
1572	не ограничивается	1	1
1573	на нескольких	1	1
1574	то она	1	1
1575	обращении с	1	1
1576	которая состоит	3	1
1577	а за	2	1
1578	она бывает	1	1
1579	существует вне	1	1
1580	на себя	5	1
1581	еще при	1	1
1582	служить для	1	1
1583	но такая	1	1
1584	с одним	1	1
1585	у тургенева	2	1
1586	простой и	2	1
1587	определенное и	1	1
1588	с отцом	1	1
1589	главную мысль	1	1
1590	от читателя	1	1
1591	особенности в	1	1
1592	но каждый	1	1
1593	которым не	1	1
1594	что слово	1	1
1595	к некоторым	1	1
1596	сознанием или	1	1
1597	он чувствовал	1	1
1598	а герой	1	1
1599	это могло	1	1
1600	я на	1	1
1601	человек как	1	1
1602	я в	7	1
1603	другое но	1	1
1604	дела мы	1	1
1605	о предмете	1	1
1606	этой своей	2	1
1607	подробностями и	1	1
1608	него есть	1	1
1609	случаев в	1	1
1610	называет его	1	1
1611	при отсутствии	2	1
1612	не тот	1	1
1613	к истине	1	1
1614	теперь уже	1	1
1615	оснований для	2	1
1616	из множества	1	1
1617	этой причине	1	1
1618	зрения в	1	1
1619	к такой	1	1
1620	кажется и	1	1
1621	по удачному	1	1
1622	сделал бы	1	1
1623	в особом	1	1
1624	суть не	1	1
1625	говорили что	1	1
1626	то а	1	1
1627	которого в	1	1
1628	сочувствием к	1	1
1629	мы неизбежно	1	1
1630	этом читатель	1	1
1631	мыслящей и	1	1
1632	не само	1	1
1633	в направлении	2	1
1634	истории и	1	1
1635	вторая часть	1	1
1636	так значит	1	1
1637	воображения как	1	1
1638	на бумаге	1	1
1639	одного сознания	2	1
1640	человеческих отношений	2	1
1641	нами был	1	1
1642	образ смерти	1	1
1643	сидя в	1	1
1644	и характеры	1	1
1645	с кем-нибудь	2	1
1646	внимание и	1	1
1647	и какой	1	1
1648	существует в	1	1
1649	прозе например	1	1
1650	который так	1	1
1651	них не	1	1
1652	он даже	1	1
1653	в зеркале	2	1
1654	себе например	1	1
1655	два события	1	1
1656	о роли	2	1
1657	как конструктивного	1	1
1658	ту самую	1	1
1659	я сам	2	1
1660	границе между	1	1
1661	по причине	2	1
1662	другой более	1	1
1663	своего рода	17	1
1664	при жизни	1	1
1665	один голос	2	1
1666	построена так	2	1
1667	он уже	3	1
1668	развитие сюжета	1	1
1669	в учебнике	1	1
1670	в последнем	1	1
1671	взглянул на	1	1
1672	сделано толстым	1	1
1673	часто не	3	1
1674	жизнь была	1	1
1675	как содержание	1	1
1676	детей и	1	1
1677	события и	1	1
1678	в герои	1	1
1679	за ними	3	1
1680	этого построения	1	1
1681	принимают участие	1	1
1682	непонятно почему	1	1
1683	конца как	1	1
1684	одним этим	1	1
1685	поэтому в	1	1
1686	речи как	1	1
1687	это их	2	1
1688	мнения но	1	1
1689	хоть одно	1	1
1690	как исследование	1	1
1691	и создает	1	1
1692	в грехах	1	1
1693	за границей	3	1
1694	конца а	1	1
1695	но стоит	1	1
1696	определенным характером	1	1
1697	прошлое и	1	1
1698	сложному и	1	1
1699	три слова	1	1
1700	чтобы рассказать	1	1
1701	этом месте	2	1
1702	вот и	1	1
1703	что интрига	1	1
1704	значения как	1	1
1705	следующее место	1	1
1706	обозначить как	1	1
1707	в составе	2	1
1708	и радость	1	1
1709	значения и	2	1
1710	же слово	1	1
1711	в памяти	2	1
1712	и они	1	1
1713	ними не	1	1
1714	есть на	1	1
1715	ключом к	1	1
1716	другому человеку	2	1
1717	которого не	1	1
1718	не своим	1	1
1719	его зовут	1	1
1720	слова о	1	1
1721	что позволяет	1	1
1722	самый общий	1	1
1723	вглядеться в	2	1
1724	не входит	1	1
1725	жизни мы	2	1
1726	как произведение	1	1
1727	как некий	1	1
1728	как часть	1	1
1729	к нашему	1	1
1730	мысленным взором	1	1
1731	самого рассказа	1	1
1732	он восклицает	1	1
1733	ему необходимо	1	1
1734	языка и	1	1
1735	произведение не	1	1
1736	своей собственной	2	1
1737	делать то	1	1
1738	ней есть	1	1
1739	первая из	1	1
1740	его существования	1	1
1741	в роли	2	1
1742	в умении	1	1
1743	жизни который	1	1
1744	них как	2	1
1745	он относится	1	1
1746	области литературы	1	1
1747	в небольшом	1	1
1748	и наиболее	1	1
1749	него с	1	1
1750	художественной литературы	1	1
1751	каждого слова	1	1
1752	взгляда на	1	1
1753	тогда как	23	1
1754	жизни на	1	1
1755	если их	1	1
1756	не встречается	1	1
1757	жизни по	1	1
1758	лирике не	1	1
1759	к двум	2	1
1760	в данной	2	1
1761	подробности и	1	1
1762	начиная с	3	1
1763	роль не	1	1
1764	и бессмысленное	1	1
1765	историю которую	1	1
1766	за пределами	3	1
1767	под знаком	1	1
1768	в каждый	1	1
1769	лев толстой	2	1
1770	они еще	1	1
1771	до известной	1	1
1772	самым социальным	1	1
1773	как вечный	1	1
1774	не имел	2	1
1775	говорится в	1	1
1776	это сделать	2	1
1777	понятие введенное	1	1
1778	в мировой	1	1
1779	по этой	1	1
1780	поведение в	1	1
1781	собой то	1	1
1782	мысли с	1	1
1783	в м	1	1
1784	догадаться что	1	1
1785	человеческую жизнь	1	1
1786	не одним	1	1
1787	из поля	1	1
1788	слово то	2	1
1789	в формировании	1	1
1790	любили друг	1	1
1791	содержание не	2	1
1792	душе и	1	1
1793	смерть и	1	1
1794	вниманию читателя	1	1
1795	на языке	1	1
1796	к социальной	1	1
1797	автору и	1	1
1798	как анна	1	1
1799	к детскому	1	1
1800	теперь как	5	1
1801	ни единой	1	1
1802	или когда	1	1
1803	и борьбы	1	1
1804	под собой	1	1
1805	для всего	1	1
1806	ее проявления	1	1
1807	в жизнь	1	1
1808	толстого совершенно	1	1
1809	все та	1	1
1810	нет это	1	1
1811	она служит	1	1
1812	чему мы	1	1
1813	волосы как	1	1
1814	сказано все	1	1
1815	и тревогой	1	1
1816	это решение	1	1
1817	течение всей	1	1
1818	это всегда	1	1
1819	себе но	2	1
1820	к некоторому	1	1
1821	слова рассказа	1	1
1822	которые одновременно	1	1
1823	этих единиц	1	1
1824	о жизни	2	1
1825	поэтому как	1	1
1826	за которым	2	1
1827	не сводит	2	1
1828	означает нечто	1	1
1829	этот раз	1	1
1830	или даже	3	1
1831	однако это	1	1
1832	противном случае	1	1
1833	и этих	1	1
1834	нравственной истины	1	1
1835	так а	3	1
1836	которым приводит	1	1
1837	в гостиной	1	1
1838	случае о	1	1
1839	к вам	1	1
1840	а он	1	1
1841	говорит об	1	1
1842	ничего нельзя	1	1
1843	особенно в	3	1
1844	из уроков	1	1
1845	этот краткий	1	1
1846	до внутреннего	1	1
1847	которая как	1	1
1848	историю души	1	1
1849	нее ни	1	1
1850	слова однако	1	1
1851	события так	1	1
1852	и всеми	1	1
1853	его произведениях	1	1
1854	а его	3	1
1855	в поле	3	1
1856	как показывают	1	1
1857	к цели	1	1
1858	точки с	1	1
1859	одну из	1	1
1860	всей своей	1	1
1861	уже только	1	1
1862	ее жизни	1	1
1863	говорить не	1	1
1864	или что-нибудь	1	1
1865	а по	2	1
1866	катастрофой в	2	1
1867	позиций которые	1	1
1868	имеются только	1	1
1869	этом один	1	1
1870	важное и	1	1
1871	в рамках	6	1
1872	составляет его	1	1
1873	числе и	1	1
1874	состоят в	2	1
1875	во многом	1	1
1876	самое происходит	1	1
1877	зрения героя	1	1
1878	мы бы	1	1
1879	иных форм	1	1
1880	эту тему	1	1
1881	что изображает	1	1
1882	жизни будущего	1	1
1883	раскрыть его	1	1
1884	происходит в	1	1
1885	дочь и	1	1
1886	в разговоре	1	1
1887	быть рассказана	1	1
1888	что после	1	1
1889	однако все	1	1
1890	хотя они	1	1
1891	себя но	2	1
1892	и весело	1	1
1893	невозможно да	1	1
1894	наступает в	1	1
1895	и действия	2	1
1896	в готовом	1	1
1897	нечто иное	1	1
1898	к такого	1	1
1899	что видит	1	1
1900	что один	1	1
1901	когда все	2	1
1902	человеческой жизни	3	1
1903	нами а	1	1
1904	в момент	1	1
1905	картины в	1	1
1906	тех кто	1	1
1907	образом достигает	1	1
1908	всей жизни	1	1
1909	и конца	5	1
1910	есть знак	1	1
1911	через сеть	1	1
1912	не имеющее	1	1
1913	связи в	1	1
1914	этот момент	1	1
1915	конца не	1	1
1916	это обычно	1	1
1917	человек есть	1	1
1918	в принципе	6	1
1919	которые по	1	1
1920	все необходимые	1	1
1921	случае он	2	1
1922	то не	1	1
1923	по мере	2	1
1924	бы место	1	1
1925	однако при	1	1
1926	было как	5	1
1927	границы между	2	1
1928	думает и	1	1
1929	основное условие	1	1
1930	он имеет	1	1
1931	новизна и	1	1
1932	воображения читателя	1	1
1933	на свой	1	1
1934	с человеческого	1	1
1935	нарастало и	1	1
1936	только когда	1	1
1937	самым как	1	1
1938	во взаимной	1	1
1939	где они	2	1
1940	читатель получает	1	1
1941	основной для	1	1
1942	разговоре с	2	1
1943	смерть как	1	1
1944	и внутренне	1	1
1945	сад и	1	1
1946	а именно	2	1
1947	оказываются в	1	1
1948	с еще	1	1
1949	не таким	1	1
1950	не обладают	1	1
1951	их за	1	1
1952	не оказывается	2	1
1953	собственно говоря	3	1
1954	своего существования	2	1
1955	столичной жизни	1	1
1956	лица но	1	1
1957	на материале	1	1
1958	сам же	1	1
1959	большей части	5	1
1960	было не	1	1
1961	здесь достаточно	1	1
1962	ли я	1	1
1963	шире и	2	1
1964	которая представляет	1	1
1965	по тем	1	1
1966	отказавшись от	1	1
1967	восходит к	2	1
1968	как принцип	1	1
1969	однако его	1	1
1970	новую область	1	1
1971	входит в	2	1
1972	не должен	1	1
1973	с личной	1	1
1974	бы из	1	1
1975	сюжетная схема	1	1
1976	интриги в	2	1
1977	не довольствуясь	1	1
1978	уже было	1	1
1979	и т.п	11	1
1980	черты характера	1	1
1981	природе как	1	1
1982	правда и	1	1
1983	в различных	1	1
1984	виду и	1	1
1985	внимания к	1	1
1986	даже с	1	1
1987	и три	1	1
1988	или чаще	1	1
1989	рассмотрим в	1	1
1990	о художественной	1	1
1991	не становится	1	1
1992	самом начале	1	1
1993	чтобы они	1	1
1994	по которой	1	1
1995	взятый в	1	1
1996	по контрасту	1	1
1997	на будущее	1	1
1998	стороны именно	1	1
1999	момент в	1	1
2000	а со	1	1
2001	от другой	1	1
2002	жизнь оказывается	1	1
2003	с собственной	1	1
2004	не впадая	1	1
2005	и открывает	1	1
2006	в системе	1	1
2007	тайны когда	1	1
2008	в обращении	2	1
2009	вся эта	1	1
2010	того о	2	1
2011	героя не	1	1
2012	не замечают	1	1
2013	ее как	1	1
2014	этого сказать	1	1
2015	как полагает	1	1
2016	к человеку	1	1
2017	и смех	1	1
2018	жить в	1	1
2019	и служит	2	1
2020	как средство	1	1
2021	жизненный материал	1	1
2022	в повестях	1	1
2023	разумеется в	1	1
2024	а тот	1	1
2025	в воспитании	1	1
2026	есть его	1	1
2027	гоголь в	1	1
2028	далеко за	1	1
2029	говоря всякое	1	1
2030	и сама	2	1
2031	и через	2	1
2032	состоящий в	1	1
2033	совершенно на	1	1
2034	действия они	1	1
2035	по содержанию	1	1
2036	этого человека	1	1
2037	и притом	3	1
2038	бы рассказать	1	1
2039	от хронологической	1	1
2040	на разных	1	1
2041	говорит в	1	1
2042	исходит от	1	1
2043	слова во	1	1
2044	установки и	2	1
2045	хх столетия	1	1
2046	его развертывание	1	1
2047	слов с	1	1
2048	примере в	1	1
2049	и своего	1	1
2050	к единичному	1	1
2051	происходит и	2	1
2052	в последние	2	1
2053	также в	2	1
2054	после слов	1	1
2055	по ее	1	1
2056	сохраняет при	1	1
2057	глаза что	1	1
2058	не роман	2	1
2059	века в	1	1
2060	речь о	1	1
2061	мы делаем	1	1
2062	себя мы	1	1
2063	времени сколько	1	1
2064	например как	1	1
2065	речи или	1	1
2066	обращено к	2	1
2067	и отдельные	1	1
2068	текст и	1	1
2069	как сказано	1	1
2070	я был	1	1
2071	автор с	1	1
2072	о каждом	1	1
2073	всех видов	1	1
2074	в заключительном	1	1
2075	нам более	1	1
2076	реальным и	1	1
2077	не сводится	8	1
2078	в живой	1	1
2079	производит впечатление	1	1
2080	с матерью	2	1
2081	в тумане	1	1
2082	не исчерпывается	1	1
2083	отношение между	1	1
2084	п не	1	1
2085	нашем сознании	2	1
2086	проникать во	1	1
2087	в детстве	3	1
2088	обстановкой в	1	1
2089	исчезает и	1	1
2090	возникает эффект	1	1
2091	его смысла	2	1
2092	вспомним что	1	1
2093	двумя или	2	1
2094	так у	2	1
2095	что составляло	1	1
2096	слов не	1	1
2097	несколько иначе	1	1
2098	причина этого	1	1
2099	на главы	2	1
2100	значит если	1	1
2101	из народной	1	1
2102	о кошке	1	1
2103	у которого	1	1
2104	прийти в	1	1
2105	за нею	2	1
2106	ответы на	1	1
2107	не говорится	1	1
2108	другой день	4	1
2109	известном смысле	4	1
2110	с настоящим	1	1
2111	положении оказывается	1	1
2112	рассматривается как	1	1
2113	любви в	1	1
2114	совершенно чужда	1	1
2115	к структуре	1	1
2116	на втором	1	1
2117	взывает к	2	1
2118	к полноте	1	1
2119	если они	1	1
2120	и языка	1	1
2121	зеркале в	1	1
2122	легко возразить	1	1
2123	к сюжету	1	1
2124	пример из	1	1
2125	быть для	1	1
2126	к исследованию	1	1
2127	обычно с	1	1
2128	связей в	1	1
2129	мыслей в	1	1
2130	сознания однако	1	1
2131	самую суть	1	1
2132	смысл рассказа	1	1
2133	и особенно	1	1
2134	и нельзя	1	1
2135	а более	1	1
2136	к автору	1	1
2137	эта любовь	1	1
2138	принадлежностью данного	1	1
2139	события но	1	1
2140	теперь я	1	1
2141	бывает и	1	1
2142	скоро и	1	1
2143	смысла а	1	1
2144	сказку в	1	1
2145	приближается к	1	1
2146	как возможность	1	1
2147	речи но	1	1
2148	впадая в	1	1
2149	к одной	1	1
2150	и вследствие	1	1
2151	женой а	1	1
2152	это уже	3	1
2153	смысла то	1	1
2154	о принципе	1	1
2155	нашего времени	1	1
2156	только мертвые	1	1
2157	и автор	1	1
2158	это сообщение	1	1
2159	него нет	1	1
2160	за это	1	1
2161	сказать с	1	1
2162	эпизод рассказа	1	1
2163	ему казалось	1	1
2164	наряду со	1	1
2165	простым и	1	1
2166	о своей	3	1
2167	которые у	1	1
2168	себе два	1	1
2169	он своим	1	1
2170	что когда-то	1	1
2171	присутствует в	1	1
2172	оно всегда	1	1
2173	однако чтобы	1	1
2174	последние десятилетия	1	1
2175	мир который	1	1
2176	творцом своего	1	1
2177	свое я	1	1
2178	в итоге	4	1
2179	с большей	1	1
2180	в следующей	3	1
2181	оно составляет	1	1
2182	два слова	1	1
2183	редко и	1	1
2184	отдельных эпизодов	1	1
2185	без которых	1	1
2186	в большинстве	1	1
2187	что теперь	1	1
2188	не объясняет	2	1
2189	восприятия а	1	1
2190	галлюцинации в	1	1
2191	изложении в	1	1
2192	теперь его	1	1
2193	каким бы	1	1
2194	его участие	1	1
2195	через месяц	1	1
2196	произведения всех	1	1
2197	каждый в	1	1
2198	в риторике	1	1
2199	который часто	1	1
2200	имело бы	1	1
2201	его нельзя	1	1
2202	письма и	1	1
2203	и откуда	1	1
2204	перед мысленным	1	1
2205	благодаря этим	2	1
2206	о своем	2	1
2207	представление будто	1	1
2208	перед глазами	1	1
2209	тому и	1	1
2210	не достаточно	1	1
2211	для наиболее	1	1
2212	это сделал	1	1
2213	образом не	1	1
2214	известной степени	1	1
2215	из рассказа	2	1
2216	на более	1	1
2217	к детской	1	1
2218	между людьми	1	1
2219	всего рассказа	1	1
2220	соответствии с	7	1
2221	главное в	2	1
2222	практическое разрешение	1	1
2223	смешивать с	1	1
2224	к миру	2	1
2225	последней в	1	1
2226	после себя	1	1
2227	центральное в	1	1
2228	выражение их	1	1
2229	здесь и	1	1
2230	к новой	1	1
2231	знакомства с	1	1
2232	включая в	1	1
2233	читателя или	1	1
2234	прибегает к	1	1
2235	толстой в	1	1
2236	людей не	1	1
2237	в художественных	3	1
2238	жизнь его	1	1
2239	или просто	2	1
2240	как со	1	1
2241	ему в	2	1
2242	эстетической и	1	1
2243	не изображает	1	1
2244	свидетельствует о	4	1
2245	они суть	1	1
2246	том числе	1	1
2247	романе пушкина	1	1
2248	предположение что	1	1
2249	мере что	1	1
2250	душевные переживания	1	1
2251	с фабулой	1	1
2252	просто человека	1	1
2253	с просьбой	1	1
2254	заключительной сцены	1	1
2255	о герое	3	1
2256	всеми последующими	1	1
2257	в использовании	1	1
2258	диалог в	1	1
2259	не принимает	1	1
2260	истории не	3	1
2261	перед читателем	1	1
2262	и представления	1	1
2263	что к	1	1
2264	ряде случаев	2	1
2265	он видел	1	1
2266	этом что	1	1
2267	контрасту с	1	1
2268	правило не	2	1
2269	что перед	1	1
2270	кричит в	1	1
2271	золотого сечения	3	1
2272	поведения и	1	1
2273	на рассказе	1	1
2274	является не	1	1
2275	кошке и	1	1
2276	главы и	1	1
2277	мира и	2	1
2278	собственной жизни	2	1
2279	в новом	1	1
2280	все слова	1	1
2281	совершенно иной	1	1
2282	место действия	1	1
2283	ему как	1	1
2284	чего в	1	1
2285	вопроса как	1	1
2286	мы тем	1	1
2287	ее жизнь	1	1
2288	и главное	1	1
2289	выражение и	1	1
2290	истории о	3	1
2291	не говоря	1	1
2292	интересующей нас	1	1
2293	всю совокупность	1	1
2294	искать в	1	1
2295	личности в	2	1
2296	напомнить что	2	1
2297	тут и	1	1
2298	назвать и	2	1
2299	еще можно	1	1
2300	история о	1	1
2301	другие с	1	1
2302	на мировую	1	1
2303	построен на	1	1
2304	гласит что	1	1
2305	характер который	1	1
2306	читателей в	1	1
2307	т.п и	2	1
2308	церкви и	2	1
2309	вопрос как	1	1
2310	и описана	1	1
2311	во второй	2	1
2312	он однако	1	1
2313	рассказа который	1	1
2314	не находит	1	1
2315	я вас	1	1
2316	теперь начинает	1	1
2317	делаем то	1	1
2318	люди с	1	1
2319	частности в	2	1
2320	характера по	1	1
2321	событие и	4	1
2322	способа представления	1	1
2323	на иных	1	1
2324	построена таким	1	1
2325	всей его	1	1
2326	первые два	1	1
2327	чем является	1	1
2328	нам была	1	1
2329	еще на	1	1
2330	по утверждению	1	1
2331	всех его	2	1
2332	героя с	2	1
2333	ради того	1	1
2334	него и	1	1
2335	со своими	3	1
2336	самого толстого	1	1
2337	жил в	1	1
2338	и борьба	1	1
2339	и благодаря	1	1
2340	свои усилия	1	1
2341	и много	1	1
2342	о каких	1	1
2343	в театре	3	1
2344	остается на	1	1
2345	только по	1	1
2346	этом и	5	1
2347	связи между	1	1
2348	начала жизни	1	1
2349	обращаться к	1	1
2350	же можно	1	1
2351	стороны может	1	1
2352	понятно в	1	1
2353	тоска в	1	1
2354	можно свести	1	1
2355	и игры	1	1
2356	глазами и	1	1
2357	своем воображении	2	1
2358	и долго	1	1
2359	нас по	1	1
2360	история с	1	1
2361	в лице	1	1
2362	героя но	3	1
2363	без помощи	1	1
2364	персонажей и	2	1
2365	событие это	2	1
2366	лессингу не	1	1
2367	когда перед	1	1
