N	2gram	Losev_Prob	Narrotol
1310	с их	1	1
1311	слова не	1	1
1312	не принимает	1	1
1313	мастера и	1	1
1314	всех прочих	1	1
1315	а еще	2	1
1316	на небо	8	1
1317	что ни	1	1
1318	что является	1	1
1319	что к	1	1
1320	этих сторон	1	1
1321	пишет не	1	1
1322	этого произведения	2	1
1323	слова но	2	1
1324	за этим	1	1
1325	и где	1	1
1326	об этих	1	1
1327	и которая	3	1
1328	только два	1	1
1329	очень много	3	1
1330	в стороне	1	1
1331	случае не	2	1
1332	художника и	1	1
1333	что перед	2	1
1334	и без	5	1
1335	нас к	1	1
1336	забыть о	1	1
1337	возможно и	1	1
1338	говорят о	1	1
1339	является не	2	1
1340	это свидетельствует	3	1
1341	на душе	3	1
1342	есть только	4	1
1343	и со	1	1
1344	и я	1	1
1345	в такой	3	1
1346	остановимся на	2	1
1347	в новом	1	1
1348	не исключает	1	1
1349	у древних	1	1
1350	нисколько не	7	1
1351	и оно	1	1
1352	и смысл	1	1
1353	на его	4	1
1354	весьма характерное	1	1
1355	то можно	1	1
1356	а он	2	1
1357	взятый в	1	1
1358	а так	1	1
1359	как результат	1	1
1360	бы это	1	1
1361	жизнь и	6	1
1362	свобода и	1	1
1363	на свете	1	1
1364	друга но	1	1
1365	не говоря	2	1
1366	поскольку она	1	1
1367	еще до	2	1
1368	достаточно для	1	1
1369	тут и	4	1
1370	с самого	3	1
1371	выше и	1	1
1372	которые могли	1	1
1373	которая может	1	1
1374	в окна	1	1
1375	но существенно	1	1
1376	на свои	1	1
1377	и некоторого	1	1
1378	отдельные детали	1	1
1379	бы от	1	1
1380	другими словами	3	1
1381	уже забыл	1	1
1382	связанные между	1	1
1383	здесь можно	1	1
1384	другой в	1	1
1385	в противоположность	3	1
1386	освобождает и	1	1
1387	ведь и	1	1
1388	просто не	1	1
1389	у гомера	1	1
1390	мы должны	1	1
1391	на другое	1	1
1392	во вселенной	1	1
1393	в искусстве	2	1
1394	не находит	2	1
1395	нас будут	1	1
1396	и символически	1	1
1397	я вас	2	1
1398	нужно было	1	1
1399	но она	1	1
1400	и их	7	1
1401	но даже	6	1
1402	всего его	1	1
1403	отношений между	1	1
1404	других писателей	1	1
1405	существа в	2	1
1406	оказывается что	5	1
1407	только у	1	1
1408	у кого	2	1
1409	века однако	1	1
1410	в нашей	3	1
1411	жизнь есть	1	1
1412	на людей	1	1
1413	уже видели	1	1
1414	в xix	1	1
1415	отличать от	1	1
1416	добраться до	1	1
1417	хотя она	1	1
1418	или как	1	1
1419	как то	1	1
1420	происходит от	1	1
1421	нам о	1	1
1422	разумеется в	1	1
1423	в истолковании	1	1
1424	еще на	1	1
1425	еще одного	1	1
1426	перспективы в	1	1
1427	не хотел	2	1
1428	но совершенно	1	1
1429	эту тему	2	1
1430	по всей	1	1
1431	него и	2	1
1432	данного произведения	1	1
1433	литература является	1	1
1434	жил в	2	1
1435	крайней мере	8	1
1436	не верит	1	1
1437	трилогии в	1	1
1438	в людях	1	1
1439	же можно	1	1
1440	в голову	1	1
1441	он приносит	1	1
1442	мифа в	1	1
1443	присутствуют в	2	1
1444	свидетельствуют о	1	1
1445	все еще	4	1
1446	в период	4	1
1447	этот текст	1	1
1448	небе и	1	1
1449	нуждается в	2	1
1450	приходится в	1	1
1451	является ли	1	1
1452	надо было	1	1
1453	о богах	2	1
1454	своей индивидуальности	1	1
1455	как ему	1	1
1456	для этого	2	1
1457	читаем что	2	1
1458	хотя они	2	1
1459	а я	1	1
1460	который однако	1	1
1461	и совершенно	2	1
1462	даже самых	1	1
1463	говорит не	2	1
1464	как символ	15	1
1465	степени и	1	1
1466	легенда о	1	1
1467	себе а	3	1
1468	котором он	1	1
