N	2gram	Voloshinov	VeschiIm
1307	не остается	3	1
1308	является данное	1	1
1309	на другую	2	1
1310	в какой	3	1
1311	мы теперь	1	1
1312	обстоятельство что	2	1
1313	нас к	2	1
1314	эти три	2	1
1315	переходим к	3	1
1316	– всегда	1	1
1317	всего тот	1	1
1318	страха и	1	1
1319	если и	2	1
1320	и социальная	1	1
1321	самого момента	1	1
1322	найти ничего	1	1
1323	в реальности	1	1
1324	основано на	1	1
1325	имеется в	1	1
1326	жизни –	3	1
1327	в этих	5	1
1328	основных направлений	1	1
1329	этим самым	1	1
1330	этого слова	1	1
1331	это первичное	1	1
1332	в ряду	1	1
1333	ли не	1	1
1334	я признаю	1	1
1335	на одном	1	1
1336	должно стать	1	1
1337	с любым	1	1
1338	не могут	7	1
1339	делает ее	1	1
1340	существуют только	1	1
1341	всей той	2	1
1342	в двух	1	1
1343	большим трудом	1	1
1344	сил на	1	1
1345	личность должна	1	1
1346	каких других	1	1
1347	все категории	1	1
1348	– очень	2	1
1349	которые с	1	1
1350	бы совершенно	1	1
1351	полагает что	1	1
1352	в экономическом	2	1
1353	говорит об	1	1
1354	но откуда	1	1
1355	что как	2	1
1356	думаю что	1	1
1357	другой но	1	1
1358	говорили выше	1	1
1359	ее жизнь	1	1
1360	этого учения	5	1
1361	но конечно	1	1
1362	сказать не	2	1
1363	социальных форм	1	1
1364	сознанию и	1	1
1365	и по	5	1
1366	всех своих	4	1
1367	что хотя	1	1
1368	уже сказали	1	1
1369	сказать и	3	1
1370	вопрос не	1	1
1371	такого же	1	1
1372	же деле	2	1
1373	могли бы	2	1
1374	того или	1	1
1375	реагирует на	2	1
1376	– об	1	1
1377	это конечно	1	1
1378	же из	2	1
1379	они стали	1	1
1380	первый план	4	1
1381	быть объяснены	1	1
1382	как ни	1	1
1383	от других	2	1
1384	– одно	2	1
1385	выражения не	1	1
1386	с самого	7	1
1387	в вопросе	1	1
1388	будто бы	2	1
1389	анализировать эти	1	1
1390	оно в	1	1
1391	он ни	1	1
1392	отличие от	2	1
1393	мы увидим	4	1
1394	каких бы	1	1
1395	действия в	1	1
1396	а его	2	1
1397	данный момент	1	1
1398	мы воспринимаем	1	1
1399	сознание где	1	1
1400	– одна	1	1
1401	этого сделать	1	1
1402	в наше	1	1
1403	в самых	3	1
1404	не выдуманы	1	1
1405	этого достаточно	1	1
1406	с новыми	1	1
1407	от этих	2	1
1408	которую не	1	1
1409	нужно как	1	1
1410	д таким	1	1
1411	зрения в	1	1
1412	образований и	1	1
1413	не дает	4	1
1414	во всей	3	1
1415	с особым	1	1
1416	и речи	4	1
1417	мы различаем	1	1
1418	личности и	4	1
1419	каждый момент	1	1
1420	вся жизнь	2	1
1421	к новым	1	1
1422	в теории	1	1
1423	и думаю	1	1
1424	сущность этого	1	1
1425	ли к	1	1
1426	взглянуть на	1	1
1427	самосознания и	1	1
1428	существует –	1	1
1429	же типа	1	1
1430	теперь остается	1	1
1431	является его	2	1
1432	потому со	1	1
1433	это по	1	1
1434	чувств ни	1	1
1435	все основные	4	1
1436	связана с	2	1
1437	то обстоятельство	2	1
1438	с уже	1	1
1439	от которых	1	1
1440	для их	1	1
1441	недостаточность и	1	1
1442	не имеющие	4	1
1443	всех других	2	1
1444	не приходится	3	1
1445	все те	10	1
1446	понятия в	1	1
1447	из него	3	1
1448	в личности	1	1
1449	и тот	3	1
1450	их бытие	1	1
1451	конечно в	3	1
1452	только у	1	1
1453	является одним	1	1
1454	в нашей	2	1
1455	что нам	1	1
1456	относится и	2	1
1457	нас –	1	1
1458	книг и	1	1
1459	них –	1	1
1460	не следует	2	1
1461	в пределах	6	1
1462	он сходится	1	1
1463	в современной	1	1
1464	чтобы их	1	1
1465	пр и	2	1
1466	но так	2	1
1467	заставить ее	1	1
1468	он –	5	1
1469	к которой	2	1
1470	остается и	1	1
1471	что бы	2	1
1472	думать что	2	1
1473	о цельной	1	1
1474	или иное	2	1
1475	и часто	2	1
1476	нам о	2	1
1477	факты не	1	1
1478	еще на	1	1
1479	жизнь в	2	1
1480	чисто логический	1	1
1481	ведь как	1	1
1482	и большинство	1	1
1483	не интересует	3	1
1484	что дает	1	1
1485	вот когда	1	1
1486	же самое	2	1
1487	что никакого	1	1
1488	ту сторону	4	1
1489	тот или	1	1
1490	в книге	2	1
1491	явление в	3	1
1492	него и	1	1
1493	чем она	1	1
1494	– просто	1	1
1495	со своими	1	1
1496	зрения его	1	1
1497	во многом	2	1
1498	не нуждается	2	1
1499	нужно помнить	1	1
1500	природы и	3	1
1501	– увы	1	1
1502	нормального развития	1	1
1503	культуры и	1	1
1504	психология и	2	1
1505	и самого	1	1
1506	реальность в	1	1
1507	до сознания	6	1
1508	нам судить	1	1
1509	и глубокое	1	1
1510	этого внутреннего	1	1
1511	внимание и	1	1
1512	но есть	1	1
1513	и каждый	1	1
1514	этот путь	1	1
1515	могут быть	9	1
1516	но нет	2	1
1517	в зависимости	4	1
1518	бы он	3	1
1519	одним из	3	1
1520	всем том	1	1
1521	как внутреннее	1	1
1522	которое мы	1	1
1523	речь и	2	1
1524	анализа и	1	1
1525	что может	5	1
1526	материал из	1	1
1527	подойти к	2	1
1528	это ни	1	1
1529	еще одно	1	1
1530	я также	1	1
1531	ними уже	1	1
1532	или иной	2	1
1533	в человеческой	1	1
1534	же в	1	1
1535	иной раз	1	1
1536	представление об	1	1
1537	все лады	2	1
1538	основная и	1	1
1539	в данный	1	1
1540	всего на	1	1
1541	чувство не	1	1
1542	все другие	2	1
1543	один путь	1	1
1544	ничуть не	2	1
1545	а как	3	1
1546	к объективному	1	1
1547	превратить в	1	1
1548	они так	1	1
1549	надо было	1	1
1550	как совокупность	2	1
1551	в него	2	1
1552	только одну	2	1
1553	всех этих	6	1
1554	таким же	1	1
1555	которой мы	6	1
1556	в один	1	1
1557	от них	1	1
1558	им не	1	1
1559	может наиболее	1	1
1560	материализм и	1	1
1561	должен заставить	1	1
1562	и наконец	12	1
1563	со всяким	1	1
1564	кажется что	1	1
1565	нет никаких	1	1
1566	и самый	1	1
1567	и биология	2	1
1568	себе а	1	1
1569	в какой-нибудь	1	1
1570	организме человека	1	1
