N	2gram	Tiupa_Vved	slovoVRo
1289	тех же	2	1
1290	самый момент	1	1
1291	к данному	2	1
1292	и тот	1	1
1293	определенным образом	1	1
1294	разделяется на	2	1
1295	быть как	1	1
1296	быть шире	1	1
1297	еще в	3	1
1298	это то	1	1
1299	сосредоточиться на	1	1
1300	индивидуальная личность	1	1
1301	даже не	1	1
1302	категории в	1	1
1303	тем самым	6	1
1304	и времени	2	1
1305	проникнуть в	1	1
1306	глубокого и	1	1
1307	своих персонажей	2	1
1308	у нее	4	1
1309	должны были	3	1
1310	здесь например	1	1
1311	равной степени	1	1
1312	произведение не	1	1
1313	которого в	1	1
1314	тем или	1	1
1315	могла бы	3	1
1316	и особенности	1	1
1317	рассказчика в	1	1
1318	в рамках	5	1
1319	в отдельности	1	1
1320	для самостоятельной	1	1
1321	иначе в	1	1
1322	не дано	1	1
1323	и время	1	1
1324	на свет	1	1
1325	развиваются в	1	1
1326	облекается в	1	1
1327	на их	1	1
1328	типа наконец	1	1
1329	и собственно	1	1
1330	авторитетное слово	1	1
1331	особенностей и	1	1
1332	в театре	3	1
1333	рассматривается как	1	1
1334	роман а	1	1
1335	к человеческому	1	1
1336	бы он	1	1
1337	и по-разному	1	1
1338	этом и	2	1
1339	языковыми аристократами	1	1
1340	дня и	1	1
1341	иных форм	1	1
1342	что может	1	1
1343	в жизненном	1	1
1344	самому себе	1	1
1345	по аналогии	4	1
1346	на возможности	1	1
1347	не замечать	1	1
1348	от действительного	1	1
1349	в первой	1	1
1350	оно живет	1	1
1351	весь язык	1	1
1352	которая на	1	1
1353	в словесной	1	1
1354	ряде случаев	1	1
1355	этот рассказ	1	1
1356	не разрешают	1	1
1357	или ближе	1	1
1358	происходит в	1	1
1359	авторским интенциям	1	1
1360	кишащее будущими	1	1
1361	меньшей широтою	1	1
1362	и игры	1	1
1363	значимость и	1	1
1364	его к	1	1
1365	был столь	1	1
1366	на который	1	1
1367	не единственно	2	1
1368	наконец среди	1	1
1369	другие с	1	1
1370	отнюдь не	14	1
1371	эти два	1	1
1372	его времени	1	1
1373	как целого	1	1
1374	бытия в	3	1
1375	будущими и	1	1
1376	а главное	1	1
1377	основу всех	1	1
1378	оно непрерывно	1	1
1379	гуманитарных наук	1	1
1380	языками отмирающими	1	1
1381	именно это	1	1
1382	сферой применения	1	1
1383	и совершенно	1	1
1384	прямая речь	1	1
1385	или точнее	2	1
1386	каждого из	2	1
1387	само по	1	1
1388	снизу вверх	1	1
1389	в диалогической	1	1
1390	пути к	1	1
1391	дело здесь	1	1
1392	в пространстве	1	1
1393	жизнью и	1	1
1394	на эту	1	1
1395	говорит не	1	1
1396	же о	1	1
1397	ищет слов	1	1
1398	отвлеченные рассуждения	1	1
1399	по причине	1	1
1400	не утрачивая	2	1
1401	языки более	1	1
