N	2gram	Propp_Russ	Istorich
1309	могли иметь	1	3
1310	связь не	1	3
1311	до появления	1	3
1312	еще до	2	3
1313	что такие	2	3
1314	останавливаться на	2	3
1315	на всю	1	3
1316	которых они	1	3
1317	как из	1	3
1318	по всей	4	3
1319	этого нет	1	3
1320	если предположить	2	3
1321	дом где	1	3
1322	там на	1	3
1323	в эти	4	3
1324	представления не	2	3
1325	женщины в	1	2
1326	дают в	1	2
1327	и этого	1	2
1328	народов в	1	2
1329	эту ночь	3	2
1330	с которыми	1	2
1331	производилось в	1	2
1332	можно встретить	2	2
1333	говорит вот	1	2
1334	они выходят	1	2
1335	с рождением	1	2
1336	думается что	1	2
1337	они у	1	2
1338	таких представлений	1	2
1339	этого момента	3	2
1340	церковь и	2	2
1341	песен и	4	2
1342	и сл	4	2
1343	к другу	2	2
1344	по пути	1	2
1345	объяснило бы	1	2
1346	мы начнем	1	2
1347	от одного	2	2
1348	что огонь	1	2
1349	жизнь в	1	2
1350	в гроб	2	2
1351	травами и	2	2
1352	и другим	3	2
1353	сказывается и	1	2
1354	горячие камни	1	2
1355	можно еще	1	2
1356	этом можно	1	2
1357	к вечеру	2	2
1358	это делалось	10	2
1359	целый год	2	2
1360	чтобы лучше	2	2
1361	если при	1	2
1362	и иногда	3	2
1363	обращает на	1	2
1364	там его	1	2
1365	работы не	1	2
1366	прямо на	1	2
1367	этом а	1	2
1368	когда будет	1	2
1369	рассмотрение этого	1	2
1370	кто-нибудь из	1	2
1371	и должна	2	2
1372	он редко	1	2
1373	из их	1	2
1374	с материалами	2	2
1375	характер в	1	2
1376	в риме	1	2
1377	многих местах	3	2
1378	по представлению	2	2
1379	материалы приводят	1	2
1380	весь скот	1	2
1381	свою очередь	2	2
1382	с другим	2	2
1383	в прошлом	2	2
1384	и еще	2	2
1385	нас на	1	2
1386	он так	2	2
1387	него не	1	2
1388	по которым	1	2
1389	мы проследили	1	2
1390	просто в	1	2
1391	иные формы	2	2
1392	тем это	3	2
1393	важны две	1	2
1394	они с	1	2
1395	в реках	2	2
1396	к ее	1	2
1397	обряд а	1	2
1398	они идут	1	2
1399	на глазах	1	2
1400	похожи на	1	2
1401	где это	1	2
1402	по-видимому не	1	2
1403	за пределами	2	2
1404	близка к	1	2
1405	это обстоятельство	1	2
1406	гл iii	1	2
1407	место где	1	2
1408	в пищу	4	2
1409	не путем	1	2
1410	на горе	1	2
1411	иногда подчеркивается	1	2
1412	иметь власть	1	2
1413	состоял в	1	2
1414	а за	4	2
1415	ее от	2	2
1416	как по	2	2
1417	к зеленина	1	2
1418	можно судить	1	2
1419	ниже при	2	2
1420	связь образа	1	2
1421	вступали в	1	2
1422	этот вывод	1	2
1423	земле и	4	2
1424	и следовательно	2	2
1425	в семьях	1	2
1426	говорилось о	2	2
1427	к вопросу	2	2
1428	полагает что	8	2
1429	мы приведем	1	2
1430	в каждом	2	2
1431	выступает в	1	2
1432	встречается редко	1	2
1433	и питье	1	2
1434	т п	1	2
1435	значение и	2	2
1436	все остальные	1	2
1437	на новый	3	2
1438	культ мертвых	1	2
1439	другим более	1	2
1440	теперь уже	1	2
1441	которые и	1	2
1442	ногами и	2	2
1443	на свой	1	2
1444	в развитии	1	2
1445	довольно точно	1	2
1446	не были	2	2
1447	тем и	4	2
1448	не сами	1	2
1449	из дерева	1	2
1450	он пишет	2	2
1451	сперва в	1	2
1452	место куда	1	2
1453	многих случаях	4	2
1454	на некоторых	1	2
1455	другая форма	1	2
1456	своего апогея	1	2
1457	ту сторону	1	2
1458	заставляет думать	1	2
1459	природы и	3	2
1460	что для	4	2
1461	не пускает	1	2
1462	хлеб и	1	2
1463	солнце на	1	2
1464	был в	1	2
1465	из самых	2	2
1466	воды или	1	2
1467	бы ни	1	2
1468	не лезет	2	2
1469	с живыми	1	2
1470	как обряд	1	2
1471	и самый	1	2
1472	с полной	1	2
1473	их происхождение	2	2
1474	по всем	3	2
1475	и связанные	2	2
1476	и должны	1	2
1477	и сопоставить	1	2
1478	непосредственно не	1	2
1479	что этим	1	2
1480	этот очень	1	2
1481	и луга	1	2
1482	оно было	1	2
1483	и получают	1	2
1484	землей и	1	2
1485	ходить на	1	2
1486	становится ясной	1	2
1487	они на	1	2
1488	что делалось	1	2
1489	в ад	1	2
1490	приведенных материалах	2	2
1491	а третий	1	2
1492	мы остановимся	1	2
1493	приведенных выше	1	2
1494	характер этого	2	2
1495	с такими	1	2
1496	сказках герой	1	2
1497	более древняя	1	2
1498	вод и	1	2
1499	быть назван	1	2
1500	один какой-нибудь	1	2
1501	еще ясно	1	2
1502	что умершие	1	2
1503	своих целях	1	2
1504	такая точка	1	2
1505	который он	1	2
1506	дома или	1	2
1507	дальнейшее развитие	1	2
1508	присмотреться к	1	2
1509	силе огня	2	2
1510	в жилище	1	2
1511	в круг	3	2
1512	в центральной	1	2
1513	наконец в	1	2
1514	другие виды	2	2
1515	было способствовать	1	2
1516	в деталях	1	2
1517	в новой	1	2
1518	чтобы она	2	2
1519	животным на	1	2
1520	от других	1	2
1521	как например	6	2
1522	и потом	4	2
1523	в избе	2	2
1524	нет и	1	2
1525	в дому	1	2
1526	начнем с	1	2
1527	из девушек	4	2
1528	народные представления	1	2
1529	над землей	1	2
1530	только потому	1	2
1531	приводят нас	2	2
1532	оно имеет	1	2
1533	обратиться к	1	2
1534	смерти как	1	2
1535	объяснение этого	1	2
1536	представляла собой	2	2
1537	интересами и	2	2
1538	которые приводят	1	2
1539	или ее	3	2
1540	на кладбище	4	2
1541	что одно	1	2
1542	этих животных	1	2
1543	это сходство	2	2
1544	что с	2	2
1545	мало того	1	2
1546	насильственной смертью	1	2
1547	слова а	1	2
1548	таком случае	1	2
1549	от своих	1	2
1550	же кругу	1	2
1551	этом не	2	2
1552	о причине	1	2
1553	за этим	1	2
1554	ей не	1	2
1555	которые как	2	2
1556	в ряде	1	2
1557	стремление к	1	2
1558	случай который	1	2
1559	не оставляют	1	2
1560	различных народов	1	2
1561	те кто	1	2
1562	и таким	1	2
1563	и представляют	1	2
1564	было ни	1	2
1565	встречаются в	2	2
1566	высокой ступени	1	2
1567	очень редко	1	2
1568	стоит и	1	2
1569	в полной	1	2
1570	такие же	4	2
1571	в поле	18	2
1572	и масла	1	2
1573	воду как	1	2
1574	этой цели	2	2
1575	на другое	1	2
1576	не следует	1	2
1577	как этот	1	2
1578	несколько подробнее	1	2
1579	при всем	1	2
1580	ставит себе	1	2
1581	те которые	1	2
1582	и звезды	2	2
1583	на путь	1	2
1584	что изучение	1	2
1585	по старому	1	2
1586	место в	2	2
1587	то их	1	2
1588	исторически и	1	2
1589	идет не	1	2
1590	часто но	1	2
1591	этой силы	2	2
1592	к реке	6	2
1593	однако все	1	2
1594	они приносят	1	2
1595	им не	1	2
1596	за счет	2	2
1597	то этим	1	2
1598	обряды или	2	2
1599	более высокой	1	2
1600	можно говорить	2	2
1601	они их	2	2
1602	известно и	1	2
1603	в женской	1	2
1604	только этот	1	2
1605	под ним	2	2
1606	принимают форму	1	2
1607	выводы можно	2	2
1608	которые нужны	1	2
1609	по свидетельству	2	2
1610	что дело	1	2
1611	которые по	1	2
1612	это нужно	1	2
1613	они считались	1	2
1614	самом же	2	2
1615	и другими	3	2
1616	в день	12	2
1617	развития этого	1	2
1618	и была	1	2
1619	е не	1	2
1620	могла быть	1	2
1621	весь этот	1	2
1622	как обычай	1	2
1623	эту точку	1	2
1624	странным образом	1	2
1625	может дать	1	2
1626	е на	2	2
1627	объясняет почему	2	2
1628	надо умилостивить	1	2
1629	них в	2	2
1630	он из	1	2
1631	на западе	2	2
1632	дают нам	2	2
1633	и прочие	1	2
1634	которая представляет	1	2
1635	одно целое	1	2
1636	рассматриваться как	2	2
1637	время от	1	2
1638	но ему	1	2
1639	и другой	5	2
1640	а позже	1	2
1641	поэтому мы	1	2
1642	говорить о	2	2
1643	дети в	1	2
1644	урожай и	1	2
1645	или точнее	1	2
1646	образа и	1	2
1647	пока еще	1	2
1648	другие сроки	8	2
1649	быть признан	1	2
1650	носит характер	1	2
1651	у себя	1	2
1652	вернуться к	1	2
1653	через каждые	2	2
1654	в нашем	2	2
1655	на того	1	2
1656	согласиться с	1	2
1657	большом материале	1	2
1658	этой роли	1	2
1659	выходя из	1	2
1660	вином и	1	2
1661	если верно	1	2
1662	древние времена	1	2
1663	он очень	1	2
1664	которую они	1	2
1665	по возвращении	2	2
1666	и свои	2	2
1667	е что	1	2
1668	же деле	2	2
1669	обычай и	1	2
1670	как нет	1	2
1671	того или	1	2
1672	в работах	1	2
1673	но чаще	1	2
1674	других обрядов	1	2
1675	окна и	1	2
1676	формах в	1	2
1677	же с	1	2
1678	не о	1	2
1679	сложное явление	1	2
1680	в пруд	1	2
1681	из мифа	1	2
1682	вне связи	1	2
1683	много и	3	2
1684	всех народов	1	2
1685	остается в	1	2
1686	что говорилось	1	2
1687	и цель	1	2
1688	за столом	2	2
1689	откуда идет	1	2
1690	не более	2	2
1691	земли на	1	2
1692	человека который	1	2
1693	воды на	1	2
1694	в приведенном	1	2
1695	русском фольклоре	1	2
1696	несколько ниже	1	2
1697	вопрос можно	1	2
1698	что дает	1	2
1699	где обряд	1	2
1700	другой день	2	2
1701	ночь с	1	2
1702	общего с	1	2
1703	имеется очень	1	2
1704	необходимо еще	1	2
1705	поле и	6	2
1706	есть вместе	1	2
1707	на севере	5	2
1708	не значит	2	2
1709	основываясь на	1	2
1710	для людей	1	2
1711	ее нужно	1	2
1712	раз наоборот	1	2
1713	в лесах	2	2
1714	в окно	2	2
1715	воспоминание о	1	2
1716	материалы дают	2	2
1717	на дворе	3	2
1718	что еда	1	2
1719	взгляд на	1	2
1720	в состав	1	2
1721	его нет	1	2
1722	глухую полночь	1	2
1723	день они	1	2
1724	некоторые детали	1	2
1725	безотносительно к	1	2
1726	видел и	1	2
1727	которых мы	1	2
1728	оно могло	1	2
1729	обрядах и	1	2
1730	впрочем в	1	2
1731	человек с	1	2
1732	три дня	1	2
1733	формы мышления	1	2
1734	на лице	1	2
1735	что сам	1	2
1736	представления об	2	2
1737	как воплощение	1	2
1738	от другого	2	2
1739	упомянуть что	2	2
1740	него нет	1	2
1741	верно что	1	2
1742	эту куклу	4	2
1743	отличаются от	2	2
1744	на улицу	2	2
1745	так называемый	2	2
1746	при более	1	2
1747	как при	1	2
1748	встречаются и	2	2
1749	нет он	1	2
1750	далее следует	1	2
1751	они связаны	1	2
1752	все на	1	2
1753	к нам	2	2
1754	в особую	1	2
1755	живой человек	2	2
1756	фигурируют в	1	2
1757	всей своей	1	2
1758	ничего общего	3	2
1759	них же	1	2
1760	в любой	1	2
1761	ниже что	1	2
1762	уже к	1	2
1763	только одно	2	2
1764	этого они	1	2
1765	после рассмотрения	1	2
1766	падает на	1	2
1767	совпадает с	1	2
1768	на шее	1	2
1769	по земле	2	2
1770	в город	1	2
1771	с новым	1	2
1772	а может	1	2
1773	дети или	1	2
1774	где ты	1	2
1775	находящихся в	1	2
1776	совпадают с	3	2
1777	этому обряду	1	2
1778	и находит	1	2
1779	он есть	2	2
1780	себя от	1	2
1781	объясняется тем	1	2
1782	это вытекает	1	2
1783	а и	7	2
1784	верят что	3	2
1785	д т	1	2
1786	обряд этот	1	2
1787	и встречается	1	2
1788	красно солнышко	2	2
1789	и воскресение	1	2
1790	не названа	1	2
1791	пускаются в	1	2
1792	это значение	1	2
1793	в и	19	2
1794	видел в	2	2
1795	к материалу	2	2
1796	обе стороны	2	2
1797	и иначе	1	2
1798	целью воздействовать	1	2
1799	свидетельствует о	1	2
1800	однако как	3	2
1801	всего комплекса	1	2
1802	по очереди	1	2
1803	и всем	2	2
1804	будет рассмотрено	1	2
1805	легко заметить	1	2
1806	из особенностей	1	2
1807	она будет	1	2
1808	несколько человек	1	2
1809	прямо в	1	2
1810	иногда как	2	2
1811	случайно что	1	2
1812	есть уже	1	2
1813	что к	1	2
1814	ясную картину	1	2
1815	и начинается	1	2
1816	можно напомнить	1	2
1817	виду что	2	2
1818	никаких следов	1	2
1819	случае не	1	2
1820	не вяжется	1	2
1821	подобное же	1	2
1822	женщины и	1	2
1823	вверх и	1	2
1824	обе эти	1	2
1825	может рассматриваться	1	2
1826	мыслительная основа	3	2
1827	еще очень	1	2
1828	которые имели	1	2
1829	что часто	1	2
1830	жизнь и	2	2
1831	все другие	1	2
1832	же к	1	2
1833	ночь все	1	2
1834	в новый	6	2
1835	же значение	2	2
1836	от земли	2	2
1837	что души	1	2
1838	лучше понять	2	2
1839	с земли	1	2
1840	других животных	2	2
1841	время они	1	2
1842	возвращаются домой	1	2
1843	из своей	2	2
1844	именно здесь	1	2
1845	по окончании	1	2
1846	во всю	1	2
1847	на заре	1	2
1848	сообщает о	5	2
1849	совсем другое	1	2
1850	и русским	1	2
1851	этом и	1	2
1852	этих форм	1	2
1853	он во	1	2
1854	к новому	2	2
1855	должны признать	1	2
1856	них из	1	2
1857	к еде	1	2
1858	только одну	2	2
1859	именно это	1	2
1860	этому вопросу	2	2
1861	не к	3	2
1862	с рогами	1	1
1863	и объяснить	2	1
1864	на высоких	1	1
1865	приносили в	1	1
1866	о покойнике	1	1
1867	с бубнами	1	1
1868	куклу из	1	1
1869	еще накануне	1	1
1870	слова эти	1	1
1871	себе целью	1	1
1872	и подражали	1	1
1873	жизнь но	1	1
1874	материалам и	1	1
1875	очень напоминают	1	1
1876	эти очень	1	1
1877	и был	1	1
1878	бегство в	1	1
1879	эта же	2	1
1880	похоронные обряды	2	1
1881	однако из	1	1
1882	может так	1	1
1883	время не	1	1
1884	объяснить его	1	1
1885	ходят вокруг	2	1
1886	внутри которой	1	1
1887	на глаза	1	1
1888	из разных	1	1
1889	теми которые	1	1
1890	особенно если	1	1
1891	чтобы на	3	1
1892	ни одна	2	1
1893	сделать некоторые	1	1
1894	он прослеживается	1	1
1895	сидит он	1	1
1896	каким образом	1	1
1897	которые она	1	1
1898	года в	2	1
1899	на руках	2	1
1900	дают возможность	1	1
1901	земля и	1	1
1902	другие же	1	1
1903	развития но	1	1
1904	всем разнообразии	1	1
1905	земле на	1	1
1906	изображения птиц	1	1
1907	и старается	1	1
1908	прошлого в	1	1
1909	ушли в	1	1
1910	материалы не	1	1
1911	собой не	1	1
1912	в природе	2	1
1913	реки здесь	1	1
1914	к земле	5	1
1915	же после	1	1
1916	общую картину	1	1
1917	мир и	1	1
1918	в огромном	1	1
1919	славянских языках	1	1
1920	смотрит в	1	1
1921	других так	1	1
1922	да по	2	1
1923	а а	33	1
1924	вносят в	1	1
1925	единственная форма	1	1
1926	и смерти	1	1
1927	этом показании	1	1
1928	и путем	1	1
1929	не здесь	1	1
1930	возвращении домой	1	1
1931	говорится о	3	1
1932	нам не	1	1
1933	хороший урожай	2	1
1934	некогда представлял	1	1
1935	почему такое	1	1
1936	ранним утром	1	1
1937	в объяснении	1	1
1938	да все	1	1
1939	в какой-нибудь	1	1
1940	общеизвестно что	1	1
1941	распространен у	1	1
1942	двора и	1	1
1943	мы кратко	1	1
1944	умершим в	1	1
1945	изо рта	1	1
1946	должна была	6	1
1947	может служить	1	1
1948	лубочных картинок	1	1
1949	интересный и	2	1
1950	подробно описывает	2	1
1951	пытается объяснить	2	1
1952	других что	1	1
1953	ii в	2	1
1954	на кавказе	1	1
1955	свинью или	1	1
1956	этнографии и	1	1
1957	ее но	1	1
1958	вопросу в	1	1
1959	на нижнем	1	1
1960	явление не	1	1
1961	можно понимать	1	1
1962	приписывается особая	1	1
1963	так не	1	1
1964	она показывает	1	1
1965	в древние	1	1
1966	ему соответствует	1	1
1967	обряд с	2	1
1968	на сани	1	1
1969	день на	1	1
1970	необходимо изучить	2	1
1971	по одной	1	1
1972	здесь выражено	1	1
1973	в противном	2	1
1974	рубашку и	2	1
1975	сажей или	1	1
1976	другим народам	1	1
1977	и привязывают	1	1
1978	мы тебя	1	1
1979	и обрядам	2	1
1980	и ищут	1	1
1981	за море	1	1
1982	этих обрядах	1	1
1983	перед ней	2	1
1984	по селению	1	1
1985	них о	1	1
1986	лучше будет	1	1
1987	идут все	3	1
1988	молитвой о	1	1
1989	происходило в	2	1
1990	а наоборот	1	1
1991	посева и	1	1
1992	шест с	1	1
1993	такое исследование	1	1
1994	вообще а	1	1
1995	даже к	1	1
1996	древняя связь	1	1
1997	и вошел	1	1
1998	и молнии	1	1
1999	не объясняют	1	1
2000	лучше чем	1	1
2001	обряд состоит	1	1
2002	деревьев и	2	1
2003	имели место	1	1
2004	к умершим	1	1
2005	фрэзер ставит	1	1
2006	от описания	1	1
2007	это слово	1	1
2008	были женщины	1	1
2009	в человеческую	1	1
2010	с мужскими	1	1
2011	лица и	1	1
2012	покойник умер	1	1
2013	распространена в	1	1
2014	теория фрэзера	1	1
2015	как объяснить	2	1
2016	этом так	1	1
2017	ссылкой на	1	1
2018	на урожай	4	1
2019	мыслились в	1	1
2020	ее развития	1	1
2021	имеем смешение	1	1
2022	заботятся о	2	1
2023	по аналогии	1	1
2024	на передней	1	1
2025	возникает представление	1	1
2026	помочь в	1	1
2027	ассимиляция с	1	1
2028	рассматривали как	1	1
2029	изучения народных	1	1
2030	но иногда	2	1
2031	этой религии	1	1
2032	рядом с	1	1
2033	под него	1	1
2034	дерево в	1	1
2035	трупы зашивались	1	1
2036	менее ясна	1	1
2037	о характере	1	1
2038	лес где	1	1
2039	странствуют по	1	1
2040	родов и	1	1
2041	в двух	2	1
2042	свою силу	1	1
2043	земли поэтому	1	1
2044	им или	1	1
2045	в верхнем	1	1
2046	мы указывали	1	1
2047	другие детали	1	1
2048	форму по	1	1
2049	и руки	1	1
2050	привязывают к	1	1
2051	смысл и	1	1
2052	до самой	1	1
2053	же все	1	1
2054	эта волшебная	1	1
2055	как крестьянин	2	1
2056	до другого	1	1
2057	которой и	1	1
2058	имели власть	1	1
2059	центральный момент	1	1
2060	они становятся	2	1
2061	не составляет	1	1
2062	под ними	1	1
2063	и плодородия	1	1
2064	и дети	1	1
2065	это должно	1	1
2066	античности к	1	1
2067	не отличаются	2	1
2068	ставят на	2	1
2069	или может	1	1
2070	на весь	3	1
2071	в песне	4	1
2072	и чтобы	1	1
2073	праздник для	1	1
2074	европы в	2	1
2075	земле а	1	1
2076	и деньги	1	1
2077	к такой	1	1
2078	афанасьев в	2	1
2079	он признает	1	1
2080	и просят	1	1
2081	вот что	1	1
2082	здесь многое	1	1
2083	имеет много	1	1
2084	без этих	1	1
2085	считал что	2	1
2086	верно и	1	1
2087	объяснение мы	1	1
2088	например по	2	1
2089	подробное описание	1	1
2090	работы на	2	1
2091	представляет для	1	1
2092	случай встречается	1	1
2093	же а	4	1
2094	не огонь	1	1
2095	здесь хозяин	1	1
2096	на лошади	1	1
2097	о каких	1	1
2098	о потере	1	1
2099	будут рассмотрены	4	1
2100	стоят три	1	1
2101	и мотивы	1	1
2102	будто ничего	1	1
2103	около огня	1	1
2104	основной формой	1	1
2105	получает свою	1	1
2106	изображали их	1	1
2107	палку и	1	1
2108	так называемые	1	1
2109	можно отличить	1	1
2110	этот все	1	1
2111	сажают их	1	1
2112	по нескольку	4	1
2113	нужно рассмотреть	1	1
2114	почему во	1	1
2115	как знак	1	1
2116	сообщает из	18	1
2117	это по	1	1
2118	и сами	2	1
2119	другой более	1	1
2120	чего они	1	1
2121	есть однако	1	1
2122	фигуру с	1	1
2123	еду и	1	1
2124	этому времени	2	1
2125	от до	1	1
2126	на сушу	1	1
2127	объяснить происхождение	1	1
2128	якобы не	1	1
2129	в самый	2	1
2130	имело место	2	1
2131	необходимо было	1	1
2132	имеется какая-то	1	1
2133	же известно	1	1
2134	i это	1	1
2135	за рекой	1	1
2136	уже нельзя	1	1
2137	оставляют в	1	1
2138	сходство это	1	1
2139	одного конца	2	1
2140	к выводу	3	1
2141	содержанию своему	1	1
2142	по образцу	1	1
2143	но этого	1	1
2144	с руками	1	1
2145	то сразу	1	1
2146	песни с	1	1
2147	изображается с	1	1
2148	совершенно иное	1	1
2149	сидят на	1	1
2150	в селение	1	1
2151	как акт	1	1
2152	е тот	1	1
2153	то на	3	1
2154	можно согласиться	1	1
2155	и пахоты	1	1
2156	и начало	2	1
2157	происхождение и	1	1
2158	значения и	2	1
2159	другие народы	1	1
2160	материалов можно	1	1
2161	хранится в	1	1
2162	относящиеся к	2	1
2163	изложенного можно	1	1
2164	будем останавливаться	2	1
2165	для каждого	1	1
2166	по очень	1	1
2167	ли не	1	1
2168	дают своим	1	1
2169	обряд как	1	1
2170	форме а	1	1
2171	огня в	1	1
2172	обряды связаны	1	1
2173	под образа	2	1
2174	до конца	5	1
2175	не знали	2	1
2176	попытки объяснения	1	1
2177	при всех	2	1
2178	живут не	1	1
2179	в корыто	1	1
2180	им материалов	1	1
2181	дров и	1	1
2182	магического значения	1	1
2183	начинался с	1	1
2184	случай этот	2	1
2185	наука в	1	1
2186	всем этом	1	1
2187	угощение и	1	1
2188	велит зарезать	1	1
2189	и состоит	1	1
2190	рассмотренная нами	1	1
2191	и держать	1	1
2192	него он	1	1
2193	можно рассматривать	2	1
2194	делали в	1	1
2195	делалось для	3	1
2196	в глубоком	1	1
2197	примеров а	1	1
2198	это продолжается	1	1
2199	и хлеб	1	1
2200	обилия и	1	1
2201	отражает земледельческие	1	1
2202	славян и	1	1
2203	особым интересом	1	1
2204	приступая к	1	1
2205	этой работы	2	1
2206	силами природы	1	1
2207	умерших предков	1	1
2208	них как	2	1
2209	по три	1	1
2210	так называемым	1	1
2211	у девушек	1	1
2212	в северо-западной	1	1
2213	она начинает	1	1
2214	очень хорошо	1	1
2215	материал не	1	1
2216	не связаны	2	1
2217	под деревом	1	1
2218	всего этого	1	1
2219	год не	1	1
2220	если человек	1	1
2221	более как	1	1
2222	случае с	1	1
2223	что птицы	1	1
2224	полное описание	1	1
2225	для совершения	1	1
2226	не засвидетельствован	2	1
2227	на которые	1	1
2228	же только	1	1
2229	детей на	1	1
2230	никаких признаков	2	1
2231	но который	1	1
2232	на две	3	1
2233	интересны они	1	1
2234	ее также	1	1
2235	особой разницы	1	1
2236	русском языке	1	1
2237	значение имеет	1	1
2238	однако здесь	1	1
2239	игра в	1	1
2240	сходство этих	1	1
2241	ясно но	1	1
2242	затем они	1	1
2243	или души	2	1
2244	коровы и	1	1
2245	же их	1	1
2246	содержанию и	1	1
2247	и целые	1	1
2248	имеет и	1	1
2249	в народном	4	1
2250	убиваемого и	1	1
2251	начать исследование	1	1
2252	во двор	2	1
2253	будет лучше	1	1
2254	по этой	1	1
2255	пришли на	1	1
2256	есть формы	2	1
2257	в память	2	1
2258	последовательность событий	1	1
2259	в год	1	1
2260	единственный случай	1	1
2261	нас важны	1	1
2262	носит название	2	1
2263	места на	1	1
2264	не пользуются	1	1
2265	не сообщает	1	1
2266	судя по	2	1
2267	серебро и	1	1
2268	лезет и	1	1
2269	в земледельческой	1	1
2270	следующий за	3	1
2271	и никифоров	3	1
2272	применение в	1	1
2273	вид для	1	1
2274	обрядами может	1	1
2275	нас нет	1	1
2276	души надо	1	1
2277	образом к	1	1
2278	может не	1	1
2279	из постоянных	1	1
2280	можем входить	1	1
2281	к некогда	1	1
2282	это был	1	1
2283	эти предположения	1	1
2284	забота о	1	1
2285	и бросали	4	1
2286	она считала	1	1
2287	делают из	3	1
2288	что значит	1	1
2289	быть включены	1	1
2290	и оставляли	1	1
2291	не без	1	1
2292	земле но	1	1
2293	на что	2	1
2294	народов как	1	1
2295	лесу они	1	1
2296	солнечного бога	1	1
2297	они живут	2	1
2298	рождались дети	1	1
2299	ее а	1	1
2300	из задач	1	1
2301	не кто-нибудь	1	1
2302	всегда был	1	1
2303	сообщает также	1	1
2304	тынинке по	1	1
2305	заставить ее	1	1
2306	и всегда	1	1
2307	но дает	1	1
2308	птиц а	1	1
2309	интересно не	1	1
2310	таких показаний	1	1
2311	указывали что	1	1
2312	когда солнце	1	1
2313	и некоторых	1	1
2314	ii этот	1	1
2315	селения и	1	1
2316	их так	2	1
2317	своей книге	1	1
2318	объясняется так	1	1
2319	фрэзер iii	1	1
2320	души людей	1	1
2321	целях и	1	1
2322	дня в	1	1
2323	получают от	1	1
2324	более что	1	1
2325	вообще часто	1	1
2326	захоронение в	1	1
2327	имелись в	1	1
2328	они брали	1	1
2329	противном случае	1	1
2330	проследили в	1	1
2331	быть изучен	1	1
2332	сразу же	2	1
2333	мальчики и	1	1
2334	через них	8	1
2335	кто-нибудь другой	1	1
2336	чаще других	1	1
2337	этого животного	1	1
2338	и без	1	1
2339	и общественных	1	1
2340	которые с	2	1
2341	путь изучения	1	1
2342	не помогают	1	1
2343	дело и	1	1
2344	сами материалы	1	1
2345	при начале	1	1
2346	на горох	1	1
2347	не единственное	1	1
2348	от первого	1	1
2349	в некоторые	2	1
2350	на верхушку	1	1
2351	в глухую	1	1
2352	этих божеств	1	1
2353	iii и	2	1
2354	для исполнения	1	1
2355	чтобы как	1	1
2356	же от	1	1
2357	лежит не	1	1
2358	греко-римской античности	1	1
2359	царь хочет	1	1
2360	после каждого	1	1
2361	они ходят	1	1
2362	была сделана	1	1
2363	с особым	1	1
2364	способностям которые	1	1
2365	свиньями и	1	1
2366	одни и	1	1
2367	наблюдаем что	1	1
2368	народном сознании	1	1
2369	солнца с	1	1
2370	такой способ	1	1
2371	соответствующих ему	1	1
2372	из окошка	1	1
2373	соответствует русским	1	1
2374	по представлениям	3	1
2375	но такое	1	1
2376	служить и	1	1
2377	средство борьбы	1	1
2378	он здесь	1	1
2379	если откинуть	1	1
2380	на фигуру	1	1
2381	не успела	1	1
2382	а впереди	1	1
2383	они слишком	1	1
2384	быту и	1	1
2385	ищут в	1	1
2386	всем этим	1	1
2387	просить прощения	1	1
2388	этой теории	1	1
2389	обряда становится	1	1
2390	существу в	1	1
2391	обрядов с	2	1
2392	или позднее	1	1
2393	для такого	1	1
2394	случае их	1	1
2395	при крещении	1	1
2396	или черного	1	1
2397	общая картина	1	1
2398	совсем ясно	1	1
2399	по традиции	1	1
2400	ночью при	1	1
2401	колдовством и	1	1
2402	уже своим	1	1
2403	же выводы	2	1
2404	не отличается	1	1
2405	в так	1	1
2406	и обратно	1	1
2407	которых одна	1	1
2408	хотя они	1	1
2409	здесь следует	1	1
2410	предположения верны	1	1
2411	из значений	1	1
2412	не надо	1	1
2413	разных формах	3	1
2414	сами и	1	1
2415	из работ	1	1
2416	всего дома	1	1
2417	человек или	1	1
2418	в той	1	1
2419	мы наблюдаем	2	1
2420	это на	2	1
2421	люди которые	1	1
2422	что один	2	1
2423	выйти замуж	1	1
2424	но вопрос	1	1
2425	религии и	1	1
2426	предметом культа	1	1
2427	место при	1	1
2428	этого сходства	1	1
2429	эта теория	5	1
2430	дрова в	1	1
2431	выводу что	3	1
2432	предыдущей главе	1	1
2433	главный жрец	1	1
2434	ясно почему	1	1
2435	немецкой науке	1	1
2436	часть его	1	1
2437	однако и	1	1
2438	который должен	1	1
2439	два обстоятельства	1	1
2440	день за	1	1
2441	к числу	2	1
2442	силы на	1	1
2443	а совершенно	1	1
2444	в реку	3	1
2445	как способ	1	1
2446	это объяснение	1	1
2447	данные о	1	1
2448	происходило не	1	1
2449	однако еще	1	1
2450	заставляет видеть	1	1
2451	в году	5	1
2452	бытовые формы	1	1
2453	громовника или	1	1
2454	народ и	2	1
2455	но хотя	1	1
2456	что имелось	1	1
2457	случае он	1	1
2458	одно мгновение	1	1
2459	значение они	1	1
2460	именно эти	1	1
2461	исследование о	1	1
2462	домах на	2	1
2463	которые будут	1	1
2464	иначе чем	1	1
2465	некогда было	1	1
2466	вошла в	1	1
2467	в первом	1	1
2468	наиболее полное	1	1
2469	явлений относится	1	1
2470	болезней и	1	1
2471	предков на	1	1
2472	и им	1	1
2473	второй половине	1	1
2474	можно объяснить	3	1
2475	друг к	2	1
2476	принадлежат к	1	1
