N	2gram	Nazirov_Tv	Mirosoze
1285	как говорит	1	1
1286	отличие от	3	1
1287	и русские	1	1
1288	в изображении	2	1
1289	лишь на	1	1
1290	себя как	2	1
1291	свои права	1	1
1292	рядом с	2	1
1293	одном из	2	1
1294	гибель и	1	1
1295	во главе	2	1
1296	с женщиной	1	1
1297	достоевского во	1	1
1298	и маленького	1	1
1299	россии по	1	1
1300	зрения и	1	1
1301	письме к	1	1
1302	представляется нам	1	1
1303	в себя	3	1
1304	связанным с	1	1
1305	смешивается с	1	1
1306	не нужно	2	1
1307	на себе	1	1
1308	что как	2	1
1309	в других	1	1
1310	в противоречии	1	1
1311	ли что	1	1
1312	той или	1	1
1313	формы в	1	1
1314	святые и	1	1
1315	отпадения от	1	1
1316	исторической эпохи	1	1
1317	это сам	1	1
1318	братьев карамазовых	4	1
1319	и силой	1	1
1320	религии он	1	1
1321	находит свое	1	1
1322	может жить	1	1
1323	мысль на	1	1
1324	не прошли	1	1
1325	в вечность	1	1
1326	он дал	1	1
1327	с народной	1	1
1328	выражений нет	1	1
1329	человек делается	1	1
1330	мышкина с	1	1
1331	противоположность в	1	1
1332	богу к	1	1
1333	разделение человечества	1	1
1334	ли это	2	1
1335	в философии	2	1
1336	вся история	3	1
1337	играют огромную	1	1
1338	мы уже	2	1
1339	не веруют	1	1
1340	и обогатил	1	1
1341	или во	1	1
1342	не видят	1	1
1343	свидригайлова и	1	1
1344	когда я	2	1
1345	ведь этот	1	1
1346	был так	1	1
1347	достоевского на	1	1
1348	о необходимости	1	1
1349	не дает	1	1
1350	вложенными в	1	1
1351	европе с	1	1
1352	была опасность	1	1
1353	исключительное значение	1	1
1354	за пушкиным	1	1
1355	с потрясающей	1	1
1356	с какой	1	1
1357	ушел от	1	1
1358	с болью	1	1
1359	добру свобода	1	1
1360	процесса в	4	1
1361	романа но	1	1
1362	действующих лиц	1	1
1363	кажется что	1	1
1364	в развитии	1	1
1365	внешне его	1	1
1366	идет в	1	1
1367	одним словом	1	1
1368	силой как	1	1
1369	если же	1	1
1370	его преступление	1	1
1371	хотя в	1	1
1372	при такой	1	1
1373	почти всегда	1	1
1374	той эпохи	1	1
1375	в героях	1	1
1376	точка зрения	2	1
1377	достоевский все	2	1
1378	в нас	1	1
1379	его ибо	1	1
1380	бы уже	1	1
1381	мертвого дома	2	1
1382	в современной	2	1
1383	времен и	1	1
1384	перед лицом	1	1
1385	из нас	1	1
1386	этот вопрос	4	1
1387	вот в	2	1
1388	человек так	1	1
1389	бесы и	1	1
1390	в историческом	1	1
1391	в нее	1	1
1392	с чертом	1	1
1393	и братья	1	1
1394	говорили что	2	1
1395	искусство достоевского	1	1
1396	ведь в	1	1
1397	не выдерживают	1	1
1398	у которого	1	1
1399	этот период	1	1
1400	человечества на	1	1
1401	достоевский хочет	1	1
1402	более глубокую	1	1
1403	останавливается и	1	1
1404	и оскорбленных	5	1
1405	нем и	2	1
1406	я в	1	1
1407	мечтой о	1	1
1408	т п	4	1
1409	с людьми	1	1
1410	возможно что	1	1
1411	человеческих отношений	3	1
1412	что для	3	1
1413	главным образом	1	1
1414	вечную а	1	1
1415	образ но	1	1
1416	достоевский начинает	1	1
1417	филипповне любовь	1	1
1418	и др	2	1
1419	в подполье	4	1
1420	подход к	1	1
1421	подполья в	2	1
1422	писателя как	2	1
1423	дойти до	1	1
1424	бытие в	1	1
1425	о его	1	1
1426	сам в	1	1
1427	и прошедшее	1	1
1428	эпохи в	1	1
1429	что может	1	1
1430	процессы в	2	1
1431	европы у	1	1
1432	говорит ему	1	1
1433	как свободу	1	1
1434	ней в	1	1
1435	не сразу	1	1
1436	идей все	1	1
1437	писателя в	2	1
1438	в другое	1	1
1439	для людей	1	1
1440	из этого	1	1
1441	время он	2	1
1442	которые были	1	1
1443	трагических противоречий	1	1
1444	сказать о	1	1
1445	на мир	1	1
1446	показывает что	5	1
1447	жене и	1	1
1448	раскольников и	2	1
1449	от ее	2	1
1450	с ее	3	1
1451	всех этих	1	1
1452	человечества не	1	1
1453	центральное место	1	1
1454	другое его	1	1
1455	я только	1	1
1456	эту тему	1	1
1457	в пространстве	2	1
1458	живет на	1	1
1459	что до	1	1
1460	пришел к	2	1
1461	существо должен	1	1
1462	доходящий до	1	1
1463	достоевский во	1	1
1464	своего рода	7	1
1465	сплошь и	1	1
1466	люди в	1	1
1467	и бессмертие	1	1
1468	вело к	1	1
1469	веровать в	1	1
1470	шатова и	1	1
1471	теперь я	2	1
1472	в окончательном	2	1
1473	это одна	1	1
1474	в бесконечность	1	1
1475	да не	1	1
1476	достоевский решительно	1	1
1477	вверх от	1	1
1478	идея у	1	1
1479	он перестает	1	1
1480	своего собственного	2	1
1481	кризис и	1	1
1482	достоевского существенно	1	1
1483	явление но	1	1
1484	понимал и	1	1
1485	это сказать	1	1
1486	мы чувствуем	1	1
1487	человек с	2	1
1488	пути пушкина	1	1
1489	и из	1	1
1490	нужно сказать	1	1
1491	никак не	1	1
1492	представляется достоевскому	2	1
1493	есть убийство	1	1
1494	поэтому в	1	1
1495	ответ на	1	1
1496	в иване	1	1
1497	и наказании	10	1
1498	лишь из	1	1
1499	против всех	1	1
1500	и делает	1	1
1501	сложность и	1	1
1502	не признает	1	1
1503	для творчества	1	1
1504	с иваном	3	1
1505	смысла в	1	1
1506	за это	1	1
1507	не на	1	1
1508	такой силой	1	1
1509	уже пришел	1	1
1510	за границей	1	1
1511	их нужно	1	1
1512	менее чем	1	1
1513	добра или	1	1
1514	достоевский прибегает	1	1
1515	достоевского русская	1	1
1516	у меня	1	1
1517	его совесть	1	1
1518	интересны не	1	1
1519	самим собой	4	1
1520	прошлое и	1	1
1521	от идеи	1	1
1522	в ад	1	1
1523	таково же	1	1
1524	мы говорим	1	1
1525	заключается в	1	1
1526	этап в	1	1
1527	от бога	1	1
1528	он будет	1	1
1529	в романе	24	1
1530	обращается к	1	1
1531	вихревое движение	1	1
1532	на месте	1	1
1533	трудом и	1	1
1534	особенно к	1	1
1535	это выражение	1	1
1536	многих русских	1	1
1537	к которым	1	1
1538	преступлении и	10	1
1539	отдельного человека	2	1
1540	свой собственный	1	1
1541	от общества	2	1
1542	хотелось бы	1	1
1543	гуманизма и	1	1
1544	с ними	3	1
1545	человеку не	1	1
1546	остается не	1	1
1547	это чувство	1	1
1548	подхода к	3	1
1549	человека границы	1	1
1550	встречи роковые	1	1
1551	идет за	1	1
1552	по разным	1	1
1553	в творческом	4	1
1554	и т	14	1
1555	и подлинное	1	1
1556	за границу	1	1
1557	к героям	2	1
1558	человечества так	1	1
1559	и красота	2	1
1560	для настоящего	1	1
1561	которого не	2	1
1562	мало чем	1	1
1563	знает что	1	1
1564	о трагической	1	1
1565	ничего общего	1	1
1566	что вообще	1	1
1567	свое завершение	1	1
1568	что раскольников	3	1
1569	будущее в	2	1
1570	огромную роль	1	1
1571	она нередко	1	1
1572	достоевского тема	1	1
1573	которую не	1	1
1574	совершенно как	1	1
1575	с традицией	2	1
1576	силой своей	1	1
1577	достоевский пишет	1	1
1578	все они	1	1
1579	человека начинает	1	1
1580	в горниле	1	1
1581	ни на	3	1
1582	признать что	1	1
1583	и всему	1	1
1584	чем же	1	1
1585	не является	3	1
1586	в здешнюю	1	1
1587	цели не	1	1
1588	своих романах	2	1
1589	страдание и	2	1
1590	истории не	1	1
1591	я должен	1	1
1592	традиции в	2	1
1593	смерти и	1	1
1594	и везде	1	1
1595	свои фантастические	1	1
1596	знал бы	1	1
1597	то и	1	1
1598	окончательно превращается	1	1
1599	глава ii	1	1
1600	он еще	2	1
1601	ней он	1	1
1602	наконец в	1	1
1603	принять страдание	1	1
1604	верно подметил	1	1
1605	жалости и	2	1
1606	и любит	1	1
1607	за ней	1	1
1608	а может	2	1
1609	его тайна	1	1
1610	это характерно	1	1
1611	раскольникова уже	1	1
1612	от настоящего	1	1
1613	достоевский должен	1	1
1614	вкус к	1	1
1615	спасет мир	1	1
1616	с большей	1	1
1617	совпадают с	1	1
1618	в которую	2	1
1619	мечты о	1	1
1620	всего лишь	1	1
1621	бунта против	1	1
1622	человека до	1	1
1623	и веры	1	1
1624	нет никакой	1	1
1625	вслед за	2	1
1626	он по	1	1
1627	идеи в	2	1
1628	мировой литературе	1	1
1629	может сделать	1	1
1630	же время	18	1
1631	это имеет	1	1
1632	тогда как	3	1
1633	в обоих	1	1
1634	литературы в	1	1
1635	в обществе	1	1
1636	но без	2	1
1637	персонажи достоевского	1	1
1638	собственной души	1	1
1639	формулы но	1	1
1640	красота спасет	1	1
1641	он дает	1	1
1642	ибо он	1	1
1643	достоевский всегда	1	1
1644	имеем в	1	1
1645	его видят	1	1
1646	между людьми	3	1
1647	с аглаей	3	1
1648	в отличие	3	1
1649	ней по	1	1
1650	основан на	1	1
1651	видим в	2	1
1652	ее не	1	1
1653	повторяются в	1	1
1654	был всегда	2	1
1655	при котором	1	1
1656	это тем	1	1
1657	него все	1	1
1658	человек был	1	1
1659	своего я	2	1
1660	одной из	7	1
1661	тот самый	2	1
1662	гуманизма в	1	1
1663	трактиры и	1	1
1664	в глазах	2	1
1665	правды и	1	1
1666	русскую национальную	1	1
1667	своей личности	3	1
1668	в сознании	1	1
1669	внешних условий	1	1
1670	о русских	2	1
1671	относился к	1	1
1672	человеком не	1	1
1673	создает атмосферу	1	1
1674	будь то	1	1
1675	рогожина к	1	1
1676	город и	1	1
1677	и шекспира	1	1
1678	не одну	1	1
1679	была свобода	1	1
1680	в мировой	1	1
1681	на этих	2	1
1682	ему это	1	1
1683	все с	1	1
1684	не из	1	1
1685	движения и	1	1
1686	прибегает к	2	1
1687	точку зрения	1	1
1688	через народ	1	1
1689	иногда в	1	1
1690	не люблю	1	1
1691	и смерти	1	1
1692	глава iii	1	1
1693	а что	2	1
1694	меня не	2	1
1695	книгу в	1	1
1696	изменения в	1	1
1697	не выдерживает	1	1
1698	всего творчества	1	1
1699	жизнь его	2	1
1700	своих в	1	1
1701	жизни но	2	1
1702	им как	1	1
1703	связан с	4	1
1704	записки из	8	1
1705	символический смысл	2	1
1706	его религиозности	1	1
1707	имя которого	1	1
1708	что ему	1	1
1709	вокруг него	1	1
1710	значение в	2	1
1711	и главный	1	1
1712	вторгается в	3	1
1713	буржуазной цивилизации	2	1
1714	жизнь это	1	1
1715	наказание а	1	1
1716	и наказание	5	1
1717	его героев	1	1
1718	не во	2	1
1719	на вопрос	1	1
1720	он выступает	1	1
1721	писателя не	1	1
1722	в первый	1	1
1723	человек он	1	1
1724	наших глазах	1	1
1725	человек это	3	1
1726	опыта к	1	1
1727	вывод что	1	1
1728	мы имеем	1	1
1729	не без	1	1
1730	всей душой	1	1
1731	для всего	1	1
1732	и сознание	1	1
1733	а это	1	1
1734	быт он	1	1
1735	будущую вечную	2	1
1736	это-то и	1	1
1737	сторона в	1	1
1738	остальным человечеством	1	1
1739	трагедии и	1	1
1740	в жизнь	2	1
1741	xix веке	3	1
1742	христианский социализм	1	1
1743	черта и	1	1
1744	и добро	1	1
1745	многое в	1	1
1746	новый тип	1	1
1747	когда достоевский	1	1
1748	счастья в	1	1
1749	то мы	1	1
1750	истории с	1	1
1751	в первую	1	1
1752	чем он	1	1
1753	а все	1	1
1754	сама жизнь	2	1
1755	быту достоевский	1	1
1756	участие в	1	1
1757	по словам	2	1
1758	глава viii	1	1
1759	мы находим	2	1
1760	в виде	4	1
1761	а на	1	1
1762	века и	1	1
1763	соня мармеладова	1	1
1764	зрения у	1	1
1765	человеке борьбу	1	1
1766	а о	1	1
1767	было слишком	1	1
1768	достоевский из	1	1
1769	к окончательному	1	1
1770	через его	1	1
1771	за этим	1	1
1772	униженных и	5	1
1773	всем существом	1	1
1774	это еще	2	1
1775	без этой	1	1
1776	в ту	4	1
1777	всего романа	2	1
1778	указывает на	2	1
1779	в сферу	2	1
1780	достоевского через	1	1
1781	внутреннего движения	1	1
1782	в стороне	2	1
1783	с той	1	1
1784	нас к	1	1
1785	преступлении человек	1	1
1786	нет не	2	1
1787	физически и	1	1
1788	нее он	1	1
1789	лежит на	1	1
1790	но по	1	1
1791	как носителя	1	1
1792	волю к	1	1
1793	человеком в	1	1
1794	была для	1	1
1795	у этого	2	1
1796	стремление к	2	1
1797	так в	1	1
1798	и религии	1	1
1799	всем сердцем	1	1
1800	и высшей	2	1
1801	должно стать	1	1
1802	если сам	1	1
1803	сразу же	1	1
1804	этой борьбе	1	1
1805	человека или	1	1
1806	в русских	1	1
1807	для которого	1	1
1808	социализм достоевский	1	1
1809	и осознать	1	1
1810	сталкивается с	1	1
1811	человеком и	1	1
1812	говорит об	2	1
1813	но христос	2	1
1814	вовсе не	5	1
1815	в одной	5	1
1816	тем более	1	1
1817	перешедшего в	1	1
1818	только он	1	1
1819	с первого	1	1
1820	и впрямь	1	1
1821	с традиционной	1	1
1822	на свете	3	1
1823	стоит и	1	1
1824	суд над	1	1
1825	как дети	1	1
1826	и жаждал	1	1
1827	перед тем	2	1
1828	и эти	1	1
1829	за то	2	1
1830	стоило бы	1	1
1831	он говорит	3	1
1832	он понимал	1	1
1833	завершение в	1	1
1834	это связано	1	1
1835	она должна	1	1
1836	будет вечно	2	1
1837	сознание как	1	1
1838	в бытовой	6	1
1839	он верит	1	1
1840	всех на	2	1
1841	характера в	2	1
1842	видит и	1	1
1843	как личности	1	1
1844	вдруг останавливается	1	1
1845	до предела	2	1
1846	в течение	1	1
1847	христианский гуманизм	1	1
1848	в новый	1	1
1849	органически связанным	1	1
1850	через которые	1	1
1851	и жертвой	1	1
1852	только я	1	1
1853	характерный для	1	1
1854	себе что	1	1
1855	в искусстве	3	1
1856	во второй	3	1
1857	кириллов верит	1	1
1858	в частности	4	1
1859	личности на	1	1
1860	и настоящее	1	1
1861	опыта с	1	1
1862	в будущую	3	1
1863	ли это?	1	1
1864	тема в	1	1
1865	не знаю	1	1
1866	самоутверждения в	1	1
1867	путях свободы	1	1
1868	как отрицание	1	1
1869	здравому смыслу	1	1
1870	но такое	1	1
1871	каждый раз	1	1
1872	вечности в	1	1
1873	в нашей	2	1
1874	люди его	1	1
1875	совершенно новый	1	1
1876	учения о	1	1
1877	на друга	1	1
1878	явления христа	1	1
1879	маленького человека	5	1
1880	всегда было	2	1
1881	с прошлым	1	1
1882	в xix	3	1
1883	толстого хотя	1	1
1884	что связывает	1	1
1885	приводит нас	1	1
1886	и всякая	1	1
1887	это его	1	1
1888	все та	1	1
1889	сердце его	1	1
1890	люди не	1	1
1891	самой своей	2	1
1892	карамазовых это	1	1
1893	одного из	3	1
1894	указывать на	1	1
1895	его духовной	1	1
1896	всегда является	1	1
1897	и борьба	1	1
1898	вечности это	1	1
1899	народом в	1	1
1900	сказать в	1	1
1901	юношей а	1	1
1902	с раскольниковым	1	1
1903	понята как	1	1
1904	же в	1	1
1905	с поразительной	1	1
1906	пришел в	1	1
1907	что красота	1	1
1908	и прежде	1	1
1909	над людьми	1	1
1910	об этой	1	1
1911	себе он	1	1
1912	себе всю	1	1
1913	в области	1	1
1914	нуждается в	2	1
1915	все другие	1	1
1916	в эти	1	1
1917	и революционный	1	1
1918	же это	1	1
1919	это в	3	1
1920	ли в	2	1
1921	время вдруг	1	1
1922	любви но	1	1
1923	достоевском что	1	1
1924	эпохи и	1	1
1925	в целом	7	1
1926	он с	2	1
1927	в лице	4	1
1928	мысли достоевского	2	1
1929	и наконец	3	1
1930	что на	3	1
1931	вплоть до	2	1
1932	за их	1	1
1933	а сама	1	1
1934	достоевского только	1	1
1935	можно только	1	1
