N	2gram	Berdyaev_M	KulturaY
1312	не любил	1	1
1313	свою свободу	7	1
1314	в значительной	2	1
1315	думал что	1	1
1316	историческая судьба	1	1
1317	можно лишь	1	1
1318	и поставил	1	1
1319	мы уже	1	1
1320	явления и	1	1
1321	этом пути	4	1
1322	же система	2	1
1323	есть путь	6	1
1324	не сам	2	1
1325	в середине	4	1
1326	своему значению	3	1
1327	то все	2	1
1328	и вся	1	1
1329	совпадают с	1	1
1330	в бесах	8	1
1331	которые должны	1	1
1332	силы в	1	1
1333	народ в	1	1
1334	более и	1	1
1335	более глубоко	1	1
1336	чем не	3	1
1337	я хотел	2	1
1338	в новых	2	1
1339	жизни это	4	1
1340	и наоборот	1	1
1341	литературы в	1	1
1342	а во	1	1
1343	к собственной	1	1
1344	она все	1	1
1345	живет такой	1	1
1346	нынешнем его	1	1
1347	он дает	1	1
1348	может ли	2	1
1349	особенно интересен	1	1
1350	среды и	2	1
1351	в совершенстве	1	1
1352	ее не	1	1
1353	все уже	2	1
1354	и во	5	1
1355	только одна	1	1
1356	принадлежит к	3	1
1357	это тем	1	1
1358	исключительно на	1	1
1359	которой протекает	1	1
1360	науку о	1	1
1361	и историческое	2	1
1362	указывать на	1	1
1363	мысли не	1	1
1364	чтобы все	1	1
1365	л толстой	2	1
1366	не давала	1	1
1367	путь этот	1	1
1368	будь то	1	1
1369	город и	1	1
1370	не видит	1	1
1371	с новыми	2	1
1372	еще в	4	1
1373	идей и	3	1
1374	оно имеет	1	1
1375	из него	1	1
1376	же он	1	1
1377	зачем живет	1	1
1378	моментов в	1	1
1379	во внутреннем	1	1
1380	обратиться к	1	1
1381	человека но	5	1
1382	изменения в	1	1
1383	вокруг которого	2	1
1384	уже с	1	1
1385	всего того	1	1
1386	которому он	1	1
1387	вполне и	1	1
1388	мы из	1	1
1389	и идет	1	1
1390	как со	1	1
1391	необходимость не	1	1
1392	находятся в	1	1
1393	творчества не	1	1
1394	или к	4	1
1395	знать что	1	1
1396	этот свой	1	1
1397	в смысл	2	1
1398	что ему	1	1
1399	для нашего	1	1
1400	не образ	1	1
1401	которым он	1	1
1402	он находил	1	1
1403	ему в	1	1
1404	многих других	1	1
1405	к революции	5	1
1406	нам всем	1	1
1407	может не	3	1
1408	все так	1	1
1409	было уже	1	1
1410	предмет его	1	1
1411	сам он	2	1
1412	не нужен	1	1
1413	нас не	2	1
1414	без разбора	1	1
1415	в последней	2	1
1416	уверен что	1	1
1417	который может	1	1
1418	жестоко и	1	1
1419	революции она	1	1
1420	бы последний	1	1
1421	который был	4	1
1422	не без	1	1
1423	которых он	5	1
1424	ничего кроме	2	1
1425	одного только	1	1
1426	и разные	1	1
1427	не отражается	1	1
1428	которые открываются	1	1
1429	для россии	1	1
1430	бы у	1	1
1431	и историю	1	1
1432	спасение в	1	1
1433	эти границы	1	1
1434	на одной	2	1
1435	творчество есть	1	1
1436	имеет смысла	1	1
1437	на помощь	2	1
1438	чем он	1	1
1439	и продолжает	1	1
1440	есть акт	1	1
1441	перенести в	1	1
1442	социальной среды	4	1
1443	не существует	5	1
1444	раз в	1	1
1445	с которым	2	1
1446	бы для	1	1
1447	не иное	1	1
1448	себе что	1	1
1449	своей книге	2	1
1450	а о	1	1
1451	у всех	4	1
1452	в свои	2	1
1453	для других	1	1
1454	в такую	1	1
1455	не иметь	2	1
1456	самом поверхностном	1	1
1457	всегда есть	1	1
1458	и эта	3	1
1459	в германии	1	1
1460	в эпоху	2	1
1461	он видел	1	1
1462	такое же	1	1
1463	системы и	1	1
1464	достоевского не	7	1
1465	борьбы и	1	1
1466	перерождение и	1	1
1467	с формальной	1	1
1468	долгое время	2	1
1469	вступили на	1	1
1470	для использования	1	1
1471	истины и	2	1
1472	но я	1	1
1473	лежит на	1	1
1474	но по	1	1
1475	не та	1	1
1476	в устойчивой	1	1
1477	есть только	2	1
1478	перед собой	2	1
1479	наименьшего сопротивления	1	1
1480	такой человек?	1	1
1481	этой теме	1	1
1482	и оно	1	1
1483	нашей истории	1	1
1484	так формулирует	1	1
1485	дело и	1	1
1486	говорит об	1	1
1487	ему как	3	1
1488	культуры он	1	1
1489	мысли в	1	1
1490	каждом человеке	2	1
1491	как угодно	1	1
1492	дневника писателя	2	1
1493	жизнь и	5	1
1494	чтобы сделать	1	1
1495	бы установить	1	1
1496	но те	1	1
1497	лишен был	1	1
1498	выпадают из	1	1
1499	он был	18	1
1500	и других	2	1
1501	вне этой	1	1
1502	связываются с	1	1
1503	а еще	1	1
1504	существенное в	1	1
1505	культуры что	1	1
1506	революции для	1	1
1507	и социального	2	1
1508	которые могли	1	1
1509	встречаемся с	1	1
1510	творчество пушкина	1	1
1511	быть может	9	1
1512	значит что	4	1
1513	употреблялось в	1	1
1514	этой трагедии	2	1
1515	наука или	1	1
1516	но нужна	1	1
1517	у художника	1	1
1518	будет видно	1	1
1519	то чего	1	1
1520	он принадлежит	2	1
1521	в руководстве	1	1
1522	его не	5	1
1523	сам был	2	1
1524	бы назвать	1	1
1525	сам в	1	1
1526	для кого	1	1
1527	в противоположность	1	1
1528	иное чем	1	1
1529	на периферии	1	1
1530	входит в	3	1
1531	во второй	1	1
1532	не находит	1	1
1533	не оставляет	1	1
1534	в нескольких	1	1
1535	чем многие	1	1
1536	сознание и	1	1
1537	и лизы	2	1
1538	узнать в	1	1
1539	он за	1	1
1540	не допускает	1	1
1541	кто не	2	1
1542	было еще	2	1
1543	совершенно новый	1	1
1544	в развитии	1	1
1545	нет не	1	1
1546	эта аналогия	1	1
1547	поэтому для	1	1
1548	человека с	2	1
1549	направлены были	1	1
1550	и всегда	3	1
1551	это единственная	1	1
1552	как совершенно	1	1
1553	которых они	1	1
1554	россии и	1	1
1555	поэтому будем	1	1
1556	не хотел	5	1
1557	есть подлинная	1	1
1558	него путем	1	1
1559	те которые	12	1
1560	ведь это	2	1
1561	с которой	2	1
1562	на путь	2	1
1563	замечательно что	1	1
1564	он очень	1	1
1565	или так	1	1
1566	и самого	2	1
1567	та или	1	1
1568	и много	2	1
1569	он знает	2	1
1570	и ее	2	1
1571	бы он	2	1
1572	выражения в	1	1
1573	дальше и	2	1
1574	уж тут	1	1
1575	дурного и	1	1
1576	самого последнего	2	1
1577	может показаться	1	1
1578	место в	4	1
1579	есть потому	2	1
1580	я подхожу	1	1
1581	быть у	1	1
1582	том только	1	1
1583	многочисленных как	1	1
1584	он во	1	1
1585	все еще	2	1
1586	право на	1	1
1587	этим связано	1	1
1588	двух человек	1	1
1589	пишет в	1	1
1590	сообщения и	1	1
1591	сознавал что	1	1
1592	к старой	1	1
1593	его есть	3	1
1594	как ему	1	1
1595	это более	1	1
1596	становится в	1	1
1597	себя но	1	1
1598	как для	2	1
1599	пути к	1	1
1600	и всякую	1	1
1601	форме к	1	1
1602	к идее	1	1
1603	совершается в	1	1
1604	все внимание	1	1
1605	возражение и	1	1
1606	такие явления	1	1
1607	и дурной	1	1
1608	под действие	1	1
