N	2gram	Losev_Dial	Mirosoze
1322	более глубоком	1	1
1323	как с	2	1
1324	от самой	2	1
1325	можно видеть	1	1
1326	такова же	1	1
1327	и свою	1	1
1328	также что	2	1
1329	к одной	1	1
1330	же –	4	1
1331	отличное от	2	1
1332	выйти за	1	1
1333	есть я	1	1
1334	верили в	1	1
1335	есть для	2	1
1336	всегда прежде	1	1
1337	говорит и	1	1
1338	природа у	1	1
1339	от нас	1	1
1340	уже нельзя	2	1
1341	личностью как	1	1
1342	и из	6	1
1343	нужно сказать	1	1
1344	никак не	6	1
1345	из тех	1	1
1346	ней ничего	1	1
1347	и этого	2	1
1348	действует в	1	1
1349	истории она	1	1
1350	и все-таки	3	1
1351	лишь из	1	1
1352	одежде как	1	1
1353	и делает	1	1
1354	борьбы с	1	1
1355	показать на	1	1
1356	поэтому она	1	1
1357	да это	1	1
1358	переходит из	1	1
1359	первая –	1	1
1360	за это	1	1
1361	не на	1	1
1362	совершенства –	1	1
1363	нас от	1	1
1364	в я	1	1
1365	творчества и	1	1
1366	быть так	1	1
1367	сказать с	1	1
1368	каком-то особенном	2	1
1369	я имею	2	1
1370	все то	1	1
1371	не более	1	1
1372	у меня	4	1
1373	все тем	1	1
1374	от идеи	2	1
1375	имеет значение	1	1
1376	от христианской	1	1
1377	таково же	4	1
1378	мы говорим	6	1
1379	заключается в	4	1
1380	претендует говорить	1	1
1381	с целью	3	1
1382	от бога	3	1
1383	только несколько	1	1
1384	сознании в	1	1
1385	бога как	1	1
1386	на месте	1	1
1387	особенно к	1	1
1388	бы высказать	1	1
1389	не образовалось	1	1
1390	и самой	1	1
1391	его природе	1	1
1392	существует и	1	1
1393	более о	1	1
1394	с ними	4	1
1395	возможности и	1	1
1396	до полной	3	1
1397	бытие есть	2	1
1398	для мысли	1	1
1399	его высшей	1	1
1400	и т	31	1
1401	увидим как	1	1
1402	который не	2	1
1403	зависимости от	2	1
1404	характерна для	2	1
1405	быть никакого	1	1
1406	на их	1	1
1407	всей своей	1	1
1408	было уже	1	1
1409	ничего нет	1	1
1410	ничего общего	4	1
1411	что вообще	1	1
1412	– мы	6	1
1413	и явление	2	1
1414	пушкина но	1	1
1415	слова о	1	1
1416	которую не	2	1
1417	ведет нас	1	1
1418	своей свободе	1	1
1419	было у	1	1
1420	слова для	1	1
1421	все они	2	1
1422	своего тела	1	1
1423	не подходит	1	1
1424	ни на	8	1
1425	у тютчева	5	1
1426	равно –	1	1
1427	чем же	1	1
1428	и ясно	1	1
1429	не является	3	1
1430	всему этому	1	1
1431	истории не	1	1
1432	уже из	1	1
1433	я должен	1	1
1434	и состоит	2	1
1435	вопрос можно	1	1
1436	или этот	1	1
1437	вернемся к	1	1
1438	смерти и	1	1
1439	и везде	1	1
1440	сознание что	1	1
1441	и заключается	1	1
1442	почти все	2	1
1443	то и	3	1
1444	один только	1	1
1445	наконец в	1	1
1446	учение об	3	1
1447	в покое	1	1
1448	явления и	1	1
1449	если для	2	1
1450	комнаты но	1	1
1451	за ней	1	1
1452	но под	2	1
1453	их жизнь	1	1
1454	тех пор	2	1
1455	в новой	1	1
1456	остается только	2	1
1457	только тогда	9	1
1458	и теперь	1	1
1459	как первооснова	1	1
1460	и вся	1	1
1461	не меньше	1	1
1462	в которую	1	1
1463	вполне ясным	1	1
1464	вступает в	1	1
1465	и ему	2	1
1466	из сферы	4	1
1467	и наиболее	1	1
1468	нет никакой	2	1
1469	вслед за	2	1
1470	на примере	1	1
1471	– пафос	1	1
1472	свет но	1	1
1473	есть всецело	1	1
1474	небытия и	1	1
1475	друга и	1	1
1476	же время	9	1
1477	он есть	6	1
1478	в обоих	1	1
1479	– чисто	1	1
1480	еще слишком	1	1
1481	как например	2	1
1482	но без	3	1
1483	мужчины в	1	1
1484	когда нет	2	1
1485	несмотря на	12	1
1486	и идеи	3	1
1487	мироощущение и	1	1
1488	известного рода	1	1
1489	видим в	1	1
1490	ее не	1	1
1491	настолько же	1	1
1492	тем же	3	1
1493	наша традиционная	1	1
1494	от которой	2	1
1495	только одна	1	1
1496	имеет своим	1	1
1497	при котором	1	1
1498	во всю	2	1
1499	действия не	1	1
1500	отвлеченные идеи	1	1
1501	с нею	3	1
1502	же путем	2	1
1503	образу и	1	1
1504	показал как	1	1
1505	в сознании	3	1
1506	чтобы все	3	1
1507	к прошлому	1	1
1508	решить где	1	1
1509	до известной	1	1
1510	скучно скука	1	1
1511	имеет и	1	1
1512	и значит	4	1
1513	сама она	1	1
1514	по образу	1	1
1515	на этих	1	1
1516	будет в	2	1
1517	как все	2	1
1518	с него	2	1
1519	двух планов	2	1
1520	только о	3	1
1521	есть тот	1	1
1522	нее и	1	1
1523	не поймут	1	1
1524	точку зрения	3	1
1525	связаны и	1	1
1526	подойти к	1	1
1527	и смерти	1	1
1528	меня не	1	1
1529	уже с	2	1
1530	всего того	1	1
1531	жизни но	1	1
1532	одних и	1	1
1533	душе и	1	1
1534	и идет	1	1
1535	не указывает	2	1
1536	форме мы	1	1
1537	то они	1	1
1538	вот оказывается	1	1
1539	что ему	1	1
1540	вокруг него	1	1
1541	значение в	1	1
1542	и иначе	1	1
1543	смысле что	3	1
1544	превращены в	1	1
1545	сам себя	1	1
1546	пришли к	1	1
1547	не во	1	1
1548	то я	4	1
1549	что-то твердое	1	1
1550	ее на	2	1
1551	без них	1	1
1552	не нужен	1	1
1553	за собою	1	1
1554	вывод что	2	1
1555	для всякого	2	1
1556	планов бытия	1	1
1557	мы имеем	4	1
1558	земле но	1	1
1559	как сама	2	1
1560	к величайшему	1	1
1561	дело –	1	1
1562	бы на	1	1
1563	этот был	1	1
1564	они одинаково	1	1
1565	а это	2	1
1566	будет ли	2	1
1567	это-то и	2	1
1568	такое же	1	1
1569	– что	2	1
1570	имеет совершенно	1	1
1571	бы у	1	1
1572	то мы	2	1
1573	в первую	2	1
1574	имеет смысла	1	1
1575	нем –	1	1
1576	чем он	2	1
1577	а все	1	1
1578	сама жизнь	1	1
1579	представлять себе	2	1
1580	слова а	1	1
1581	мы находим	7	1
1582	и смысл	3	1
1583	в виде	2	1
1584	раз в	2	1
1585	в церковь	1	1
1586	целиком в	2	1
1587	а на	1	1
1588	показал в	1	1
1589	этом основании	1	1
1590	гибели и	1	1
1591	что ни	3	1
1592	бы для	1	1
1593	можно установить	1	1
1594	а о	2	1
1595	как этот	1	1
1596	остается и	1	1
1597	механизм в	1	1
1598	а также	1	1
1599	тем одним	1	1
1600	на нее	2	1
1601	же такое	1	1
1602	нему можно	1	1
1603	это еще	2	1
1604	по существу	2	1
1605	в ту	1	1
1606	он видел	1	1
1607	уже совершенно	1	1
1608	заходящее солнце	1	1
1609	и вечность	2	1
1610	указывает на	3	1
1611	между собою	3	1
1612	чтобы быть	1	1
1613	в сферу	1	1
1614	сама по	12	1
1615	в стороне	1	1
1616	его вполне	1	1
1617	с той	2	1
1618	нас к	1	1
1619	помнить что	2	1
1620	но по	1	1
1621	не та	1	1
1622	у этого	1	1
1623	иной раз	7	1
1624	так в	1	1
1625	эту веру	1	1
1626	есть начало	1	1
1627	это происходит	1	1
1628	на одном	1	1
1629	и могут	1	1
1630	должно стать	1	1
1631	сразу же	2	1
1632	в новом	1	1
1633	– сама	1	1
1634	тут впервые	1	1
1635	и оно	2	1
1636	с другом	2	1
1637	все наши	1	1
1638	внешнее –	2	1
1639	говорит об	1	1
1640	вовсе не	19	1
1641	он а	1	1
1642	в одной	4	1
1643	мысли в	2	1
1644	тем более	2	1
1645	в меру	5	1
1646	мере в	3	1
1647	с первого	2	1
1648	этих двух	1	1
1649	на свете	5	1
1650	в иные	1	1
1651	историки литературы	1	1
1652	могу не	2	1
1653	как проявление	1	1
1654	и тех	1	1
1655	может иметь	6	1
1656	и эти	2	1
1657	на них	1	1
1658	стремиться к	1	1
1659	указывали на	1	1
1660	вечность и	1	1
1661	как ни	3	1
1662	бы одного	1	1
1663	которые могли	1	1
1664	иногда бывают	1	1
1665	и образом	1	1
1666	борьбы за	1	1
1667	она должна	2	1
1668	сам его	1	1
1669	– одна	1	1
1670	устремляется в	1	1
1671	наука или	1	1
1672	интеллигенции и	4	1
1673	чистом виде	1	1
1674	на небо	1	1
1675	то чего	1	1
1676	иными глазами	1	1
1677	и проходит	1	1
1678	и почти	6	1
1679	это за	5	1
1680	внешнее есть	4	1
1681	человек уже	1	1
1682	и нигде	4	1
1683	себе что	1	1
1684	в искусстве	2	1
1685	реальным в	1	1
1686	и может	7	1
1687	отвращение к	1	1
1688	в частности	4	1
1689	крови чтобы	1	1
1690	не знаю	3	1
1691	свою жизнь	1	1
1692	сознания на	2	1
1693	тех же	1	1
1694	пор не	1	1
1695	от земли	2	1
1696	что образ	1	1
1697	каждый раз	1	1
1698	существа в	1	1
1699	вечности в	3	1
1700	факт что	1	1
1701	учения о	2	1
1702	болезнь и	1	1
1703	ним не	1	1
1704	имеющая в	1	1
1705	как явление	1	1
1706	всегда было	2	1
1707	начала что	1	1
1708	– только	1	1
1709	и подобию	1	1
1710	была самая	1	1
1711	поэтому для	1	1
1712	берется не	1	1
1713	религии а	1	1
1714	или как	2	1
1715	не понятно	3	1
1716	и всякая	1	1
1717	и всех	4	1
1718	это его	1	1
1719	идет о	1	1
1720	на это	1	1
1721	люди не	1	1
1722	светом и	2	1
1723	переходит на	1	1
1724	одного из	1	1
1725	указывать на	1	1
1726	оно должно	2	1
1727	от науки	1	1
1728	– от	3	1
1729	та или	4	1
1730	и борьба	1	1
1731	природу на	1	1
1732	в необъятное	1	1
1733	в царство	3	1
1734	это можно	2	1
1735	душ в	1	1
1736	таков же	1	1
1737	может показаться	1	1
1738	женщина –	1	1
1739	бы тут	1	1
1740	в голову	2	1
1741	в узком	2	1
1742	же в	2	1
1743	нет как	1	1
1744	говорить об	1	1
1745	и единственный	1	1
1746	не думаю	1	1
1747	к женщине	1	1
1748	то стало	1	1
1749	об этой	2	1
1750	себе он	1	1
1751	в области	2	1
1752	нуждается в	6	1
1753	метафизика есть	1	1
1754	образ его	1	1
1755	я говорил	1	1
1756	же это	6	1
1757	это в	1	1
1758	ли в	1	1
1759	в мышлении	1	1
1760	небывалое в	1	1
1761	его внутреннее	1	1
1762	форма не	1	1
1763	лишь с	1	1
1764	твердое и	1	1
1765	которой мы	1	1
1766	эпохи и	1	1
1767	в целом	1	1
1768	он с	2	1
1769	или точнее	2	1
1770	и наконец	1	1
1771	что на	2	1
1772	и дурной	1	1
1773	вплоть до	3	1
1774	говорит не	1	1
1775	за их	1	1
1776	а сама	1	1
1777	возможна только	1	1
1778	лицом вечности	1	1
1779	можно только	4	1
