N	2gram	Propp_Russ	FransuaR
1323	его с	4	2
1324	и чтобы	1	2
1325	человек с	1	2
1326	года он	1	2
1327	одном и	1	2
1328	свои границы	1	2
1329	что сам	1	2
1330	однако он	1	2
1331	обрядов и	3	2
1332	к борьбе	2	2
1333	из устных	1	2
1334	ряде мест	1	2
1335	если не	1	2
1336	не более	2	2
1337	и изобилие	1	2
1338	особый интерес	1	2
1339	нет он	1	2
1340	и действительно	2	2
1341	и мог	1	2
1342	это та	1	2
1343	к самым	1	2
1344	направление в	1	2
1345	знает что	1	2
1346	магии и	1	2
1347	ничего общего	3	2
1348	в которые	1	2
1349	всех народов	1	2
1350	падает на	1	2
1351	довольно широко	1	2
1352	место это	1	2
1353	совпадает с	1	2
1354	в послании	1	2
1355	в середине	4	2
1356	две части	1	2
1357	о своем	1	2
1358	церковные и	1	2
1359	и церковь	1	2
1360	этого нет	1	2
1361	время не	1	2
1362	и служит	1	2
1363	при котором	1	2
1364	некоторые общие	1	2
1365	только о	1	2
1366	в животном	1	2
1367	в названных	1	2
1368	многих других	1	2
1369	иной характер	1	2
1370	в коем	1	2
1371	в праздничном	1	2
1372	лекарственные травы	1	2
1373	в честь	5	2
1374	состоят из	2	2
1375	в церковь	2	2
1376	и непосредственно	2	2
1377	что к	1	2
1378	понимать как	1	2
1379	случае не	1	2
1380	подводя итоги	1	2
1381	могла быть	1	2
1382	есть когда	1	2
1383	с себя	1	2
1384	к необходимости	1	2
1385	это так	1	2
1386	умирающего и	2	2
1387	в меру	1	2
1388	не дают	1	2
1389	что от	4	2
1390	же с	1	2
1391	и новым	1	2
1392	чем объяснить	1	2
1393	так называемой	3	2
1394	этой комедии	1	2
1395	а из	1	2
1396	и многочисленные	1	2
1397	в разные	4	2
1398	это для	1	2
1399	довольно часто	1	2
1400	слова с	1	2
1401	смехе и	1	2
1402	к тем	4	2
1403	в нашей	1	2
1404	время они	1	2
1405	несколько раз	1	2
1406	повод для	1	2
1407	и всех	2	2
1408	по окончании	1	2
1409	и самой	1	2
1410	еще на	1	2
1411	тот кто	2	2
1412	при таком	1	2
1413	пелись в	2	2
1414	от времени	1	2
1415	плодородие земли	2	2
1416	там на	1	2
1417	или точнее	1	2
1418	праздников и	4	2
1419	связаны в	1	1
1420	такой взгляд	1	1
1421	связаны не	1	1
1422	этом кончается	1	1
1423	и объяснить	2	1
1424	точно что	1	1
1425	тебя в	1	1
1426	только из	1	1
1427	и народных	1	1
1428	только что	1	1
1429	собора и	1	1
1430	труд о	2	1
1431	себе целью	1	1
1432	жизнь но	1	1
1433	привлекая огромный	1	1
1434	пелись на	1	1
1435	них есть	1	1
1436	совершаются на	1	1
1437	в общую	1	1
1438	в иванов	1	1
1439	разноцветными лентами	1	1
1440	особенно если	1	1
1441	ссылкой на	1	1
1442	изучения народных	1	1
1443	но что	2	1
1444	оно все	1	1
1445	этом основании	1	1
1446	этим объясняется	1	1
1447	что праздник	1	1
1448	года этот	1	1
1449	стоит в	3	1
1450	по пути	1	1
1451	в ближайшем	1	1
1452	мы начнем	1	1
1453	от одного	2	1
1454	вот что	1	1
1455	даже отдаленно	1	1
1456	каким образом	1	1
1457	климата и	1	1
1458	зато в	1	1
1459	что весь	1	1
1460	всем существующим	1	1
1461	это души	1	1
1462	уже на	1	1
1463	из всего	1	1
1464	в ноги	1	1
1465	он толкует	1	1
1466	происходил как	1	1
1467	развития но	1	1
1468	молока в	1	1
1469	взад и	1	1
1470	земле на	1	1
1471	в быт	2	1
1472	полученных им	1	1
1473	риме во	1	1
1474	прошлого в	1	1
1475	собой не	1	1
1476	христа в	2	1
1477	за ней	1	1
1478	и соль	1	1
1479	разные стороны	1	1
1480	перед рождеством	1	1
1481	других так	1	1
1482	и впредь	1	1
1483	смысл этого	1	1
1484	первый взгляд	1	1
1485	с некоторой	1	1
1486	и дело	2	1
1487	на природу	2	1
1488	в белоруссии	3	1
1489	обряды не	1	1
1490	ленты и	2	1
1491	этого комплекса	1	1
1492	объясняется по-видимому	1	1
1493	и совершают	1	1
1494	размышлений и	1	1
1495	причем на	1	1
1496	вопрос о	4	1
1497	характер так	1	1
1498	ставили в	4	1
1499	смерти но	1	1
1500	представляет собой	5	1
1501	с трудом	1	1
1502	изо рта	1	1
1503	даже самых	1	1
1504	одна с	1	1
1505	для защиты	1	1
1506	солнце и	1	1
1507	изучались в	1	1
1508	увидим что	2	1
1509	борьбе с	1	1
1510	греков и	1	1
1511	а между	1	1
1512	от зимы	1	1
1513	подробно описывает	2	1
1514	времени его	1	1
1515	богатством и	1	1
1516	особой связи	1	1
1517	с другим	2	1
1518	стариков и	1	1
1519	эта толпа	1	1
1520	относится также	1	1
1521	ее но	1	1
1522	нас на	1	1
1523	затем в	1	1
1524	по которым	1	1
1525	мы проследили	1	1
1526	вместе и	1	1
1527	над этим	1	1
1528	явление не	1	1
1529	такая же	1	1
1530	совершенно иных	1	1
1531	можно понимать	1	1
1532	как земля	1	1
1533	участие и	1	1
1534	месяц во	1	1
1535	заключительная часть	2	1
1536	потребности в	1	1
1537	даже у	1	1
1538	и две	1	1
1539	нет никаких	1	1
1540	сжигают чучело	2	1
1541	прочим в	1	1
1542	но так	1	1
1543	надев на	1	1
1544	в сложный	1	1
1545	как праздники	3	1
1546	оставаться в	1	1
1547	почти всем	1	1
1548	как другие	1	1
1549	а наоборот	1	1
1550	похожи на	1	1
1551	она в	4	1
1552	правильнее было	1	1
1553	теории в	1	1
1554	наиболее совершенным	1	1
1555	свою доктрину	1	1
1556	их сила	1	1
1557	и связанных	1	1
1558	близка к	1	1
1559	и связывал	1	1
1560	гл iii	1	1
1561	под землей	3	1
1562	очень четко	1	1
1563	другие подобные	1	1
1564	по типу	1	1
1565	не ограничивается	1	1
1566	как можно	3	1
1567	распространена в	1	1
1568	входящие в	1	1
1569	крестьян и	1	1
1570	и всюду	1	1
1571	разрывают на	1	1
1572	так во	1	1
1573	ее развития	1	1
1574	и полезно	1	1
1575	по аналогии	1	1
1576	женщины на	1	1
1577	другой характер	2	1
1578	не позволяют	1	1
1579	о народных	2	1
1580	дома в	2	1
1581	заимствованные из	1	1
1582	две строки	2	1
1583	к вопросу	2	1
1584	заключалось в	1	1
1585	течение года	2	1
1586	их там	2	1
1587	тема смерти	1	1
1588	жизни то	1	1
1589	начинает выходить	1	1
1590	земли поэтому	1	1
1591	имеет ничего	1	1
1592	мы приведем	1	1
1593	веселья которые	1	1
1594	пускаются в	1	1
1595	привязывают к	1	1
1596	нами как	1	1
1597	не понимают	1	1
1598	это изображение	1	1
1599	приведем несколько	1	1
1600	области изучения	2	1
1601	обыкновенно в	1	1
1602	подобные же	1	1
1603	под ними	1	1
1604	ходить на	1	1
1605	других праздниках	2	1
1606	значения что	1	1
1607	был почти	1	1
1608	которые и	1	1
1609	весны и	2	1
1610	последние строки	1	1
1611	как веселая	1	1
1612	состоящие из	1	1
1613	европы в	2	1
1614	себе на	1	1
1615	более древняя	1	1
1616	и показывая	1	1
1617	старый год	1	1
1618	верно и	1	1
1619	место куда	1	1
1620	почти каждый	1	1
1621	между формами	1	1
1622	земле не	1	1
1623	xvi в	1	1
1624	до великой	1	1
1625	же а	4	1
1626	направлением в	1	1
1627	на лошади	1	1
1628	это приводит	2	1
1629	звучит так	1	1
1630	материал из	1	1
1631	невзирая на	1	1
1632	ставят на	2	1
1633	такая организация	1	1
1634	необходимо чтобы	1	1
1635	петра i	5	1
1636	и разнообразными	1	1
1637	отнюдь не	3	1
1638	по нескольку	4	1
1639	праздники эти	1	1
1640	встречается и	2	1
1641	в число	1	1
1642	находящиеся в	2	1
1643	раньше чем	2	1
1644	сатурналий которые	1	1
1645	в час	1	1
1646	на пасху	2	1
1647	не единственная	1	1
1648	прямо и	1	1
1649	мнения придерживался	1	1
1650	которые почему-либо	1	1
1651	этому времени	2	1
1652	нет такого	1	1
1653	существования не	1	1
1654	этом ряду	1	1
1655	к такой	1	1
1656	по всем	3	1
1657	в старой	1	1
1658	можно объяснить	3	1
1659	другие в	2	1
1660	его уже	1	1
1661	что этим	1	1
1662	в подарок	1	1
1663	самих участников	1	1
1664	где-нибудь в	2	1
1665	они совершались	1	1
1666	и луга	1	1
1667	и предшествующие	2	1
1668	сроки когда	1	1
1669	и фарсы	1	1
1670	начинается он	1	1
1671	наблюдаем в	1	1
1672	и куда	1	1
1673	формы празднеств	1	1
1674	с корнем	2	1
1675	эти по	1	1
1676	думает что	2	1
1677	костра в	1	1
1678	с природой	1	1
1679	содержанию своему	1	1
1680	совершались в	1	1
1681	запрещала и	1	1
1682	эти отличия	2	1
1683	и торжественно	1	1
1684	перед ними	1	1
1685	необходимо для	1	1
1686	и вокруг	1	1
1687	на плодородие	2	1
1688	в огонь	1	1
1689	с целью	2	1
1690	и играми	1	1
1691	и стремлениями	1	1
1692	его также	1	1
1693	к разным	1	1
1694	можно назвать	1	1
1695	поют песни	3	1
1696	к таким	4	1
1697	в в	3	1
1698	с такими	1	1
1699	церковный обряд	1	1
1700	вот все	1	1
1701	и т	13	1
1702	в марте	1	1
1703	обряд как	1	1
1704	против этих	1	1
1705	форме а	1	1
1706	корову за	1	1
1707	они полностью	1	1
1708	поэзии и	1	1
1709	принадлежал и	2	1
1710	не знали	2	1
1711	к другому	2	1
1712	и было	1	1
1713	что бы	1	1
1714	срокам но	1	1
1715	говорится что	4	1
1716	ложную картину	1	1
1717	который он	1	1
1718	дальнейшее развитие	1	1
1719	в труде	1	1
1720	они ничего	1	1
1721	связана и	1	1
1722	необходимо также	1	1
1723	всем этом	1	1
1724	зрения он	1	1
1725	и состоит	1	1
1726	в круг	3	1
1727	силами природы	1	1
1728	такое название	1	1
1729	и будущих	1	1
1730	и семя	1	1
1731	марте г	1	1
1732	и теперь	1	1
1733	на руси	3	1
1734	обе эти	1	1
1735	материал не	1	1
1736	форм мышления	1	1
1737	говорят что	1	1
1738	от других	1	1
1739	на основании	1	1
1740	и соответствующих	1	1
1741	дня и	1	1
1742	если человек	1	1
1743	в веселье	1	1
1744	только элементы	1	1
1745	это имеет	4	1
1746	не раньше	1	1
1747	тогда как	4	1
1748	и наоборот	1	1
1749	смерти они	1	1
1750	состоит в	18	1
1751	покойника в	1	1
1752	кто же	1	1
1753	и фарса	1	1
1754	он сообщает	1	1
1755	никаких признаков	2	1
1756	праздники в	2	1
1757	ними иногда	1	1
1758	другие элементы	1	1
1759	его однако	1	1
1760	но где	1	1
1761	ясно но	1	1
1762	в ряд	2	1
1763	коровы и	1	1
1764	украинского фольклора	1	1
1765	зимы к	1	1
1766	был праздник	1	1
1767	довольно много	2	1
1768	проповедях в	1	1
1769	она может	1	1
1770	песни пелись	1	1
1771	по этой	1	1
1772	пришли на	1	1
1773	так называемое	2	1
1774	только потому	1	1
1775	приводят нас	2	1
1776	и углубленной	1	1
1777	в год	1	1
1778	всегда был	1	1
1779	смерти как	1	1
1780	и том	1	1
1781	декабря г	1	1
1782	его через	1	1
1783	вторник на	1	1
1784	рождество христово	1	1
1785	эти представления	6	1
1786	и каким	1	1
1787	есть много	1	1
1788	хранится в	1	1
1789	которого носили	1	1
1790	то они	1	1
1791	хлеб родится	1	1
1792	этих песнях	2	1
1793	он искал	1	1
1794	нас нет	1	1
1795	начиная со	1	1
1796	огня в	1	1
1797	наибольшее значение	1	1
1798	мотивы в	1	1
1799	немного на	1	1
1800	и бросали	4	1
1801	с традиционным	1	1
1802	хороший урожай	2	1
1803	все на	1	1
1804	однако здесь	1	1
1805	особенно широко	2	1
1806	что одно	1	1
1807	месте своей	1	1
1808	об игре	1	1
1809	мало того	1	1
1810	имеет совершенно	1	1
1811	истории как	1	1
1812	и римлян	1	1
1813	западной европы	3	1
1814	латинское слово	1	1
1815	силу и	2	1
1816	какой-то особой	1	1
1817	деле эти	1	1
1818	основана на	2	1
1819	накануне ивана	3	1
1820	более широким	1	1
1821	в великой	1	1
1822	мы рассмотрим	5	1
1823	же цели	1	1
1824	труд посвященный	3	1
1825	и исследователи	1	1
1826	ей не	1	1
1827	лепешки и	1	1
1828	которого было	1	1
1829	некоторых случаях	1	1
1830	которые как	2	1
1831	отрицать что	1	1
1832	ими как	1	1
1833	более что	1	1
1834	ни странно	1	1
1835	настоящей работы	1	1
1836	по теории	1	1
1837	верхом на	2	1
1838	уже преимущественно	1	1
1839	развития этого	1	1
1840	нас к	5	1
1841	к весне	4	1
1842	можно предположить	2	1
1843	если они	1	1
1844	и могут	1	1
1845	здесь говорится	2	1
1846	что им	1	1
1847	света и	1	1
1848	по тем	1	1
1849	увидим не	1	1
1850	через них	8	1
1851	стоящие в	1	1
1852	и общественных	1	1
1853	легендах и	1	1
1854	в лучшее	1	1
1855	что пишет	1	1
1856	а так	1	1
1857	и закрепляли	1	1
1858	высокой ступени	1	1
1859	от болезней	3	1
1860	того или	1	1
1861	чтобы как	1	1
1862	же от	1	1
1863	искал в	1	1
1864	которая для	1	1
1865	ряду с	1	1
1866	по дороге	1	1
1867	с первым	1	1
1868	составные элементы	1	1
1869	на полях	1	1
1870	непосредственно после	1	1
1871	из ряда	2	1
1872	в городах	2	1
1873	от костра	1	1
1874	и сроки	1	1
1875	но ему	1	1
1876	и иные	1	1
1877	входили в	1	1
1878	и формами	1	1
1879	чем речь	1	1
1880	а по	1	1
1881	этот вечер	3	1
1882	второго тома	1	1
1883	что нам	1	1
1884	с церковными	1	1
1885	пр и	1	1
1886	живой человек	2	1
1887	но вместе	3	1
1888	с веселыми	1	1
1889	на смерть	2	1
1890	означает что	2	1
1891	люди не	1	1
1892	же на	1	1
1893	и время	1	1
1894	на путь	1	1
1895	действительность к	1	1
1896	местах где	3	1
1897	течение всего	1	1
1898	фольклору но	1	1
1899	по старому	1	1
1900	это означает	1	1
1901	на еду	2	1
1902	что видел	1	1
1903	все еще	1	1
1904	не имеющий	1	1
1905	этимология этого	1	1
1906	это подтверждается	2	1
1907	хотя они	1	1
1908	им не	1	1
1909	и благополучия	1	1
1910	и всякую	1	1
1911	любви и	1	1
1912	и действия	1	1
1913	можно высказать	1	1
1914	священник с	1	1
1915	появившись на	1	1
1916	люди которые	1	1
1917	год был	1	1
1918	характера оно	1	1
1919	с постоянными	1	1
1920	местный характер	1	1
1921	и название	1	1
1922	религии и	1	1
1923	на некоторое	1	1
1924	исходя из	2	1
1925	и мотивы	1	1
1926	научной литературе	1	1
1927	случае мы	1	1
1928	часть его	1	1
1929	или по	1	1
1930	который должен	1	1
1931	сопоставляется с	1	1
1932	под ним	2	1
1933	каждый праздник	2	1
1934	это объяснение	1	1
1935	примыкает к	1	1
1936	не вызывает	1	1
1937	по свидетельству	2	1
1938	заставляет видеть	1	1
1939	это нужно	1	1
1940	ты не	1	1
1941	народ и	2	1
1942	самой проблемы	1	1
1943	же состоит	1	1
1944	далее в	2	1
1945	значение они	1	1
1946	точности соответствует	1	1
1947	все население	1	1
1948	сохранения и	1	1
1949	которые будут	1	1
1950	также на	3	1
1951	вошла в	1	1
1952	германии в	1	1
1953	некоторых местах	5	1
1954	их не	2	1
1955	иногда принимали	1	1
1956	в египет	1	1
1957	имеют более	1	1
1958	обряда и	1	1
1959	этих четырех	1	1
1960	несколько примеров	1	1
1961	не следует	1	1
1962	наступление нового	1	1
1963	наиболее полное	1	1
1964	где были	1	1
1965	болезней и	1	1
1966	с масленицей	1	1
1967	чем их	1	1
1968	почему во	1	1
1969	силы они	1	1
1970	же но	2	1
1971	затем идут	1	1
1972	изображается с	1	1
1973	даже два	1	1
1974	вокруг головы	1	1
1975	их за	1	1
1976	в окошко	2	1
1977	зависят от	1	1
1978	может дать	1	1
1979	народный праздник	1	1
1980	других формах	1	1
1981	затем начинается	1	1
1982	и начинают	2	1
1983	ней как	1	1
1984	в огороде	1	1
1985	обращение к	1	1
1986	основаны все	1	1
1987	не сумела	1	1
1988	представляла собой	2	1
1989	у которых	2	1
1990	восхваления и	1	1
1991	наша задача	1	1
1992	весьма архаичны	1	1
1993	заключение нужно	1	1
1994	когда на	2	1
1995	этот по-видимому	1	1
1996	черты этого	1	1
1997	который также	1	1
1998	изучении в	1	1
1999	доказать что	1	1
2000	над ними	1	1
2001	которые иногда	1	1
2002	на очень	1	1
2003	приносят с	1	1
2004	у древних	1	1
2005	очень велико	1	1
2006	последние три	1	1
2007	каждого праздника	1	1
2008	вся его	1	1
2009	а позже	1	1
2010	с четырьмя	2	1
2011	следует остановиться	1	1
2012	свидетельствует ряд	1	1
2013	в домах	4	1
2014	дети в	1	1
2015	приходит к	1	1
2016	дошедшим до	1	1
2017	называя его	1	1
2018	работ и	1	1
2019	и встречали	1	1
2020	привела к	1	1
2021	очень большой	1	1
2022	в настоящей	1	1
2023	пока еще	1	1
2024	нам что	1	1
2025	и народный	1	1
2026	у себя	1	1
2027	здесь пока	1	1
2028	не считались	1	1
2029	по случаю	1	1
2030	тех случаях	2	1
2031	как правило	4	1
2032	знают только	1	1
2033	в большие	1	1
2034	его труда	1	1
2035	следующим образом	9	1
2036	место для	1	1
2037	по обычаю	1	1
2038	растений и	1	1
2039	согласиться с	1	1
2040	глядит в	1	1
2041	как особую	1	1
2042	силу их	1	1
2043	какой степени	3	1
2044	жизнь смерть	1	1
2045	идут в	3	1
2046	его мыслей	1	1
2047	объясняет это	1	1
2048	ее своей	1	1
2049	имеется довольно	1	1
2050	время этого	1	1
2051	он считал	1	1
2052	но весь	1	1
2053	был довольно	1	1
2054	все мы	1	1
2055	он очень	1	1
2056	затем идет	1	1
2057	поблизости от	1	1
2058	место на	1	1
2059	чтобы это	1	1
2060	платком и	1	1
2061	не противоречит	2	1
2062	особую силу	2	1
2063	из цикла	1	1
2064	стоит и	1	1
2065	для дальнейшего	1	1
2066	несколько иной	1	1
2067	его у	1	1
2068	другие на	2	1
2069	и основной	1	1
2070	силой в	1	1
2071	народной жизни	1	1
2072	чрезвычайно разнообразны	1	1
2073	обычно не	2	1
2074	обстояло дело	2	1
2075	гоголь в	1	1
2076	не соответствует	1	1
2077	тем не	3	1
2078	аналогии с	1	1
2079	не думает	1	1
2080	к празднику	2	1
2081	выходят из	1	1
2082	и нужно	1	1
2083	древнейшая форма	1	1
2084	здесь вокруг	1	1
2085	многих отношениях	2	1
2086	небо но	1	1
2087	на которого	1	1
2088	совсем точно	2	1
2089	и развитие	1	1
2090	можно больше	2	1
2091	в воду	9	1
2092	в одиночку	2	1
2093	основные мотивы	1	1
2094	на будущее	1	1
2095	работы не	1	1
2096	до царствования	1	1
2097	они на	1	1
2098	чем ближе	1	1
2099	ли мы	1	1
2100	они представляют	2	1
2101	и говорят	1	1
2102	будто не	1	1
2103	при изучении	6	1
2104	под окнами	5	1
2105	первую очередь	1	1
2106	его имеет	1	1
2107	на тот	1	1
2108	свои старые	1	1
2109	на поверхности	1	1
2110	ему же	1	1
2111	прибавить что	1	1
2112	если эти	1	1
2113	применения их	1	1
2114	по одной	1	1
2115	туда куда	1	1
2116	iv в	2	1
2117	вне связи	1	1
2118	его значение	1	1
2119	природа и	1	1
2120	рая и	1	1
2121	явно имеет	1	1
2122	могло бы	1	1
2123	на обилие	1	1
2124	на которую	1	1
2125	проявляет себя	1	1
2126	и назначение	1	1
2127	вошел в	1	1
2128	к описанию	1	1
2129	с церковным	1	1
2130	выводы и	1	1
2131	земле и	4	1
2132	чучело в	2	1
2133	на человеческую	1	1
2134	которой и	1	1
2135	подходят к	1	1
2136	и домашних	1	1
2137	нет но	2	1
2138	не играют	1	1
2139	не удастся	1	1
2140	за столом	2	1
2141	xvii в	1	1
2142	мере их	1	1
2143	ряда других	2	1
2144	человека который	1	1
2145	как были	1	1
2146	же встречается	1	1
2147	и этой	1	1
2148	мы ограничимся	1	1
2149	некоторые праздники	1	1
2150	изображаются как	1	1
2151	vii и	2	1
2152	к ее	1	1
2153	его жизнь	2	1
2154	большое значение	1	1
2155	еще упомянуть	2	1
2156	усопших в	1	1
2157	паломников и	1	1
2158	рассматривали как	1	1
2159	обычай этот	4	1
2160	связывали с	2	1
2161	эти сроки	1	1
2162	на свои	1	1
2163	за ноги	1	1
2164	народа а	1	1
2165	им явления	1	1
2166	в продолжение	1	1
2167	у некоторых	1	1
2168	месту и	1	1
2169	вера в	2	1
2170	сажают на	1	1
2171	по значению	1	1
2172	и каждый	1	1
2173	их к	2	1
2174	над ней	1	1
2175	иногда это	1	1
2176	воду и	2	1
2177	но ее	1	1
2178	и высокую	1	1
2179	не значит	2	1
2180	с которым	1	1
2181	ней в	2	1
2182	еды в	1	1
2183	что без	1	1
2184	видеть как	2	1
2185	года когда	1	1
2186	чаще всего	3	1
2187	и могилы	1	1
2188	слова как	1	1
2189	в лесах	2	1
2190	полное и	1	1
2191	сущность ее	1	1
2192	и живут	1	1
2193	чем и	1	1
2194	приуроченная к	1	1
2195	причем это	1	1
2196	каждого из	1	1
2197	многие другие	2	1
2198	мгновение и	1	1
2199	на дворе	3	1
2200	эти праздники	1	1
2201	это шествие	1	1
2202	и стало	1	1
2203	время но	1	1
2204	относятся и	1	1
2205	волов и	1	1
2206	от жизни	1	1
2207	с и	1	1
2208	и который	1	1
2209	видел и	1	1
2210	еды вообще	1	1
2211	показывает что	9	1
2212	живет в	1	1
2213	сохранилось в	1	1
2214	слово для	1	1
2215	для себя	1	1
2216	еду на	1	1
2217	полям и	1	1
2218	и менее	1	1
2219	первый большой	1	1
2220	течение первых	1	1
2221	природе и	1	1
2222	выбор и	1	1
2223	котором в	1	1
2224	заключение что	1	1
2225	формы мышления	1	1
2226	истории в	1	1
2227	времени когда	1	1
2228	этот не	2	1
2229	на лице	1	1
2230	к новой	1	1
2231	как воплощение	1	1
2232	обильной еде	1	1
2233	всякой связи	1	1
2234	на любом	1	1
2235	от другого	2	1
2236	она как	2	1
2237	определенные дни	1	1
2238	смысла в	1	1
2239	весенний и	1	1
2240	и находящиеся	1	1
2241	разные сроки	1	1
2242	тех местах	3	1
2243	приходится на	1	1
2244	во что	1	1
2245	чтобы установить	1	1
2246	например из	1	1
2247	в россии	4	1
2248	показать что	1	1
2249	и вперед	1	1
2250	для каждого	1	1
2251	и делать	1	1
2252	огня а	1	1
2253	одном ряду	1	1
2254	судить по	2	1
2255	представления об	2	1
2256	праздник в	4	1
2257	как не	2	1
2258	к нам	2	1
2259	укладывается и	1	1
2260	много но	1	1
2261	и обычаями	1	1
2262	фигурируют в	1	1
2263	на стол	4	1
2264	приводил к	1	1
2265	с праздничным	1	1
2266	однако именно	1	1
2267	и имели	1	1
2268	они по	1	1
2269	будущего урожая	2	1
2270	только одно	2	1
2271	свое внимание	1	1
2272	на день	1	1
2273	было освящено	1	1
2274	вообще а	1	1
2275	и кончается	1	1
2276	какие же	2	1
2277	когда вся	1	1
2278	не имеют	1	1
2279	церковное учение	1	1
2280	оставляют в	1	1
2281	то и	4	1
2282	на шее	1	1
2283	нет даже	1	1
2284	мужей и	1	1
2285	и нравов	1	1
2286	и другой	5	1
2287	приняли и	1	1
2288	зависимости от	1	1
2289	как самого	1	1
2290	времени на	1	1
2291	комедии с	1	1
2292	и античных	1	1
2293	поминовения усопших	2	1
2294	не связанных	1	1
2295	находящихся в	1	1
2296	и потопление	1	1
2297	в раннем	1	1
2298	с религиозными	1	1
2299	еда как	1	1
2300	и духовные	1	1
2301	ночи и	1	1
2302	году под	1	1
2303	этим словом	1	1
2304	борьбу и	1	1
2305	и существует	1	1
2306	с другою	1	1
2307	руках и	1	1
2308	судя по	2	1
2309	для которой	1	1
2310	в комическом	1	1
2311	связанными с	1	1
2312	этих праздников	3	1
2313	такие фигуры	1	1
2314	на более	1	1
2315	или вообще	3	1
2316	в точности	1	1
2317	в морях	1	1
2318	нужно заметить	1	1
2319	на новое	1	1
2320	значения это	1	1
2321	совсем другое	1	1
2322	от разных	1	1
2323	нет надобности	2	1
2324	видел в	2	1
2325	месте в	1	1
2326	был он	1	1
2327	очень древняя	1	1
2328	в садах	2	1
2329	на дерево	1	1
2330	представления и	2	1
2331	почему и	1	1
2332	формах как	1	1
2333	превратилось в	1	1
2334	его производные	1	1
2335	видели такие	1	1
2336	за которую	1	1
2337	где именно	2	1
2338	на свадьбах	3	1
2339	обратиться к	1	1
2340	сколько в	1	1
2341	тем он	1	1
2342	человеку когда	1	1
2343	без основания	1	1
2344	народные праздники	2	1
2345	что так	1	1
2346	следы его	1	1
2347	день и	2	1
2348	с той	2	1
2349	огромный очень	1	1
2350	на одной	1	1
2351	чтобы получить	1	1
2352	же случае	1	1
2353	одежды и	1	1
2354	других игр	1	1
2355	что через	1	1
2356	есть уже	1	1
2357	подтверждается и	1	1
2358	в западной	2	1
2359	а к	3	1
2360	ясную картину	1	1
2361	к наиболее	1	1
2362	масла и	1	1
2363	о характере	1	1
2364	рогами и	1	1
2365	виду что	2	1
2366	совершался в	2	1
2367	народ на	1	1
2368	многих праздниках	1	1
2369	урожая и	2	1
2370	основные черты	1	1
2371	где эти	1	1
2372	как римские	1	1
2373	цель и	1	1
2374	случаях когда	2	1
2375	тех форм	1	1
2376	дается описание	1	1
2377	описывает его	2	1
2378	ли не	1	1
2379	здесь имеем	2	1
2380	он же	4	1
2381	те из	1	1
2382	его следует	1	1
2383	убеждении что	1	1
2384	свет на	1	1
2385	г к	1	1
2386	средством от	1	1
2387	которые имели	1	1
2388	может относиться	1	1
2389	нового в	1	1
2390	что часто	1	1
2391	чтобы сделать	2	1
2392	они часто	1	1
2393	еще до	2	1
2394	когда по	1	1
2395	обычно в	2	1
2396	известны всем	1	1
2397	никакой роли	1	1
2398	оно в	1	1
2399	этой силы	2	1
2400	приводят к	1	1
2401	текстами и	1	1
2402	были для	1	1
2403	и остаются	1	1
2404	как уже	6	1
2405	на поле	3	1
2406	отпевали его	1	1
2407	через которые	1	1
2408	они самым	1	1
2409	однако все	1	1
2410	представления были	1	1
2411	них или	1	1
2412	похоронного обряда	1	1
2413	служить и	1	1
2414	в архиве	1	1
2415	доме и	1	1
2416	до появления	1	1
2417	такое которое	1	1
2418	хочет жениться	1	1
2419	есть несколько	1	1
2420	останавливаться на	2	1
2421	с великим	1	1
2422	обряды на	2	1
2423	во всю	1	1
2424	элементы входящие	1	1
2425	праздники как	1	1
2426	все самое	1	1
2427	года не	1	1
2428	например уже	1	1
2429	как средство	1	1
2430	и много	1	1
2431	или другому	1	1
2432	только по	2	1
2433	этом и	1	1
2434	на реку	1	1
2435	материалами и	1	1
2436	не ограничивалось	1	1
2437	и играют	1	1
2438	цели служат	1	1
2439	к пониманию	1	1
2440	нет правда	1	1
2441	без сомнения	1	1
2442	говорить об	1	1
2443	особенно интересны	1	1
2444	исследования о	1	1
2445	употребляется как	1	1
2446	при рождении	1	1
2447	он просто	1	1
2448	надо было	1	1
2449	пишет в	5	1
2450	иванов день	2	1
2451	и бьет	1	1
2452	других языках	1	1
2453	типичен для	1	1
2454	да на	2	1
2455	жизнь которым	1	1
2456	как символ	2	1
