N	2gram	Tiupa_Vved	StatiiOP
1309	нет ничего	2	1
1310	но их	1	1
1311	не давая	1	1
1312	свое внимание	1	1
1313	ни к	3	1
1314	принимает участие	1	1
1315	его и	1	1
1316	и объединяет	1	1
1317	впечатление что	1	1
1318	нее то	1	1
1319	о положении	1	1
1320	действия но	2	1
1321	сказано что	1	1
1322	истории не	1	1
1323	своем роде	2	1
1324	где у	1	1
1325	время оно	1	1
1326	является также	1	1
1327	своей собственной	1	1
1328	в историю	2	1
1329	зрения как	1	1
1330	но здесь	1	1
1331	что самое	1	1
1332	с нами	1	1
1333	истории но	1	1
1334	это только	3	1
1335	этом пути	1	1
1336	поле зрения	1	1
1337	в отказе	1	1
1338	сколько как	1	1
1339	мне представляется	1	1
1340	в те	1	1
1341	но о	2	1
1342	смысл который	2	1
1343	к одному	2	1
1344	своей работе	1	1
1345	с первой	1	1
1346	о своем	1	1
1347	смысл в	1	1
1348	подобного рода	3	1
1349	принесла с	1	1
1350	друг от	2	1
1351	перед глазами	1	1
1352	еще один	3	1
1353	каждый из	1	1
1354	нуждаются в	1	1
1355	а лишь	3	1
1356	автора в	5	1
1357	в данных	1	1
1358	писатель с	1	1
1359	переход от	1	1
1360	с текстом	1	1
1361	непосредственно из	1	1
1362	если мы	1	1
1363	лет у	1	1
1364	при котором	1	1
1365	слов в	2	1
1366	данного произведения	1	1
1367	в текстах	2	1
1368	без посредства	1	1
1369	в каждый	1	1
1370	котором мы	1	1
1371	смыслу слов	1	1
1372	исследовательской работы	2	1
1373	всего к	1	1
1374	и сцена	1	1
1375	данном контексте	1	1
1376	друг друга	1	1
1377	и после	2	1
1378	текста как	1	1
1379	же он	1	1
1380	жизни не	2	1
1381	собственно говоря	1	1
1382	они были	1	1
1383	нам только	1	1
1384	обратиться к	2	1
1385	с просьбой	1	1
1386	высшей степени	2	1
1387	к началу	1	1
1388	убедился что	1	1
1389	то они	1	1
1390	в более	1	1
1391	исторической реальности	3	1
1392	ему в	2	1
1393	из второй	1	1
1394	понимал это	1	1
1395	и было	1	1
1396	льва толстого	1	1
1397	действительно является	1	1
1398	это сюжет	1	1
1399	является их	1	1
1400	является следствием	1	1
1401	тому чтобы	1	1
1402	же мере	1	1
1403	видел ли	1	1
1404	в формах	1	1
1405	деле не	1	1
1406	о нем	1	1
1407	этом сам	1	1
1408	и наоборот	1	1
1409	со своим	1	1
1410	к счастью	1	1
1411	смысл этой	1	1
1412	слова а	1	1
1413	этом в	1	1
1414	участие в	1	1
1415	все равно	2	1
1416	в повести	1	1
1417	однако не	2	1
1418	сказать не	1	1
1419	всех прочих	1	1
1420	читателя в	1	1
1421	до второй	1	1
1422	на каком	1	1
1423	исключает возможности	1	1
1424	очень существенно	1	1
1425	от друга	2	1
1426	и иными	1	1
1427	а о	1	1
1428	в эпилоге	1	1
1429	этого не	2	1
1430	с ними	2	1
1431	что к	1	1
1432	что будет	1	1
1433	и где	1	1
1434	и которая	1	1
1435	не разрешают	1	1
1436	здесь все	1	1
1437	поездке в	1	1
1438	вот это	1	1
1439	поэтому как	1	1
1440	и сказанного	1	1
1441	очень много	1	1
1442	к жизни	2	1
1443	миру он	1	1
1444	языка может	1	1
1445	и последующих	2	1
1446	в исторический	1	1
1447	на фоне	3	1
1448	и понимания	3	1
1449	в еще	1	1
1450	и со	1	1
1451	и могут	1	1
1452	сколь бы	1	1
1453	не относится	1	1
1454	и средствами	1	1
1455	здесь например	1	1
1456	сюжетной ситуации	1	1
1457	именно эта	2	1
1458	и небольшой	1	1
1459	вследствие чего	1	1
1460	то можно	1	1
1461	совершенно особое	1	1
1462	симпатии к	1	1
1463	разумеется с	1	1
1464	свидетельствует не	1	1
1465	как все	1	1
1466	связаны с	1	1
1467	смерти и	1	1
1468	в раннем	1	1
1469	не нуждаются	1	1
1470	бы его	1	1
1471	этого он	1	1
1472	но такой	1	1
1473	с фигурой	1	1
1474	но сами	1	1
1475	этом у	1	1
1476	к их	1	1
1477	слово обращено	2	1
1478	с сохранением	1	1
1479	узнает о	1	1
1480	у кого	1	1
1481	вместо этого	1	1
1482	такой вывод	1	1
1483	в тишине	1	1
1484	или целиком	1	1
1485	на своих	1	1
1486	этих персонажей	1	1
1487	но при	7	1
1488	и остаются	1	1
1489	как уже	1	1
1490	однако если	1	1
1491	и оставляя	1	1
1492	русской культуры	1	1
1493	тому как	3	1
1494	другой в	2	1
1495	у кошки	1	1
1496	пока в	1	1
1497	истории а	3	1
1498	не с	4	1
1499	свою жизнь	1	1
1500	мы пока	1	1
1501	не следует	3	1
1502	например и	1	1
1503	стороны и	4	1
1504	и времени	2	1
1505	и жизни	1	1
1506	в город	1	1
1507	ему было	2	1
1508	хотя она	1	1
1509	с кем	1	1
1510	у нее	4	1
1511	по сравнению	1	1
1512	означает что	1	1
1513	и т.д	6	1
1514	скорее наоборот	1	1
1515	москвичи по	1	1
1516	исторических событий	1	1
1517	принято обозначать	1	1
1518	и б	1	1
1519	не вправе	1	1
1520	которая теперь	1	1
1521	обстановку в	1	1
1522	элементов в	1	1
1523	и самого	1	1
1524	присутствие в	1	1
1525	и много	1	1
1526	говорилось выше	2	1
1527	собой лишь	1	1
1528	в театре	3	1
1529	все содержание	1	1
1530	роман а	1	1
1531	него были	1	1
1532	слишком большой	2	1
1533	ее из	1	1
1534	в высшей	2	1
1535	собой очень	1	1
1536	означало бы	2	1
1537	с таким	1	1
1538	рассказе о	1	1
1539	хотя тоже	1	1
1540	же в	3	1
1541	нет как	1	1
1542	который для	1	1
1543	известной степени	1	1
1544	интереса к	1	1
1545	она тем	1	1
1546	он к	1	1
1547	к работе	1	1
1548	человечества которая	1	1
1549	если она	2	1
1550	свидетель в	1	1
1551	им не	1	1
1552	само по	1	1
1553	с классической	1	1
1554	ему известна	1	1
1555	видим и	1	1
1556	не можем	2	1
1557	в жизненном	1	1
1558	извлечь из	1	1
1559	и конец	2	1
1560	совершается в	1	1
1561	степени и	1	1
1562	более того	1	1
1563	опиравшегося на	1	1
