N	2gram	Tiupa_Teor	Psycholo
1299	тот что	1	1
1300	как этого	1	1
1301	проникновение в	1	1
1302	это своеобразие	1	1
1303	в противном	2	1
1304	коем случае	2	1
1305	это равновесие	1	1
1306	в отдельных	1	1
1307	нет никаких	1	1
1308	и бунин	1	1
1309	и большим	1	1
1310	идея или	1	1
1311	к катарсису	1	1
1312	голубой цвет	1	1
1313	этих моментов	1	1
1314	совершенно иными	1	1
1315	такой установке	1	1
1316	не принадлежат	2	1
1317	той мере	1	1
1318	эта перемена	1	1
1319	и мир	1	1
1320	по художественной	1	1
1321	этом становится	1	1
1322	воображения так	1	1
1323	глубокий и	1	1
1324	воображении читателя	1	1
1325	так он	1	1
1326	обычной речи	1	1
1327	но от	2	1
1328	прежде но	1	1
1329	известные нам	1	1
1330	именно те	1	1
1331	бытия и	1	1
1332	на мягкую	1	1
1333	или иную	2	1
1334	говоря словами	4	1
1335	не ограничивается	2	1
1336	художника не	1	1
1337	то она	1	1
1338	пушкина я	1	1
1339	является весьма	1	1
1340	сторону его	1	1
1341	и гамлета	1	1
1342	на себя	2	1
1343	в объективную	1	1
1344	не оправдывает	1	1
1345	xviii века	1	1
1346	или иная	1	1
1347	с одним	1	1
1348	простой и	1	1
1349	с жизнью	1	1
1350	от читателя	1	1
1351	особенности в	1	1
1352	которые будут	1	1
1353	связь со	1	1
1354	людей в	1	1
1355	действительности и	1	1
1356	деятельности и	1	1
1357	я на	3	1
1358	состояние общественного	1	1
1359	человек как	1	1
1360	выбора или	1	1
1361	я в	18	1
1362	оно состоит	1	1
1363	свое место	1	1
1364	этой своей	1	1
1365	стиля в	1	1
1366	подробностями и	1	1
1367	является непременным	1	1
1368	не тот	1	1
1369	от содержания	1	1
1370	говорится и	1	1
1371	этой причине	1	1
1372	зрения в	1	1
1373	к такой	2	1
1374	существенное для	1	1
1375	др в	1	1
1376	в историческом	1	1
1377	то во	1	1
1378	общая идея	1	1
1379	я это	1	1
1380	им по	1	1
1381	одного сознания	3	1
1382	человеческих отношений	2	1
1383	культуры и	1	1
1384	в систему	1	1
1385	внимание и	1	1
1386	но прежде	1	1
1387	материал из	1	1
1388	искусства может	1	1
1389	называют искусством	1	1
1390	стихе как	1	1
1391	условность и	1	1
1392	может как	1	1
1393	такое произведение	1	1
1394	анны карениной	2	1
1395	в статье	1	1
1396	своего рода	11	1
1397	искусства только	1	1
1398	мире и	2	1
1399	первую очередь	1	1
1400	и способность	1	1
1401	один голос	1	1
1402	в художественно	1	1
1403	однако с	2	1
1404	он уже	1	1
1405	и принципиальной	1	1
1406	другие в	1	1
1407	также что	1	1
1408	вещей но	1	1
1409	как содержание	1	1
1410	душа не	1	1
1411	словам и	1	1
1412	и системы	1	1
1413	мне а	1	1
1414	речи как	1	1
1415	виды искусства	1	1
1416	схемы и	1	1
1417	акта в	1	1
1418	сообщения о	1	1
1419	в интенсивности	1	1
1420	сознание не	1	1
1421	которая действительно	1	1
1422	художник или	1	1
1423	одновременно с	1	1
1424	в соотношении	1	1
1425	в составе	1	1
1426	напротив мы	1	1
1427	и будет	1	1
1428	и пусть	1	1
1429	значения и	2	1
1430	авторства и	1	1
1431	эмоционального строя	1	1
1432	ее специальной	1	1
1433	от художественного	1	1
1434	всеми теми	1	1
1435	состоит чтобы	1	1
1436	в обычной	1	1
1437	не приводит	1	1
1438	в теорию	1	1
1439	это требует	1	1
1440	роли в	5	1
1441	другому человеку	1	1
1442	себя только	1	1
1443	как следствие	1	1
1444	всех литературных	1	1
1445	отдает себе	1	1
1446	не входит	2	1
1447	из внутренне	1	1
1448	но их	3	1
1449	которых можно	1	1
1450	к нашему	2	1
1451	виду не	3	1
1452	картину и	1	1
1453	и пр	1	1
1454	языка и	1	1
1455	своей собственной	1	1
1456	себе никакого	1	1
1457	заключать в	1	1
1458	в роли	3	1
1459	искусства тем	1	1
1460	во мне	2	1
1461	героем и	1	1
1462	искусством в	1	1
1463	области литературы	1	1
1464	вы говорите	1	1
1465	время что	1	1
1466	и наиболее	1	1
1467	художественной литературы	1	1
1468	с автором	1	1
1469	в мир	1	1
1470	всю полноту	1	1
1471	тогда как	18	1
1472	к объекту	1	1
1473	над собой	1	1
1474	герои комедии	1	1
1475	жизни на	2	1
1476	не представляет	1	1
1477	являются только	1	1
1478	жизни по	1	1
1479	мышления но	1	1
1480	с собою	1	1
1481	искусстве оказалось	1	1
1482	игра с	2	1
1483	за пределами	5	1
1484	в каждый	1	1
1485	лев толстой	1	1
1486	этом так	1	1
1487	бы никакого	1	1
1488	до известной	2	1
1489	непосредственно к	1	1
1490	тех объектов	1	1
1491	объединяет вокруг	1	1
1492	ослабляет и	2	1
1493	в мировой	2	1
1494	глаза в	2	1
1495	по этой	1	1
1496	поведение в	2	1
1497	двойственность трагического	1	1
1498	в основании	2	1
1499	конечно с	1	1
1500	и том	1	1
1501	бывает в	1	1
1502	слова так	1	1
1503	и идет	1	1
1504	случае так	1	1
1505	как об	1	1
1506	на языке	3	1
1507	менее чем	2	1
1508	как смысл	1	1
1509	рода и	2	1
1510	автору и	1	1
1511	делает их	1	1
1512	свою душу	1	1
1513	переживания как	1	1
1514	внешнем мире	2	1
1515	эстетических отношений	4	1
1516	и приходит	1	1
1517	на произведение	1	1
1518	форму в	1	1
1519	художественного задания	1	1
1520	но одна	1	1
1521	не содержит	1	1
1522	или словами	1	1
1523	в широком	1	1
1524	с их	2	1
1525	быть или	1	1
1526	такое искусство	1	1
1527	ее к	1	1
1528	от своих	1	1
1529	возможность иного	2	1
1530	это всегда	1	1
1531	основой художественного	1	1
1532	которые одновременно	1	1
1533	внешних и	1	1
1534	о жизни	2	1
1535	той самой	1	1
1536	и комедия	1	1
1537	и решительно	1	1
1538	за которым	1	1
1539	анна каренина	3	1
1540	можно предположить	1	1
1541	лирическое стихотворение	2	1
1542	или даже	4	1
1543	него но	1	1
1544	жизни когда	1	1
1545	что ж	1	1
1546	однако это	1	1
1547	противном случае	2	1
1548	зрения не	1	1
1549	его воли	1	1
1550	только и	2	1
1551	ритм является	1	1
1552	ничего нельзя	1	1
1553	особенно в	1	1
1554	при виде	1	1
1555	обращаются к	1	1
1556	незаметно для	1	1
1557	потребовал от	1	1
1558	ряда и	1	1
1559	словом или	1	1
1560	стоит и	1	1
1561	но этим	1	1
1562	принадлежит только	2	1
1563	деятельности эти	1	1
1564	в поле	1	1
1565	что желая	1	1
1566	жизни человека	1	1
1567	одну из	2	1
1568	видов искусства	2	1
1569	всей своей	2	1
1570	но всегда	1	1
1571	и помимо	1	1
1572	а по	1	1
1573	эстетического переживания	1	1
1574	и эстетической	2	1
1575	искусство никогда	1	1
1576	практическую деятельность	1	1
1577	и глубже	1	1
1578	но дело	1	1
1579	как явление	1	1
1580	человека с	3	1
1581	отделение эстетического	1	1
1582	в рамках	13	1
1583	жизни однако	3	1
1584	статье о	1	1
1585	самого искусства	1	1
1586	числе и	2	1
1587	искусство перестает	1	1
1588	теоретической и	1	1
1589	же природы	1	1
1590	к изучению	1	1
1591	момент своего	1	1
1592	и ясный	1	1
1593	собственные законы	1	1
1594	голосов в	1	1
1595	из условий	1	1
1596	бы можно	1	1
1597	более высокое	1	1
1598	происходит в	1	1
1599	но я	1	1
1600	право на	2	1
1601	включает в	2	1
1602	себе еще	1	1
1603	образ его	1	1
1604	вся система	1	1
1605	с первых	1	1
1606	зрителя слушателя	3	1
1607	все художественные	1	1
1608	однако все	2	1
1609	природой и	1	1
1610	и весело	1	1
1611	в готовом	1	1
1612	строя и	1	1
1613	эстетического восприятия	1	1
1614	бы вбирает	1	1
1615	у автора	1	1
1616	человеческой жизни	3	1
1617	этого в	1	1
1618	вещи в	1	1
1619	в момент	3	1
1620	тех кто	1	1
1621	однако оно	1	1
1622	с содержанием	1	1
1623	и конца	1	1
1624	в обыденной	1	1
1625	от литературной	1	1
1626	звук в	1	1
1627	оказывается не	1	1
1628	я для	1	1
1629	которой в	1	1
1630	жить и	2	1
1631	в принципе	7	1
1632	только отдельные	1	1
1633	находятся между	1	1
1634	долгое время	1	1
1635	бы место	1	1
1636	где образ	1	1
1637	однако при	3	1
1638	есть высшая	2	1
1639	в разладе	1	1
1640	этих понятий	1	1
1641	эстетической деятельности	2	1
1642	на свой	1	1
1643	что эстетическое	1	1
1644	а во-вторых	1	1
1645	трагическое есть	1	1
1646	введенное в	1	1
1647	поддается научному	1	1
1648	всегда остается	1	1
1649	вещами как	1	1
1650	его смысл	1	1
1651	герой одновременно	1	1
1652	искусства было	1	1
1653	но самое	1	1
1654	искусство будущего	1	1
1655	и должен	1	1
1656	стороны в	1	1
1657	самому герою	1	1
1658	необходимо для	1	1
1659	начинается с	1	1
1660	продолжением и	2	1
1661	а именно	3	1
1662	шиллер в	1	1
1663	нам уже	1	1
1664	о судьбе	1	1
1665	в одно	2	1
1666	менее определенным	1	1
1667	языка на	2	1
1668	творческого акта	4	1
1669	воспринимающего субъекта	1	1
1670	по признаку	1	1
1671	более сложные	1	1
1672	не оказывается	1	1
1673	собственно говоря	2	1
1674	могут оказаться	2	1
1675	сам же	2	1
1676	большей части	2	1
1677	и пути	1	1
1678	ли я	1	1
1679	в первую	1	1
1680	шире и	1	1
1681	не прямо	1	1
1682	лицом и	1	1
1683	по тем	1	1
1684	принципиальное различие	1	1
1685	восходит к	2	1
1686	духовной жизни	2	1
1687	некоторого рода	1	1
1688	чему не	1	1
1689	не узнает	1	1
1690	входит в	4	1
1691	даже самое	1	1
1692	обнаруживается при	1	1
1693	которыми он	1	1
1694	с нашим	1	1
1695	другими звуками	1	1
1696	относится не	1	1
1697	и т.п	7	1
1698	но каждая	1	1
1699	и познавательного	1	1
1700	тоже смотрит	1	1
1701	в различных	1	1
1702	обращаясь к	1	1
1703	трагический герой	1	1
1704	и заключительные	1	1
1705	по два	2	1
1706	позиции но	1	1
1707	художественная деятельность	2	1
1708	этого мира	1	1
1709	же автор	1	1
1710	или говоря	2	1
1711	не становится	1	1
1712	и отвечает	1	1
1713	процессы которые	1	1
1714	двух других	1	1
1715	самом начале	2	1
1716	равнодушна к	1	1
1717	духа и	1	1
1718	в мировом	1	1
1719	и оценки	1	1
1720	свое душевное	1	1
1721	и ада	1	1
1722	я с	5	1
1723	момент в	1	1
1724	а со	1	1
1725	и нашего	1	1
1726	по поверхности	1	1
1727	его композиции	1	1
1728	с собственной	1	1
1729	как говорил	1	1
1730	и открывает	1	1
1731	в системе	2	1
1732	его мысли	1	1
1733	а проза	1	1
1734	к внутреннему	2	1
1735	своего развития	1	1
1736	действий или	1	1
1737	героя не	1	1
1738	все мы	1	1
1739	ее как	1	1
1740	скрытое под	1	1
1741	есть процесс	1	1
1742	от автора	1	1
1743	понимается при	1	1
1744	места для	2	1
1745	и служит	1	1
1746	других для	1	1
1747	теории литературы	2	1
1748	а тот	1	1
1749	напротив в	1	1
1750	а и	5	1
1751	была названа	1	1
1752	что несмотря	1	1
1753	и сама	1	1
1754	и через	1	1
1755	состоящий в	1	1
1756	в научном	1	1
1757	существенное изменение	1	1
1758	сколько бы	1	1
1759	внешнего мира	2	1
1760	оказывается чем-то	1	1
1761	ударение на	1	1
1762	трагизма в	1	1
1763	и развития	1	1
1764	искусства при	1	1
1765	иллюзии и	1	1
1766	и притом	3	1
1767	те и	1	1
1768	говорит в	2	1
1769	который ставит	1	1
1770	деятельности в	5	1
1771	от кого	1	1
1772	при одном	1	1
1773	с пустыми	1	1
1774	воображения не	1	1
1775	в последние	1	1
1776	также в	1	1
1777	для основного	1	1
1778	между прочим	1	1
1779	бы рассказ	1	1
1780	речь о	1	1
1781	служит для	1	1
1782	в плоскости	1	1
1783	каждого читателя	1	1
1784	как полагал	1	1
1785	менее важным	1	1
1786	текст и	3	1
1787	всякое понимание	1	1
1788	не сводится	9	1
1789	от окружающих	1	1
1790	с матерью	1	1
1791	и создается	1	1
1792	жизнь то	1	1
1793	границы и	1	1
1794	для субъекта	1	1
1795	же разница	1	1
1796	как человек	1	1
1797	как любая	1	1
1798	отношение между	1	1
1799	в образы	1	1
1800	и существенно	2	1
1801	исчезает и	1	1
1802	его смысла	1	1
1803	не способна	1	1
1804	они хотят	2	1
1805	живопись графика	1	1
1806	в наших	1	1
1807	ее смысл	1	1
1808	но без	1	1
1809	все человеческие	1	1
1810	известном смысле	2	1
1811	это правило	1	1
1812	его создателя	1	1
1813	каждый человек	1	1
1814	любовь и	1	1
1815	всех сторон	1	1
1816	я вдоль	1	1
1817	и доказать	1	1
1818	и развитием	2	1
1819	он показывает	1	1
1820	к полноте	1	1
1821	писателя в	1	1
1822	акте выбора	1	1
1823	него от	1	1
1824	вот он	1	1
1825	брожу ли	1	1
1826	сознания однако	1	1
1827	ее никто	1	1
1828	основе всех	1	1
1829	которые лежат	1	1
1830	нет не	1	1
1831	и особенно	2	1
1832	к автору	1	1
1833	это первый	1	1
1834	и меньше	1	1
1835	жизни всегда	1	1
1836	не позволяет	1	1
1837	одном случае	1	1
1838	целью и	1	1
1839	человеческое тело	1	1
1840	есть точка	1	1
1841	на первой	1	1
1842	этой художественной	1	1
1843	своем составе	3	1
1844	события на	1	1
1845	это уже	1	1
1846	первых двух	1	1
1847	пределами этой	1	1
1848	разного рода	1	1
1849	смыслу и	1	1
1850	первых же	1	1
1851	смысла в	1	1
1852	за это	1	1
1853	не меньшими	1	1
1854	необходимая для	1	1
1855	мы понимаем	1	1
1856	оказывается в	3	1
1857	литературы но	1	1
1858	которых и	1	1
1859	собой и	1	1
1860	и делают	1	1
1861	между которыми	3	1
1862	перестанет быть	1	1
1863	вещи но	1	1
1864	произведений искусства	2	1
1865	в различные	1	1
1866	даже при	1	1
1867	она поддается	1	1
1868	однако искусство	1	1
1869	можно даже	1	1
1870	последние десятилетия	1	1
1871	существует не	1	1
1872	свое я	1	1
1873	в сравнении	1	1
1874	собою в	2	1
1875	в итоге	3	1
1876	в следующей	2	1
1877	свое время	1	1
1878	с восприятием	1	1
1879	в большинстве	2	1
1880	как художественное	2	1
1881	поэтому не	1	1
1882	только другим	1	1
1883	за минуту	1	1
1884	можно охарактеризовать	2	1
1885	взятое в	1	1
1886	со всех	1	1
1887	это событие	1	1
1888	каким бы	1	1
1889	отношение как	1	1
1890	завершение и	1	1
1891	себя еще	1	1
1892	людей как	1	1
1893	самого автора	1	1
1894	его характера	1	1
1895	литературных произведений	5	1
1896	о своем	2	1
1897	процесс восприятия	1	1
1898	ногами и	2	1
1899	в из	1	1
1900	не достаточно	1	1
1901	вступают в	1	1
1902	известной степени	3	1
1903	катарсис есть	1	1
1904	к третьему	1	1
1905	вдоль улиц	1	1
1906	между людьми	1	1
1907	соответствии с	2	1
1908	что способно	1	1
1909	и многих	1	1
1910	во внешней	1	1
1911	восприятия как	1	1
1912	смешивать с	3	1
1913	к миру	1	1
1914	и основана	1	1
1915	от понятия	1	1
1916	здесь и	1	1
1917	но оказывается	1	1
1918	включая в	1	1
1919	все с	1	1
1920	а об	1	1
1921	же об	1	1
1922	в художественных	1	1
1923	вокруг него	2	1
1924	историю или	1	1
1925	в коем	2	1
1926	мира имеет	1	1
1927	свидетельствует о	1	1
1928	том числе	3	1
1929	это особенно	1	1
1930	аллегории и	1	1
1931	фактов биографии	1	1
1932	написано и	1	1
1933	улиц шумных	1	1
1934	как музыка	1	1
1935	чтобы сделаться	1	1
1936	и одна	1	1
1937	действительности они	1	1
1938	первый момент	1	1
1939	изучению искусства	1	1
1940	произведения мы	1	1
1941	как эстетического	1	1
1942	оно со	1	1
1943	конечно литература	1	1
1944	ко второму	1	1
1945	минуту до	1	1
1946	истории не	1	1
1947	удовольствием от	1	1
1948	века и	1	1
1949	перед читателем	1	1
1950	является таким	1	1
1951	как утверждает	1	1
1952	самые разнообразные	1	1
1953	восприятия формы	1	1
1954	же по	1	1
1955	мы нигде	1	1
1956	малый круг	1	1
1957	чем состоит	1	1
1958	виду что	1	1
1959	этом что	2	1
1960	произведение обретает	1	1
1961	графика скульптура	1	1
1962	в эстетический	3	1
1963	ею же	1	1
1964	с логической	1	1
1965	золотого сечения	1	1
1966	говорить об	1	1
1967	искусства представляет	1	1
1968	является не	1	1
1969	мира и	4	1
1970	не художественный	1	1
1971	искусстве не	1	1
1972	объекта с	1	1
1973	его текст	3	1
1974	от милой	1	1
1975	совершенно иной	2	1
1976	этот эффект	1	1
1977	единство и	1	1
1978	чему нельзя	2	1
1979	за его	1	1
1980	времени то	1	1
1981	мы к	1	1
1982	таково в	1	1
1983	рождается не	1	1
1984	нее нет	1	1
1985	настоящей и	1	1
1986	личности в	4	1
1987	вырождается в	1	1
1988	каждая из	2	1
1989	целом всегда	1	1
1990	поэт не	1	1
1991	сознание как	1	1
1992	не уничтожается	1	1
1993	не решает	1	1
1994	художника в	1	1
1995	однако если	3	1
1996	на поле	1	1
1997	для таких	1	1
1998	до которой	1	1
1999	отделен от	1	1
2000	во второй	7	1
2001	с высокой	1	1
2002	познания или	1	1
2003	обретает в	1	1
2004	сознание в	1	1
2005	только такие	1	1
2006	исторической поэтики	1	1
2007	с человеком	2	1
2008	всей его	2	1
2009	первые два	1	1
2010	чем является	1	1
2011	к понятию	1	1
2012	еще на	1	1
2013	в портрете	1	1
2014	по утверждению	1	1
2015	всех его	1	1
2016	собственного вкуса	1	1
2017	определена как	1	1
2018	и каждая	1	1
2019	та или	1	1
2020	что две	1	1
2021	нас самих	2	1
2022	этом и	1	1
2023	литературных героев	1	1
2024	он оказывается	2	1
2025	выявить и	1	1
2026	связи между	1	1
2027	или слова	1	1
2028	как игра	1	1
2029	если на	1	1
2030	и глубокий	1	1
2031	будущей жизни	1	1
2032	средствами искусства	1	1
2033	в известной	1	1
2034	героя но	1	1
2035	момент его	1	1
