N	2gram	Losev_Prob	Komedia
1318	а тем	3	1
1319	отнестись к	1	1
1320	нем и	1	1
1321	и объясняется	1	1
1322	от человека	2	1
1323	почему же	1	1
1324	с типом	1	1
1325	тот или	4	1
1326	чем она	1	1
1327	и далеко	1	1
1328	знаем что	2	1
1329	крайней мере	8	1
1330	мы их	1	1
1331	это вовсе	3	1
1332	что во	1	1
1333	оба они	1	1
1334	его как	2	1
1335	и др	2	1
1336	всю глубину	1	1
1337	для изображения	1	1
1338	понимать не	2	1
1339	которое мы	2	1
1340	о других	1	1
1341	мысль в	1	1
1342	как художественный	1	1
1343	ему присущи	1	1
1344	мы будем	3	1
1345	этих словах	1	1
1346	все остальное	1	1
1347	впервые только	3	1
1348	расстаться с	3	1
1349	ей не	1	1
1350	до наших	3	1
1351	бы быть	1	1
1352	к живому	1	1
1353	время он	1	1
1354	здесь история	1	1
1355	приходится с	1	1
1356	показывает что	1	1
1357	следующем виде	1	1
1358	это совершенно	6	1
1359	за себя	1	1
1360	или иного	6	1
1361	отношении является	1	1
1362	в него	3	1
1363	разве только	1	1
1364	он должен	2	1
1365	одного и	2	1
1366	не отличается	3	1
1367	не имеющий	3	1
1368	и самый	3	1
1369	нечто совсем	1	1
1370	можно только	2	1
1371	для многих	1	1
1372	нет а	1	1
1373	всех отношениях	1	1
1374	собственном смысле	1	1
1375	закономерности в	1	1
1376	он уже	1	1
1377	камней и	1	1
1378	и этот	4	1
1379	достаточно в	1	1
1380	вопросы о	1	1
1381	и думать	1	1
1382	в науках	1	1
1383	опирается на	1	1
1384	является ее	1	1
1385	философы и	1	1
1386	время для	1	1
1387	в самый	1	1
1388	то есть	61	1
1389	из более	1	1
1390	в специальном	1	1
1391	те моменты	1	1
1392	до времени	1	1
1393	сообщением о	1	1
1394	с развитием	1	1
1395	смысле слова	11	1
1396	из таких	1	1
1397	близкой к	2	1
1398	к сфере	5	1
1399	начале нашего	1	1
1400	связан в	1	1
1401	вместе со	1	1
1402	и далее	1	1
1403	и менее	4	1
1404	мысль не	1	1
1405	все на	1	1
1406	и должен	1	1
1407	сам по	7	1
1408	не требует	2	1
1409	что большинство	1	1
1410	с применением	1	1
1411	находятся в	2	1
1412	что сам	1	1
1413	представим себе	2	1
1414	разного рода	9	1
1415	утверждает что	1	1
1416	как говорят	3	1
1417	нас однако	1	1
1418	подходит к	1	1
1419	действий и	1	1
1420	уже нет	1	1
1421	и наш	1	1
1422	очень много	3	1
1423	и вполне	6	1
1424	а кто	1	1
1425	за это	1	1
1426	этом образе	1	1
1427	этот же	1	1
1428	них тоже	1	1
1429	под этим	4	1
1430	находит и	1	1
1431	слова мы	1	1
1432	такого же	1	1
1433	дать в	1	1
1434	поэтому и	2	1
1435	и одной	1	1
1436	всех соседних	1	1
1437	современному пониманию	1	1
1438	кто не	1	1
1439	текста и	5	1
1440	нам в	3	1
1441	но только	3	1
1442	в обратном	1	1
1443	ни о	8	1
1444	делится на	1	1
1445	в мрачном	1	1
1446	как г	1	1
1447	содержание и	1	1
1448	мы остановимся	1	1
1449	о своей	1	1
1450	споры о	1	1
1451	но вот	2	1
1452	эстетики и	1	1
1453	ведь она	1	1
1454	веры в	1	1
1455	такими и	1	1
1456	ознакомиться с	1	1
1457	и другому	1	1
1458	и будет	2	1
1459	и действительно	1	1
1460	можно назвать	1	1
1461	виде как	1	1
1462	а уже	3	1
1463	относятся к	3	1
1464	из тех	1	1
1465	в памяти	1	1
1466	названий и	1	1
1467	от чего	2	1
1468	нам возможность	1	1
1469	в слове	1	1
1470	правда не	1	1
1471	более конкретным	1	1
1472	становится ясным	2	1
1473	может не	1	1
1474	нем только	2	1
1475	данном случае	10	1
1476	свое происхождение	1	1
1477	или об	1	1
1478	в нее	2	1
1479	при всех	1	1
1480	но раз	1	1
1481	говорить и	1	1
1482	и традиционных	1	1
1483	эта последняя	3	1
1484	возникает вопрос	1	1
1485	всей своей	1	1
1486	ничего общего	14	1
1487	в художественном	1	1
1488	по крайней	8	1
1489	жизни мы	1	1
1490	в любой	1	1
1491	к той	1	1
1492	без которых	2	1
1493	который и	1	1
1494	сразу и	1	1
1495	такое положение	2	1
1496	все они	2	1
1497	спорить о	1	1
1498	ни к	1	1
1499	то он	3	1
1500	большого числа	1	1
1501	случае оно	1	1
1502	всем этом	2	1
1503	его обычно	1	1
1504	в конкретной	1	1
1505	формул и	1	1
1506	особенно важно	1	1
1507	язык и	2	1
1508	что ей	1	1
1509	и кончается	1	1
1510	это нечто	1	1
1511	своей собственной	1	1
1512	важный для	1	1
1513	в братьях	1	1
1514	себе никакого	1	1
1515	не имеют	6	1
1516	и главное	1	1
1517	поэтому когда	1	1
1518	до настоящего	1	1
1519	совпадает с	2	1
1520	в значительной	2	1
1521	мы ничего	1	1
1522	в тихом	1	1
1523	на друга	1	1
1524	можно усмотреть	1	1
1525	он является	2	1
1526	утверждают что	1	1
1527	в понятие	1	1
1528	и независимо	2	1
1529	и бесчисленные	1	1
1530	человека от	1	1
1531	и тогда	2	1
1532	тот и	1	1
1533	свою роль	1	1
1534	обойтись без	2	1
1535	достаточное количество	1	1
1536	с большой	1	1
1537	свойств и	1	1
1538	и вся	1	1
1539	считать только	1	1
1540	моментов из	1	1
1541	советского союза	1	1
1542	несколько примеров	1	1
1543	и об	1	1
1544	чтобы она	1	1
1545	о своем	4	1
1546	от других	3	1
1547	оказывается вполне	1	1
1548	вы меня	1	1
1549	только тем	1	1
1550	человека к	1	1
1551	в совершенно	1	1
1552	всякий смысл	2	1
1553	при помощи	21	1
1554	знак в	4	1
1555	тому и	1	1
1556	например на	2	1
1557	основанная на	1	1
1558	им в	2	1
1559	ко всей	1	1
1560	н а	1	1
1561	это же	1	1
1562	о таких	1	1
1563	и а	1	1
1564	мне не	1	1
1565	статьи в	1	1
1566	узнав что	1	1
1567	последних именно	1	1
1568	их изображение	1	1
1569	сегодня у	1	1
1570	которая обычно	1	1
1571	вероятно и	1	1
1572	тот его	1	1
1573	начиная с	1	1
1574	тот самый	1	1
1575	далеко от	1	1
1576	нельзя было	3	1
1577	говорил что	1	1
1578	только здесь	1	1
1579	но несомненно	1	1
1580	попавший в	1	1
1581	нам приходится	1	1
1582	и самих	1	1
1583	это указывает	1	1
1584	он может	1	1
1585	установить в	1	1
1586	что указывает	1	1
1587	однако едва	1	1
1588	которым оно	1	1
1589	будь то	3	1
1590	уж говорить	1	1
1591	для этих	2	1
1592	понятие это	1	1
1593	говорится в	1	1
1594	тот конечно	1	1
1595	нельзя сказать	3	1
1596	из него	1	1
1597	не из	1	1
1598	дому и	1	1
1599	входящих в	2	1
1600	же он	1	1
1601	мы еще	3	1
1602	большинства исследователей	1	1
1603	в настоящее	17	1
1604	уже при	1	1
1605	последнего времени	1	1
1606	другого и	1	1
1607	на использовании	1	1
1608	или другой	6	1
1609	его можно	1	1
1610	на поверхность	1	1
1611	события и	1	1
1612	никакой необходимости	1	1
1613	приведем для	1	1
1614	для нашего	3	1
1615	значение в	4	1
1616	со мной	1	1
1617	когда речь	1	1
1618	на необходимость	1	1
1619	выходит за	1	1
1620	ни с	1	1
1621	здесь есть	1	1
1622	свидетельствует о	5	1
1623	для акта	1	1
1624	и того	5	1
1625	также просто	1	1
1626	не будем	5	1
1627	поры до	1	1
1628	для всякого	2	1
1629	тому чтобы	2	1
1630	нас здесь	1	1
1631	единичного и	4	1
1632	чего не	1	1
1633	этого акта	3	1
1634	ничего кроме	1	1
1635	чтобы обеспечить	1	1
1636	только его	4	1
1637	при встрече	1	1
1638	будет ли	1	1
1639	i в	1	1
1640	и случайно	1	1
1641	самое главное	1	1
1642	может показаться	1	1
1643	авторы и	1	1
1644	и всегда	3	1
1645	в каком-нибудь	1	1
1646	на самом	9	1
1647	если даже	1	1
1648	том который	2	1
1649	никуда не	2	1
1650	он становится	1	1
1651	чем он	1	1
1652	очень важный	1	1
1653	литературу и	1	1
1654	что например	1	1
1655	различия между	1	1
1656	хоть на	2	1
1657	далека от	1	1
1658	это отношение	3	1
1659	от своих	1	1
1660	быть вполне	1	1
1661	сказать не	1	1
1662	наше представление	1	1
1663	поскольку однако	1	1
1664	случайно попавший	1	1
1665	этой пьесе	1	1
1666	самых важных	1	1
1667	наших дней	1	1
1668	этом не	1	1
1669	о причине	1	1
1670	что будет	2	1
1671	дело в	3	1
1672	некоторых случаях	1	1
1673	рассуждениями о	1	1
1674	и другое	3	1
1675	этих условиях	1	1
1676	которые начиная	1	1
1677	в собственных	1	1
1678	который с	1	1
1679	сама по	6	1
1680	и мелких	1	1
1681	последние два	2	1
1682	словом и	1	1
1683	никакого представления	1	1
1684	соседних областей	1	1
1685	мира а	1	1
1686	что этот	2	1
1687	было до	2	1
1688	говорить об	2	1
1689	если и	2	1
1690	или даже	3	1
1691	говорят о	2	1
1692	естественно что	2	1
1693	имеется в	1	1
1694	мира и	1	1
1695	или другая	1	1
1696	на одном	2	1
1697	еще к	1	1
1698	в такой	3	1
1699	остановимся на	1	1
1700	представление об	2	1
1701	та или	2	1
1702	не знали	1	1
1703	то естественно	1	1
1704	в условиях	2	1
1705	но уже	9	1
1706	то ясно	1	1
1707	более широкое	1	1
1708	для нашей	3	1
1709	бы совершенно	1	1
1710	бы этот	1	1
1711	а так	1	1
1712	как результат	1	1
1713	далекой от	1	1
1714	человеческого мышления	2	1
1715	бы это	1	1
1716	но конечно	1	1
1717	другом случае	2	1
1718	чтобы хоть	1	1
1719	отношений которые	1	1
1720	основанной на	1	1
1721	стоит и	2	1
1722	и свои	3	1
1723	которая как	1	1
1724	этого он	1	1
1725	буквальном смысле	3	1
1726	того или	8	1
1727	более обширного	1	1
1728	и внутреннее	2	1
1729	только к	1	1
1730	они стали	1	1
1731	действительности но	4	1
1732	тут и	3	1
1733	каждая из	1	1
1734	греческих слов	2	1
1735	о смерти	1	1
1736	оно в	1	1
1737	который был	1	1
1738	можем найти	1	1
1739	его тем	1	1
1740	возможны и	1	1
1741	средствами но	1	1
1742	чем другим	1	1
1743	случае если	2	1
1744	и насколько	1	1
1745	что пока	2	1
1746	на небо	1	1
1747	и почти	1	1
1748	ни один	1	1
1749	от всяких	2	1
1750	случае можно	1	1
1751	и ни	7	1
1752	который мы	2	1
1753	также и	22	1
1754	выяснилось что	1	1
1755	но всегда	2	1
1756	иное чем	1	1
1757	мы должны	5	1
1758	бы ничего	1	1
1759	в искусстве	3	1
1760	быть и	5	1
1761	я вас	1	1
1762	ли мы	1	1
1763	не очень	4	1
1764	ухода за	1	1
1765	в прошлом	1	1
1766	всего его	1	1
1767	в науке	4	1
1768	всего для	1	1
1769	каждый раз	3	1
1770	в трех	1	1
1771	говоря о	1	1
1772	в нашей	3	1
1773	из видов	1	1
1774	другой смысл	1	1
1775	красоты и	1	1
1776	но вместе	1	1
1777	хотя она	1	1
1778	и способы	1	1
1779	слова или	1	1
1780	с понятием	3	1
1781	думать что	2	1
1782	как то	1	1
1783	происходит от	1	1
1784	этому поводу	5	1
1785	последние из	1	1
1786	в указанной	1	1
1787	судить об	1	1
1788	значение слова	4	1
1789	нему же	1	1
1790	на разные	1	1
1791	понимать именно	1	1
1792	их разрешения	1	1
1793	на путь	1	1
1794	которой можно	1	1
1795	само по	1	1
1796	во многом	1	1
1797	тоже ничего	2	1
1798	как для	2	1
1799	в понимании	2	1
1800	удивительным образом	1	1
1801	пить и	1	1
1802	можно сказать	9	1
1803	даже как	1	1
1804	мы бы	3	1
1805	и кончая	1	1
1806	речь и	1	1
1807	стали находить	1	1
1808	различие в	3	1
1809	в общественном	1	1
1810	миф о	1	1
1811	отождествляется с	3	1
1812	в чисто	2	1
1813	или иной	8	1
1814	или другими	1	1
1815	выставить на	1	1
1816	а н	1	1
1817	тоже было	1	1
1818	но о	2	1
1819	том случае	2	1
1820	отражение в	2	1
1821	этого понятия	2	1
1822	очень трудно	3	1
1823	их на	1	1
1824	просто как	4	1
1825	хотя он	1	1
1826	же это	3	1
1827	человек не	1	1
1828	ничего подобного	2	1
1829	может и	3	1
1830	ведь и	2	1
1831	таковой и	1	1
1832	которые без	1	1
1833	природой и	1	1
1834	как ему	1	1
1835	в каком-то	3	1
1836	и ничего	4	1
1837	а пока	2	1
1838	здесь по-видимому	1	1
1839	не можем	2	1
1840	себе и	2	1
1841	и наконец	3	1
1842	иное как	5	1
