N	2gram	Tiupa_Hudo	Formalny
1305	на который	1	1
1306	и никогда	1	1
1307	бы его	1	1
1308	и каждый	2	1
1309	существует в	1	1
1310	о его	2	1
1311	обратимся к	2	1
1312	его принципиальная	1	1
1313	где та	1	1
1314	но ее	1	1
1315	легко и	1	1
1316	истории русской	1	1
1317	это ощущение	1	1
1318	между романом	1	1
1319	с толстым	3	1
1320	не исчерпывает	1	1
1321	теми же	1	1
1322	образом в	1	1
1323	ней в	1	1
1324	охвата и	1	1
1325	и целостности	1	1
1326	бы эти	1	1
1327	внутренний мир	1	1
1328	его к	1	1
1329	его внутреннему	1	1
1330	от ее	1	1
1331	них уже	1	1
1332	человека но	1	1
1333	гораздо более	1	1
1334	иначе не	1	1
1335	взглянуть на	1	1
1336	внешним и	2	1
1337	делах и	2	1
1338	жить не	1	1
1339	не случайным	1	1
1340	и вопреки	1	1
1341	положительных и	1	1
1342	самим собою	2	1
1343	лишь по	1	1
1344	героя например	1	1
1345	для многих	1	1
1346	художественной деятельности	1	1
1347	и человеком	1	1
1348	она сама	1	1
1349	своего рода	19	1
1350	этический момент	1	1
1351	было на	2	1
1352	не мешает	1	1
1353	всего произведения	1	1
1354	на деле	1	1
1355	и стало	1	1
1356	было как	1	1
1357	а теперь	1	1
1358	он уже	4	1
1359	за ним	3	1
1360	что касается	1	1
1361	как объект	1	1
1362	же самая	1	1
1363	такова же	1	1
1364	им как	1	1
1365	видя в	1	1
1366	рассказа и	2	1
1367	не чем	1	1
1368	освободиться от	1	1
1369	со сценой	1	1
1370	ни единого	2	1
1371	целого ряда	1	1
1372	и пространстве	1	1
1373	из которых	1	1
1374	этот не	1	1
1375	интерес к	5	1
1376	и традициями	1	1
1377	поэтому же	1	1
1378	смысле можно	1	1
1379	когда его	1	1
1380	усилия на	1	1
1381	связывается с	1	1
1382	то с	1	1
1383	или со	1	1
1384	нежели у	1	1
1385	мере и	1	1
1386	том и	1	1
1387	значительное влияние	1	1
1388	на минуту	1	1
1389	к постановке	1	1
1390	от вторичного	1	1
1391	только еще	1	1
1392	и силы	1	1
1393	в гораздо	1	1
1394	потребность в	2	1
1395	текста и	1	1
1396	которых и	1	1
1397	самим собой	1	1
1398	увидеть в	1	1
1399	и пришла	1	1
1400	что у	4	1
1401	о самом	2	1
1402	сущности в	1	1
1403	явления не	1	1
1404	он будет	3	1
1405	его сознания	2	1
1406	на наш	6	1
1407	оно всегда	1	1
1408	предметы и	1	1
1409	и они	1	1
1410	легче и	1	1
1411	и такая	1	1
1412	одного слова	1	1
1413	с такими	2	1
1414	ли не	1	1
1415	человека на	1	1
1416	причастность к	1	1
1417	явлений и	1	1
1418	речь в	2	1
1419	русского романа	1	1
1420	на внутреннюю	1	1
1421	который не	1	1
1422	о котором	2	1
1423	собою в	1	1
1424	из художественных	1	1
1425	если можно	3	1
1426	и игра	1	1
1427	нас все	1	1
1428	в итоге	1	1
1429	не своим	1	1
1430	которая не	3	1
1431	первой главе	3	1
1432	апелляции к	1	1
1433	к которой	1	1
1434	каждая новая	1	1
1435	касается внутреннего	1	1
1436	укладывается в	1	1
1437	в развертывании	1	1
1438	жизни так	4	1
1439	который он	1	1
1440	нет ничего	4	1
1441	ведь даже	1	1
1442	и завершается	1	1
1443	в прозе	1	1
1444	не видеть	1	1
1445	гораздо большей	1	1
1446	являются ли	1	1
1447	и состоит	4	1
1448	в положении	1	1
1449	собственной внутренней	1	1
1450	жизни между	1	1
1451	не имеют	3	1
1452	жаль что	1	1
1453	в становлении	1	1
1454	мешает ему	1	1
1455	да еще	1	1
1456	но здесь	1	1
1457	первой из	2	1
1458	единства в	1	1
1459	и поэтому	2	1
1460	быть не	1	1
1461	если для	1	1
1462	с а	1	1
1463	любого человека	1	1
1464	а через	1	1
1465	ими в	1	1
1466	полноту его	1	1
1467	уже говорили	1	1
1468	ее существование	1	1
1469	суть явления	1	1
1470	впрочем и	4	1
1471	вслед за	3	1
1472	что произведение	1	1
1473	так легко	1	1
1474	друга и	1	1
1475	чем не	2	1
1476	тогда как	10	1
1477	и наоборот	1	1
1478	художественной организации	1	1
1479	внутреннее в	1	1
1480	борьба между	1	1
1481	в творчестве	4	1
1482	движении и	1	1
1483	это же	1	1
1484	как особая	1	1
1485	и а	7	1
1486	с проповедью	1	1
1487	потом в	1	1
1488	и там	1	1
1489	неотделима от	1	1
1490	как человека	1	1
1491	впервые в	2	1
1492	она может	2	1
1493	легче чем	1	1
1494	в объекте	1	1
1495	мог бы	1	1
1496	имеет своим	1	1
1497	он получил	1	1
1498	в образе	1	1
1499	за пределами	1	1
1500	этого бытия	1	1
1501	творчества а	1	1
1502	ли можно	1	1
1503	характерное для	2	1
1504	деле в	2	1
1505	м эйхенбаум	1	1
1506	его единичность	1	1
1507	мира не	1	1
1508	который и	1	1
1509	только о	2	1
1510	не будучи	1	1
1511	два а	1	1
1512	во внутреннем	1	1
1513	внешнее и	1	1
1514	понять и	1	1
1515	обратиться к	1	1
1516	к содержанию	1	1
1517	людей не	1	1
1518	какие были	1	1
1519	школа в	1	1
1520	рождается и	1	1
1521	они имели	1	1
1522	сторону жизни	2	1
1523	дает нам	1	1
1524	вместе со	2	1
1525	проникает в	1	1
1526	возвращает нас	1	1
1527	иной чем	1	1
1528	но на	1	1
1529	как об	1	1
1530	мышления в	1	1
1531	эта характеристика	1	1
1532	только одно	1	1
1533	содержания а	1	1
1534	тех двух	1	1
1535	может не	1	1
1536	не во	3	1
1537	художественного высказывания	1	1
1538	сущность и	1	1
1539	того как	1	1
1540	для друга	3	1
1541	же речь	1	1
1542	не будем	1	1
1543	лишь то	1	1
1544	е все	1	1
1545	еще и	2	1
1546	свою главную	1	1
1547	чего не	1	1
1548	этих жанровых	1	1
1549	которых он	1	1
1550	же мере	2	1
1551	посвящены две	1	1
1552	из путей	2	1
1553	сказать про	1	1
1554	в жизнь	1	1
1555	этот художественный	1	1
1556	тут не	1	1
1557	н толстого	4	1
1558	видеть в	1	1
1559	п все	1	1
1560	и всегда	1	1
1561	в полном	2	1
1562	вопросы не	1	1
1563	с тургеневым	1	1
1564	нельзя согласиться	1	1
1565	сторонам и	1	1
1566	них и	1	1
1567	различия между	3	1
1568	не принимает	1	1
1569	где может	1	1
1570	быть вполне	1	1
1571	читателя в	6	1
1572	себе но	1	1
1573	действительной художественной	1	1
1574	у всех	3	1
1575	жизни это	1	1
1576	этого не	1	1
1577	в свои	2	1
1578	и глубокой	1	1
1579	а также	4	1
1580	этого произведения	2	1
1581	слова но	1	1
1582	самой последней	1	1
1583	эта пара	1	1
1584	время здесь	1	1
1585	иного рода	1	1
1586	это еще	1	1
1587	всегда есть	1	1
1588	поэтики так	1	1
1589	как впрочем	1	1
1590	которая служит	1	1
1591	а то	2	1
1592	когда все	2	1
1593	он один	1	1
1594	между собою	1	1
1595	изображает и	1	1
1596	внимание в	1	1
1597	можно считать	1	1
1598	к ряду	1	1
1599	и сменяется	2	1
1600	в стороне	1	1
1601	диаметрально противоположны	3	1
1602	художника и	1	1
1603	к постижению	1	1
1604	и совсем	1	1
1605	с той	2	1
1606	нас к	2	1
1607	форма но	1	1
1608	так часто	1	1
1609	есть в	1	1
1610	эти две	1	1
1611	со своею	2	1
1612	а их	1	1
1613	художественной реальности	3	1
1614	встретиться с	2	1
1615	которые являются	1	1
1616	на одном	2	1
1617	по своему	3	1
1618	без этого	1	1
1619	словами как	1	1
1620	области философской	1	1
1621	не стал	2	1
1622	для которого	1	1
1623	сталкивается с	1	1
1624	об этом	8	1
1625	путь к	2	1
1626	его же	2	1
1627	говорит об	1	1
1628	и стала	2	1
1629	было ни	2	1
1630	линия в	1	1
1631	это так	3	1
1632	а так	1	1
1633	творчества именно	1	1
1634	не все	2	1
1635	которой только	1	1
1636	ему не	3	1
1637	на них	2	1
1638	тоже не	2	1
1639	достаточно вспомнить	1	1
1640	как слово	1	1
1641	поскольку она	1	1
1642	отрицание в	1	1
1643	в г	3	1
1644	и внутреннее	1	1
1645	эти тенденции	1	1
1646	что от	1	1
1647	за то	1	1
1648	возвращается к	3	1
1649	вторая тенденция	1	1
1650	как же	1	1
1651	ей в	1	1
1652	а его	3	1
1653	поэтому когда	1	1
1654	случае если	2	1
1655	культуре и	1	1
1656	в самых	1	1
1657	с какой-то	1	1
1658	анализа и	1	1
1659	здесь однако	1	1
1660	также и	1	1
1661	в течение	1	1
1662	на всех	1	1
1663	скажем на	1	1
1664	мы узнаем	5	1
1665	нельзя назвать	1	1
1666	отклонения от	1	1
1667	при необходимости	1	1
1668	на другое	1	1
1669	связана с	1	1
1670	всего его	1	1
1671	есть и	3	1
1672	русскую литературу	1	1
1673	целого в	1	1
1674	в трех	1	1
1675	в начале	3	1
1676	говоря о	2	1
1677	в нашей	1	1
1678	быть искренним	1	1
1679	вообще на	1	1
1680	отличать от	1	1
1681	рассказа как	2	1
1682	человека с	1	1
1683	пока только	1	1
1684	у нее	10	1
1685	была поставлена	1	1
1686	этом произведении	1	1
1687	его места	1	1
1688	последнее слово	1	1
1689	и мыслей	1	1
1690	нельзя отказать	1	1
1691	могло быть	1	1
1692	видели только	1	1
1693	так художник	1	1
1694	рассказа в	9	1
1695	так можно	1	1
1696	метод который	1	1
1697	пути к	1	1
1698	свои усилия	1	1
1699	чисто внешних	1	1
1700	отказать в	1	1
1701	ее совершенно	1	1
1702	может показаться	1	1
1703	страх перед	2	1
1704	на рубеже	1	1
1705	выражением его	1	1
1706	и нашей	1	1
1707	же поэтика	1	1
1708	в узком	1	1
1709	самой природы	1	1
1710	классической трагедии	1	1
1711	бытия и	4	1
1712	было довольно	1	1
1713	все еще	3	1
1714	не стали	1	1
1715	составляет содержание	1	1
1716	ориентации человека	2	1
1717	за свои	1	1
1718	эти два	1	1
1719	ни был	1	1
1720	только одну	1	1
1721	три года	1	1
1722	от обстоятельств	1	1
1723	к идее	1	1
1724	души есть	1	1
1725	или напротив	2	1
