N	2gram	Medvedev_F	Psycholo
1307	независимое от	1	2
1308	по своей	1	2
1309	эту формулу	1	2
1310	как материал	1	2
1311	не раз	1	2
1312	это приводит	3	2
1313	к чисто	1	2
1314	прием в	1	2
1315	есть ли	1	2
1316	чтобы не	2	2
1317	художник в	2	2
1318	и сами	2	2
1319	для самого	1	2
1320	материал в	1	2
1321	от нее	6	2
1322	связи и	1	2
1323	соединено с	1	2
1324	однако эта	1	2
1325	мы приходим	1	2
1326	вещи а	1	2
1327	в самый	2	2
1328	произведения это	2	2
1329	на те	1	2
1330	романа и	1	2
1331	для них	4	2
1332	литературного произведения	6	2
1333	предмета с	1	2
1334	художник не	1	2
1335	с этого	1	2
1336	которое как	1	2
1337	можно согласиться	1	2
1338	изображения в	1	2
1339	это положение	2	2
1340	и событий	1	2
1341	упуская из	1	2
1342	для каждого	1	2
1343	произведение в	3	2
1344	жизни в	2	2
1345	на минуту	1	2
1346	к какому	2	2
1347	только затем	1	2
1348	нет в	2	2
1349	первой главе	1	2
1350	к созданию	1	2
1351	готового материала	1	2
1352	как один	2	2
1353	впечатление что	2	2
1354	гораздо большей	1	2
1355	критики но	1	2
1356	в психологических	1	2
1357	творчество и	1	2
1358	в значительной	3	2
1359	наконец в	3	2
1360	от эстетики	2	2
1361	учение об	1	2
1362	между теорией	1	2
1363	и какие	1	2
1364	этого положения	1	2
1365	этой работы	2	2
1366	оно является	1	2
1367	а через	1	2
1368	остается только	1	2
1369	не оказывает	1	2
1370	не меньше	1	2
1371	приводит в	1	2
1372	так легко	1	2
1373	было и	1	2
1374	статьи в	1	2
1375	новые и	1	2
1376	деле в	1	2
1377	как предмет	3	2
1378	является только	1	2
1379	именно этот	1	2
1380	идей и	1	2
1381	при этой	1	2
1382	входящих в	3	2
1383	жизни не	2	2
1384	часто и	2	2
1385	она конечно	1	2
1386	к содержанию	1	2
1387	от всякого	2	2
1388	противоречии и	1	2
1389	материал художественного	1	2
1390	не ради	2	2
1391	полагаем что	3	2
1392	чем объясняется	1	2
1393	противоречия и	1	2
1394	для всякого	2	2
1395	из основных	1	2
1396	образ и	1	2
1397	или с	1	2
1398	в литературе	6	2
1399	к действительным	1	2
1400	не заметить	1	2
1401	и анализа	2	2
1402	его сознание	1	2
1403	различия между	1	2
1404	основных понятий	4	2
1405	со словами	1	2
1406	ведь это	1	2
1407	и всякое	5	2
1408	исторической действительности	1	2
1409	каким путем	1	2
1410	является такой	1	2
1411	и вовсе	1	2
1412	иной раз	2	2
1413	на роман	1	2
1414	и со	3	2
1415	в условиях	1	2
1416	читателя в	1	2
1417	и хочет	1	2
1418	в предисловии	3	2
1419	и ко	1	2
1420	и оценка	1	2
1421	есть одна	1	2
1422	с чисто	1	2
1423	к значению	1	2
1424	же что	2	2
1425	независимым от	1	2
1426	истины в	1	2
1427	своей основе	1	2
1428	для других	2	2
1429	но вместе	1	2
1430	чем сложнее	1	2
1431	время и	2	2
1432	явление в	1	2
1433	стиле и	1	2
1434	содержанием и	1	2
1435	искусства эта	1	2
1436	должны искать	1	2
1437	и понятия	1	2
1438	вообще не	1	2
1439	или иной	1	2
1440	здесь все	1	2
1441	исследования для	1	2
1442	очень трудно	1	2
1443	образом оказывается	1	2
1444	человек не	3	2
1445	ведь и	1	2
1446	к идее	1	2
1447	что было	2	2
1448	как два	1	2
1449	поэзии но	1	2
1450	в изучении	1	2
1451	на эти	1	2
1452	между тремя	1	2
1453	случае мы	1	2
1454	история искусства	4	2
1455	любовь к	1	2
1456	об искусстве	3	2
1457	же совершенно	1	2
1458	еще далеко	1	2
1459	за собой	1	2
1460	можно определить	1	2
1461	для другой	1	2
1462	требует от	2	2
1463	которых она	1	2
1464	определяется и	3	2
1465	он просто	1	2
1466	в борьбе	1	2
1467	так часто	1	2
1468	вещи как	1	2
1469	при том	1	2
1470	ведет к	1	2
1471	поэзии на	1	2
1472	они и	2	2
1473	выражения и	1	2
1474	как с	2	2
1475	всех идеологий	1	2
1476	и приемы	2	2
1477	чтобы вскрыть	2	2
1478	и свою	5	2
1479	тенденция к	2	2
1480	влечет за	1	2
1481	стремление в	1	2
1482	и эстетики	1	2
1483	художественного восприятия	3	2
1484	те элементы	1	2
1485	во внешнем	2	2
1486	этот прием	2	2
1487	на этой	1	2
1488	изобразительных искусств	3	2
1489	впечатления от	1	2
1490	можем не	1	2
1491	говорит проф	1	2
1492	даже и	5	2
1493	представления о	1	2
1494	все свои	1	2
1495	не об	1	2
1496	самое основное	1	2
1497	почти совершенно	2	2
1498	не вполне	1	2
1499	совершенно неправильно	1	2
1500	как оно	1	2
1501	как таковую	1	2
1502	его собственной	1	2
1503	игру и	1	2
1504	поэтом и	1	2
1505	жизни как	1	2
1506	это отношение	1	2
1507	они сами	2	2
1508	русского футуризма	1	2
1509	каждое из	1	2
1510	воли и	1	2
1511	эта тенденция	2	2
1512	думает что	1	2
1513	основное и	1	2
1514	от ее	1	2
1515	той степени	1	2
1516	а самое	1	2
1517	формализма и	2	2
1518	здесь он	1	2
1519	мы замечаем	1	2
1520	отражение в	2	2
1521	к природе	1	2
1522	чем на	1	2
1523	этот метод	1	2
1524	узком смысле	1	2
1525	и основной	1	2
1526	совершенно необходимо	1	2
1527	чтобы этот	1	2
1528	они в	2	2
1529	является совершенно	2	2
1530	не обладает	1	2
1531	не от	3	2
1532	этими двумя	2	2
1533	не совпадают	1	2
1534	связи со	3	2
1535	именно здесь	2	2
1536	и исследования	1	2
1537	конечно нельзя	1	2
1538	или хотя	1	2
1539	между этими	2	2
1540	смысле и	2	2
1541	она слишком	1	2
1542	деле и	1	2
1543	учение о	4	2
1544	эстетики сверху	1	2
1545	следовательно и	2	2
1546	именно эту	1	2
1547	должно было	4	2
1548	эти последние	1	2
1549	переживания в	1	2
1550	произведение есть	1	2
1551	подвести итоги	1	2
1552	не был	1	2
1553	это последнее	3	2
1554	если действительно	2	2
1555	бы к	1	2
1556	который является	1	2
1557	всю свою	2	2
1558	это различение	1	2
1559	так или	1	2
1560	можно играть	1	2
1561	приводит и	1	2
1562	это по	1	2
1563	и смысла	1	2
1564	для этой	2	2
1565	явление то	1	2
1566	не приходится	4	2
1567	для человека	1	2
1568	что смысл	1	2
1569	что бы	6	2
1570	имеет значение	1	2
1571	его изучения	2	2
1572	когда художник	1	2
1573	друг другу	2	2
1574	убедимся что	1	2
1575	действительно в	1	2
1576	ней в	1	2
1577	чрезвычайно сложным	1	2
1578	бы оно	2	2
1579	этом процессе	2	2
1580	как система	1	2
1581	теорий и	1	2
1582	п в	2	2
1583	иначе не	1	2
1584	существовать как	1	2
1585	во втором	7	2
1586	как одна	1	2
1587	и философии	1	2
1588	в науке	2	2
1589	этот принцип	1	2
1590	когда его	1	2
1591	бы при	1	2
1592	есть лишь	3	2
1593	хорошо но	2	2
1594	следовательно в	1	2
1595	так называемый	1	2
1596	в россии	4	2
1597	этой теорией	1	2
1598	как о	8	2
1599	к самым	1	2
1600	как момент	1	2
1601	фактов и	3	2
1602	техникой и	1	2
1603	от его	3	2
1604	насколько это	1	2
1605	и поэтическим	2	2
1606	чтобы убедиться	2	2
1607	и эстетика	1	2
1608	по крайней	1	2
1609	не оказалось	4	2
1610	на всю	2	2
1611	стоит перед	2	2
1612	чем же	3	2
1613	сами же	2	2
1614	язык и	8	2
1615	тех же	2	2
1616	как некоторое	2	2
1617	но под	1	2
1618	и важность	2	2
1619	которая сама	1	2
1620	или иных	1	2
1621	что многие	1	2
1622	становится социальным	1	2
1623	сверху и	1	2
1624	только тем	2	2
1625	что существуют	1	2
1626	он есть	1	2
1627	как будет	1	2
1628	автора в	1	2
1629	для чувства	1	2
1630	вещь а	2	2
1631	но именно	2	2
1632	по происхождению	1	2
1633	друг друга	4	2
1634	вывести из	1	2
1635	мы возьмем	1	2
1636	истории литературы	18	2
1637	или к	1	2
1638	те черты	1	2
1639	для нашего	2	2
1640	данной эпохи	1	2
1641	степени в	1	2
1642	сказать в	2	2
1643	выходит за	1	2
1644	этот процесс	1	2
1645	нему и	1	2
1646	что восприятие	1	2
1647	тут не	1	2
1648	п все	1	2
1649	поэта и	1	2
1650	и новое	1	2
1651	на которой	1	2
1652	часть и	1	2
1653	а о	4	2
1654	а если	1	2
1655	своему существу	1	2
1656	мораль и	1	2
1657	такого понимания	1	2
1658	искусство уже	1	2
1659	как ее	4	2
1660	с историей	2	2
1661	восприятие вещи	1	2
1662	другими словами	1	2
1663	в отвлеченном	1	2
1664	просто не	1	2
1665	исследования в	2	2
1666	в характере	2	2
1667	нужно было	2	2
1668	толстой не	1	2
1669	таком виде	1	2
1670	должна исходить	1	2
1671	лежат в	1	2
1672	все наши	1	2
1673	что из	1	2
1674	с понятием	1	2
1675	плоскости и	2	2
1676	и всех	1	2
1677	мысли об	2	2
1678	в книге	1	2
1679	этого метода	2	2
1680	в литературном	2	2
1681	литературное произведение	10	2
1682	искусствоведения и	1	2
1683	все содержание	2	2
1684	и пытается	1	2
1685	ее совершенно	1	2
1686	к произведению	1	2
1687	доверие к	1	2
1688	нас это	1	2
1689	науки как	1	2
1690	к новому	3	2
1691	кроме тех	1	2
1692	тех или	1	2
1693	таким же	2	2
1694	дело обстоит	2	2
1695	как для	2	2
1696	от изучения	1	1
1697	и хорошо	2	1
1698	более не	1	1
1699	а смысл	1	1
1700	и теоретическая	1	1
1701	даны только	1	1
1702	в каждую	1	1
1703	изучить самый	1	1
1704	музыки не	1	1
1705	каковы же	1	1
1706	не видели	2	1
1707	зрения их	2	1
1708	приемы для	1	1
1709	дать только	1	1
1710	произведениями искусства	1	1
1711	и имеет	1	1
1712	литературной науки	3	1
1713	степени как	1	1
1714	более широкой	1	1
1715	искусства это	1	1
1716	выступает на	1	1
1717	отношениях к	1	1
1718	подробно и	1	1
1719	своем развитии	2	1
1720	литературы а	4	1
1721	в нашу	1	1
1722	эта же	2	1
1723	между индивидуальным	1	1
1724	стать в	1	1
1725	бы определением	1	1
1726	произведение тем	1	1
1727	к звуку	1	1
1728	стоять на	1	1
1729	о методах	1	1
1730	до последнего	2	1
1731	зрения потебни	1	1
1732	и само	2	1
1733	с действительностью	1	1
1734	заумного языка	1	1
1735	встречается в	1	1
1736	всякой научной	1	1
1737	значение это	1	1
1738	в художественную	3	1
1739	в духе	1	1
1740	и проблема	1	1
1741	относится и	1	1
1742	некоторые другие	1	1
1743	основные вопросы	1	1
1744	пишет для	1	1
1745	возникло данное	1	1
1746	от общих	3	1
1747	них уже	1	1
1748	художественной деятельности	1	1
1749	от некоторых	1	1
1750	лучше в	1	1
1751	формальным методом	2	1
1752	когда это	1	1
1753	пор недостаточно	1	1
1754	похож на	1	1
1755	только через	1	1
1756	действительной роли	1	1
1757	живет не	1	1
1758	предмета и	1	1
1759	но почему	1	1
1760	прошлого века	1	1
1761	весь ход	1	1
1762	эти направления	1	1
1763	эмоций а	1	1
1764	не отрицал	2	1
1765	языка то	2	1
1766	становится особенно	1	1
1767	этой стороны	1	1
1768	и важным	1	1
1769	широком смысле	3	1
1770	частный вопрос	1	1
1771	искусства во	1	1
1772	не прав	2	1
1773	основанный на	1	1
1774	и образ	1	1
1775	самой же	1	1
1776	другим как	2	1
1777	чувство или	1	1
1778	на природу	1	1
1779	законам и	1	1
1780	и отчасти	6	1
1781	восприятия и	4	1
1782	не непосредственно	1	1
1783	отказываться от	1	1
1784	делая их	1	1
1785	значения с	2	1
1786	именно такое	1	1
1787	за исключением	3	1
1788	указанных нами	1	1
1789	поставленной задачи	1	1
1790	именно этим	1	1
1791	значения слова	1	1
1792	мысли приходится	1	1
1793	другу и	1	1
1794	всем этим	2	1
1795	какого-нибудь определенного	1	1
1796	но эти	1	1
1797	с трудом	1	1
1798	положений и	1	1
1799	существенной и	1	1
1800	и нужна	1	1
1801	эта система	1	1
1802	не обязательно	1	1
1803	естественно и	2	1
1804	литературе нет	1	1
1805	науку и	1	1
1806	он представляется	1	1
1807	не выражают	1	1
1808	его задачи	1	1
1809	материала по	1	1
1810	себе в	2	1
1811	отрешенная от	2	1
1812	содержания в	2	1
1813	процессе развития	1	1
1814	быть более	1	1
1815	идеалистической философии	3	1
1816	мы ни	4	1
1817	идеологии в	1	1
1818	обычно совершенно	1	1
1819	но ни	2	1
1820	предицирования и	1	1
1821	это единство	1	1
1822	как сами	1	1
1823	является конечно	2	1
1824	которого они	1	1
1825	же так	1	1
1826	для всей	1	1
1827	понимании форма	1	1
1828	в контексте	2	1
1829	всего организма	1	1
1830	понимали что	1	1
1831	именно так	1	1
1832	непосредственно из	3	1
1833	эти вопросы	2	1
1834	важное для	1	1
1835	не умеет	1	1
1836	содержании произведения	1	1
1837	его помощью	2	1
1838	это своеобразие	1	1
1839	в противном	2	1
1840	роман как	1	1
1841	отбора и	1	1
1842	в отдельных	1	1
1843	методом и	1	1
1844	широкой и	1	1
1845	правда некоторые	1	1
1846	его основному	1	1
1847	необходимо еще	1	1
1848	круг проблем	2	1
1849	образом на	2	1
1850	гораздо большее	1	1
1851	стихотворной техники	2	1
1852	они понимали	1	1
1853	содержание художественного	1	1
1854	этих моментов	1	1
1855	не зная	1	1
1856	той мере	1	1
1857	влияние на	3	1
1858	отсюда целый	1	1
1859	и физиология	1	1
1860	правда они	1	1
1861	по природе	1	1
1862	между его	1	1
1863	марксистской науки	4	1
1864	происходило в	1	1
1865	а наоборот	3	1
1866	от нормального	1	1
1867	в частном	1	1
1868	что этого	1	1
1869	случае должна	1	1
1870	поэтому можно	1	1
1871	нет места	1	1
1872	именно для	1	1
1873	этом фоне	1	1
1874	и методологически	3	1
1875	сравнить с	1	1
1876	всех высоких	1	1
1877	же основную	1	1
1878	автором на	1	1
1879	и цели	1	1
1880	проявляется в	1	1
1881	методах изучения	1	1
1882	или иными	1	1
1883	а ведь	1	1
1884	в тематической	1	1
1885	на психологию	2	1
1886	от всякой	2	1
1887	к поэтическому	2	1
1888	формулирует это	1	1
1889	важное место	2	1
1890	к речи	1	1
1891	автор все	2	1
1892	глаза на	1	1
1893	бытия и	1	1
1894	от истины	1	1
1895	и решающим	1	1
1896	материалом поэзии	1	1
1897	системы и	3	1
1898	что основные	1	1
1899	происхождению своему	1	1
1900	прозы не	1	1
1901	бессмысленной и	1	1
1902	то она	1	1
1903	организма в	1	1
1904	ли и	1	1
1905	как фактор	1	1
1906	вытекающих из	1	1
1907	объясняется только	1	1
1908	произведения можно	1	1
1909	закрыв глаза	1	1
1910	области как	1	1
1911	на себя	1	1
1912	же под	1	1
1913	всем что	1	1
1914	в понятии	1	1
1915	и исключительно	2	1
1916	времени как	1	1
1917	или иная	1	1
1918	развитие в	1	1
1919	судить о	1	1
1920	как кислород	1	1
1921	романе и	1	1
1922	у тургенева	2	1
1923	своем целом	2	1
1924	и марксистская	1	1
1925	теория является	1	1
1926	под эту	1	1
1927	во главе	1	1
1928	особенности в	2	1
1929	от социальной	1	1
1930	которые будут	1	1
1931	больше всего	1	1
1932	но каждый	1	1
1933	иногда не	1	1
1934	и положения	1	1
1935	и влияние	1	1
1936	что слово	1	1
1937	его элементов	6	1
1938	людей в	1	1
1939	социальные задания	1	1
1940	к утверждению	1	1
1941	его звукового	1	1
1942	от предмета	1	1
1943	затем на	1	1
1944	действительности и	3	1
1945	критик и	2	1
1946	несколько иное	1	1
1947	и мораль	1	1
1948	действия этих	1	1
1949	должно иметь	1	1
1950	образом она	1	1
1951	этого ряда	1	1
1952	о предмете	1	1
1953	положения в	2	1
1954	этой своей	1	1
1955	зрения этой	1	1
1956	стиля в	1	1
1957	к роману	1	1
1958	расподобления плавных	1	1
1959	принципов и	2	1
1960	у потебни	2	1
1961	две формы	1	1
1962	отличен от	1	1
1963	не тот	1	1
1964	пушкина было	1	1
1965	теперь уже	1	1
1966	сознание только	1	1
1967	оснований для	1	1
1968	из критики	1	1
1969	искусства эти	1	1
1970	материал этот	1	1
1971	ко всякой	1	1
1972	зрения в	1	1
1973	наметить в	1	1
1974	он стал	1	1
1975	как объект	1	1
1976	о звуках	1	1
1977	нужно сказать	1	1
1978	через нее	2	1
1979	не были	1	1
1980	его художественной	3	1
1981	где же	1	1
1982	нет но	1	1
1983	то во	1	1
1984	не изменение	1	1
1985	цель если	1	1
1986	и речи	2	1
1987	допустить и	1	1
1988	становится как	1	1
1989	привести в	1	1
1990	останавливается и	1	1
1991	формальный метод	19	1
1992	другому в	1	1
1993	центр тяжести	1	1
1994	факта который	1	1
1995	явлением и	1	1
1996	функциональное значение	1	1
1997	структуре самого	1	1
1998	среды и	3	1
1999	мы их	2	1
2000	культуры и	3	1
2001	что во	1	1
2002	выдвинуть на	1	1
2003	в систему	5	1
2004	но есть	2	1
2005	и поэзия	2	1
2006	существует в	1	1
2007	теоретической мысли	3	1
2008	тех действий	1	1
2009	не метод	1	1
2010	в общих	1	1
2011	этой действительности	1	1
2012	искусства может	1	1
2013	не исчерпывает	1	1
2014	и судьба	2	1
2015	мысли на	1	1
2016	из-за этого	1	1
2017	и огромную	1	1
2018	деле всякая	1	1
2019	уклонилась от	1	1
2020	который был	1	1
2021	языком и	2	1
2022	же необходимо	1	1
2023	художественной критики	1	1
2024	чувства или	1	1
2025	этой реальной	1	1
2026	эту последнюю	2	1
2027	самый объект	1	1
2028	составе художественного	1	1
2029	в статье	5	1
2030	своего рода	1	1
2031	искусства только	1	1
2032	мире и	1	1
2033	нет а	1	1
2034	не мешает	1	1
2035	роли какую	1	1
2036	явно не	1	1
2037	он уже	1	1
2038	и социальных	1	1
2039	бы дело	1	1
2040	и принципиальной	1	1
2041	строго различать	1	1
2042	в последнем	2	1
2043	эстетику и	1	1
2044	также что	1	1
2045	его из	3	1
2046	этого понятия	1	1
2047	допустим вместе	1	1
2048	события и	1	1
2049	эти особенности	1	1
2050	за ними	1	1
2051	этого построения	1	1
2052	может в	1	1
2053	наш автор	2	1
2054	установить какие	1	1
2055	особенность эта	1	1
2056	поэтическом языке	6	1
2057	который дал	1	1
2058	она дана	1	1
2059	эти знаки	1	1
2060	быть поняты	3	1
2061	в работах	3	1
2062	формах в	1	1
2063	и общее	1	1
2064	необходимо прежде	1	1
2065	самого по	1	1
2066	творчества по	1	1
2067	и наш	1	1
2068	ее изучения	1	1
2069	и создает	2	1
2070	это становится	1	1
2071	не вещь	1	1
2072	он вводит	1	1
2073	с неизбежностью	2	1
2074	конечно и	1	1
2075	науки об	12	1
2076	которая действительно	1	1
2077	эти свойства	2	1
2078	произведения ни	1	1
2079	оправдываются на	1	1
2080	работы таким	1	1
2081	чувственного восприятия	1	1
2082	одновременно с	2	1
2083	другие произведения	1	1
2084	значения как	1	1
2085	в составе	1	1
2086	быть даже	2	1
2087	значения и	4	1
2088	к разработке	1	1
2089	его основных	1	1
2090	тон всему	1	1
2091	мы наметили	1	1
2092	тем резче	2	1
2093	отнесены к	1	1
2094	не приводит	3	1
2095	метода в	7	1
2096	роли в	4	1
2097	своего предмета	1	1
2098	литературная критика	4	1
2099	определяющим моментом	1	1
2100	если можно	1	1
2101	этот образ	2	1
2102	изучения литературы	1	1
2103	от всей	2	1
2104	не своим	1	1
2105	на изучение	1	1
2106	конструкции и	5	1
2107	язык то	1	1
2108	критика которая	1	1
2109	не входит	2	1
2110	мало ли	1	1
2111	того на	1	1
2112	считаться совершенно	1	1
2113	чисто художественные	1	1
2114	бы о	1	1
2115	но оно	1	1
2116	и критические	1	1
2117	рассказ ведется	1	1
2118	к нашему	1	1
2119	предмета изображения	1	1
2120	и переживания	1	1
2121	как самостоятельная	1	1
2122	его развиваться	1	1
2123	и пр	30	1
2124	языка и	13	1
2125	эйхенбаум в	2	1
2126	произведение не	2	1
2127	прямой зависимости	2	1
2128	что никаких	1	1
2129	же функции	1	1
2130	некоторые изменения	1	1
2131	своей целью	1	1
2132	изображения и	4	1
2133	теории формализма	1	1
2134	можно различить	1	1
2135	известна только	1	1
2136	предположения что	1	1
2137	них как	1	1
2138	в понятие	1	1
2139	так называемым	2	1
2140	предмета а	1	1
2141	не сам	1	1
2142	может войти	2	1
2143	произведения от	1	1
2144	с первой	1	1
2145	ко времени	2	1
2146	и наиболее	1	1
2147	без другого	1	1
2148	а те	1	1
2149	и различные	1	1
2150	метод для	1	1
2151	всю полноту	1	1
2152	тогда как	1	1
2153	жизни на	1	1
2154	всецело определяется	1	1
2155	наука не	1	1
2156	область и	3	1
2157	связанных с	2	1
2158	художников и	1	1
2159	связанной с	1	1
2160	являются только	2	1
2161	проблемы и	2	1
2162	скорее они	1	1
2163	совпадают и	1	1
2164	слово с	1	1
2165	свои законы	1	1
2166	мышления но	1	1
2167	ее только	1	1
2168	в данной	1	1
2169	речи в	1	1
2170	их своеобразие	1	1
2171	ни взять	1	1
2172	из первых	1	1
2173	под знаком	1	1
2174	сводилась к	2	1
2175	свою область	3	1
2176	ли можно	1	1
2177	искусства все	1	1
2178	остранения в	1	1
2179	поэтического языка	63	1
2180	вопрос следовательно	1	1
2181	ныне так	1	1
2182	до известной	3	1
2183	вместе как	1	1
2184	для этих	1	1
2185	романа или	1	1
2186	себе произведение	1	1
2187	сама она	1	1
2188	влиять на	1	1
2189	мы впадаем	1	1
2190	реакция в	1	1
2191	взяться за	1	1
2192	вполне понятна	1	1
2193	задачи стоящей	1	1
2194	отличие нашего	1	1
2195	движения и	1	1
2196	содержания какое	1	1
2197	последнего времени	2	1
2198	в м	2	1
2199	осуществления как	1	1
2200	приемом таким	1	1
2201	к общим	1	1
2202	ее конкретном	2	1
2203	какой-нибудь другой	1	1
2204	оказывает никакого	1	1
2205	положение вещей	1	1
2206	содержание не	1	1
2207	законы могут	1	1
2208	только человек	1	1
2209	душе и	1	1
2210	к самим	1	1
2211	и развивается	1	1
2212	как об	1	1
2213	на языке	2	1
2214	вообще чисто	1	1
2215	когда мир	1	1
2216	на какой-то	1	1
2217	ведь сущность	1	1
2218	к социальной	5	1
2219	уверенностью что	1	1
2220	структуре а	1	1
2221	пришли к	1	1
2222	сделать и	1	1
2223	сам он	2	1
2224	сущность и	1	1
2225	заумный язык	10	1
2226	этого целого	1	1
2227	отлично от	1	1
2228	искусстве так	1	1
2229	или когда	1	1
2230	осознавать себя	1	1
2231	классов с	1	1
2232	романа но	1	1
2233	тристрам шенди	1	1
2234	и борьбы	1	1
2235	под музыку	1	1
2236	и естественно	1	1
2237	не теряя	2	1
2238	о поэтическом	2	1
2239	других областей	1	1
2240	внешнем мире	1	1
2241	на этой-то	1	1
2242	в определенном	1	1
2243	для всего	3	1
2244	и сознание	1	1
2245	а это	1	1
2246	единства и	2	1
2247	не решается	1	1
2248	произведения или	2	1
2249	между общим	1	1
2250	на произведение	1	1
2251	значение его	1	1
2252	художественного задания	1	1
2253	в формализме	3	1
2254	для марксистской	1	1
2255	вчувствования и	1	1
2256	в широком	5	1
2257	с определенным	1	1
2258	должна давать	1	1
2259	с их	2	1
2260	о другой	2	1
2261	ее к	2	1
2262	неотрывной связи	1	1
2263	отнесены и	2	1
2264	его методы	1	1
2265	себе но	1	1
2266	что является	1	1
2267	иногда и	1	1
2268	слова которые	1	1
2269	и глубокой	1	1
2270	множества людей	1	1
2271	остается и	1	1
2272	явления а	1	1
2273	что будет	1	1
2274	в другую	1	1
2275	могут остаться	1	1
2276	значения материала	1	1
2277	менее всего	4	1
2278	которые одновременно	1	1
2279	продолжает существовать	1	1
2280	он один	1	1
2281	внеэстетических ценностей	1	1
2282	борьбы и	2	1
2283	нельзя согласиться	1	1
2284	каждого элемента	2	1
2285	самого поэта	1	1
2286	органической связи	1	1
2287	из конкретных	1	1
2288	к системе	1	1
2289	ярче выступает	1	1
2290	частном случае	1	1
2291	если и	1	1
2292	или даже	3	1
2293	для критики	1	1
2294	из автоматизма	4	1
2295	его языка	1	1
2296	однако это	1	1
2297	противном случае	2	1
2298	зрения не	1	1
2299	нет у	1	1
2300	искусства именно	1	1
2301	медленно и	1	1
2302	с литературной	1	1
2303	не создает	1	1
2304	слове не	1	1
2305	только и	7	1
2306	которую дает	1	1
2307	другие социальные	1	1
2308	что раньше	2	1
2309	этих элементов	2	1
2310	никаких положительных	1	1
2311	особенно в	6	1
2312	элементов художественного	1	1
2313	на такое	1	1
2314	и взглянуть	1	1
2315	быть во	1	1
2316	и внешних	1	1
2317	в историко-литературных	2	1
2318	не показано	1	1
2319	поэзии мы	1	1
2320	и отдельных	1	1
2321	эти тенденции	1	1
2322	в данную	1	1
2323	возвращается к	1	1
2324	основанного на	1	1
2325	ей в	1	1
2326	его произведениях	1	1
2327	достаточно назвать	1	1
2328	он развивает	1	1
2329	искусства или	1	1
2330	к материалу	1	1
2331	совершается не	2	1
2332	одну из	1	1
2333	учению формалистов	1	1
2334	предмета он	1	1
2335	как основа	1	1
2336	и художественный	1	1
2337	с каким-либо	1	1
2338	говорить не	2	1
2339	и влияния	1	1
2340	анализ самого	1	1
2341	эти утверждения	2	1
2342	один шаг	2	1
2343	и композиция	1	1
2344	языка от	1	1
2345	есть и	1	1
2346	но такое	1	1
2347	всякое слово	1	1
2348	при известных	2	1
2349	здесь это	1	1
2350	и глубже	3	1
2351	начала что	1	1
2352	данного коллектива	2	1
2353	и всякая	2	1
2354	элементы и	1	1
2355	его места	1	1
2356	плавных звуков	1	1
2357	и техники	2	1
2358	статье о	1	1
2359	составляет его	1	1
2360	самого искусства	2	1
2361	числе и	1	1
2362	от произведения	2	1
2363	он их	1	1
2364	теоретической и	1	1
2365	особенно ярко	1	1
2366	во многом	2	1
2367	оно должно	3	1
2368	к изучению	2	1
2369	новое понимание	1	1
2370	ведется от	1	1
2371	мы бы	1	1
2372	нам известна	1	1
2373	ассоциативная связь	1	1
2374	нашей проблемы	1	1
2375	и методологическую	1	1
2376	понимали не	1	1
2377	ложного предположения	1	1
2378	различаем в	1	1
2379	говорить на	2	1
2380	происходит в	1	1
2381	социальной среде	1	1
2382	принципы и	3	1
2383	они совершают	1	1
2384	их на	2	1
2385	же это	2	1
2386	он пытался	1	1
2387	трудно отделить	1	1
2388	в эпоху	2	1
2389	самую природу	1	1
2390	и обратно	1	1
2391	счет ее	1	1
2392	поэтому мы	2	1
2393	палку в	1	1
2394	сведены к	1	1
2395	действовали в	1	1
2396	и попытка	2	1
2397	какого бы	1	1
2398	а какие	1	1
2399	частью которого	1	1
2400	и господствующий	1	1
2401	когда все	1	1
2402	и учение	1	1
2403	сколько и	1	1
2404	законы и	1	1
2405	объекта а	1	1
2406	религии и	1	1
2407	этого в	1	1
2408	чтобы дать	1	1
2409	самих по	1	1
2410	в заслугу	1	1
2411	можно и	2	1
2412	прекрасное и	1	1
2413	может допустить	1	1
2414	и прием	1	1
2415	анализа художественных	1	1
2416	ровно ничего	1	1
2417	как поэтическое	1	1
2418	действительности с	1	1
2419	из техники	1	1
2420	звук в	1	1
2421	оказывается не	1	1
2422	вышли из	1	1
2423	глаза и	1	1
2424	связи в	1	1
2425	ни стало	4	1
2426	задачей и	1	1
2427	никакой определенной	1	1
2428	жить и	1	1
2429	в поэзию	1	1
2430	и свой	1	1
2431	всего мы	1	1
2432	и достоевский	1	1
2433	произведения а	4	1
2434	как своего	1	1
2435	самое существо	1	1
2436	касается до	1	1
2437	разных авторов	1	1
2438	является слово	1	1
2439	исторического развития	1	1
2440	конечно неправ	1	1
2441	иначе чем	1	1
2442	природы или	2	1
2443	было как	1	1
2444	и формализм	1	1
2445	этих понятий	1	1
2446	их теория	2	1
2447	не той	1	1
2448	новизна и	1	1
2449	быть положена	1	1
2450	на свой	1	1
2451	элементы в	1	1
2452	значения но	1	1
2453	эта действительность	1	1
2454	проблемы в	1	1
2455	по их	2	1
2456	где они	1	1
2457	социальных процессов	1	1
2458	чем их	1	1
2459	сущности не	1	1
2460	и социальная	1	1
2461	к отрицанию	3	1
2462	и должен	3	1
2463	показаться что	1	1
2464	правда в	3	1
2465	всех тех	2	1
