N	2gram	Losev_Dial	DiskursI
1317	от личности	5	1
1318	мысль об	1	1
1319	к признанию	2	1
1320	должен быть	1	1
1321	и таким	1	1
1322	ничего нельзя	3	1
1323	если не	3	1
1324	ее жизнь	1	1
1325	следовательно с	1	1
1326	смерти и	1	1
1327	истории о	1	1
1328	о такой	1	1
1329	человека к	1	1
1330	но его	3	1
1331	которая как	1	1
1332	еще до	1	1
1333	бытия как	1	1
1334	чудо и	4	1
1335	как точка	1	1
1336	и эти	2	1
1337	за то	1	1
1338	и субъект	2	1
1339	такие же	1	1
1340	перестал бы	1	1
1341	это как	3	1
1342	вполне можно	1	1
1343	чистом виде	1	1
1344	то чего	1	1
1345	не могу	2	1
1346	свой опыт	1	1
1347	следы и	1	1
1348	и ни	3	1
1349	ту или	1	1
1350	чем то	1	1
1351	но всегда	1	1
1352	субъекта и	5	1
1353	с нами	1	1
1354	говорить не	3	1
1355	независимо от	3	1
1356	в искусстве	1	1
1357	иногда и	1	1
1358	пределах одной	1	1
1359	как таковые	2	1
1360	казалось бы	1	1
1361	ли это?	1	1
1362	от отца	5	1
1363	всех этих	3	1
1364	в xvii	1	1
1365	это была	1	1
1366	оказывается что	5	1
1367	субъекта а	1	1
1368	даже при	1	1
1369	в некоем	2	1
1370	и времени	2	1
1371	или иначе	2	1
1372	от того	9	1
1373	стало быть	23	1
1374	личность как	5	1
1375	слова об	1	1
1376	с кем	1	1
1377	что из	1	1
1378	думать что	3	1
1379	как то	1	1
1380	и часто	3	1
1381	первые два	1	1
1382	это его	1	1
1383	от прочих	1	1
1384	чего она	1	1
1385	ведь мы	1	1
1386	исторических событий	1	1
1387	зрителя в	1	1
1388	субъект вполне	1	1
1389	установки и	1	1
1390	понятия о	1	1
1391	к событию	1	1
1392	они тоже	1	1
1393	себя именно	1	1
1394	где на	1	1
1395	и самого	1	1
1396	та или	4	1
1397	есть некая	2	1
1398	для такого	2	1
1399	нас самих	2	1
1400	миф не	19	1
1401	не можем	3	1
1402	в эстетической	1	1
1403	а часто	1	1
1404	ее из	1	1
1405	от времени	1	1
1406	мифа в	3	1
1407	необходимость не	1	1
1408	отношении не	1	1
1409	оно принципиально	1	1
1410	имевшие место	1	1
1411	можно утверждать	2	1
1412	же может	1	1
1413	тех или	6	1
1414	на всем	1	1
1415	естественное и	1	1
1416	говорит не	1	1
1417	да будет	1	1
1418	и оно	1	1
1419	именно это	2	1
1420	себе а	2	1
1421	и сами	2	1
1422	или точнее	1	1
1423	как для	1	1
1424	основе их	1	1
1425	с соответствующими	1	1
1426	на народ	2	1
1427	и признавая	1	1
1428	иное как	6	1
1429	на самый	1	1
