N	2gram	Tiupa_Anal	Literetu
1269	миф и	2	1
1270	же слова	1	1
1271	в зависимости	1	1
1272	п.а флоренского	1	1
1273	не умеет	1	1
1274	значимый в	1	1
1275	виртуальной личности	1	1
1276	приобщения к	2	1
1277	индивидуальности как	1	1
1278	распятия и	1	1
1279	нас а	1	1
1280	всему христианству	1	1
1281	эти пока	1	1
1282	от них	1	1
1283	которая способна	1	1
1284	умберто эко	1	1
1285	тут же	1	1
1286	в отдельных	1	1
1287	творческой волей	1	1
1288	характеризуется тем	2	1
1289	даже столь	1	1
1290	как художественной	1	1
1291	в системе	1	1
1292	пути но	1	1
1293	художественности в	8	1
1294	молчи скрывайся	1	1
1295	этом же	1	1
1296	другом стихотворении	1	1
1297	начало и	1	1
1298	оторванности от	1	1
1299	из ранних	1	1
1300	большинстве своем	1	1
1301	грань между	2	1
1302	провел с	1	1
1303	от жанра	1	1
1304	продуктивным в	1	1
1305	как справедливо	3	1
1306	русской культуре	2	1
1307	не друг	1	1
1308	его мира	1	1
1309	в фигуре	1	1
1310	своей эстетической	4	1
1311	ее и	1	1
1312	его эстетическую	1	1
1313	позицией уединенного	1	1
1314	и автор	1	1
1315	этой внутренней	1	1
1316	она предстает	1	1
1317	не противоречит	1	1
1318	явления как	1	1
1319	к их	1	1
1320	этому пути	1	1
1321	в восприятии	1	1
1322	после того	1	1
1323	х гг	1	1
1324	моя жизнь	1	1
1325	личности своего	1	1
1326	собой исторически	1	1
1327	эту минуту	1	1
1328	я перед	1	1
1329	в состоянии	2	1
1330	это открытие	1	1
1331	текстом и	1	1
1332	что уже	1	1
1333	любил меня	1	1
1334	вознесенного над	1	1
1335	мы знаем	1	1
1336	до эпохи	1	1
1337	однако поэтика	1	1
1338	и внешнего	1	1
1339	а далее	1	1
1340	в стиле	1	1
1341	собственному произволу	1	1
1342	проявляется в	1	1
1343	субъективности а	1	1
1344	художественности от	1	1
1345	эстетическая целостность	1	1
1346	не своей	1	1
1347	пушкинского творчества	1	1
1348	мира где	1	1
1349	внутренней и	2	1
1350	что при	2	1
1351	счете в	1	1
1352	своя собственная	1	1
1353	третьей части	1	1
1354	картиной мира	1	1
1355	глубине своей	2	1
1356	желал бы	1	1
1357	этом втором	1	1
1358	я во	1	1
1359	после исчезновения	1	1
1360	в кабинете	1	1
1361	многих отношениях	2	1
1362	к определенному	1	1
1363	бы служить	1	1
1364	ощущать себя	1	1
1365	иной эстетической	2	1
1366	ротмистра минского	1	1
1367	данного стихотворения	1	1
1368	иного рода	1	1
1369	и развитие	1	1
1370	в европейской	1	1
1371	готовится к	2	1
1372	своей ролевой	1	1
1373	оказывается всего	1	1
1374	уже говорилось	3	1
1375	художника не	1	1
1376	в следующем	2	1
1377	не путем	2	1
1378	силу его	1	1
1379	слиться в	1	1
1380	житейской ситуации	1	1
1381	вообще присуща	1	1
1382	же эстетической	1	1
1383	в которой	1	1
1384	живет и	1	1
1385	не о	2	1
1386	века не	1	1
1387	вследствие которой	1	1
1388	авторского сознания	1	1
1389	с двумя	1	1
1390	в произведении	3	1
1391	и позволяет	1	1
1392	своего и	1	1
1393	не нуждается	1	1
1394	будто бы	1	1
1395	преимущественно на	1	1
1396	стопного ямба	2	1
1397	жизни после	1	1
1398	все того	1	1
1399	о смерти	4	1
1400	для слушателей	1	1
1401	относительно его	1	1
1402	от уз	1	1
1403	не допуская	2	1
1404	к рецептивности	1	1
1405	но само	1	1
1406	между этими	1	1
1407	вся в	1	1
1408	на пути	2	1
1409	литературе и	1	1
1410	что ведет	1	1
1411	между ними	3	1
1412	заполнить собою	1	1
1413	может приобретать	1	1
1414	с художественной	1	1
1415	речевого общения	1	1
1416	на земле	1	1
1417	большинстве случаев	1	1
1418	между прочим	1	1
1419	рядом с	1	1
1420	в иную	2	1
1421	идет по	1	1
1422	место и	1	1
1423	именно такова	3	1
1424	каким в	1	1
1425	путь в	1	1
1426	пути однако	1	1
1427	от этого	1	1
1428	именно эту	1	1
1429	и оказывается	2	1
1430	текста но	3	1
1431	должно было	1	1
1432	вполне закономерно	1	1
1433	о которых	2	1
1434	ивана петровича	11	1
1435	лишь для	1	1
1436	читателей по	1	1
1437	был не	1	1
1438	и всякого	1	1
1439	например как	2	1
1440	из москвы	1	1
1441	о в	2	1
1442	в эту	2	1
1443	так пылко	1	1
1444	на себе	1	1
1445	подобных случаях	2	1
1446	сих пор	1	1
1447	художественности и	1	1
1448	русской классики	1	1
1449	кто из	1	1
1450	людей заветная	1	1
1451	вопроса о	2	1
1452	пребывания в	1	1
1453	его эстетической	2	1
1454	произведение является	1	1
1455	укорененности в	1	1
1456	в поход	2	1
1457	драматизм и	1	1
1458	привносит в	1	1
1459	и мир	1	1
1460	модус художественности	7	1
1461	поскольку произведение	1	1
1462	остаться самим	1	1
1463	к ситуации	1	1
1464	с новой	1	1
1465	нередко оказывается	1	1
1466	нами как	1	1
1467	человек как	1	1
1468	лирики как	1	1
1469	мы можем	2	1
1470	интерес самого	1	1
1471	эстетическая актуализация	1	1
1472	вести отсчет	1	1
1473	в устах	1	1
1474	встречи-разлуки ахматова	1	1
1475	которых в	1	1
1476	движущей силой	1	1
1477	личность в	1	1
1478	как субъект	1	1
1479	не одного	1	1
1480	> как	3	1
1481	виде эта	1	1
1482	мы уже	2	1
1483	жизнь то	1	1
1484	альтернативного ему	1	1
1485	границы и	1	1
1486	со многими	1	1
1487	перейти влюбленности	1	1
1488	именно потому	1	1
1489	есть бог	1	1
1490	своих внешних	1	1
1491	природе своей	4	1
1492	личности и	4	1
1493	от содержания	1	1
1494	человека как	1	1
1495	влюбленности и	1	1
1496	говорит ему	1	1
1497	в перспективе	1	1
1498	в рассказе	1	1
1499	художественное целое	7	1
1500	в ответ	2	1
1501	эстетическое отношение	1	1
1502	внимание лишь	1	1
1503	объект как	1	1
1504	экзистенциального присутствия	1	1
1505	оно и	1	1
1506	как объект	1	1
1507	мы обнаруживаем	1	1
1508	петровича белкина	9	1
1509	как отмечает	1	1
1510	возвращаясь к	1	1
1511	легко можно	1	1
1512	сущности говоря	1	1
1513	соединении с	1	1
1514	чья смерть	1	1
1515	лишь один	1	1
1516	такое что	1	1
1517	как автор	1	1
1518	человек который	1	1
1519	оказывается как	2	1
1520	боже мой	1	1
1521	которой состоит	1	1
1522	уже отмечалось	1	1
1523	я увидел	1	1
1524	самому в	1	1
1525	например по	1	1
1526	с таким	5	1
1527	когда мы	2	1
1528	которого в	1	1
1529	растворяясь в	1	1
1530	сотворческого сопереживания	1	1
1531	к единой	1	1
1532	занимает в	1	1
1533	композиционным ходом	1	1
1534	героя есть	1	1
1535	этого целого	1	1
1536	открывается в	1	1
1537	ту сторону	1	1
1538	тот или	3	1
1539	одного сознания	1	1
1540	человеческих отношений	1	1
1541	серьезность и	1	1
1542	является своего	1	1
1543	же самого	1	1
1544	сверхсхемных ударения	1	1
1545	два года	1	1
1546	свою свободную	1	1
1547	и рецептивная	2	1
1548	результате такой	1	1
1549	позиций в	1	1
1550	подход к	2	1
1551	но наоборот	1	1
1552	ролью в	2	1
1553	это делает	1	1
1554	о его	3	1
1555	поэтому столь	1	1
1556	надобности в	1	1
1557	этой фразы	1	1
1558	стремится в	1	1
1559	пушкиным в	1	1
1560	своей и	1	1
1561	еще существеннее	2	1
1562	чаще всего	1	1
1563	с малым	1	1
1564	с ослабленной	1	1
1565	собственное имя	1	1
1566	к снятию	1	1
1567	строя жизни	1	1
1568	отвергнутая в	1	1
1569	счастьем и	1	1
1570	за себя	1	1
1571	центр художественного	1	1
1572	в точке	2	1
1573	автор счел	1	1
1574	радости и	1	1
1575	независимо от	1	1
1576	всех этих	1	1
1577	года о	1	1
1578	что этот	1	1
1579	центральное место	1	1
1580	жизни другого	1	1
1581	в один	1	1
1582	сколь бы	2	1
1583	в одну	3	1
1584	и особенно	1	1
1585	он должен	1	1
1586	и дуня	1	1
1587	одного и	4	1
1588	еще одно	1	1
1589	в пространстве	1	1
1590	эстетическая ситуация	2	1
1591	как высшей	1	1
1592	воззрений на	2	1
1593	диаметрально противоположно	1	1
1594	адресатом в	1	1
1595	что до	1	1
1596	соответствующую ей	1	1
1597	и миру	1	1
1598	что фигуры	1	1
1599	можно только	1	1
1600	надо полагать	1	1
1601	рамках которого	2	1
1602	на чем	1	1
1603	единого для	1	1
1604	нет на	1	1
1605	на деле	1	1
1606	до сих	1	1
1607	всего пушкинского	1	1
1608	автор и	1	1
1609	этом ряду	2	1
1610	смешной и	1	1
1611	культурной памяти	1	1
1612	и здесь	4	1
1613	и таи	1	1
1614	не позволяет	2	1
1615	онегин и	1	1
1616	котором не	1	1
1617	импровизационной комедии	1	1
1618	я здесь	1	1
1619	них в	1	1
1620	и свою	2	1
1621	его из	2	1
1622	впадая в	1	1
1623	и картины	1	1
1624	в основном	1	1
1625	которой не	1	1
1626	представлял собой	1	1
1627	и прочих	1	1
1628	в литературной	1	1
1629	ролевых отношений	1	1
1630	сильвио владимира	1	1
1631	де шардена	1	1
1632	здесь слово	1	1
1633	за ними	1	1
1634	переживание переживания	1	1
1635	рецептивное сознание	1	1
1636	другого человека	1	1
1637	что автор	2	1
1638	говорит и	3	1
1639	складываются в	1	1
1640	герой нашего	2	1
1641	что это	1	1
1642	радикально меняется	1	1
1643	ни единого	1	1
1644	глубине души	2	1
1645	комедии масок	3	1
1646	конечно же	1	1
1647	из метели	1	1
1648	внешние обстоятельства	1	1
1649	проникает в	1	1
1650	нашем понимании	2	1
1651	присутствие я	1	1
1652	истории в	2	1
1653	зарождается на	1	1
1654	поэтому в	2	1
1655	задолго до	1	1
1656	разного рода	1	1
1657	в живых	1	1
1658	сама жизнь	1	1
1659	их как	1	1
1660	обратном порядке	1	1
1661	трагический персонаж	1	1
1662	и делает	1	1
1663	однако он	1	1
1664	в молодости	1	1
1665	из классических	1	1
1666	самого по	1	1
1667	художественности если	1	1
1668	не признает	1	1
1669	принципе может	1	1
1670	другого что	1	1
1671	ситуация художественного	1	1
1672	он лишь	1	1
1673	за это	1	1
1674	не могут	2	1
1675	менее чем	1	1
1676	такого же	1	1
1677	должен был	2	1
1678	целостности и	1	1
1679	я так	1	1
1680	общения между	1	1
1681	оказывается в	2	1
1682	приобретает в	1	1
1683	собой и	1	1
1684	ключевой для	1	1
1685	в обратном	1	1
1686	однако мы	1	1
1687	обряда инициации	1	1
1688	принципиально иной	1	1
1689	жизни оказывается	2	1
1690	случайным что	1	1
1691	внутренней обособленности	1	1
1692	более широкого	1	1
1693	линии поведения	1	1
1694	свою жизнь	4	1
1695	открытие другого	1	1
1696	сознания однако	1	1
1697	внутреннего бытия	1	1
1698	на месте	2	1
1699	индивидуальность однако	1	1
1700	времени не	1	1
1701	иной парадигмы	1	1
1702	белкина изданных	1	1
1703	с целым	1	1
1704	не тотально	1	1
1705	и объектом	1	1
1706	самоутверждения субъекта	1	1
1707	всякий иной	1	1
1708	из картины	1	1
1709	на колени	1	1
1710	ему казалось	1	1
1711	же природы	2	1
1712	и так	1	1
1713	состоит из	1	1
1714	погибнуть заявляя	1	1
1715	своего ремесла	1	1
1716	как приобщения	1	1
1717	от его	2	1
1718	и герой	1	1
1719	создает и	1	1
1720	что иное	1	1
1721	правда не	1	1
1722	без которых	1	1
1723	говоря и	1	1
1724	слова это	1	1
1725	не видно	2	1
1726	о вмешательстве	1	1
1727	приобретает и	1	1
1728	не приводит	1	1
1729	эксплицированного в	1	1
1730	ему и	2	1
1731	о котором	2	1
1732	и ротмистра	1	1
1733	художественной словесности	1	1
1734	от креативности	1	1
1735	зависимости от	1	1
1736	чье имя	2	1
1737	в известном	2	1
1738	научному описанию	1	1
1739	внутренняя данность	1	1
1740	этом его	1	1
1741	явление культуры	1	1
1742	друг от	1	1
1743	к другому	1	1
1744	что позволяет	3	1
1745	точной характеристике	1	1
1746	на рассвете	2	1
1747	случае как	1	1
1748	они по	1	1
1749	к какой	1	1
1750	объективную данность	1	1
1751	ритуально-мифологического комплекса	1	1
1752	только одно	1	1
1753	личностного существования	1	1
1754	всех подобных	1	1
1755	второго порядка	2	1
1756	в диалоге	2	1
1757	этот день	1	1
1758	сказано что	1	1
1759	в исполнении	1	1
1760	тот кто	2	1
1761	же я	1	1
1762	отличается от	1	1
1763	близости людей	1	1
1764	языка и	1	1
1765	кто на	1	1
1766	яркая индивидуальность	1	1
1767	что мы	2	1
1768	это явление	1	1
1769	столь уж	1	1
1770	жизненной позицией	1	1
1771	роли в	6	1
1772	минскому и	1	1
1773	совпадает с	4	1
1774	высказывания и	1	1
1775	к сверхличному	1	1
1776	своем внутреннем	1	1
1777	субъектов дискурсии	1	1
1778	в иной	2	1
1779	цикла к	1	1
1780	не должно	3	1
1781	это все	1	1
1782	художественных впечатлений	1	1
1783	если для	1	1
1784	существования способа	1	1
1785	в современном	1	1
1786	мало или	1	1
1787	авторского замысла	1	1
1788	значение для	1	1
1789	в сне	1	1
1790	качественный скачок	1	1
1791	жизни подобно	1	1
1792	такую практику	1	1
1793	но сам	2	1
1794	национальной жизни	1	1
1795	в разрушении	1	1
1796	в ночь	1	1
1797	как субъекта	1	1
1798	с автором	1	1
1799	цикла с	2	1
1800	в мир	1	1
1801	является все	1	1
1802	целый ряд	1	1
1803	что со	1	1
1804	ни были	1	1
1805	она по	1	1
1806	времени и	1	1
1807	первом слоге	1	1
1808	эстетическим адресатом	2	1
1809	превратилась в	1	1
1810	соблюдая верность	1	1
1811	он есть	1	1
1812	себя от	1	1
1813	по отдельности	2	1
1814	было и	1	1
1815	искусства слова	2	1
1816	потому и	1	1
1817	нуждающейся в	1	1
1818	свободу от	3	1
1819	внешнюю жизнь	1	1
1820	что здесь	1	1
1821	и красный	1	1
1822	его здесь	1	1
1823	с текстом	1	1
1824	мышления но	1	1
1825	между отцом	1	1
1826	на две	3	1
1827	себе никакой	1	1
1828	как некое	1	1
1829	ее не	1	1
1830	если мы	1	1
1831	во внешней	1	1
1832	и во	1	1
1833	принадлежит к	4	1
1834	в самую	1	1
1835	позицию субъекта	1	1
1836	систему ценностей	1	1
1837	произведения и	2	1
1838	же мере	1	1
1839	я со	1	1
1840	за пределами	2	1
1841	в текстах	1	1
1842	отход от	2	1
1843	только при	1	1
1844	личности к	1	1
1845	для уяснения	1	1
1846	существования который	1	1
1847	и мире	2	1
1848	для всего	1	1
1849	диалогическое взаимодействие	1	1
1850	следует вести	2	1
1851	уединения в	1	1
1852	на этот	1	1
1853	к изучению	1	1
1854	тебя так	1	1
1855	и достоевского	1	1
1856	в ударном	1	1
1857	даже его	1	1
1858	здесь и	3	1
1859	же автора	1	1
1860	себя с	1	1
1861	произведение оно	1	1
1862	рода эстетическая	1	1
1863	который и	1	1
1864	другого и	1	1
1865	счете к	1	1
1866	не ведая	1	1
1867	максиму максимычу	1	1
1868	он рвется	1	1
1869	это парадигма	1	1
1870	героя при	1	1
1871	иных модусов	1	1
1872	одних и	2	1
1873	в любви	1	1
1874	я кризис	1	1
1875	и произведение	1	1
1876	смерть и	1	1
1877	его автора	2	1
1878	возвращает нас	2	1
1879	ничем не	1	1
1880	многих других	1	1
1881	основе своей	2	1
1882	и эстетическим	2	1
1883	смысловое наполнение	1	1
1884	надежду на	1	1
1885	способность к	2	1
1886	что несмотря	2	1
1887	сам он	1	1
1888	художественного высказывания	3	1
1889	того как	1	1
1890	который всегда	1	1
1891	частей целого	1	1
1892	в последней	1	1
1893	присутствия я	5	1
1894	голоса в	1	1
1895	возникает в	2	1
1896	аналогичным образом	1	1
1897	заветная черта	1	1
1898	от мира	1	1
1899	освобождаясь от	1	1
1900	не одни	1	1
1901	неудивительно что	1	1
1902	или с	1	1
1903	бытию других	2	1
1904	своей не	1	1
1905	зависть к	1	1
1906	этом он	2	1
1907	и пребывания	1	1
1908	романе достоевского	1	1
1909	центрального героя	2	1
1910	этих граней	1	1
1911	входя в	1	1
1912	может показаться	1	1
1913	все это	5	1
1914	то самое	1	1
1915	указание на	3	1
1916	но одна	1	1
1917	самой этой	2	1
1918	отцом и	1	1
1919	воспользуемся словами	1	1
1920	пылко я	1	1
1921	причислял к	1	1
1922	кто бы	1	1
1923	а все	1	1
1924	по ту	1	1
1925	о ее	3	1
1926	в заключительной	4	1
1927	слова не	1	1
1928	и политического	1	1
1929	когда же	1	1
1930	отступление от	1	1
1931	в таких	2	1
1932	затем и	1	1
1933	вся художественная	1	1
1934	ценность с	1	1
1935	безумный художник	1	1
1936	перед читателем	1	1
1937	графу б	2	1
1938	от друга	1	1
1939	отказаться от	1	1
1940	пределах одной	1	1
1941	или в	4	1
1942	и внутренних	1	1
1943	в войне	3	1
1944	жизни это	2	1
1945	в стране	1	1
1946	начала в	1	1
1947	коллизии двух	1	1
1948	и вы	1	1
1949	который как	2	1
1950	но эта	2	1
1951	солидарности с	1	1
1952	места в	1	1
1953	б с	1	1
1954	жизненные позиции	2	1
1955	внешних и	1	1
1956	сцену распятия	1	1
1957	в эстетический	1	1
1958	в литературу	2	1
1959	этой темы	1	1
1960	той самой	1	1
1961	сама по	3	1
1962	стихи и	1	1
1963	более что	1	1
1964	борьбы и	1	1
1965	в стороне	1	1
1966	случае не	1	1
1967	дискурса является	1	1
1968	фольклора и	1	1
1969	покойного ивана	5	1
1970	не предполагает	2	1
1971	имя в	1	1
1972	других в	1	1
1973	или даже	1	1
1974	говорят о	1	1
1975	в литературный	1	1
1976	общественных отношений	1	1
1977	соотносится с	1	1
1978	внутреннюю обособленность	1	1
1979	отрекается от	3	1
1980	не столь	1	1
1981	остается лишь	1	1
1982	полноте и	2	1
1983	один и	2	1
1984	по его	4	1
1985	в новом	5	1
1986	эти стороны	1	1
1987	войти в	1	1
1988	это было	2	1
1989	с внешним	1	1
1990	читателю в	1	1
1991	но особенно	1	1
1992	в одной	2	1
1993	при виде	1	1
1994	не все	1	1
1995	бы ни	1	1
1996	этих субъективных	1	1
1997	бы это	2	1
1998	остается вне	1	1
1999	за этой	1	1
2000	ему не	1	1
2001	этих двух	2	1
2002	определенного типа	2	1
2003	человека к	1	1
2004	к одному	2	1
2005	классической поэзии	1	1
2006	слова как	2	1
2007	за свою	1	1
2008	знакового материала	1	1
2009	только лишь	2	1
2010	когда по	1	1
2011	среди живых	1	1
2012	я думал	1	1
2013	веселым и	1	1
2014	отсюда и	2	1
2015	художественной реальностью	1	1
2016	стороной жизни	1	1
2017	под покровом	1	1
2018	как полагал	1	1
2019	двух разнонаправленных	1	1
2020	двух основных	1	1
2021	усомниться в	1	1
2022	в наши	1	1
2023	текст оказывается	1	1
2024	жизнь их	1	1
2025	феномену художественности	1	1
2026	ролевого поведения	1	1
2027	материнской любви	1	1
2028	с новыми	3	1
2029	традиции однако	2	1
2030	соответствующего жанра	1	1
2031	позволяет говорить	2	1
2032	мире есть	1	1
2033	при участии	1	1
2034	не вне	1	1
2035	пишет об	1	1
2036	в новый	1	1
2037	обстоит дело	1	1
2038	реальной действительности	1	1
2039	мы узнаем	1	1
2040	не узнает	1	1
2041	художественных языков	1	1
2042	этого художественного	1	1
2043	ответственностью за	1	1
2044	и смыслом	1	1
2045	с я	1	1
2046	речь пойдет	2	1
2047	по бахтину	1	1
2048	с юмором	1	1
2049	к тем	1	1
2050	сам текст	1	1
2051	и их	3	1
2052	умолчания о	1	1
2053	здесь очевидно	1	1
2054	о подлинном	1	1
2055	быть ни	1	1
2056	оказывается что	1	1
2057	в трех	1	1
2058	самого белкина	5	1
2059	говоря о	1	1
2060	не перейти	1	1
2061	резко отличается	1	1
2062	но дело	2	1
2063	не следует	5	1
2064	и своя	1	1
2065	иной мере	1	1
2066	событии произведения	1	1
2067	человека с	2	1
2068	данного текста	3	1
2069	на всю	1	1
2070	как то	1	1
2071	и выступает	1	1
2072	разумеется в	1	1
2073	и всех	1	1
2074	б.о корман	1	1
2075	свободную волю	1	1
2076	как говорилось	1	1
2077	комплекса мотивов	1	1
2078	изданных а.п	1	1
2079	строки и	2	1
2080	ту самую	1	1
2081	становится его	1	1
2082	нами и	2	1
2083	иначе в	1	1
2084	столетия но	1	1
2085	дискурса в	2	1
2086	цикла и	4	1
2087	закономерно что	1	1
2088	в книге	1	1
2089	к ней	1	1
2090	определена как	1	1
2091	по всей	1	1
2092	выбора не	1	1
2093	на уровне	2	1
2094	данного произведения	2	1
2095	года не	1	1
2096	способа присутствия	1	1
2097	в плане	1	1
2098	литературное произведение	3	1
2099	доминирует в	1	1
2100	действительности не	1	1
2101	уж не	1	1
2102	момент своего	1	1
2103	которое говоря	1	1
2104	собой лишь	1	1
2105	у меня	1	1
2106	дня и	1	1
2107	обращаться к	1	1
2108	выход в	1	1
2109	и положено	3	1
2110	как способу	2	1
2111	с бытием	1	1
2112	далека от	1	1
2113	но я	1	1
2114	идет не	1	1
2115	как внутренняя	2	1
2116	эстетическом отношении	1	1
2117	для современного	1	1
2118	свободы не	1	1
2119	персонажей как	1	1
2120	конце концов	1	1
2121	будущей жизни	1	1
2122	как ему	1	1
2123	в немалой	2	1
2124	исторически наиболее	2	1
2125	на столь	1	1
2126	как живой	1	1
2127	весьма распространенным	1	1
2128	по нашему	3	1
2129	типа есть	1	1
2130	по причине	1	1
2131	само по	1	1
2132	здесь поистине	1	1
2133	к богу	1	1
2134	общем контексте	2	1
2135	классической прозы	1	1
2136	иное как	1	1
2137	со мною	2	1
2138	возможна только	1	1
2139	себе а	1	1
2140	пять лет	1	1
2141	событие это	1	1
2142	не меньшие	1	1
