N	2gram	Losev_Vlad	Tvorches
1322	в мае	1	1
1323	социализма и	1	1
1324	было тогда	1	1
1325	и вполне	4	1
1326	и гёте	1	1
1327	том и	1	1
1328	за это	2	1
1329	не на	1	1
1330	я считаю	1	1
1331	за границей	3	1
1332	только еще	1	1
1333	всего нужно	1	1
1334	положения он	1	1
1335	беседует с	2	1
1336	с некоторыми	1	1
1337	собой и	1	1
1338	необходимо отметить	1	1
1339	с ней	3	1
1340	его собственная	1	1
1341	в моем	1	1
1342	реализм и	1	1
1343	с г	2	1
1344	с года	4	1
1345	учения о	3	1
1346	от бога	1	1
1347	о своей	1	1
1348	может сам	1	1
1349	но вот	4	1
1350	он будет	2	1
1351	память достоевского	1	1
1352	же о	3	1
1353	и действительно	3	1
1354	времени не	1	1
1355	он успел	1	1
1356	о первой	1	1
1357	из тех	1	1
1358	который сам	1	1
1359	со страхом	1	1
1360	конце его	1	1
1361	очень важный	1	1
1362	уже совсем	1	1
1363	к нам	1	1
1364	мечтал о	1	1
1365	по просьбе	1	1
1366	по разным	5	1
1367	и так	3	1
1368	и просто	3	1
1369	себя и	1	1
1370	просьбой не	1	1
1371	в историческом	1	1
1372	важно отметить	1	1
1373	как а	1	1
1374	для настоящего	1	1
1375	при всех	1	1
1376	далек от	1	1
1377	с начала	2	1
1378	не своим	1	1
1379	году по	1	1
1380	его памяти	1	1
1381	христианство с	1	1
1382	ничего общего	1	1
1383	намеков на	1	1
1384	сейчас же	1	1
1385	в трагедию	1	1
1386	замуж за	1	1
1387	я говорю	1	1
1388	который и	1	1
1389	на цыпочках	1	1
1390	лондоне в	1	1
1391	еще и	10	1
1392	владимир соловьев	4	1
1393	бы и	1	1
1394	возможно не	1	1
1395	с детьми	1	1
1396	за границу	3	1
1397	конце своей	1	1
1398	есть бог	1	1
1399	бы с	2	1
1400	вергилия и	1	1
1401	язык и	1	1
1402	у своих	1	1
1403	когда мы	2	1
1404	если б	1	1
1405	тех же	3	1
1406	не считал	1	1
1407	более чем	1	1
1408	ибо не	1	1
1409	женского пола	1	1
1410	то и	3	1
1411	в течение	13	1
1412	с нами	3	1
1413	не знаю	2	1
1414	дышать и	1	1
1415	и тайных	1	1
1416	это то	1	1
1417	смысле оно	1	1
1418	том как	1	1
1419	вызывает в	1	1
1420	с а	13	1
1421	весьма часто	1	1
1422	из его	6	1
1423	рассказывает в	2	1
1424	факты из	1	1
1425	всего на	4	1
1426	для меня	8	1
1427	гёте и	2	1
1428	что также	1	1
1429	описывает свои	1	1
1430	на столе	1	1
1431	второстепенное место	1	1
1432	он читал	1	1
1433	у других	1	1
1434	целый ряд	1	1
1435	может сделать	1	1
1436	чем не	2	1
1437	теперь не	1	1
1438	не без	7	1
1439	знаем что	2	1
1440	почти одновременно	1	1
1441	еще один	2	1
1442	такие как	1	1
1443	года на	3	1
1444	было и	1	1
1445	например на	1	1
1446	изобретали и	1	1
1447	вот уже	1	1
1448	в бога	1	1
1449	он дает	2	1
1450	жизни по	2	1
1451	на которые	1	1
1452	и а	2	1
1453	мне не	1	1
1454	от последнего	1	1
1455	с древних	1	1
1456	произвел на	1	1
1457	заметить что	2	1
1458	в споре	1	1
1459	основное содержание	1	1
1460	в композиции	1	1
1461	время был	1	1
1462	ничего кроме	1	1
1463	и платон	1	1
1464	даже о	1	1
1465	на первый	4	1
1466	практический путь	1	1
1467	духовности в	1	1
1468	нужно рассматривать	1	1
1469	лучше всего	1	1
1470	человечества и	1	1
1471	возвращении в	2	1
1472	гораздо больше	1	1
1473	сильное впечатление	1	1
1474	этого слова	1	1
1475	этот последний	1	1
1476	впечатлений в	1	1
1477	не имел	1	1
1478	речи с	2	1
1479	умер в	1	1
1480	только потому	1	1
1481	и для	4	1
1482	в память	1	1
1483	все с	2	1
1484	мир и	1	1
1485	в самой	1	1
1486	в настоящее	2	1
1487	и искусства	1	1
1488	толстой в	1	1
1489	но нас	1	1
1490	с того	2	1
1491	впечатление и	2	1
1492	поэтому он	1	1
1493	это новое	1	1
1494	всего творчества	1	1
1495	подход к	1	1
1496	м а	5	1
1497	не выдержал	1	1
1498	им как	1	1
1499	этом случае	1	1
1500	в более	3	1
1501	и многие	1	1
1502	эти годы	7	1
1503	он подал	2	1
1504	вернулся к	2	1
1505	ему в	4	1
1506	бумаги и	1	1
1507	с м	70	1
1508	они не	1	1
1509	произведения как	2	1
1510	французский язык	1	1
1511	достоевского однако	1	1
1512	№ в	1	1
1513	на вопрос	2	1
1514	не способен	1	1
1515	он выступает	1	1
1516	того как	2	1
1517	место как	1	1
1518	в первый	2	1
1519	о значении	1	1
1520	точно не	1	1
1521	человек он	1	1
1522	столкновение с	1	1
1523	сколько в	1	1
1524	увлекался и	1	1
1525	мы имеем	2	1
1526	не успел	2	1
1527	перед своим	1	1
1528	которых он	2	1
1529	всей душой	1	1
1530	однако здесь	1	1
1531	или два	1	1
1532	мы сами	3	1
1533	а это	3	1
1534	к а	4	1
1535	только его	2	1
1536	считаем необходимым	1	1
1537	тайны и	1	1
1538	что так	1	1
1539	которого я	2	1
1540	совершенно не	2	1
1541	для нас	9	1
1542	видеть в	1	1
1543	то самое	1	1
1544	неудивительно что	1	1
1545	не содержит	1	1
1546	то мы	3	1
1547	на одной	3	1
1548	на которой	1	1
1549	чем он	1	1
1550	а все	1	1
1551	как нечто	2	1
1552	все равно	1	1
1553	годы он	2	1
1554	в серьезных	1	1
1555	а на	1	1
1556	борьбу с	1	1
1557	лет с	2	1
1558	и философские	1	1
1559	а также	12	1
1560	этом не	3	1
1561	к которым	1	1
1562	человечества а	1	1
1563	что ничего	1	1
1564	который как	1	1
1565	хуже что	1	1
1566	дружба и	1	1
1567	лето года	2	1
1568	менее всего	2	1
1569	и эта	1	1
1570	года у	1	1
1571	вот это	1	1
1572	мае года	1	1
1573	что однако	1	1
1574	с той	1	1
1575	в какой	1	1
1576	с н	11	1
1577	этой цели	1	1
1578	и вовсе	1	1
1579	лежит на	1	1
1580	плохо это	1	1
1581	виде в	2	1
1582	но по	2	1
1583	была для	4	1
1584	заслуживает особого	1	1
1585	в реальности	1	1
1586	экономии и	1	1
1587	заметил что	1	1
1588	и религии	1	1
1589	к концу	7	1
1590	и опыт	1	1
1591	по своему	5	1
1592	еще к	1	1
1593	фактов его	1	1
1594	главная тема	1	1
1595	со своей	5	1
1596	этой борьбе	1	1
1597	поэт и	1	1
1598	это было	9	1
1599	и относительно	2	1
1600	не стал	3	1
1601	котором все	1	1
1602	крепостное право	1	1
1603	н в	10	1
1604	тем более	4	1
1605	в меру	2	1
1606	и началом	1	1
1607	с первого	2	1
1608	ему не	2	1
1609	парижа а	1	1
1610	свобода и	1	1
1611	вопрос не	1	1
1612	же деле	1	1
1613	в г	2	1
1614	правда что	1	1
1615	только к	3	1
1616	бунта однако	1	1
1617	в полной	3	1
1618	как ни	1	1
1619	понятно почему	1	1
1620	а волынского	1	1
1621	для характеристики	3	1
1622	возвратился в	1	1
1623	мой друг	4	1
1624	опубликовано в	2	1
1625	должно быть	1	1
1626	с новыми	1	1
1627	и почти	2	1
1628	его не	2	1
1629	и ни	2	1
1630	нашел в	1	1
1631	хотя с	2	1
1632	а из	2	1
1633	придал ей	1	1
1634	через которые	1	1
1635	мы должны	3	1
1636	другом месте	1	1
1637	в л	14	1
1638	невозможно но	1	1
1639	не о	1	1
1640	не существовало	2	1
1641	всеми этими	1	1
1642	как христос	1	1
1643	свою жизнь	1	1
1644	как отрицание	1	1
1645	всего его	1	1
1646	есть и	1	1
1647	это была	3	1
1648	только у	1	1
1649	имел большое	1	1
1650	веры в	1	1
1651	но дело	2	1
1652	к чему	1	1
1653	успех и	1	1
1654	глубокого и	1	1
1655	к которой	2	1
1656	я тогда	1	1
1657	с кем	1	1
1658	думать что	1	1
1659	на всю	2	1
1660	при всем	1	1
1661	вследствие его	1	1
1662	и всякая	2	1
1663	этому поводу	2	1
1664	письмо от	1	1
1665	и часто	3	1
1666	быту и	1	1
1667	еще на	3	1
1668	на это	2	1
1669	его главные	1	1
1670	из книги	1	1
1671	нам кажется	2	1
1672	верил в	1	1
1673	же самое	1	1
1674	вообще все	1	1
1675	него и	2	1
1676	на даче	1	1
1677	он окончил	1	1
1678	развития эта	1	1
1679	выразилось в	1	1
1680	и самого	2	1
1681	к богу	2	1
1682	и сразу	1	1
1683	февраля года	1	1
1684	них нет	1	1
1685	сентября года	1	1
1686	которые в	2	1
1687	над его	1	1
1688	огромное значение	1	1
1689	служба и	1	1
1690	года написанное	1	1
1691	ли еще	1	1
1692	это можно	3	1
1693	основания для	1	1
1694	представляется весьма	1	1
1695	позиций он	1	1
1696	прочтения этой	1	1
1697	ему с	1	1
1698	гораздо глубже	1	1
1699	до меня	1	1
1700	бытия и	1	1
1701	с соловьев	1	1
1702	и прежде	1	1
1703	на ту	2	1
1704	в период	6	1
1705	говорил и	2	1
1706	на то	7	1
1707	об этой	2	1
1708	однако вскоре	1	1
1709	мы видели	1	1
1710	в эти	14	1
1711	было по	1	1
1712	человек не	1	1
1713	само собой	2	1
1714	на своих	1	1
1715	внимание читателя	2	1
1716	толстого в	4	1
1717	ничего подобного	1	1
1718	слишком уж	1	1
1719	очень важен	1	1
1720	к биографии	1	1
1721	именно это	1	1
1722	три года	2	1
1723	времени вполне	1	1
1724	который однако	1	1
1725	дальше в	2	1
1726	это признаки	1	1
1727	к идее	1	1
1728	иное как	2	1
1729	человеческой природы	1	1
1730	из своих	1	1
