N	2gram	Propp_Isto	formyVre
1315	и действительно	5	1
1316	доме не	1	1
1317	небом в	1	1
1318	характер этого	1	1
1319	она и	1	1
1320	эти явления	1	1
1321	состоит из	1	1
1322	будем останавливаться	1	1
1323	как о	1	1
1324	как не	2	1
1325	это превращение	1	1
1326	есть нечто	1	1
1327	уже видели	4	1
1328	рассматриваются как	1	1
1329	человека на	1	1
1330	и функций	1	1
1331	с животными	2	1
1332	приводит к	1	1
1333	такой дифференциации	1	1
1334	мир для	1	1
1335	можем здесь	1	1
1336	есть на	1	1
1337	становится ясным	2	1
1338	связаны между	1	1
1339	погружаются в	1	1
1340	передается по	2	1
1341	мужей и	1	1
1342	и материальной	1	1
1343	мотив может	1	1
1344	еще здесь	1	1
1345	на своем	1	1
1346	но с	1	1
1347	для полного	1	1
1348	будем рассматривать	1	1
1349	между царством	1	1
1350	начинает играть	1	1
1351	такое положение	1	1
1352	только одно	1	1
1353	с возвращением	1	1
1354	мифы в	1	1
1355	особенность этого	1	1
1356	ними причем	1	1
1357	сказки и	2	1
1358	эти дни	1	1
1359	такую же	1	1
1360	тотчас же	1	1
1361	классический пример	1	1
1362	связь этих	2	1
1363	на той	1	1
1364	отношение как	1	1
1365	на шее	1	1
1366	с нами	1	1
1367	связана с	4	1
1368	жене или	1	1
1369	земли и	2	1
1370	в город	1	1
1371	не должно	1	1
1372	юношей и	1	1
1373	это все	1	1
1374	он часто	1	1
1375	в отдельности	3	1
1376	героем и	2	1
1377	на два	1	1
1378	из его	2	1
1379	тот и	1	1
1380	тех пор	1	1
1381	живых в	2	1
1382	которой герой	1	1
1383	выбрать себе	1	1
1384	они основаны	1	1
1385	для нее	2	1
1386	свойств и	1	1
1387	приведем несколько	3	1
1388	из которого	3	1
1389	здесь очень	1	1
1390	введения в	1	1
1391	в средних	1	1
1392	и откуда	1	1
1393	в особую	2	1
1394	ночи и	1	1
1395	и наиболее	1	1
1396	церковь или	1	1
1397	подобного рода	1	1
1398	ее с	1	1
1399	и целый	1	1
1400	если здесь	1	1
1401	он их	1	1
1402	при помощи	11	1
1403	цели и	1	1
1404	их между	1	1
1405	еще один	1	1
1406	не считаясь	1	1
1407	с воинами	1	1
1408	свое существование	1	1
1409	связанной с	2	1
1410	поцелуй и	1	1
1411	он дает	1	1
1412	еще такой	1	1
1413	служит не	1	1
1414	их значение	1	1
1415	же дает	1	1
1416	в описании	1	1
1417	ним в	1	1
1418	детей на	1	1
1419	стороны ее	1	1
1420	больше он	1	1
1421	которые его	1	1
1422	о причинах	1	1
1423	видим в	3	1
1424	она может	2	1
1425	что ты	5	1
1426	близок к	1	1
1427	которой можно	1	1
1428	людей с	1	1
1429	к миру	1	1
1430	на этот	1	1
1431	жизни эти	1	1
1432	его силы	1	1
1433	и воскресение	1	1
1434	содержанию и	1	1
1435	что рост	1	1
1436	указывает ему	1	1
1437	характер этих	2	1
1438	этого же	1	1
1439	это просто	1	1
1440	только с	2	1
1441	значении в	1	1
1442	предков и	1	1
1443	дает в	1	1
1444	в особом	3	1
1445	в год	1	1
1446	только наиболее	1	1
1447	стороны он	1	1
1448	плен и	2	1
1449	хочет видеть	1	1
1450	и предков	1	1
1451	характерные для	1	1
1452	порядку и	1	1
1453	чертами и	1	1
1454	но есть	3	1
1455	собой на	1	1
1456	уже с	3	1
1457	становится понятным	3	1
1458	как к	2	1
1459	и узнают	1	1
1460	вместе со	1	1
1461	ничего и	1	1
1462	или просто	2	1
1463	с пребыванием	2	1
1464	формы которые	1	1
1465	живущих в	2	1
1466	мог быть	1	1
1467	но прежде	1	1
1468	же становится	1	1
1469	отличает его	1	1
1470	на тех	1	1
1471	это был	1	1
1472	жениха и	1	1
1473	на три	2	1
1474	этого она	1	1
1475	имеет еще	1	1
1476	гл viii	1	1
1477	о значении	1	1
1478	почти как	1	1
1479	ни единой	1	1
1480	услугу и	1	1
1481	от мира	1	1
1482	у тебя	3	1
1483	в указанном	1	1
1484	с очень	2	1
1485	видеть в	3	1
1486	над природой	1	1
1487	материал по	2	1
1488	или два	1	1
1489	мире в	2	1
1490	он и	4	1
1491	такое же	4	1
1492	о нем	2	1
1493	находились в	1	1
1494	и приходит	1	1
1495	наконец особую	1	1
1496	на самом	2	1
1497	на которой	3	1
1498	здесь достаточно	1	1
1499	из форм	1	1
1500	смысле этого	3	1
1501	превратиться в	1	1
1502	с разными	1	1
1503	в использовании	1	1
1504	в ином	6	1
1505	в виде	2	1
1506	в церковь	1	1
1507	родство с	1	1
1508	под тем	1	1
1509	сказать не	1	1
1510	вне этой	1	1
1511	и объявляются	1	1
1512	высшая степень	1	1
1513	приведенных случаях	1	1
1514	значит в	1	1
1515	же связь	1	1
1516	дом к	2	1
1517	когда оно	1	1
1518	в свои	1	1
1519	как этот	1	1
1520	на несколько	1	1
1521	и действует	1	1
1522	кто бы	1	1
1523	на нее	4	1
1524	они могли	1	1
1525	их силу	1	1
1526	ему мы	1	1
1527	человека при	1	1
1528	их нельзя	1	1
1529	указывает на	6	1
1530	семья именно	1	1
1531	чтобы быть	3	1
1532	времени уже	2	1
1533	часто являются	1	1
1534	не представляют	2	1
1535	в ряде	1	1
1536	следовало бы	1	1
1537	на войне	1	1
1538	но нельзя	1	1
1539	союз с	1	1
1540	у этого	1	1
1541	имеется в	3	1
1542	жизнью в	1	1
1543	отчего и	1	1
1544	и я	1	1
1545	из дому	4	1
1546	не создает	1	1
1547	чаще в	1	1
1548	нисколько не	1	1
1549	полагать что	1	1
1550	по миру	1	1
1551	пока не	3	1
1552	вследствие чего	2	1
1553	сталкивается с	1	1
1554	а он	6	1
1555	что тот	1	1
1556	а так	1	1
1557	хотя я	1	1
1558	руки и	2	1
1559	совершенно ясно	2	1
1560	определенном направлении	1	1
1561	другом случае	3	1
1562	эти же	1	1
1563	и власть	1	1
1564	в области	1	1
1565	этих двух	2	1
1566	и стала	1	1
1567	к одному	1	1
1568	сказать и	1	1
1569	но его	1	1
1570	без всякой	1	1
1571	смысл так	1	1
1572	его дочери	3	1
1573	ко всему	1	1
1574	они действуют	1	1
1575	в эти	1	1
1576	за то	1	1
1577	а к	1	1
1578	указывали на	1	1
1579	с сохранением	1	1
1580	символических форм	1	1
1581	и героев	1	1
1582	внутри которых	1	1
1583	не описывается	1	1
1584	в земле	4	1
1585	связь и	2	1
1586	дома на	1	1
1587	назвать его	1	1
1588	здесь однако	1	1
1589	а из	1	1
1590	тому как	3	1
1591	здесь можно	10	1
1592	человек всегда	1	1
1593	бы назвать	1	1
1594	менее связь	1	1
1595	обстоит дело	1	1
1596	это для	1	1
1597	с исторически	1	1
1598	дело не	3	1
1599	более общего	1	1
1600	в мертвых	1	1
1601	во второй	2	1
1602	когда он	2	1
1603	к тем	2	1
1604	брачного возраста	1	1
1605	от отца	1	1
1606	именно к	1	1
1607	пор не	1	1
1608	у героя	1	1
1609	сами они	1	1
1610	толстой не	1	1
1611	он за	1	1
1612	на островах	6	1
1613	только у	1	1
1614	говоря о	1	1
1615	обрядовых и	1	1
1616	в нашей	1	1
1617	и ночи	1	1
1618	не следует	2	1
1619	и град	1	1
1620	только то	1	1
1621	останавливаться на	2	1
1622	от того	3	1
1623	но вместе	1	1
1624	вначале когда	1	1
1625	этих случаях	14	1
1626	и умер	1	1
1627	на всю	1	1
1628	иногда этот	1	1
1629	магическую силу	1	1
1630	глубокое молчание	1	1
1631	же идет	1	1
1632	быту и	1	1
1633	его происхождение	1	1
1634	же представление	2	1
1635	по той	2	1
1636	люди не	1	1
1637	также с	1	1
1638	и сильного	1	1
1639	этого нет	1	1
1640	в большой	4	1
1641	облекается в	1	1
1642	это он	1	1
1643	где на	1	1
1644	форма как	1	1
1645	и самого	1	1
1646	правда все	1	1
1647	не похожи	1	1
1648	брак и	1	1
1649	здесь к	1	1
1650	этим и	1	1
1651	и понятным	2	1
1652	дни и	1	1
1653	мертвых в	1	1
1654	в мотиве	1	1
1655	от времени	1	1
1656	имеет к	1	1
1657	в мужской	6	1
1658	никому не	2	1
1659	такой же	3	1
1660	голову в	1	1
1661	не привлекается	1	1
1662	на то	4	1
1663	когда герой	6	1
1664	всем мире	3	1
1665	же это	1	1
1666	это в	2	1
1667	и долго	1	1
1668	эти новые	2	1
1669	к совершенно	1	1
1670	таким же	5	1
1671	изо рта	1	1
1672	после смерти	2	1
1673	и обратно	1	1
1674	к богу	2	1
1675	слова в	1	1
1676	некоторые черты	1	1
