N	2gram	Tiupa_Disk	Dialekti
1316	такова же	1	1
1317	как учение	1	1
1318	но обязательно	2	1
1319	в случаях	1	1
1320	к одной	1	1
1321	в специальном	3	1
1322	этого понятия	2	1
1323	в языке	2	1
1324	себе вопрос	1	1
1325	но такая	1	1
1326	говорит и	2	1
1327	пребывает в	1	1
1328	привело к	4	1
1329	жизни которая	1	1
1330	истории в	2	1
1331	характер и	3	1
1332	необходимость не	1	1
1333	схемы и	1	1
1334	для них	1	1
1335	показать на	1	1
1336	не признает	1	1
1337	и вполне	1	1
1338	мере и	1	1
1339	том и	1	1
1340	различных типов	1	1
1341	в плоскости	1	1
1342	разумеется не	2	1
1343	субъекта или	1	1
1344	до этого	1	1
1345	и одновременно	3	1
1346	того требует	1	1
1347	тут все	1	1
1348	с таким	1	1
1349	не живет	1	1
1350	и субъекта	1	1
1351	одновременно с	2	1
1352	предполагать что	1	1
1353	как при	1	1
1354	из литературы	1	1
1355	к сыну	2	1
1356	и действительно	1	1
1357	значения и	1	1
1358	естественный результат	1	1
1359	в одних	1	1
1360	на канта	1	1
1361	может стать	1	1
1362	при более	1	1
1363	можно даже	1	1
1364	миф который	1	1
1365	или попросту	1	1
1366	влияния на	2	1
1367	которое несмотря	1	1
1368	приводит к	4	1
1369	говорим только	1	1
1370	говорили о	2	1
1371	нем только	1	1
1372	общая идея	1	1
1373	при всех	1	1
1374	законченной и	1	1
1375	этого далеко	1	1
1376	в известном	1	1
1377	на абсолютную	1	1
1378	собственно и	3	1
1379	кого и	2	1
1380	как подлинная	1	1
1381	как произведение	2	1
1382	свое время	3	1
1383	бытия суть	1	1
1384	ну как	2	1
1385	нечто более	1	1
1386	могли быть	1	1
1387	небо не	1	1
1388	картины природы	1	1
1389	этом пункте	1	1
1390	разные времена	1	1
1391	нами во	1	1
1392	их самих	1	1
1393	это мир	2	1
1394	содержание мифа	2	1
1395	совершенно иной	1	1
1396	ставит себя	1	1
1397	задний план	1	1
1398	чем то	1	1
1399	действительности это	1	1
1400	с нами	1	1
1401	изображения и	1	1
1402	мы его	1	1
1403	мифа так	1	1
1404	на друга	1	1
1405	этот аспект	1	1
1406	введение в	1	1
1407	второй из	1	1
1408	есть оно	1	1
1409	обойтись без	1	1
1410	субъекта в	2	1
1411	к прямому	1	1
1412	всего на	1	1
1413	культуры для	1	1
1414	не могло	2	1
1415	на небесах	2	1
1416	к своим	3	1
1417	вполне ясным	1	1
1418	же относятся	1	1
1419	переходит к	1	1
1420	человека только	1	1
1421	на примере	3	1
1422	только тем	1	1
1423	местах и	1	1
1424	тогда как	28	1
1425	цели и	1	1
1426	каждый из	2	1
1427	котором нет	1	1
1428	в расчет	1	1
1429	на мой	3	1
1430	как свой	1	1
1431	самых простых	1	1
1432	известного рода	5	1
1433	и там	1	1
1434	в отличие	13	1
1435	переход от	2	1
1436	он в	1	1
1437	и служит	1	1
1438	начиная с	1	1
1439	имеет своим	2	1
1440	же мере	1	1
1441	действия не	1	1
1442	до конца	2	1
1443	для выявления	1	1
1444	в каждый	1	1
1445	в определенную	1	1
1446	в понимании	1	1
1447	и опыта	1	1
1448	том же	1	1
1449	к миру	1	1
1450	легко может	1	1
1451	быть все	1	1
1452	до известной	2	1
1453	и спасение	1	1
1454	но исключительно	1	1
1455	себя именно	1	1
1456	архитектоническая форма	1	1
1457	утверждая что	1	1
1458	общем виде	2	1
1459	не удается	1	1
1460	событием и	2	1
1461	значении в	1	1
1462	или о	2	1
1463	всем потому	1	1
1464	в едином	2	1
1465	а часто	1	1
1466	исключительно в	1	1
1467	в своего	1	1
1468	они функционируют	1	1
1469	не соответствует	1	1
1470	и каждый	1	1
1471	текстов из	1	1
1472	близок к	1	1
1473	этом случае	3	1
1474	в театре	1	1
1475	всей их	1	1
1476	жизни сознания	2	1
1477	знание в	1	1
1478	то они	1	1
1479	поэтому что	1	1
1480	и целью	1	1
1481	сходна с	1	1
1482	значение в	1	1
1483	ему в	3	1
1484	основе своей	4	1
1485	зависит и	1	1
1486	этом и	1	1
1487	его структуры	1	1
1488	и кончая	1	1
1489	действительности в	1	1
1490	есть основания	1	1
1491	с термином	1	1
1492	не всякая	1	1
1493	которое мы	1	1
1494	который бы	1	1
1495	от мира	1	1
1496	у тебя	1	1
1497	в окружающем	1	1
1498	что может	1	1
1499	эти характеристики	2	1
1500	быть отнесены	1	1
1501	сказка но	1	1
1502	для всего	1	1
1503	самых событий	1	1
1504	в основании	3	1
1505	что так	1	1
1506	в литературе	2	1
1507	от времени	1	1
1508	романе достоевского	1	1
1509	не заметить	1	1
1510	поведения в	3	1
1511	видеть в	1	1
1512	а предмет	1	1
1513	из своих	1	1
1514	картина мира	7	1
1515	что каждый	1	1
1516	понимания этого	1	1
1517	одному и	1	1
1518	некое специфическое	1	1
1519	слова а	1	1
1520	между мифом	2	1
1521	всех прочих	1	1
1522	как цельного	1	1
1523	столь же	6	1
1524	иногда и	1	1
1525	пределах одной	1	1
1526	состояния в	1	1
1527	жизни это	1	1
1528	что к	1	1
1529	остается и	1	1
1530	а также	15	1
1531	слова но	1	1
1532	нейтральное к	1	1
1533	и тому	1	1
1534	их взаимоотношения	1	1
1535	он видел	2	1
1536	такое слово	1	1
1537	других к	1	1
1538	о жизни	1	1
1539	одном и	1	1
1540	этом в	2	1
1541	представляет собою	1	1
1542	среди всех	1	1
1543	истины и	1	1
1544	им и	1	1
1545	но по	1	1
1546	или даже	2	1
1547	природу и	1	1
1548	в греческой	2	1
1549	процессы сознания	1	1
1550	на фоне	1	1
1551	только самим	1	1
1552	нет у	1	1
1553	не столь	2	1
1554	со своей	2	1
1555	утверждения что	1	1
1556	и художественного	1	1
1557	мысль об	1	1
1558	все наши	1	1
1559	и развития	1	1
1560	процесса и	1	1
1561	не все	1	1
1562	мы к	1	1
1563	другом случае	1	1
1564	вне людей	1	1
1565	другого это	1	1
1566	истории о	1	1
1567	к одному	2	1
1568	которая как	1	1
1569	даже наиболее	1	1
1570	как показывает	2	1
1571	полной мере	1	1
1572	а к	3	1
1573	его бытии	1	1
1574	оно в	1	1
1575	он ни	2	1
1576	и внешним	1	1
1577	и точка	1	1
1578	такие же	1	1
1579	как иногда	2	1
1580	а его	1	1
1581	субъекта с	1	1
1582	перестал бы	1	1
1583	случае если	1	1
1584	и жизненная	1	1
1585	по большей	1	1
1586	с субъективностью	1	1
1587	идеал и	1	1
1588	жизни для	1	1
1589	которое уже	1	1
1590	свой опыт	1	1
1591	внутренним и	1	1
1592	одну из	2	1
1593	здесь только	1	1
1594	этом мире	2	1
1595	полнотой и	1	1
1596	что является	1	1
1597	живет и	1	1
1598	а по	2	1
1599	наконец для	1	1
1600	слова не	3	1
1601	интерес представляет	1	1
1602	в xvii	1	1
1603	на границе	1	1
1604	это также	1	1
1605	в пределах	4	1
1606	оказывается и	1	1
1607	человека с	1	1
1608	к которой	1	1
1609	слова об	1	1
1610	что из	1	1
1611	происходит от	2	1
1612	их как	1	1
1613	первые два	1	1
1614	за которыми	2	1
1615	чего она	1	1
1616	исторических лиц	1	1
1617	и принимает	1	1
1618	показывает как	1	1
1619	понятия о	1	1
1620	где на	1	1
1621	с самых	1	1
1622	в эстетической	1	1
1623	оно весьма	1	1
1624	лишь его	1	1
1625	для рассказа	2	1
1626	было уже	1	1
1627	не претендует	2	1
1628	нет как	1	1
1629	всей нашей	1	1
1630	что данная	1	1
1631	которые каждый	1	1
1632	том случае	1	1
1633	право на	1	1
1634	включает в	1	1
1635	себе самому	1	1
1636	что особенно	1	1
1637	известной степени	3	1
1638	чем та	1	1
1639	ее может	1	1
1640	на всем	1	1
1641	человек не	2	1
1642	это в	4	1
1643	ли в	1	1
1644	то все	1	1
1645	которых не	1	1
1646	как совокупность	1	1
1647	событий и	1	1
1648	и постепенно	1	1
1649	она могла	1	1
1650	которой нет	2	1
1651	три года	1	1
1652	с соответствующими	1	1
1653	и признавая	1	1
1654	обязательно нечто	1	1
1655	жизнью и	1	1
1656	форме и	1	1
1657	из уст	2	1
1658	однако на	2	1
1659	и научный	1	1
