N	2gram	Vinokur_St	formyVre
1309	как о	2	1
1310	как не	1	1
1311	с такими	1	1
1312	можно даже	1	1
1313	с собою	1	1
1314	и просто	1	1
1315	обычно у	1	1
1316	предков в	1	1
1317	была и	1	1
1318	нас интересует	1	1
1319	может не	2	1
1320	не до	2	1
1321	на своем	1	1
1322	но с	7	1
1323	их во	1	1
1324	с громадным	1	1
1325	словами и	1	1
1326	это самое	1	1
1327	как произведение	2	1
1328	к какой	1	1
1329	в изобилии	1	1
1330	только одно	1	1
1331	который он	1	1
1332	сюжетное движение	1	1
1333	время или	1	1
1334	попал в	1	1
1335	не нужен	1	1
1336	со временем	1	1
1337	нее то	1	1
1338	действия но	1	1
1339	была найдена	1	1
1340	же во	1	1
1341	дошедшие до	1	1
1342	около двух	1	1
1343	этой традиции	1	1
1344	города в	1	1
1345	такую же	1	1
1346	к отдельным	1	1
1347	плоть от	1	1
1348	на той	1	1
1349	этих проблем	1	1
1350	нет даже	2	1
1351	характера его	1	1
1352	царя в	1	1
1353	первой из	1	1
1354	таком виде	2	1
1355	в город	1	1
1356	не должно	1	1
1357	быть не	2	1
1358	на два	1	1
1359	них как	1	1
1360	из его	3	1
1361	тех пор	1	1
1362	хотя это	2	1
1363	есть место	1	1
1364	наукой и	1	1
1365	не у	2	1
1366	каждой из	1	1
1367	из которого	2	1
1368	и вся	2	1
1369	его борьба	1	1
1370	в письмах	2	1
1371	его характер	1	1
1372	эпохи но	1	1
1373	подобного рода	1	1
1374	критика в	1	1
1375	с точным	1	1
1376	тот факт	5	1
1377	бы свои	1	1
1378	при помощи	4	1
1379	это имеет	1	1
1380	так называемого	1	1
1381	данном месте	2	1
1382	не считаясь	1	1
1383	им в	2	1
1384	ставить в	1	1
1385	всех трех	2	1
1386	в данных	1	1
1387	он сохраняет	1	1
1388	большом и	1	1
1389	о причинах	1	1
1390	не абсолютно	1	1
1391	то чувство	1	1
1392	которой можно	2	1
1393	характера и	1	1
1394	слова он	1	1
1395	и глубоким	1	1
1396	существенным в	1	1
1397	том самом	1	1
1398	самый сюжет	1	1
1399	формах но	1	1
1400	на этот	5	1
1401	более глубокого	1	1
1402	бы как	1	1
1403	оставляет никаких	1	1
1404	неопределенное время	1	1
1405	раскрытия этой	1	1
1406	всего к	1	1
1407	перенесена на	1	1
1408	от плоти	1	1
1409	утверждая что	1	1
1410	в понимании	1	1
1411	наук и	1	1
1412	это просто	3	1
1413	смерти у	1	1
1414	только с	4	1
1415	вальтер скотт	1	1
1416	в настоящее	2	1
1417	исключительно в	1	1
1418	проблем как	1	1
1419	пример в	1	1
1420	истории литературы	2	1
1421	этого эпизода	1	1
1422	как к	3	1
1423	не знают	1	1
1424	было от	1	1
1425	в свое	3	1
1426	совершенно глухим	1	1
1427	что оно	4	1
1428	что ему	2	1
1429	которым он	1	1
1430	счел себя	1	1
1431	простой народ	1	1
1432	человека знающего	1	1
1433	кость от	1	1
1434	на тех	1	1
1435	это был	3	1
1436	мотивы в	1	1
1437	свидетельствует о	2	1
1438	нас не	3	1
1439	второй половине	1	1
1440	о значении	3	1
1441	место его	1	1
1442	трагедии в	3	1
1443	что значит	2	1
1444	биографии и	2	1
1445	с очень	1	1
1446	далекими и	1	1
1447	видеть в	1	1
1448	лишь то	1	1
1449	и романе	1	1
1450	обсуждается в	1	1
1451	от которого	2	1
1452	материал по	1	1
1453	а это	1	1
1454	он и	1	1
1455	трагедии и	1	1
1456	такое же	2	1
1457	в хронологическом	1	1
1458	о нем	1	1
1459	на самом	8	1
1460	на которой	2	1
1461	стали чем-то	1	1
1462	смысле этого	2	1
1463	слово в	1	1
1464	пушкин говорил	1	1
1465	в ином	1	1
1466	отступление от	1	1
1467	в виде	3	1
1468	что роман	1	1
1469	к самой	1	1
1470	сказать не	1	1
1471	было создано	1	1
1472	после этих	1	1
1473	политическая концепция	1	1
1474	его абсолютной	1	1
1475	и гораздо	1	1
1476	борьбу с	2	1
1477	и первое	1	1
1478	говорим о	1	1
1479	что является	1	1
1480	в свои	1	1
1481	xviii и	1	1
1482	только все	1	1
1483	на нее	3	1
1484	ему самому	1	1
1485	своем роде	1	1
1486	было для	2	1
1487	одного случая	1	1
1488	п значение	1	1
1489	в ту	1	1
1490	власть в	1	1
1491	в ряде	1	1
1492	только совсем	2	1
1493	и без	4	1
1494	это очень	5	1
1495	данного произведения	1	1
1496	следовало бы	2	1
1497	не подлежит	2	1
1498	имеет такой	1	1
1499	оно стало	2	1
1500	мог получить	1	1
1501	из различных	1	1
1502	но нельзя	1	1
1503	виде в	2	1
1504	в сей	1	1
1505	и следовало	1	1
1506	для критики	1	1
1507	которые являются	2	1
1508	он никогда	1	1
1509	и я	5	1
1510	чем мы	1	1
1511	по его	5	1
1512	его текст	1	1
1513	не создает	1	1
1514	половины xix	1	1
1515	нисколько не	3	1
1516	материала на	1	1
1517	причем и	1	1
1518	и традиций	1	1
1519	применении к	3	1
1520	и литературного	1	1
1521	с отношениями	1	1
1522	что тот	2	1
1523	или менее	2	1
1524	быть для	1	1
1525	сцене с	1	1
1526	но разумеется	1	1
1527	другом случае	1	1
1528	в области	16	1
1529	этих двух	4	1
1530	письма к	2	1
1531	что эти	1	1
1532	к одному	1	1
1533	всегда существенно	1	1
1534	без всякой	3	1
1535	еще до	4	1
1536	достаточно для	3	1
1537	ее неизбежности	1	1
1538	и живой	1	1
1539	свою эпоху	1	1
1540	что от	2	1
1541	за то	5	1
1542	а к	2	1
1543	в полной	1	1
1544	особенно же	1	1
1545	один у	1	1
1546	и сложный	1	1
1547	xx века	1	1
1548	начать с	2	1
1549	но кроме	1	1
1550	в наши	2	1
1551	так называемой	2	1
1552	время можно	1	1
1553	однако если	1	1
1554	силе и	1	1
1555	не по	5	1
1556	специалистов по	1	1
1557	по изучению	1	1
1558	на такие	1	1
1559	конце концов	2	1
1560	для кого	2	1
1561	дело не	4	1
1562	во второй	10	1
1563	когда он	1	1
1564	существуют в	1	1
1565	нечего и	1	1
1566	что касается	4	1
1567	к тем	1	1
1568	образа в	1	1
1569	всего его	1	1
1570	мы снова	1	1
1571	в поэме	3	1
1572	пор не	1	1
1573	д описание	1	1
1574	отношений между	3	1
1575	жив он	1	1
1576	только у	2	1
1577	факт что	6	1
1578	не следует	1	1
1579	сцен в	2	1
1580	историческая и	1	1
1581	случилось так	1	1
1582	только то	1	1
1583	и жизни	1	1
1584	этого образа	2	1
1585	от того	1	1
1586	что из	1	1
1587	и недостатки	1	1
1588	эпохи как	3	1
1589	встречаем и	1	1
1590	рассматривать как	1	1
1591	мысли об	1	1
1592	незначительным и	1	1
1593	также с	1	1
1594	что будет	1	1
1595	где эта	1	1
1596	в литературном	3	1
1597	содержанием и	1	1
1598	и самого	1	1
1599	здесь к	1	1
1600	изучения и	1	1
1601	и понятным	1	1
1602	художественного произведения	1	1
1603	все содержание	1	1
1604	произведения не	1	1
1605	в высшей	1	1
1606	в характере	1	1
1607	пушкина у	1	1
1608	к участию	1	1
1609	никому не	1	1
1610	нет как	1	1
1611	такой же	6	1
1612	в остальном	1	1
1613	на то	5	1
1614	нуждается в	2	1
1615	же это	3	1
1616	это в	4	1
1617	и глубокая	2	1
1618	некоторых из	1	1
1619	исторический роман	2	1
1620	ведь и	3	1
1621	лучшем случае	1	1
1622	сам а	1	1
1623	широко распространены	1	1
1624	и обратно	1	1
1625	заявил что	1	1
1626	когда пушкин	1	1
1627	он с	1	1
1628	слова в	1	1
1629	с соответствующими	1	1
1630	свой лад	1	1
1631	со мною	1	1
1632	части этого	2	1
1633	котором он	2	1
