N	2gram	Bakhtin_Pr	Formalny
1298	дело здесь	1	2
1299	произведения так	1	2
1300	мы условно	1	2
1301	есть не	3	2
1302	существенную роль	1	1
1303	эпохи правда	1	1
1304	образом говорит	1	1
1305	с которыми	2	1
1306	формы художественного	1	1
1307	выраженные в	1	1
1308	определение для	1	1
1309	сказать так	1	1
1310	цель построения	1	1
1311	только из	1	1
1312	и уже	3	1
1313	не слово	2	1
1314	еще раз	3	1
1315	зрения на	12	1
1316	этого в	2	1
1317	в постановке	1	1
1318	его изображения	1	1
1319	момент художественного	1	1
1320	почва для	1	1
1321	ней не	1	1
1322	объективного и	1	1
1323	кругозоре а	1	1
1324	живого и	1	1
1325	в момент	4	1
1326	он основной	1	1
1327	роль и	1	1
1328	значимость свою	1	1
1329	творчества в	3	1
1330	логика и	1	1
1331	судить о	1	1
1332	быть никаких	1	1
1333	и глубины	1	1
1334	теперь что	1	1
1335	произведение очень	1	1
1336	очень отчетливо	1	1
1337	до него	1	1
1338	и имеет	1	1
1339	каждого отдельного	1	1
1340	лишь там	2	1
1341	степени как	2	1
1342	это лишь	2	1
1343	найти и	3	1
1344	любовь к	1	1
1345	как отдельные	1	1
1346	события его	1	1
1347	с самим	3	1
1348	них есть	1	1
1349	плоскости с	4	1
1350	нее в	2	1
1351	говорили в	2	1
1352	этих своеобразных	1	1
1353	и был	3	1
1354	его замысла	1	1
1355	мысли и	5	1
1356	переносит в	1	1
1357	но тем	1	1
1358	жить и	1	1
1359	зиждется на	1	1
1360	быть вложена	1	1
1361	что дело	2	1
1362	если нет	2	1
1363	окружающей его	1	1
1364	потому не	1	1
1365	это отрицание	1	1
1366	и достоевский	3	1
1367	он развивает	1	1
1368	только тот	1	1
1369	одно из	2	1
1370	самой проблемы	1	1
1371	и тончайшей	1	1
1372	виду прежде	1	1
1373	и нужна	1	1
1374	первой и	1	1
1375	именно эти	1	1
1376	идеология достоевского	1	1
1377	и которые	1	1
1378	раз он	1	1
1379	иначе чем	1	1
1380	и против	1	1
1381	литературы к	1	1
1382	чтобы в	2	1
1383	тем то	1	1
1384	них автор	1	1
1385	в борьбе	1	1
1386	проблемы которые	1	1
1387	вступить на	1	1
1388	минуту не	1	1
1389	в духе	3	1
1390	новизна и	1	1
1391	аскольдова и	1	1
1392	возможный ответ	1	1
1393	кто и	1	1
1394	новое время	1	1
1395	и понимать	1	1
1396	образом все	2	1
1397	в живописи	1	1
1398	черты в	1	1
1399	элемент этого	1	1
1400	вот что	2	1
1401	и сам	5	1
1402	или от	1	1
1403	определяется у	1	1
1404	жизнь в	2	1
1405	как одна	1	1
1406	на такой	1	1
1407	происходит не	1	1
1408	нельзя истолковывать	1	1
1409	отчетливо и	1	1
1410	это стремление	1	1
1411	из самых	1	1
1412	форму и	2	1
1413	где они	1	1
1414	как разночинца	1	1
1415	именно о	1	1
1416	в построении	5	1
1417	замысел как	1	1
1418	было очень	1	1
1419	ведет к	1	1
1420	этот тип	1	1
1421	основной особенности	4	1
1422	бы разрешена	1	1
1423	форме в	1	1
1424	представляет ее	1	1
1425	самым основным	1	1
1426	показаться что	1	1
1427	сознанием и	2	1
1428	и внутренне	3	1
1429	самой действительности	2	1
1430	приходит в	1	1
1431	духа в	1	1
1432	что без	1	1
1433	а всегда	1	1
1434	действительности так	1	1
1435	из изображенного	1	1
1436	стремления к	1	1
1437	понимания и	2	1
1438	живого человека	1	1
1439	на эту	1	1
1440	всю эту	1	1
1441	живет не	1	1
1442	определения ни	1	1
1443	только для	2	1
1444	через все	1	1
1445	становления в	1	1
1446	он стремится	4	1
1447	по своим	4	1
1448	почти все	1	1
1449	исторический очерк	1	1
1450	понято как	1	1
1451	для их	2	1
1452	у достоевского	35	1
1453	художник и	2	1
1454	не оказывается	1	1
1455	отсюда вытекает	1	1
1456	жизни на	1	1
1457	самом конце	1	1
1458	только что	3	1
1459	должны подчеркнуть	1	1
1460	конечно гораздо	1	1
1461	в себя	3	1
1462	нем нет	1	1
1463	как только	2	1
1464	повод к	1	1
1465	действительно и	1	1
1466	потому она	1	1
1467	является как	1	1
1468	а вместе	1	1
1469	было быть	1	1
1470	это очень	4	1
1471	и образ	1	1
1472	сфер в	1	1
1473	от внешней	1	1
1474	бы сказали	1	1
1475	понятно что	1	1
1476	это из	1	1
1477	в идеалистической	1	1
1478	не служит	2	1
1479	было не	1	1
1480	случае они	1	1
1481	не предполагает	1	1
1482	европейского романа	4	1
1483	героя или	1	1
1484	не существует	1	1
1485	правда только	1	1
1486	при условии	1	1
1487	книге о	1	1
1488	еще далеко	1	1
1489	не непосредственно	1	1
1490	главе этой	1	1
1491	можно не	1	1
1492	видеть и	1	1
1493	той степени	1	1
1494	сюжетные положения	1	1
1495	и человеческой	1	1
1496	делая их	1	1
1497	вне его	2	1
1498	эти идеи	3	1
1499	искать для	2	1
1500	противоречия между	1	1
1501	силы и	1	1
1502	отсюда и	2	1
1503	романного жанра	1	1
1504	нем лишь	1	1
1505	от лица	1	1
1506	конечно что	3	1
1507	представления о	1	1
1508	материал но	1	1
1509	и изображение	1	1
1510	сохраняет свое	1	1
1511	в нескольких	1	1
1512	и идеологической	2	1
1513	критерием для	1	1
1514	нейтральны к	1	1
1515	другу и	1	1
1516	материал только	1	1
1517	какого-нибудь определенного	1	1
1518	но эти	2	1
1519	вот почему	3	1
1520	оно как	1	1
1521	глава третья	1	1
1522	времени в	2	1
1523	это делали	1	1
1524	не впервые	1	1
1525	позиции автора	1	1
1526	и той	1	1
1527	для себя	5	1
1528	из самого	2	1
1529	положений и	1	1
1530	того она	1	1
1531	существующих в	1	1
1532	старой и	1	1
1533	этих работах	1	1
1534	о них	2	1
1535	всего как	1	1
1536	в кругозоре	2	1
1537	за собой	3	1
1538	каждое слово	1	1
1539	и когда	1	1
1540	людей и	2	1
1541	и значение	1	1
1542	вот какие	1	1
1543	не обязательно	1	1
1544	свое отношение	1	1
1545	выводы о	1	1
1546	литературе нет	2	1
1547	самого понятия	1	1
1548	не выражают	1	1
1549	да иначе	1	1
1550	можно допустить	1	1
1551	уже и	2	1
1552	можно ли	1	1
1553	углом зрения	2	1
1554	от своей	1	1
1555	единство становящегося	1	1
1556	быть дана	1	1
1557	данного художественного	1	1
1558	и еще	2	1
1559	всегда и	1	1
1560	на ней	1	1
1561	этом рассуждении	1	1
1562	полновесной идеологической	1	1
1563	бы внутренне	1	1
1564	соответствия между	1	1
1565	слов о	2	1
1566	является поэтому	1	1
1567	на те	1	1
1568	дистанция между	1	1
1569	между материалом	1	1
1570	не становится	5	1
1571	самом начале	3	1
1572	об отсутствии	1	1
1573	поэтому все	1	1
1574	без всякого	1	1
1575	там для	1	1
1576	жизни как	1	1
1577	для всей	1	1
1578	наряду с	1	1
1579	он создал	2	1
1580	и оценки	2	1
1581	должно ощущаться	1	1
1582	образом как	1	1
1583	резче и	1	1
1584	своей значимости	1	1
1585	то чем	3	1
1586	не показал	1	1
1587	замысел художника	1	1
1588	ли она	1	1
1589	теряя своей	1	1
1590	ознакомлении с	1	1
1591	что все	5	1
1592	входят в	3	1
1593	и вступает	1	1
1594	не умеет	1	1
1595	с описанием	1	1
1596	исходит из	3	1
1597	можем сказать	2	1
1598	и законами	1	1
1599	кругозор и	3	1
1600	своего приема	1	1
1601	предмета изображения	1	1
1602	по поводу	2	1
1603	это своеобразие	1	1
1604	укладывающиеся в	1	1
1605	а следовательно	1	1
1606	каким был	1	1
1607	благодаря чему	2	1
1608	действие романа	2	1
1609	художественная форма	1	1
1610	сделать с	1	1
1611	художественной позиции	1	1
1612	как будто	4	1
1613	лишь один	2	1
1614	ними в	1	1
1615	анализе мы	1	1
1616	не утверждая	1	1
1617	действительность самого	1	1
1618	в связь	1	1
1619	каков бы	1	1
1620	крайней мере	3	1
1621	сумел поставить	1	1
1622	материал до	1	1
1623	смысле как	2	1
1624	действительно в	1	1
1625	усматривает в	1	1
1626	гоголь и	1	1
1627	создается впечатление	1	1
1628	пределы одной	1	1
1629	эпохи или	1	1
1630	нами особенность	1	1
1631	отдельные элементы	1	1
1632	и сюжетные	1	1
1633	самой форме	1	1
1634	художественная воля	2	1
1635	этом плане	1	1
1636	не соглашаться	1	1
1637	определенные художественные	1	1
1638	сводить к	2	1
1639	романной конструкции	1	1
1640	него как	1	1
1641	и согласие	1	1
1642	остро и	1	1
1643	изображаемого события	1	1
1644	по природе	4	1
1645	художественный замысел	1	1
1646	проблема его	1	1
1647	она и	3	1
1648	и автором	1	1
1649	нельзя сказать	1	1
1650	как живого	1	1
1651	как нам	2	1
1652	вопрос не	1	1
1653	здесь нет	3	1
1654	эта особенность	4	1
1655	сознания с	3	1
1656	поэтому слово	1	1
1657	такова была	1	1
1658	такого рода	1	1
1659	миров и	1	1
1660	сознание в	3	1
1661	поэтому можно	1	1
1662	явления но	1	1
1663	у каждого	1	1
1664	смысле в	1	1
1665	и легко	1	1
1666	не стремится	1	1
1667	смысле то	1	1
1668	находятся во	1	1
1669	есть его	1	1
1670	и формулировок	1	1
1671	ею она	1	1
1672	элементов и	1	1
1673	одной очень	1	1
1674	его произведения	1	1
1675	восприятие в	1	1
1676	может пойти	1	1
1677	их нет	1	1
1678	выбора и	1	1
1679	романе но	1	1
1680	произведения здесь	1	1
1681	процессе такой	1	1
1682	характера и	2	1
1683	смысловую идеологическую	1	1
1684	не способны	3	1
1685	вещность и	1	1
1686	напряженной борьбы	1	1
1687	себе не	1	1
1688	принадлежит лишь	1	1
1689	отрывок из	1	1
1690	в каждый	1	1
1691	художника не	1	1
1692	у него	9	1
1693	как позже	1	1
1694	не путем	1	1
1695	крайней степени	1	1
1696	работы и	1	1
1697	отраженной в	1	1
1698	бы только	1	1
1699	как отсутствие	1	1
1700	первоначально в	1	1
1701	одного человека	2	1
1702	пути и	1	1
1703	которые так	1	1
1704	до простой	3	1
1705	и единого	1	1
1706	как по	1	1
1707	героя с	3	1
1708	том отношении	1	1
1709	полемики с	1	1
1710	принципа в	2	1
1711	весь его	1	1
1712	на себя	3	1
1713	образом мы	1	1
1714	вещи не	1	1
1715	на одну	1	1
1716	достоевского оказывается	1	1
1717	выражения но	1	1
1718	оно ориентировано	1	1
1719	он дан	1	1
1720	дано в	3	1
1721	времени как	1	1
1722	вне их	2	1
1723	я и	2	1
1724	атмосферы в	1	1
1725	их он	1	1
1726	эти три	2	1
1727	не вытекает	1	1
1728	для социолога	1	1
1729	знают и	1	1
1730	времени что	1	1
1731	себя как	5	1
1732	все идеологическое	1	1
1733	эту особенность	3	1
1734	рядом с	16	1
1735	расчленяют и	1	1
1736	их понимает	1	1
1737	борьбы за	1	1
1738	быть речь	1	1
1739	автора ибо	1	1
1740	в пределы	4	1
1741	главе нашей	1	1
1742	взаимодействие не	1	1
1743	того и	1	1
1744	художественную структуру	1	1
1745	и являются	1	1
1746	не даны	1	1
1747	раскрыться и	1	1
1748	бы герой	1	1
1749	его жизни	2	1
1750	нами особенности	2	1
1751	больше всего	1	1
1752	в свете	4	1
1753	того он	1	1
1754	необычайное расширение	1	1
1755	плане художественного	1	1
1756	себе и	3	1
1757	точек зрения	5	1
1758	был не	2	1
1759	рассказа не	1	1
1760	его значение	1	1
1761	как ряд	1	1
1762	на себе	2	1
1763	и у	6	1
1764	кругозора как	1	1
1765	в противоречии	1	1
1766	человека а	2	1
1767	собой это	1	1
1768	как художественные	1	1
1769	этого оно	1	1
1770	они вступают	1	1
1771	сознании человека	2	1
1772	в индивидуальном	1	1
1773	в русской	3	1
1774	остается в	2	1
1775	этой оценки	1	1
1776	оно проявляется	1	1
1777	они действительно	1	1
1778	о себе	12	1
1779	она или	1	1
1780	новая форма	1	1
1781	героем да	1	1
1782	для его	4	1
1783	складываются и	1	1
1784	и быть	1	1
1785	если оно	1	1
1786	который является	1	1
1787	отрицательную сторону	1	1
1788	и быт	1	1
1789	и понимает	3	1
1790	каждое поэтическое	1	1
1791	что даже	1	1
1792	а автор	1	1
1793	к слову	1	1
1794	материал на	1	1
1795	и рассматривать	1	1
1796	нельзя найти	1	1
1797	как действительность	2	1
1798	ее выражения	1	1
1799	никакого существенного	2	1
1800	к роману	1	1
1801	мы говорили	1	1
1802	полноту своей	1	1
1803	стремится к	1	1
1804	взаимоотношения в	1	1
1805	если не	2	1
1806	выразить так	1	1
1807	другой тип	1	1
1808	отличен от	1	1
1809	поэтому-то и	1	1
1810	и необходимость	1	1
1811	бродера христиансена	1	1
1812	к какому-то	1	1
1813	жанровые формы	1	1
1814	дистанции между	1	1
1815	бытием и	1	1
1816	делаются попытки	1	1
1817	его творчества	8	1
1818	диалектическом становлении	1	1
1819	задача в	1	1
1820	более всего	1	1
1821	из романов	3	1
1822	вмещается в	1	1
1823	в объективном	2	1
1824	для художника	1	1
1825	идеологическая позиция	1	1
1826	оказывается в	1	1
1827	можно сделать	1	1
1828	между всеми	1	1
1829	ни один	5	1
1830	и внутреннюю	1	1
1831	является у	1	1
1832	единства произведения	2	1
1833	не тем	1	1
1834	кругозор в	1	1
1835	хотя в	1	1
1836	других людей	1	1
1837	является одним	2	1
1838	ни одно	1	1
1839	которые сами	1	1
1840	ее художественного	1	1
1841	его жизнь	2	1
1842	достоевский и	3	1
1843	человека по	2	1
1844	и затем	1	1
1845	проникнуть в	2	1
1846	иллюстрацией к	1	1
1847	то во	1	1
1848	по своей	1	1
1849	и единство	2	1
1850	организовано в	1	1
1851	изображения в	3	1
1852	направлено именно	1	1
1853	сравнительно с	1	1
1854	с ней	1	1
1855	допустить и	1	1
1856	этот период	1	1
1857	или наконец	4	1
1858	не раз	3	1
1859	всего на	1	1
1860	того кто	1	1
1861	и несколько	1	1
1862	например не	1	1
1863	не нарушая	2	1
1864	так называемого	1	1
1865	и глубоко	1	1
1866	одного сознания	10	1
1867	отношении что	1	1
1868	на который	1	1
1869	простую как	1	1
1870	и никогда	1	1
1871	этих идеологических	1	1
1872	вера в	2	1
1873	он понимает	2	1
1874	автора то	2	1
1875	необходимо еще	1	1
1876	бы его	1	1
1877	они вовсе	1	1
1878	ибо нет	1	1
1879	не входят	1	1
1880	и каждый	1	1
1881	притом как	1	1
1882	мыслью но	1	1
1883	условия для	2	1
1884	звучит в	2	1
1885	конечно на	1	1
1886	иногда в	1	1
1887	было дано	1	1
1888	но ее	1	1
1889	мысль в	1	1
1890	во взаимодействии	1	1
1891	случайна и	1	1
1892	внимания и	1	1
1893	что только	1	1
1894	и своеобразие	1	1
1895	создать из	1	1
1896	своего художественного	1	1
1897	теми же	1	1
1898	образом в	2	1
1899	существенное взаимодействие	1	1
1900	моментов ее	1	1
1901	ней в	1	1
1902	деле это	1	1
1903	он опирался	1	1
1904	есть а	2	1
1905	и вызывает	2	1
1906	историко-литературных работ	1	1
1907	бы эти	1	1
1908	поэтического творчества	2	1
1909	исконным традициям	1	1
1910	потому нет	1	1
1911	процесса и	2	1
1912	оно может	2	1
1913	его к	4	1
1914	всей полнотой	1	1
1915	развитие и	1	1
1916	развития в	1	1
1917	плане и	1	1
1918	не доказывает	1	1
1919	тем медиумом	1	1
1920	быть подчинена	1	1
1921	человека но	2	1
1922	гораздо более	1	1
1923	замысла мы	1	1
1924	не показывает	1	1
1925	одного и	2	1
1926	смысловой материал	1	1
1927	своего бытия	2	1
1928	познания в	1	1
1929	становится объектом	1	1
1930	участвующие в	1	1
1931	ложным выводам	1	1
1932	положение его	1	1
1933	сущности не	1	1
1934	самим собою	3	1
1935	лишь по	1	1
1936	случае была	1	1
1937	бы тогда	1	1
1938	зрения не	1	1
1939	видим и	1	1
1940	эту задачу	1	1
1941	таков например	1	1
1942	романа не	4	1
1943	тяжести в	1	1
1944	писал не	1	1
1945	она сама	1	1
1946	своего рода	1	1
1947	действительности поэтому	1	1
1948	так всегда	1	1
1949	мире и	1	1
1950	что совершается	1	1
1951	до крайней	1	1
1952	значит конечно	3	1
1953	произведения было	1	1
1954	одном месте	1	1
1955	а потому	4	1
1956	не укладывающиеся	1	1
1957	к лицу	1	1
1958	было как	1	1
1959	от несущественного	1	1
1960	самое слово	2	1
1961	он уже	2	1
1962	как необходимый	1	1
1963	иногда эта	1	1
1964	важной особенности	1	1
1965	является своеобразным	1	1
1966	за ним	2	1
1967	что касается	1	1
1968	и принципиальной	1	1
1969	разобранные нами	2	1
1970	как объект	4	1
1971	принципов оформления	1	1
1972	для романтизма	1	1
1973	деле нет	1	1
1974	очень ясное	1	1
1975	как объекта	1	1
1976	объясняется не	1	1
1977	которые он	3	1
1978	самой конструкции	1	1
1979	резко отличен	1	1
1980	определенной художественной	1	1
1981	из таких	1	1
1982	с миром	2	1
1983	эти чужие	1	1
1984	структурные моменты	1	1
1985	понимал и	1	1
1986	только человек	1	1
1987	способен овладеть	1	1
1988	и романа	1	1
1989	дан в	1	1
1990	поэтики как	1	1
1991	он что	1	1
1992	простой мотивировки	1	1
1993	не решен	1	1
1994	в большом	3	1
1995	мы замечаем	1	1
1996	его внутреннего	1	1
1997	нашего времени	1	1
1998	сознания одного	1	1
1999	самой жизни	2	1
2000	творческую работу	1	1
2001	и творческого	1	1
2002	из которых	3	1
2003	же нам	1	1
2004	этот принцип	3	1
2005	шинель и	2	1
2006	человека во	1	1
2007	прием а	1	1
2008	как романа	1	1
2009	свое своеобразие	2	1
2010	в единый	1	1
2011	и делает	1	1
2012	существенных моментах	1	1
2013	идеологическая значимость	1	1
2014	опоры для	2	1
2015	том и	2	1
2016	позиции в	1	1
2017	него нет	3	1
2018	на минуту	1	1
2019	под этим	2	1
2020	к постановке	1	1
2021	только еще	1	1
2022	одинаково не	2	1
2023	слова мы	1	1
2024	такого подхода	1	1
2025	и приобретает	1	1
2026	и самая	1	1
2027	него мы	1	1
2028	различны в	1	1
2029	психологии и	1	1
2030	нового не	1	1
2031	к уже	1	1
2032	дано не	2	1
2033	иных и	1	1
2034	самим собой	1	1
2035	и тонкости	1	1
2036	следовательно в	1	1
2037	что у	5	1
2038	о самом	1	1
2039	оно есть	1	1
2040	что связывало	1	1
2041	пр как	1	1
2042	ведь прежде	1	1
2043	дано и	1	1
2044	мышления о	1	1
2045	его сознания	4	1
2046	то время	3	1
2047	он я	1	1
2048	стороны со	1	1
2049	жизни эту	1	1
2050	может получить	1	1
2051	и внутренние	2	1
2052	из тех	3	1
2053	ней почти	1	1
2054	и принципы	1	1
2055	не знал	1	1
2056	их живого	1	1
2057	и непосредственные	1	1
2058	как момент	1	1
2059	мы постараемся	1	1
2060	уже совсем	1	1
2061	внутренние противоречия	1	1
2062	таких которые	1	1
2063	его основных	1	1
2064	с такими	2	1
2065	лежащие в	2	1
2066	ними не	1	1
2067	человека на	1	1
2068	в замысел	3	1
2069	приведенный нами	1	1
2070	всего чисто	1	1
2071	явлений и	1	1
2072	и были	1	1
2073	тема произведения	1	1
2074	в сравнительно	1	1
2075	и мировоззрения	1	1
2076	о котором	1	1
2077	собою в	2	1
2078	по самому	1	1
2079	сравнению с	2	1
2080	из которого	2	1
2081	литературе о	3	1
2082	знает что	1	1
2083	жанра ведь	1	1
2084	которая не	2	1
2085	выводы в	1	1
2086	замкнутым в	1	1
2087	первой главе	1	1
2088	к которой	1	1
2089	или совершенно	1	1
2090	своем собственном	1	1
2091	по крайней	3	1
2092	что из	3	1
2093	очерк и	1	1
2094	показать как	1	1
2095	все сферы	1	1
2096	и видеть	1	1
2097	частей и	1	1
2098	слова для	1	1
2099	который он	1	1
2100	и резко	1	1
2101	определения его	1	1
2102	рядом и	2	1
2103	и сделало	1	1
2104	ему принадлежит	1	1
2105	основное определение	1	1
2106	бы с	1	1
2107	его слово	2	1
2108	как целое	2	1
2109	построения как	2	1
2110	видим что	2	1
2111	не имеют	1	1
2112	это художественное	1	1
2113	быть совершенно	1	1
2114	как предмета	1	1
2115	тяготеет к	2	1
2116	его содержания	1	1
2117	задний план	1	1
2118	это за	1	1
2119	да еще	1	1
2120	но здесь	2	1
2121	мы его	2	1
2122	единства в	1	1
2123	принципа и	1	1
2124	лежат в	2	1
2125	по сравнению	2	1
2126	в зоне	2	1
2127	совершается как	1	1
2128	особых художественных	1	1
2129	быть не	1	1
2130	этом рассказе	1	1
2131	но лишь	1	1
2132	здесь вовсе	1	1
2133	одного существенного	1	1
2134	которому как	1	1
2135	остается только	1	1
2136	с которой	4	1
2137	и взаимозависимость	1	1
2138	можем судить	1	1
2139	и больше	1	1
2140	не понимает	1	1
2141	для меня	2	1
2142	уже говорили	2	1
2143	очень хорошо	1	1
2144	в университете	1	1
2145	создано так	1	1
2146	определения героя	1	1
2147	в первых	1	1
2148	прежде и	1	1
2149	впрочем и	1	1
2150	чтобы она	1	1
2151	объединения и	1	1
2152	которую он	2	1
2153	и наиболее	1	1
2154	организации и	1	1
2155	всякое идеологическое	1	1
2156	эти связи	1	1
2157	вслед за	1	1
2158	объективном мире	2	1
2159	органического единства	1	1
2160	всеми своими	2	1
2161	при определении	1	1
2162	они или	1	1
2163	друга и	2	1
2164	чем не	1	1
2165	всю полноту	1	1
2166	он есть	5	1
2167	для окончательного	1	1
2168	тогда как	1	1
2169	определенное идеологическое	1	1
2170	следовать в	1	1
2171	только это	1	1
2172	и превратить	1	1
2173	этим образом	1	1
2174	художественных заданий	1	1
2175	ведь то	1	1
2176	в творчестве	6	1
2177	резко и	1	1
2178	лишь одна	1	1
2179	автора в	4	1
2180	наличность и	1	1
2181	вячеслав иванов	4	1
2182	в данных	1	1
2183	как особая	1	1
2184	чем с	1	1
2185	при этих	2	1
2186	а путем	1	1
2187	статьи в	2	1
2188	вопрос в	1	1
2189	и там	1	1
2190	неотделима от	2	1
2191	типичное для	1	1
2192	его художественного	6	1
2193	и роста	1	1
2194	был действительно	1	1
2195	впервые в	1	1
2196	она может	1	1
2197	поэтому-то так	1	1
2198	новые и	1	1
2199	самой природе	1	1
2200	он получил	1	1
2201	так именно	1	1
2202	бы свою	1	1
2203	в образе	4	1
2204	за пределами	2	1
2205	он строится	1	1
2206	трудностях и	1	1
2207	наличного материала	1	1
2208	слова он	1	1
2209	и живую	1	1
2210	конструктивные особенности	1	1
2211	можно конечно	1	1
2212	котором мы	2	1
2213	бы сказать	1	1
2214	нелепо думать	1	1
2215	все новые	1	1
2216	мысли не	1	1
2217	данная идея	1	1
2218	характерное для	1	1
2219	на ряд	2	1
2220	к прошлому	1	1
2221	взаимодействия с	1	1
2222	деле в	1	1
2223	столько в	1	1
2224	не делают	1	1
2225	подчеркнуть что	4	1
2226	взаимодействие с	1	1
2227	идей и	1	1
2228	современности и	1	1
2229	реальность в	1	1
2230	только слово	1	1
2231	своего становления	1	1
2232	смысл может	1	1
2233	мира не	2	1
2234	лечь рядом	1	1
2235	здесь действительно	2	1
2236	у этой	1	1
2237	соприкосновение с	1	1
2238	события взаимодействия	1	1
2239	в другое	3	1
2240	внешнее и	1	1
2241	понять и	3	1
2242	к содержанию	1	1
2243	меня не	1	1
2244	стороны действительности	1	1
2245	рождается и	1	1
2246	уже с	1	1
2247	которого он	1	1
2248	автора а	2	1
2249	включенные в	1	1
2250	слова так	1	1
2251	целом это	1	1
2252	правда эту	1	1
2253	из отдельных	1	1
2254	как определенный	1	1
2255	этот термин	3	1
2256	иной чем	1	1
2257	но на	2	1
2258	мышления в	1	1
2259	не поддается	3	1
2260	тех двух	1	1
2261	мир в	4	1
2262	все элементы	1	1
2263	специфичность не	1	1
2264	благодаря этому	2	1
2265	она так	2	1
2266	даны не	1	1
2267	не во	3	1
2268	tertium non	1	1
2269	не изображает	1	1
2270	воля к	2	1
2271	навсегда не	1	1
2272	этого автора	1	1
2273	того как	1	1
2274	действительно является	1	1
2275	быть самим	1	1
2276	сколько в	2	1
2277	противоречия и	2	1
2278	отражает и	1	1
2279	идеологическими воззрениями	1	1
2280	они ничего	1	1
2281	сходятся в	1	1
2282	романа но	3	1
2283	из основных	1	1
2284	связанных лишь	1	1
2285	и завершения	1	1
2286	художественного задания	3	1
2287	художников слова	1	1
2288	которых он	1	1
2289	задание автора	1	1
2290	в определенных	1	1
2291	и сознание	2	1
2292	мире в	3	1
2293	же их	1	1
2294	только его	1	1
2295	многие из	1	1
2296	развитии и	1	1
2297	романов и	5	1
2298	non datur	1	1
2299	что так	1	1
2300	становления но	1	1
2301	в жизнь	1	1
2302	тут не	2	1
2303	и тут	1	1
2304	уже сам	1	1
2305	видеть в	1	1
2306	в предшествующей	3	1
2307	и всегда	1	1
2308	в полном	2	1
2309	в каком-нибудь	1	1
2310	не изолированно	1	1
2311	на которой	2	1
2312	лицом к	1	1
2313	его сознание	1	1
2314	их уже	1	1
2315	романа каждый	1	1
2316	быть лишь	1	1
2317	слова а	3	1
2318	в движение	1	1
2319	из дневника	1	1
2320	видим не	1	1
2321	нам важен	1	1
2322	быть прежде	1	1
2323	борьбу с	1	1
2324	герою в	4	1
2325	самый художественный	1	1
2326	полнотой и	1	1
2327	то их	1	1
2328	себе но	2	1
2329	является таким	1	1
2330	и разрушить	1	1
2331	в свои	2	1
2332	и показать	3	1
2333	произведении герой	1	1
2334	слова но	2	1
2335	говорит энгельгардт	1	1
2336	ибо все	1	1
2337	через это	1	1
2338	не довлеет	1	1
2339	иного рода	1	1
2340	не больше	1	1
2341	сцен и	1	1
2342	романной структуры	5	1
2343	всегда есть	1	1
2344	изображаемой действительности	1	1
2345	и диалога	1	1
2346	в бытии	1	1
2347	познания здесь	1	1
2348	как впрочем	1	1
2349	их взаимоотношения	1	1
2350	слагающихся в	1	1
2351	этих условиях	2	1
2352	слова слово	1	1
2353	когда все	1	1
2354	ими как	1	1
2355	единства как	1	1
2356	между собою	1	1
2357	всех сферах	1	1
2358	чтобы быть	2	1
2359	совершенно в	1	1
2360	появление новых	1	1
2361	не действительность	1	1
2362	своему существу	1	1
2363	случае не	1	1
2364	ведь он	2	1
2365	из конкретных	1	1
2366	при том	1	1
2367	входящий в	1	1
2368	если и	2	1
2369	может только	1	1
2370	есть в	10	1
2371	эти две	1	1
2372	со своею	1	1
2373	и социальная	1	1
2374	можно выразить	1	1
2375	перестать быть	1	1
2376	встретиться с	1	1
2377	с рядом	1	1
2378	же идея	2	1
2379	это происходит	1	1
2380	так нельзя	1	1
2381	на одном	1	1
2382	действительным и	1	1
2383	и всякой	2	1
2384	предмету и	1	1
2385	в событие	1	1
2386	и художественного	1	1
2387	пр каждый	1	1
2388	конечно эта	1	1
2389	можно согласиться	1	1
2390	но особенно	1	1
2391	об этом	4	1
2392	дело и	1	1
2393	условный прием	1	1
2394	и положений	2	1
2395	акакий акакиевич	1	1
2396	говорит об	2	1
2397	ему как	1	1
2398	художественные особенности	1	1
2399	на другого	1	1
2400	целого и	1	1
2401	а так	1	1
2402	при ознакомлении	1	1
2403	не все	2	1
2404	она только	1	1
2405	настоящая глава	1	1
2406	одно сознание	3	1
2407	определенном направлении	1	1
2408	остается вне	2	1
2409	ему не	2	1
2410	на них	1	1
2411	тоже не	2	1
2412	как слово	4	1
2413	критиков и	1	1
2414	творчества так	1	1
2415	романе как	1	1
2416	это взаимодействие	1	1
2417	всего необходимо	1	1
2418	равно что	1	1
2419	это конечно	1	1
2420	из контекста	1	1
2421	формы он	1	1
2422	как же	5	1
2423	на задний	1	1
2424	тона в	1	1
2425	его произведениях	3	1
2426	этого но	1	1
2427	а его	3	1
2428	контекста и	1	1
2429	которую мы	1	1
2430	идеологической мысли	1	1
2431	случае если	1	1
2432	это слияние	1	1
2433	одну особенность	1	1
2434	его внутреннюю	1	1
2435	с какой-то	1	1
2436	другими словами	2	1
2437	литературы о	6	1
2438	и касается	1	1
2439	всерьез и	1	1
2440	идею в	3	1
2441	была сделана	1	1
2442	прагматических связей	1	1
2443	отлично знает	1	1
2444	только действительность	1	1
2445	почти полностью	1	1
2446	слагающийся из	1	1
2447	предмет изображения	3	1
2448	здесь совершенно	1	1
2449	явлений а	1	1
2450	для одних	1	1
