N	2gram	Vinokur_St	FransuaR
1324	которые с	1	2
1325	бы совершенно	1	2
1326	и таким	1	2
1327	не все	3	2
1328	свое выражение	2	2
1329	выхода в	4	2
1330	в знаменитой	1	2
1331	характера в	1	2
1332	материал для	6	2
1333	для кого	2	2
1334	уже после	3	2
1335	они даже	1	2
1336	например к	1	2
1337	не с	1	2
1338	мы снова	1	2
1339	и жизни	1	2
1340	этому поводу	4	2
1341	и также	1	2
1342	встречаем и	1	2
1343	соответствуют действительности	1	2
1344	могло быть	3	2
1345	статье о	3	2
1346	показывает как	1	2
1347	и своим	1	2
1348	для такого	1	2
1349	это можно	3	2
1350	он о	1	2
1351	и начинается	1	2
1352	действительно не	3	2
1353	конечно совершенно	1	2
1354	находилась в	1	2
1355	и живо	1	2
1356	что каждая	1	2
1357	в так	1	2
1358	в каком-то	2	2
1359	если она	1	2
1360	последовательности в	1	2
1361	не надо	2	2
1362	больше того	1	2
1363	эта концепция	1	2
1364	дело однако	1	2
1365	всего это	1	2
1366	случае в	4	2
1367	по тому	1	2
1368	большой и	1	2
1369	сверх того	1	2
1370	нужно искать	4	2
1371	к числу	3	2
1372	писать на	1	2
1373	ней много	1	2
1374	намека на	1	2
1375	одному из	1	2
1376	не являются	3	2
1377	литературных и	1	2
1378	в какой	4	2
1379	еще очень	1	2
1380	на свой	2	2
1381	можно даже	1	2
1382	вовсе еще	1	2
1383	по мысли	1	2
1384	если он	1	2
1385	само собою	2	2
1386	была для	1	2
1387	языка на	1	2
1388	отличается от	2	2
1389	речь идет	6	2
1390	он по	2	2
1391	какова их	1	2
1392	раз при	1	2
1393	средства для	1	2
1394	без труда	1	2
1395	был на	1	2
1396	тем в	1	2
1397	же более	1	2
1398	которые мы	1	2
1399	не должен	2	2
1400	же у	1	2
1401	имея в	1	2
1402	сегодняшнего дня	1	2
1403	ii в	1	2
1404	несколько лет	1	2
1405	у другого	1	2
1406	этим не	1	2
1407	всего что	2	2
1408	приходит на	1	2
1409	о тех	1	2
1410	об изучении	1	2
1411	за него	2	2
1412	и историческими	1	2
1413	за его	1	2
1414	без того	1	2
1415	встречаем в	1	2
1416	не представляется	1	2
1417	значение которых	1	2
1418	гораздо более	5	2
1419	на почве	2	2
1420	и интерпретации	1	2
1421	можно предполагать	1	2
1422	каждый предмет	1	2
1423	вокруг этого	1	2
1424	всех языках	1	2
1425	усматривали в	1	2
1426	эту борьбу	1	2
1427	чем у	2	2
1428	что такое	2	2
1429	что вы	1	2
1430	время этот	1	2
1431	об их	1	2
1432	прежде чем	1	2
1433	эта традиция	1	2
1434	и вместе	1	2
1435	и характер	1	2
1436	всего его	1	2
1437	он жил	1	2
1438	а только	1	2
1439	это тоже	1	2
1440	нельзя недооценивать	1	2
1441	и отдельные	1	2
1442	именно как	1	2
1443	которая является	1	2
1444	французском языке	1	2
1445	того в	1	2
1446	был уже	1	2
1447	две стороны	1	2
1448	описание этого	1	2
1449	с традициями	1	2
1450	еще только	1	2
1451	раз я	2	2
1452	на той	1	2
1453	объясняется и	1	2
1454	но вовсе	1	2
1455	если б	5	2
1456	но зато	1	2
1457	не приходится	5	2
1458	для установления	3	2
1459	они свидетельствуют	1	2
1460	ни одно	1	2
1461	на стороне	1	2
1462	есть место	1	2
1463	ко времени	2	2
1464	но без	1	2
1465	вопрос в	4	2
1466	общего с	3	2
1467	бы его	1	2
1468	найти в	1	2
1469	звучит в	1	2
1470	это делает	1	2
1471	тесно связан	1	2
1472	то понимание	1	2
1473	уходит в	1	2
1474	обращается к	1	2
1475	лет спустя	1	2
1476	я уже	3	2
1477	но также	13	2
1478	являются лишь	1	2
1479	человек с	1	2
1480	года он	1	2
1481	в комментариях	1	2
1482	в науке	1	2
1483	мы пока	1	2
1484	душа моя	1	2
1485	был тесно	1	2
1486	строгой и	1	2
1487	силе и	1	2
1488	беседует с	1	2
1489	если не	4	2
1490	но вот	1	2
1491	и придает	1	2
1492	и действительно	1	2
1493	к будущему	1	2
1494	присутствует в	3	2
1495	к самым	1	2
1496	за свое	1	2
1497	чтобы убедиться	1	2
1498	ничего общего	3	2
1499	и шекспиром	1	2
1500	которой был	1	2
1501	одним и	2	2
1502	мог не	1	2
1503	время оно	1	2
1504	совпадает с	3	2
1505	в середине	2	2
1506	этому не	1	2
1507	ряд новых	1	2
1508	при помощи	4	2
1509	это же	1	2
1510	тогда и	1	2
1511	соответствии с	1	2
1512	время не	1	2
1513	мог бы	1	2
1514	при котором	1	2
1515	где эта	1	2
1516	где бы	1	2
1517	только о	1	2
1518	еще одну	1	2
1519	в обоих	2	2
1520	так с	1	2
1521	чем кажется	1	2
1522	не больше	1	2
1523	в могилу	1	2
1524	бы на	1	2
1525	на громадное	1	2
1526	что теперь	1	2
1527	указание на	1	2
1528	в ином	1	2
1529	что к	1	2
1530	характер его	1	2
1531	странах европы	1	2
1532	власть в	1	2
1533	случае не	3	2
1534	с историей	2	2
1535	поняли и	1	2
1536	этой главы	3	2
1537	они есть	1	2
1538	о каком	1	2
1539	мысли в	1	2
1540	в меру	1	2
1541	но разумеется	1	2
1542	другом случае	1	2
1543	не дают	1	2
1544	известном смысле	1	2
1545	совершенно неправильно	2	2
1546	и снова	1	2
1547	целое в	1	2
1548	что от	2	2
1549	только к	2	2
1550	понятно почему	1	2
1551	и новым	1	2
1552	некоторых из	1	2
1553	под ред	1	2
1554	так называемой	2	2
1555	на такие	1	2
1556	довольно часто	1	2
1557	важно подчеркнуть	1	2
1558	слова с	1	2
1559	к тем	1	2
1560	не существовало	1	2
1561	пор не	1	2
1562	был для	4	2
1563	таких случаях	1	2
1564	с кем	1	2
1565	повод для	2	2
1566	всей его	1	2
1567	еще на	1	2
1568	котором говорит	1	2
1569	которой можно	2	2
1570	громадный успех	1	2
1571	тот кто	1	2
1572	при таком	2	2
1573	приведенный отрывок	1	2
1574	наши дни	1	2
1575	этих словах	2	2
1576	половины xix	1	2
1577	только после	1	2
1578	суждения о	2	2
1579	с общим	1	2
1580	ни был	1	2
1581	на французском	1	2
1582	еще несколько	2	1
1583	мере он	1	1
1584	сам был	1	1
1585	романа следующее	1	1
1586	никогда и	1	1
1587	от необходимости	1	1
1588	что почти	1	1
1589	слову в	1	1
1590	зрения их	2	1
1591	же нужно	1	1
1592	и имеет	1	1
1593	себе целью	4	1
1594	самым важным	1	1
1595	вместе взятые	1	1
1596	на работу	1	1
1597	которые должны	1	1
1598	романа эти	1	1
1599	которое я	2	1
1600	образа в	1	1
1601	литературы а	1	1
1602	сказано но	1	1
1603	является в	1	1
1604	свидетельствующие о	1	1
1605	и говорить	1	1
1606	относится прежде	1	1
1607	но первые	1	1
1608	ссылкой на	1	1
1609	в издании	8	1
1610	и низким	2	1
1611	была лишена	1	1
1612	около г	1	1
1613	был знаком	1	1
1614	роста но	1	1
1615	но что	2	1
1616	обстоятельство что	4	1
1617	этом основании	1	1
1618	совсем особый	1	1
1619	по пути	1	1
1620	в материал	1	1
1621	i но	1	1
1622	вот что	3	1
1623	знаменитое письмо	1	1
1624	и откровенной	1	1
1625	им по	1	1
1626	каким образом	1	1
1627	довольно близко	1	1
1628	не хотят	1	1
1629	что форма	1	1
1630	и абсолютно	1	1
1631	зато в	2	1
1632	именно они	1	1
1633	уже на	1	1
1634	времени была	1	1
1635	я же	1	1
1636	исходить из	1	1
1637	другому не	1	1
1638	когда увидел	1	1
1639	я могу	1	1
1640	я от	1	1
1641	самого и	2	1
1642	в соответствии	1	1
1643	производили на	1	1
1644	здесь дело	2	1
1645	драмы в	1	1
1646	которые если	1	1
1647	прошлого века	1	1
1648	является для	1	1
1649	из монастыря	1	1
1650	смешно как	1	1
1651	на точку	2	1
1652	в форму	1	1
1653	не его	1	1
1654	главный мотив	1	1
1655	и впредь	1	1
1656	смысл этого	2	1
1657	частный вопрос	1	1
1658	всем его	1	1
1659	вложено в	1	1
1660	было быть	1	1
1661	ведь ни	1	1
1662	была создана	1	1
1663	дикого и	1	1
1664	трагедия не	2	1
1665	и дело	2	1
1666	темам и	1	1
1667	чтобы и	1	1
1668	нашел в	1	1
1669	вопрос о	9	1
1670	отвечая на	1	1
1671	исключительно для	1	1
1672	дело только	1	1
1673	что мне	1	1
1674	трудно было	1	1
1675	был тот	1	1
1676	конце года	1	1
1677	которых я	1	1
1678	предисловия к	2	1
1679	обратился к	1	1
1680	этот текст	2	1
1681	она вся	1	1
1682	к своей	1	1
1683	этой особой	1	1
1684	и литературная	2	1
1685	борьбе с	1	1
1686	а между	2	1
1687	что же	6	1
1688	от той	1	1
1689	рукописи есть	1	1
1690	всегда будет	2	1
1691	пути от	1	1
1692	с другим	1	1
1693	и разнообразием	1	1
1694	собственному признанию	1	1
1695	казалось что	1	1
1696	трех случаях	1	1
1697	величайшим трудом	1	1
1698	они подверглись	1	1
1699	зато очень	1	1
1700	и научной	2	1
1701	издании и	2	1
1702	могла появиться	1	1
1703	это что	1	1
1704	было чуждо	1	1
1705	которыми так	1	1
1706	это лучшее	1	1
1707	это почти	1	1
1708	себя до	1	1
1709	тогда очень	1	1
1710	нет никаких	2	1
1711	три недели	1	1
1712	о связи	1	1
1713	курсив мой	1	1
1714	писал в	2	1
1715	является прямым	1	1
1716	мысли об	1	1
1717	то ее	1	1
1718	извлеченными из	1	1
1719	или иным	3	1
1720	связан не	1	1
1721	освящены традицией	1	1
1722	не за	1	1
1723	эпохи не	3	1
1724	классики и	1	1
1725	следует своему	1	1
1726	отношении в	1	1
1727	приведу еще	1	1
1728	раза и	1	1
1729	смертном одре	1	1
1730	воплощенной в	1	1
1731	там нет	1	1
1732	он к	1	1
1733	ученого и	1	1
1734	теории в	1	1
1735	еще больше	1	1
1736	формы но	1	1
1737	отметить еще	1	1
1738	марта года	1	1
1739	господствующей в	1	1
1740	с тех	1	1
1741	с народом	1	1
1742	своем пути	1	1
1743	момент рождения	1	1
1744	гл iii	1	1
1745	место его	1	1
1746	типичную для	1	1
1747	и кажется	1	1
1748	и последующие	1	1
1749	изображении событий	1	1
1750	согласно которому	1	1
1751	как можно	2	1
1752	отклик на	1	1
1753	научной работы	4	1
1754	просто поражают	1	1
1755	бы только	2	1
1756	слиться в	1	1
1757	бы думать	2	1
1758	так во	1	1
1759	что там	2	1
1760	за основу	2	1
1761	писатель в	1	1
1762	каждой его	1	1
1763	всего строя	1	1
1764	и позволяет	1	1
1765	введенных в	1	1
1766	как считал	1	1
1767	правильному и	1	1
1768	китайской стеной	1	1
1769	ведут в	1	1
1770	под его	2	1
1771	не отделены	1	1
1772	как говорит	3	1
1773	возможным в	1	1
1774	в деле	3	1
1775	лишь на	1	1
1776	лет до	2	1
1777	роман на	2	1
1778	и занятия	1	1
1779	характерная черта	1	1
1780	если я	1	1
1781	в двадцатых	1	1
1782	больше и	1	1
1783	но каждый	1	1
1784	к вопросу	1	1
1785	на границе	1	1
1786	жизни то	1	1
1787	что как	3	1
1788	имеет ничего	2	1
1789	этого противопоставления	1	1
1790	искать не	2	1
1791	времени вполне	1	1
1792	свою историческую	1	1
1793	две такие	1	1
1794	участию в	1	1
1795	сцену в	1	1
1796	опору в	1	1
1797	здесь находим	2	1
1798	только путем	1	1
1799	области изучения	2	1
1800	является основой	1	1
1801	бы она	1	1
1802	в наше	1	1
1803	прямую связь	1	1
1804	в обычных	1	1
1805	принадлежит в	1	1
1806	чтобы он	1	1
1807	тот общий	1	1
1808	чем как	1	1
1809	и которая	1	1
1810	не один	1	1
1811	этой женщины	1	1
1812	вот несколько	2	1
1813	ни была	2	1
1814	не стоят	1	1
1815	ею не	1	1
1816	из каких	1	1
1817	возможно по	1	1
1818	вообще можно	2	1
1819	ссылается в	1	1
1820	в остальных	3	1
1821	им самим	2	1
1822	или иное	3	1
1823	такого понимания	1	1
1824	основы его	1	1
1825	почти каждый	1	1
1826	а тем	1	1
1827	века из	1	1
1828	отрицательную оценку	1	1
1829	в вину	1	1
1830	направлением в	1	1
1831	безусловно был	1	1
1832	сохраняют в	1	1
1833	больше места	1	1
1834	или о	2	1
1835	гете на	1	1
1836	года но	1	1
1837	его личности	1	1
1838	прошлом но	1	1
1839	также имеют	1	1
1840	несомненно и	1	1
1841	так уж	1	1
1842	от истории	1	1
1843	дает очень	1	1
1844	всю жизнь	1	1
1845	которое на	1	1
1846	петра i	2	1
1847	он думал	1	1
1848	находили и	1	1
1849	но кроме	1	1
1850	с с	1	1
1851	существенно нового	1	1
1852	то место	2	1
1853	можно с	1	1
1854	в число	1	1
1855	вызвать у	1	1
1856	чем обычно	1	1
1857	вообще нет	2	1
1858	действительно было	1	1
1859	раньше чем	4	1
1860	г как	2	1
1861	доказывает что	1	1
1862	с неба	1	1
1863	являются чем-то	1	1
1864	одной книжки	1	1
1865	свои стихи	1	1
1866	этом споре	1	1
1867	на деле	1	1
1868	черты его	1	1
1869	и против	1	1
1870	старика но	1	1
1871	ii но	3	1
1872	что этим	1	1
1873	на анализе	1	1
1874	из таких	2	1
1875	не умеют	1	1
1876	самому и	1	1
1877	опираться на	1	1
1878	скажу что	1	1
1879	целого ряда	2	1
1880	воображения и	1	1
1881	с ума	1	1
1882	в живых	1	1
1883	это их	2	1
1884	хотя эти	1	1
1885	она безусловно	1	1
1886	формам в	1	1
1887	второй части	2	1
1888	там в	1	1
1889	один человек	1	1
1890	редкими исключениями	1	1
1891	во дворце	1	1
1892	из текстов	1	1
1893	суд и	1	1
1894	с политической	2	1
1895	сами по	2	1
1896	внимание только	1	1
1897	этап в	1	1
1898	с целью	1	1
1899	подняться до	1	1
1900	сохранить все	1	1
1901	только несколько	1	1
1902	поэзии так	1	1
1903	еще с	1	1
1904	обоих случаях	2	1
1905	от реальной	1	1
1906	как царь	1	1
1907	утверждение в	1	1
1908	можно назвать	3	1
1909	к которым	1	1
1910	ему по	1	1
1911	по собственному	1	1
1912	на другую	1	1
1913	целый мир	1	1
1914	с такими	1	1
1915	историческое явление	1	1
1916	отнесены к	1	1
1917	и т	36	1
1918	нас интересует	1	1
1919	уважение к	1	1
1920	поэзии и	3	1
1921	который не	3	1
1922	не знали	2	1
1923	в стихах	2	1
1924	литературе о	1	1
1925	эта последняя	1	1
1926	иностранные языки	1	1
1927	пр но	1	1
1928	написанная в	1	1
1929	к другому	1	1
1930	центрального образа	1	1
1931	и было	1	1
1932	что бы	1	1
1933	было видеть	1	1
1934	то здесь	1	1
1935	смысл то	1	1
1936	основания и	1	1
1937	то я	1	1
1938	перестали быть	1	1
1939	конечно все	1	1
1940	который он	1	1
1941	с нашими	1	1
1942	которых можно	1	1
1943	и довольно	1	1
1944	к остальным	1	1
1945	в прозе	1	1
1946	драмы и	1	1
1947	поцелуй в	3	1
1948	ли говорить	1	1
1949	знали и	1	1
1950	прочим и	1	1
1951	о значении	3	1
1952	было сделать	1	1
1953	более чем	3	1
1954	даже сказать	1	1
1955	отступления от	1	1
1956	не полно	1	1
1957	осенью года	1	1
1958	во мне	1	1
1959	в изд	3	1
1960	художественных произведений	1	1
1961	бы сказал	1	1
1962	не быть	1	1
1963	что судьба	1	1
1964	в школе	1	1
1965	и будущих	1	1
1966	тех пор	1	1
1967	наукой и	1	1
1968	и теперь	2	1
1969	самый страшный	1	1
1970	место у	1	1
1971	на иностранные	1	1
1972	конечно это	2	1
1973	другую не	1	1
1974	приводит в	2	1
1975	отношении к	3	1
1976	и ему	2	1
1977	в приложении	1	1
1978	говорят что	2	1
1979	мнение о	2	1
1980	на основании	2	1
1981	имеет никакого	1	1
1982	ни были	2	1
1983	и стремление	1	1
1984	не заметил	1	1
1985	что когда	1	1
1986	это имеет	1	1
1987	тогда как	1	1
1988	и наоборот	1	1
1989	никаких оснований	2	1
1990	достигший своего	1	1
1991	еще страннее	1	1
1992	самым значительным	1	1
1993	никаких признаков	1	1
1994	указано в	1	1
1995	в данной	2	1
1996	время был	1	1
1997	в глазах	1	1
1998	именно то	1	1
1999	своеобразия и	1	1
2000	в каждый	1	1
2001	речи на	1	1
2002	изд г	8	1
2003	успехом в	1	1
2004	и исключительно	1	1
2005	формы для	1	1
2006	где между	1	1
2007	переход к	1	1
2008	и проч	1	1
2009	к истории	2	1
2010	замысле и	1	1
2011	сказано что	1	1
2012	от плоти	1	1
2013	понимания всего	1	1
2014	дело именно	1	1
2015	случаев это	1	1
2016	это просто	3	1
2017	только потому	2	1
2018	состояния духа	1	1
2019	то или	3	1
2020	исключительно в	1	1
2021	котором теперь	1	1
2022	с каким	1	1
2023	пример в	1	1
2024	его через	1	1
2025	новый и	1	1
2026	и какой	1	1
2027	главное он	1	1
2028	его замысле	1	1
2029	еще отметить	2	1
2030	нас нет	7	1
2031	из второй	1	1
2032	была чужда	1	1
2033	подход автора	1	1
2034	на на	1	1
2035	мотивы в	1	1
2036	действительно является	1	1
2037	до последних	1	1
2038	грубыми и	1	1
2039	месте своей	1	1
2040	в стихотворных	1	1
2041	а это	1	1
2042	которого я	1	1
2043	мало того	1	1
2044	истории как	1	1
2045	легенде о	1	1
2046	ранее не	1	1
2047	стихию как	1	1
2048	нет это	2	1
2049	им с	1	1
2050	основана на	2	1
2051	и поперек	1	1
2052	людовика xiv	1	1
2053	большая часть	2	1
2054	есть люди	1	1
2055	всех прочих	1	1
2056	нашел бы	1	1
2057	но то	1	1
2058	же цели	1	1
2059	что является	1	1
2060	что элементы	1	1
2061	быть ни	1	1
2062	в свои	1	1
2063	двадцатых годов	2	1
2064	этого произведения	2	1
2065	завоевать популярность	1	1
2066	что будет	1	1
2067	и xix	1	1
2068	к молодому	1	1
2069	отрицать что	1	1
2070	надо ли	1	1
2071	на высоту	1	1
2072	более что	2	1
2073	этом в	1	1
2074	не похож	1	1
2075	совершенно точно	1	1
2076	нас к	2	1
2077	очень большое	4	1
2078	этот раз	2	1
2079	но нельзя	1	1
2080	привычны и	1	1
2081	действительно есть	1	1
2082	и могут	1	1
2083	говорить как	1	1
2084	по тем	1	1
2085	тогда действительно	1	1
2086	комментариях к	1	1
2087	котором все	1	1
2088	о роли	1	1
2089	примера в	1	1
2090	он заявляет	1	1
2091	и полностью	1	1
2092	бы это	2	1
2093	такие слова	1	1
2094	с фигурой	1	1
2095	тех лет	1	1
2096	того или	4	1
2097	стихией и	1	1
2098	это объясняется	2	1
2099	не показано	1	1
2100	же объективное	1	1
2101	сам не	1	1
2102	по первому	2	1
2103	пр в	1	1
2104	образом мы	1	1
2105	несомненным что	2	1
2106	и социального	1	1
2107	которая для	1	1
2108	ряду с	1	1
2109	по дороге	1	1
2110	без всяких	2	1
2111	каждом из	1	1
2112	совпадали с	1	1
2113	потому ли	2	1
2114	литературы о	1	1
2115	эти общие	1	1
2116	к произведениям	1	1
2117	и иные	2	1
2118	есть произведение	1	1
2119	индивидуальной личности	1	1
2120	пока в	1	1
2121	эти утверждения	1	1
2122	борьбу в	1	1
2123	истории а	1	1
2124	чтобы я	1	1
2125	отвращение к	2	1
2126	и xi	2	1
2127	то обстоятельство	3	1
2128	на меня	2	1
2129	специальные труды	1	1
2130	а по	1	1
2131	на крайний	1	1
2132	пользовался при	1	1
2133	описаний в	1	1
2134	русского языка	2	1
2135	полезно но	1	1
2136	борьбу за	1	1
2137	времени однако	1	1
2138	все были	1	1
2139	смысл его	1	1
2140	и напрасно	1	1
2141	тем или	3	1
2142	идет о	3	1
2143	обвинений против	1	1
2144	написал на	1	1
2145	правильно и	1	1
2146	народу в	1	1
2147	на путь	1	1
2148	рядом других	2	1
2149	текста и	1	1
2150	не верит	2	1
2151	художественного произведения	1	1
2152	на смертном	1	1
2153	бы одним	1	1
2154	основания для	1	1
2155	приложении к	1	1
2156	к участию	1	1
2157	в голову	2	1
2158	июне года	1	1
2159	одним глазом	1	1
2160	авторы этих	1	1
2161	в остальном	1	1
2162	из соображений	1	1
2163	грамматики и	1	1
2164	что сей	1	1
2165	и глубокая	2	1
2166	он пытался	1	1
2167	эту сцену	1	1
2168	великих и	1	1
2169	точно и	2	1
2170	и близкого	1	1
2171	и избрал	1	1
2172	люди которые	3	1
2173	богатого и	2	1
2174	без строгой	1	1
2175	несомненно что	1	1
2176	нет здесь	1	1
2177	которой все	1	1
2178	разные формы	1	1
2179	этого в	1	1
2180	текстологическая работа	2	1
2181	тему о	2	1
2182	многое в	1	1
2183	в момент	1	1
2184	его друзей	1	1
2185	в плоскость	1	1
2186	будущих поколений	1	1
2187	например он	1	1
2188	сцены не	1	1
2189	позволяют себе	2	1
2190	и родовой	1	1
2191	на память	1	1
2192	в историческую	2	1
2193	произведений мировой	1	1
2194	с искусством	1	1
2195	должно заметить	1	1
2196	с величайшим	2	1
2197	детали в	1	1
2198	значение этой	1	1
2199	это нужно	1	1
2200	и стремится	1	1
2201	в социальной	1	1
2202	остановиться на	1	1
2203	народ и	1	1
2204	далее в	4	1
2205	странным и	1	1
2206	собой разумеется	1	1
2207	то не	3	1
2208	от этих	1	1
2209	точности соответствует	1	1
2210	говорить что	1	1
2211	ссылались на	1	1
2212	этого издания	8	1
2213	уже решительно	1	1
2214	научная литература	1	1
2215	а там	1	1
2216	их не	1	1
2217	он имеет	1	1
2218	исторические события	1	1
2219	и другом	1	1
2220	их обычно	1	1
2221	несколько примеров	5	1
2222	не следует	1	1
2223	а во-вторых	2	1
2224	имеет для	1	1
2225	результате этого	1	1
2226	мысль о	2	1
2227	а того	1	1
2228	французской революции	1	1
2229	но важно	1	1
2230	г эти	1	1
2231	тридцатых годов	1	1
2232	бы все	3	1
2233	и принципиальной	1	1
2234	по внешности	1	1
2235	свои выводы	1	1
2236	только более	1	1
2237	над тем	2	1
2238	по плечу	1	1
2239	укладывается в	1	1
2240	очень велика	1	1
2241	позволяет себе	2	1
2242	в письме	5	1
2243	нельзя при	1	1
2244	обращение к	1	1
2245	изучения источников	1	1
2246	из современников	1	1
2247	бы склонен	1	1
2248	в театральном	2	1
2249	время с	1	1
2250	серьезностью и	1	1
2251	одно время	1	1
2252	чем так	1	1
2253	за рамки	1	1
2254	на человека	1	1
2255	чтобы найти	1	1
2256	знакомство с	1	1
2257	и освящены	1	1
2258	слава богу	1	1
2259	не создает	1	1
2260	изучении в	1	1
2261	доказать что	2	1
2262	очень велико	1	1
2263	значение то	1	1
2264	эти обвинения	1	1
2265	заимствовал из	1	1
2266	с личной	1	1
2267	своему времени	1	1
2268	уже о	6	1
2269	с властью	1	1
2270	очень долго	1	1
2271	которым в	1	1
2272	ну а	1	1
2273	результате с	1	1
2274	не подвергался	1	1
2275	действительностью в	1	1
2276	то как	1	1
2277	духе как	1	1
2278	композиционного единства	1	1
2279	они делают	1	1
2280	убедиться в	2	1
2281	его собственной	3	1
2282	нам что	1	1
2283	же духе	1	1
2284	потому это	1	1
2285	я думаю	11	1
2286	считаться с	2	1
2287	не становится	1	1
2288	происходит известная	1	1
2289	у себя	1	1
2290	не считались	1	1
2291	как правило	2	1
2292	в сцене	7	1
2293	объяснение в	1	1
2294	место для	1	1
2295	простое и	1	1
2296	глазом на	1	1
2297	причем в	2	1
2298	как результат	1	1
2299	исходит из	1	1
2300	с именем	2	1
2301	согласиться с	1	1
2302	почти единственным	1	1
2303	первое издание	1	1
2304	не понял	1	1
2305	какой степени	1	1
2306	романа и	1	1
2307	какая-то особая	1	1
2308	именно там	1	1
2309	упоминать о	1	1
2310	эпитетов характеризующих	1	1
2311	сто лет	3	1
2312	на каждое	1	1
2313	или лучше	2	1
2314	есть также	1	1
2315	чтобы читатель	1	1
2316	едва ли	1	1
2317	развитии этой	1	1
2318	он считал	1	1
2319	смысле как	1	1
2320	не поняли	1	1
2321	к истине	1	1
2322	в подобных	1	1
2323	он имел	1	1
2324	своего социального	1	1
2325	поблизости от	1	1
2326	действительно ли	1	1
2327	элемент в	1	1
2328	конечно есть	1	1
2329	в обеих	5	1
2330	оказалась не	1	1
2331	царя в	1	1
2332	самый язык	1	1
2333	в поисках	1	1
2334	борьба вокруг	1	1
2335	история этих	1	1
2336	такое место	1	1
2337	обычно не	1	1
2338	отношении чрезвычайно	1	1
2339	него самого	2	1
2340	не соответствует	1	1
2341	тем не	4	1
2342	по мнению	4	1
2343	оно-то и	1	1
2344	и нужно	3	1
2345	многих отношениях	1	1
2346	на стр	4	1
2347	отсюда что	1	1
2348	спустя после	1	1
2349	народных массах	1	1
2350	интересно еще	1	1
2351	исторического исследования	1	1
2352	оказывается для	1	1
2353	внешнего мира	1	1
2354	в июне	1	1
2355	ставить в	1	1
2356	писался в	1	1
2357	письма к	2	1
2358	в зависимости	2	1
2359	столько же	3	1
2360	не чужда	1	1
2361	в ожидании	1	1
2362	требует и	1	1
2363	него со	1	1
2364	к каждой	1	1
2365	первую очередь	2	1
2366	на тот	1	1
2367	влево от	1	1
2368	конечно на	1	1
2369	и страх	1	1
2370	и последующего	1	1
2371	особенно сильно	1	1
2372	именно такова	1	1
2373	иным как	1	1
2374	он лишь	1	1
2375	по одной	1	1
2376	отмечали что	1	1
2377	письме к	7	1
2378	же касается	3	1
2379	оно свидетельствует	1	1
2380	могло бы	3	1
2381	с острым	1	1
2382	подобные явления	1	1
2383	на последнем	2	1
2384	вопроса о	3	1
2385	характере и	1	1
2386	пребывания в	3	1
2387	на которую	1	1
2388	перестал быть	1	1
2389	как литературная	1	1
2390	материалом для	1	1
2391	чувствует свою	1	1
2392	первой строфе	2	1
2393	не годится	1	1
2394	пор в	1	1
2395	конечно еще	1	1
2396	поэтому так	1	1
2397	которых в	3	1
2398	современности но	1	1
2399	например мы	1	1
2400	раз того	1	1
2401	от обычной	1	1
2402	очевидно не	2	1
2403	в прозаических	1	1
2404	к новым	1	1
2405	xvii в	1	1
2406	ряда других	1	1
2407	какую-то особую	1	1
2408	дает чрезвычайно	1	1
2409	с историческими	1	1
2410	был вполне	1	1
2411	очевидно в	1	1
2412	неотделим от	1	1
2413	большое значение	2	1
2414	примеры и	2	1
2415	не место	1	1
2416	это может	1	1
2417	см у	1	1
2418	с большой	1	1
2419	и большинство	2	1
2420	так называемого	1	1
2421	мысли чтобы	1	1
2422	ее вниз	1	1
2423	но внутри	1	1
2424	у некоторых	1	1
2425	не зная	2	1
2426	о самом	1	1
2427	он сжег	1	1
2428	и философской	1	1
2429	должна создать	1	1
2430	но нет	2	1
2431	до сегодняшнего	1	1
2432	не значит	3	1
2433	и историки	1	1
2434	столь же	5	1
2435	чтобы оно	1	1
2436	которая на	1	1
2437	глубоко родственны	1	1
2438	в горле	1	1
2439	бы эти	1	1
2440	речи о	1	1
2441	кто знает	2	1
2442	или иного	4	1
2443	его смерти	1	1
2444	его времени	2	1
2445	рождению или	1	1
2446	каждого из	3	1
2447	до его	2	1
2448	наше время	1	1
2449	лет притом	1	1
2450	были бы	2	1
2451	показателен для	1	1
2452	высота и	1	1
2453	основе этой	1	1
2454	читателей так	1	1
2455	выше с	1	1
2456	не нашел	2	1
2457	нечего и	1	1
2458	его создания	1	1
2459	жаловался что	1	1
2460	почти потому	1	1
2461	был очень	1	1
2462	после выхода	1	1
2463	такова же	1	1
2464	милостивый государь	1	1
2465	с и	1	1
2466	и который	3	1
2467	его душу	1	1
2468	показывает что	1	1
2469	на ее	1	1
2470	в литературной	1	1
2471	к античным	1	1
2472	для себя	3	1
2473	тогда он	1	1
2474	справиться с	1	1
2475	литературных явлений	1	1
2476	не смеет	1	1
2477	для борьбы	1	1
2478	нашего времени	1	1
2479	материал но	1	1
2480	времени когда	1	1
2481	не страшен	1	1
2482	об истории	2	1
2483	числе конечно	1	1
2484	он почти	1	1
2485	данные в	1	1
2486	чем для	1	1
2487	бы они	1	1
2488	взглядов на	1	1
2489	с шекспиром	1	1
2490	начало этой	1	1
2491	и герои	1	1
2492	я считаю	5	1
2493	случая к	1	1
2494	зрения этого	1	1
2495	трудно видеть	1	1
2496	именно об	1	1
2497	тех местах	1	1
2498	я имею	1	1
2499	во что	1	1
2500	двух сторон	1	1
2501	самой земле	1	1
