N	2gram	Potebnia_M	Analitik
1313	что для	5	1
1314	или лучше	3	1
1315	образы и	1	1
1316	и каждый	1	1
1317	его личности	1	1
1318	и трижды	1	1
1319	лучше сказать	3	1
1320	с чем	3	1
1321	сына из	1	1
1322	пустым звуком	1	1
1323	с которым	3	1
1324	которая на	1	1
1325	мы помним	1	1
1326	в человеческой	3	1
1327	чтобы осмыслить	1	1
1328	не безразличная	1	1
1329	высшего порядка	1	1
1330	оно действительно	1	1
1331	своей и	1	1
1332	всем остальным	2	1
1333	о сознательном	1	1
1334	есть восприятие	1	1
1335	самые разнообразные	1	1
1336	собственное имя	1	1
1337	его сущности	1	1
1338	с с	1	1
1339	кто знает	1	1
1340	еще менее	1	1
1341	нам только	1	1
1342	одно слово	6	1
1343	иначе не	1	1
1344	меньшей степени	1	1
1345	между собою	13	1
1346	каждого из	2	1
1347	было только	1	1
1348	подобно всякому	1	1
1349	которые могут	1	1
1350	что до	3	1
1351	лишь по	1	1
1352	искусства так	1	1
1353	можно только	3	1
1354	для многих	1	1
1355	уже на	2	1
1356	как теперь	2	1
1357	от нее	2	1
1358	природа а	1	1
1359	на деле	8	1
1360	собственном смысле	2	1
1361	а потому	8	1
1362	быть только	5	1
1363	например и	2	1
1364	и против	1	1
1365	личности на	1	1
1366	бы мало	2	1
1367	он уже	1	1
1368	от сознания	3	1
1369	в науках	1	1
1370	отношению ко	1	1
1371	в последнем	4	1
1372	жизни без	1	1
1373	не мешает	1	1
1374	словом которое	3	1
1375	представить себе	5	1
1376	мысли так	2	1
1377	его уже	1	1
1378	них в	2	1
1379	как содержание	1	1
1380	этих рядов	1	1
1381	другой а	1	1
1382	от такой	2	1
1383	его с	3	1
1384	будто в	1	1
1385	на ее	2	1
1386	направления мысли	1	1
1387	двери и	1	1
1388	чтобы вместе	1	1
1389	ср с	1	1
1390	глядя на	2	1
1391	говорит нам	2	1
1392	с миром	1	1
1393	связей с	1	1
1394	не всякий	1	1
1395	двух слов	6	1
1396	на известную	1	1
1397	действительность но	1	1
1398	помощи языка	1	1
1399	всей совокупности	1	1
1400	слуха и	1	1
1401	на таких	1	1
1402	этот не	1	1
1403	в действии	1	1
1404	в область	1	1
1405	это их	1	1
1406	же эту	1	1
1407	к определению	1	1
1408	то с	1	1
1409	будет иметь	1	1
1410	не признает	1	1
1411	следует искать	1	1
1412	впечатления но	1	1
1413	отношением в	1	1
1414	и вполне	2	1
1415	мере и	1	1
1416	не на	1	1
1417	как с	1	1
1418	нее свой	1	1
1419	они были	1	1
1420	такого же	1	1
1421	более обширное	1	1
1422	из сказанного	3	1
1423	эти понятия	1	1
1424	искусства к	1	1
1425	мы понимаем	1	1
1426	сознание не	1	1
1427	говорящего и	3	1
1428	то на	1	1
1429	только способ	1	1
1430	в наших	2	1
1431	их и	1	1
1432	явлений в	1	1
1433	себя с	1	1
1434	с прежним	4	1
1435	не противоречит	1	1
1436	том виде	2	1
1437	тем менее	1	1
1438	других вновь	1	1
1439	споры о	1	1
1440	развития в	2	1
1441	есть слово	1	1
1442	обращается к	2	1
1443	языка является	1	1
1444	необходимой для	1	1
1445	то время	7	1
1446	и хотя	3	1
1447	желтого цвета	1	1
1448	к которым	2	1
1449	относятся к	2	1
1450	от научного	1	1
1451	в душевной	1	1
1452	его лице	1	1
1453	прибавим к	1	1
1454	вряд ли	4	1
1455	как условие	1	1
1456	меньшей мере	1	1
1457	оно объединяет	1	1
1458	ложатся в	1	1
1459	воспоминания в	1	1
1460	в которых	5	1
1461	не приводит	1	1
1462	том смысле	6	1
1463	правда не	1	1
1464	от неполноты	1	1
1465	человека однако	1	1
1466	ни прибавить	1	1
1467	так называемая	1	1
1468	он есть	1	1
1469	собою в	1	1
1470	том как	3	1
1471	которого не	2	1
1472	на смысл	1	1
1473	это бывает	1	1
1474	что вообще	3	1
1475	заставит нас	2	1
1476	не входит	1	1
1477	этот звук	3	1
1478	к какой	1	1
1479	уже существует	1	1
1480	смысле что	2	1
1481	личной жизни	1	1
1482	входящее в	1	1
1483	время жизни	1	1
1484	тому кто	1	1
1485	забвение всего	1	1
1486	одним и	4	1
1487	художественный образ	2	1
1488	с человеком	1	1
1489	один ряд	1	1
1490	на внутреннюю	1	1
1491	вытекает из	2	1
1492	есть от	2	1
1493	этому что	1	1
1494	а если	1	1
1495	сливается с	2	1
1496	взятое в	1	1
1497	видим что	1	1
1498	к сказанному	2	1
1499	впрочем совершенно	1	1
1500	ни убавить	1	1
1501	об одном	2	1
1502	оба эти	2	1
1503	всеми остальными	3	1
1504	на той	2	1
1505	и между	4	1
1506	них самих	2	1
1507	на том	1	1
1508	можно лишь	1	1
1509	если например	2	1
1510	явления и	2	1
1511	если для	1	1
1512	а другой	1	1
1513	с а	2	1
1514	а может	2	1
1515	отношения личности	1	1
1516	в современном	1	1
1517	личные местоимения	1	1
1518	от мира	1	1
1519	слова и	8	1
1520	и теперь	6	1
1521	всего на	1	1
1522	для меня	5	1
1523	только один	3	1
1524	то все	1	1
1525	есть то	3	1
1526	не могло	3	1
1527	не носит	1	1
1528	нами как	1	1
1529	в это	2	1
1530	отношении к	3	1
1531	душа не	1	1
1532	мы читаем	1	1
1533	этим словом	1	1
1534	и об	1	1
1535	и наиболее	1	1
1536	более сильные	1	1
1537	как субъекта	1	1
1538	в следующей	1	1
1539	как совокупности	1	1
1540	а при	1	1
1541	целый ряд	2	1
1542	не тождественно	1	1
1543	этой жизни	1	1
1544	цель для	1	1
1545	в совершенно	1	1
1546	в истории	2	1
1547	себя от	2	1
1548	в каком	8	1
1549	еще один	1	1
1550	потому и	1	1
1551	каком она	1	1
1552	непосредственно в	2	1
1553	между людьми	2	1
1554	что здесь	1	1
1555	человек должен	2	1
1556	и там	1	1
1557	ему стало	1	1
1558	и делается	1	1
1559	переход от	3	1
1560	в сказке	1	1
1561	всего своего	1	1
1562	ее не	4	1
1563	в сфере	1	1
1564	если мы	2	1
1565	если один	1	1
1566	то для	2	1
1567	собою то	1	1
1568	не за	1	1
1569	всех остальных	1	1
1570	их с	1	1
1571	сложнее и	1	1
1572	в образе	4	1
1573	друга а	1	1
1574	только при	2	1
1575	того который	1	1
1576	языка но	1	1
1577	со словом	6	1
1578	своей цели	1	1
1579	свою силу	1	1
1580	по меньшей	1	1
1581	одного только	1	1
1582	не видит	1	1
1583	самим по	1	1
1584	сама она	1	1
1585	ее содержание	1	1
1586	коего мы	4	1
1587	даже для	1	1
1588	друг друга	6	1
1589	и после	2	1
1590	из него	4	1
1591	от степени	1	1
1592	что одно	3	1
1593	в остальных	1	1
1594	то или	2	1
1595	или вовсе	3	1
1596	произведение действительно	1	1
1597	формы и	2	1
1598	внешнее и	1	1
1599	указанием на	3	1
1600	заключенных в	1	1
1601	человека но	1	1
1602	меня не	1	1
1603	и быть	3	1
1604	единство в	1	1
1605	он должен	2	1
1606	нам известно	1	1
1607	сознании или	1	1
1608	но оно	6	1
1609	б из	1	1
1610	но на	2	1
1611	в более	4	1
1612	что оно	12	1
1613	и многие	3	1
1614	мышления в	1	1
1615	случаях и	1	1
1616	никакого понятия	1	1
1617	содержания а	2	1
1618	у гоголя	1	1
1619	ничем не	1	1
1620	многих других	2	1
1621	не во	1	1
1622	этот процесс	1	1
1623	принадлежит и	1	1
1624	того как	10	1
1625	второй половине	1	1
1626	слово а	1	1
1627	что одна	2	1
1628	с судьбою	1	1
1629	к соединению	1	1
1630	оно само	1	1
1631	одна и	2	1
1632	внутрь себя	1	1
1633	не станем	1	1
1634	и науке	1	1
1635	и другая	2	1
1636	самая мысль	1	1
1637	столько сколько	1	1
1638	нее как	1	1
1639	видя в	1	1
1640	мы спрашивали	1	1
1641	форму в	1	1
1642	этих слов	2	1
1643	видит что	1	1
1644	к ответу	1	1
1645	что собственно	2	1
1646	сознания и	2	1
1647	чем он	1	1
1648	возможно только	6	1
1649	слова а	1	1
1650	что каждый	1	1
1651	и художественное	1	1
1652	однако она	1	1
1653	з и	1	1
1654	сила не	1	1
1655	есть уже	13	1
1656	анализ может	1	1
1657	восприятие есть	2	1
1658	при виде	1	1
1659	развитию и	1	1
1660	что действительно	2	1
1661	себе может	1	1
1662	бы для	2	1
1663	от друга	2	1
1664	отказаться от	2	1
1665	содержание в	3	1
1666	значение только	2	1
1667	бы ничего	1	1
1668	и внутренних	1	1
1669	когда оно	3	1
1670	слова которые	1	1
1671	первым и	1	1
1672	входить в	1	1
1673	даже на	1	1
1674	на нее	2	1
1675	было для	3	1
1676	было в	6	1
1677	даже из	1	1
1678	места в	1	1
1679	в бытии	1	1
1680	виду что	2	1
1681	на предположении	1	1
1682	это возможно	1	1
1683	и другое	3	1
1684	в собственных	1	1
1685	сознания но	1	1
1686	мнения о	1	1
1687	бы оно	2	1
1688	участие в	1	1
1689	как она	2	1
1690	знание что	1	1
1691	не подлежит	2	1
1692	своего эстетического	1	1
1693	помнить что	1	1
1694	если и	2	1
1695	но нельзя	1	1
1696	может только	1	1
1697	виде в	1	1
1698	свет не	1	1
1699	и само	1	1
1700	значение здесь	1	1
1701	следует сказать	3	1
1702	как ее	2	1
1703	впечатления которые	1	1
1704	нисколько не	1	1
1705	пределов его	1	1
1706	эти стороны	1	1
1707	предмета но	2	1
1708	но уже	2	1
1709	мысль об	3	1
1710	идеи и	2	1
1711	форма в	5	1
1712	в каждой	4	1
1713	вследствие чего	1	1
1714	единство и	2	1
1715	однако есть	1	1
1716	произведение и	1	1
1717	от своих	4	1
1718	как все	1	1
1719	и вообще	4	1
1720	можно утверждать	1	1
1721	принять и	2	1
1722	это явление	1	1
1723	ему не	2	1
1724	на них	2	1
1725	прибавить ни	1	1
1726	не отказываясь	1	1
1727	именно вследствие	3	1
1728	с небом	1	1
1729	части речи	1	1
1730	сказать и	2	1
1731	совмещает в	2	1
1732	самый предмет	2	1
1733	предположить что	4	1
1734	том случае	2	1
1735	также что	1	1
1736	нас и	1	1
1737	сам не	1	1
1738	речь что	1	1
1739	и других	3	1
1740	дает новое	1	1
1741	многих но	1	1
1742	совершенно ошибочно	1	1
1743	а его	1	1
1744	и появление	1	1
1745	с первым	1	1
1746	а е	1	1
1747	случае если	2	1
1748	человека только	2	1
1749	чужого языка	1	1
1750	это нечто	1	1
1751	в самых	1	1
1752	первая половина	1	1
1753	на мысль	7	1
1754	который мы	1	1
1755	существует независимо	1	1
1756	здесь только	4	1
1757	как перед	1	1
1758	этом мы	1	1
1759	говорить не	1	1
1760	есть нечто	6	1
1761	отделен от	1	1
1762	есть как	1	1
1763	быть и	1	1
1764	но эстетическое	1	1
1765	есть всегда	1	1
1766	связана с	1	1
1767	о границах	1	1
1768	а по	1	1
1769	но она	1	1
1770	наоборот в	2	1
1771	от литературных	1	1
1772	есть и	3	1
1773	в науке	3	1
1774	отношений между	2	1
1775	факт что	1	1
1776	что нам	1	1
1777	него свое	1	1
1778	стороны и	1	1
1779	до появления	2	1
1780	только то	1	1
1781	с постоянным	1	1
1782	и нередко	1	1
1783	которую я	1	1
1784	но напротив	1	1
1785	слова или	1	1
1786	или как	1	1
1787	признать что	2	1
1788	своей личной	1	1
1789	миросозерцания в	1	1
1790	во всю	1	1
1791	слова если	2	1
1792	этого не	3	1
1793	над собою	1	1
1794	имело бы	1	1
1795	себе этот	2	1
1796	по той	1	1
1797	местоимения не	1	1
1798	что можно	1	1
1799	есть такое	1	1
1800	к ней	7	1
1801	что если	5	1
1802	по всей	1	1
1803	свое я	1	1
1804	самой своей	1	1
1805	понятия о	6	1
1806	к изучению	1	1
1807	что сердце	1	1
1808	в понимании	1	1
1809	не сама	1	1
1810	впечатления не	1	1
1811	ему самому	3	1
1812	за основную	1	1
1813	связи между	1	1
1814	другие но	2	1
1815	не отделен	1	1
1816	как русское	1	1
1817	эту мысль	1	1
1818	а можно	1	1
1819	оно живет	1	1
1820	понять что	1	1
1821	в голову	3	1
1822	друг от	2	1
1823	другой и	2	1
1824	происходит в	2	1
1825	язык в	1	1
1826	три момента	1	1
1827	художественное значение	1	1
1828	есть непосредственное	1	1
1829	в виде	3	1
1830	право на	1	1
1831	заключен в	1	1
1832	процессе его	1	1
1833	слове или	2	1
1834	и эта	2	1
1835	себе еще	1	1
1836	это в	2	1
1837	если на	1	1
1838	же самые	1	1
1839	как представляется	1	1
1840	бы от	1	1
1841	эти два	1	1
1842	предполагает их	1	1
1843	возможна только	1	1
1844	носит в	1	1
1845	он с	1	1
1846	смысл что	1	1
1847	настоящего времени	3	1
1848	само по	6	1
1849	чем выше	1	1
1850	вытекают из	1	1
1851	вообще как	2	1
1852	говорит не	1	1
1853	в воображении	1	1
1854	для другого	1	1
1855	из двух	4	1
1856	степени и	1	1
1857	однако на	1	1
1858	себе а	4	1
1859	весьма различные	1	1
