N	2gram	Losev_Prob	Freidism
1310	сведения о	1	1
1311	мы теперь	1	1
1312	свидетельствуют о	1	1
1313	путь и	1	1
1314	иной раз	4	1
1315	как будто	9	1
1316	на то	2	1
1317	бы ни	1	1
1318	из глубины	1	1
1319	же это	1	1
1320	здесь мы	2	1
1321	жизни каждого	1	1
1322	или иного	2	1
1323	жизни таким	1	1
1324	длинный ряд	1	1
1325	как ему	1	1
1326	противоречии с	1	1
1327	случае это	1	1
1328	таким же	1	1
1329	человека но	2	1
1330	разве только	1	1
1331	нет не	1	1
1332	от всего	1	1
1333	который однако	1	1
1334	дает ему	2	1
1335	дело здесь	2	1
1336	что на	1	1
1337	наше время	1	1
1338	поэтому мы	1	1
1339	искусства в	2	1
1340	иное как	3	1
1341	степени и	1	1
1342	и самый	1	1
1343	он ученый	1	1
1344	трех строк	1	1
1345	себе а	3	1
1346	котором он	1	1
1347	но вместо	1	1
