N	2gram	Bakhtin_Fr	Literetu
1304	в виде	1	1
1305	за такой	1	1
1306	в таких	2	1
1307	ад это	1	1
1308	затем и	2	1
1309	это всегда	2	1
1310	врача и	1	1
1311	материал для	1	1
1312	духовное содержание	1	1
1313	от друга	1	1
1314	он усматривает	1	1
1315	пределах одной	2	1
1316	или в	2	1
1317	жизни это	4	1
1318	бытия по	1	1
1319	начала в	5	1
1320	что будет	1	1
1321	который как	1	1
1322	но эта	2	1
1323	время здесь	1	1
1324	же по	1	1
1325	места в	1	1
1326	смеховой культуры	35	1
1327	шекспира или	1	1
1328	единой и	1	1
1329	в эпоху	17	1
1330	перед смертью	2	1
1331	вообще не	1	1
1332	акт акт	1	1
1333	в литературу	1	1
1334	случае не	1	1
1335	не подлежит	3	1
1336	лежит на	1	1
1337	которого нет	1	1
1338	или даже	2	1
1339	в конкретных	1	1
1340	в переводе	1	1
1341	иной раз	1	1
1342	есть только	3	1
1343	однако это	1	1
1344	живой и	1	1
1345	мира который	1	1
1346	последнее время	1	1
1347	на все	5	1
1348	не столь	1	1
1349	и со	3	1
1350	значительную роль	1	1
1351	полноте и	1	1
1352	по его	3	1
1353	не создает	1	1
1354	мы находим	4	1
1355	только и	1	1
1356	в условиях	15	1
1357	это было	2	1
1358	не стал	1	1
1359	с другом	2	1
1360	но особенно	1	1
1361	говорит об	1	1
1362	произведение и	1	1
1363	как классический	1	1
1364	в одной	1	1
1365	мысли в	1	1
1366	в меру	1	1
1367	бы ни	2	1
1368	бы это	1	1
1369	остается вне	1	1
1370	ему не	1	1
1371	прямо на	1	1
1372	достаточно вспомнить	1	1
1373	этих двух	2	1
1374	в будущее	2	1
1375	он строит	1	1
1376	что эти	1	1
1377	существует только	1	1
1378	и эти	2	1
1379	быть наиболее	1	1
1380	этом утверждении	1	1
1381	как ни	1	1
1382	веселым и	2	1
1383	по которому	1	1
1384	и народа	1	1
1385	просто как	1	1
1386	внутренняя логика	1	1
1387	отсюда и	1	1
1388	было место	1	1
1389	жаль что	1	1
1390	некую духовную	1	1
1391	теснее и	2	1
1392	в бытовой	1	1
1393	в наши	2	1
1394	чужим если	1	1
1395	в самых	1	1
1396	предметом нашего	1	1
1397	века а	2	1
1398	традиции однако	1	1
1399	в городах	1	1
1400	жизни во	1	1
1401	появление и	1	1
1402	воспринимается как	2	1
1403	вся жизнь	1	1
1404	сохраняют свою	1	1
1405	от античности	1	1
1406	это приводит	1	1
1407	друга как	1	1
1408	своего творчества	1	1
1409	он смотрел	1	1
1410	это начало	1	1
1411	в последующем	1	1
1412	и их	3	1
1413	существование как	1	1
1414	и романтиками	1	1
1415	огромное и	1	1
1416	этими внутренними	1	1
1417	конечно в	2	1
1418	начала с	1	1
1419	говоря о	2	1
1420	резко отличается	1	1
1421	но дело	1	1
1422	лишь как	1	1
1423	человека с	1	1
1424	ниже и	1	1
1425	на всю	4	1
1426	и всякая	2	1
1427	и всех	1	1
1428	и характерное	1	1
1429	снова вернуть	1	1
1430	вытесненный в	1	1
1431	знает и	2	1
1432	всю их	1	1
1433	иначе в	1	1
1434	в книге	3	1
1435	к ней	2	1
1436	на путь	1	1
1437	его духовной	1	1
1438	место не	1	1
1439	в плане	2	1
1440	к произведениям	1	1
1441	он знает	1	1
1442	это место	1	1
1443	того времени	1	1
1444	им своей	1	1
1445	это означает	1	1
1446	далека от	1	1
1447	постановку проблемы	1	1
1448	момент в	1	1
1449	память о	2	1
1450	для своих	1	1
1451	идет не	1	1
1452	здесь все	1	1
1453	передо мною	1	1
1454	заявляет что	1	1
1455	в создании	1	1
1456	и эта	5	1
1457	в теле	1	1
1458	эти два	2	1
1459	мира с	1	1
1460	не хватает	1	1
1461	конце концов	1	1
1462	с человеческим	1	1
1463	по нашему	1	1
1464	он с	1	1
1465	от эпохи	1	1
1466	самая сущность	1	1
1467	и наряду	1	1
1468	жизнью и	1	1
1469	и конец	2	1
1470	праздников и	1	1
