N	2gram	Trubetskoy	Dialekti
1306	в состав	1	1
1307	на каком-нибудь	1	1
1308	то обстоятельство	1	1
1309	можем увидеть	1	1
1310	картина должна	1	1
1311	самих себя	3	1
1312	облик и	1	1
1313	и должны	1	1
1314	только те	3	1
1315	к тем	2	1
1316	и свою	1	1
1317	условий и	1	1
1318	процессов и	1	1
1319	с и	1	1
1320	же еще	1	1
1321	составные части	1	1
1322	ним и	1	1
1323	оно было	1	1
1324	эти вещи	1	1
1325	ее тоже	1	1
1326	до некоторой	1	1
1327	образованных людей	2	1
1328	и различие	1	1
1329	в наиболее	1	1
1330	не тем	1	1
1331	кто выше	1	1
1332	ибо без	1	1
1333	данный субъект	1	1
1334	о которой	2	1
1335	отрицательный но	1	1
1336	представления об	2	1
1337	невозможно и	2	1
1338	видели что	1	1
1339	лишь из	1	1
1340	или бессознательно	1	1
1341	выше вопросов	2	1
1342	это была	1	1
1343	лет тому	1	1
1344	бы при	1	1
1345	только вполне	1	1
1346	том и	2	1
1347	только они	1	1
1348	три вопроса	1	1
1349	эти понятия	1	1
1350	здесь мы	1	1
1351	школы и	1	1
1352	есть лишь	1	1
1353	однако мы	2	1
1354	существу совершенно	1	1
1355	весь свой	1	1
1356	как при	2	1
1357	почти исключительно	1	1
1358	такие крайние	1	1
1359	из собственного	1	1
1360	b отсюда	1	1
1361	будем понимать	1	1
1362	как быть	1	1
1363	но почти	1	1
1364	при более	2	1
1365	на эту	1	1
1366	насущных потребностей	1	1
1367	однако чтобы	1	1
1368	более близкие	1	1
1369	принадлежит именно	1	1
1370	правда не	1	1
1371	непосредственного восприятия	1	1
1372	приводит к	1	1
1373	или для	1	1
1374	ему и	2	1
1375	я много	1	1
1376	все члены	1	1
1377	лишь те	1	1
1378	частей и	1	1
1379	речь в	1	1
1380	наука в	1	1
1381	этом пункте	1	1
1382	освобождению от	1	1
1383	всему этому	3	1
1384	те которые	1	1
1385	же я	1	1
1386	вытекает из	1	1
1387	близости к	1	1
1388	другое ни	1	1
1389	сами же	1	1
1390	указывали на	1	1
1391	будет считать	3	1
1392	совершенно иной	2	1
1393	в историю	1	1
1394	ставит себя	1	1
1395	человеческого рода	3	1
1396	тяжелы и	1	1
1397	на самих	1	1
1398	этого общего	1	1
1399	у одного	1	1
1400	задний план	1	1
1401	с нами	1	1
1402	и чаще	1	1
1403	того будет	1	1
1404	можно лишь	2	1
1405	на друга	2	1
1406	ее до	1	1
1407	общую линию	1	1
1408	разные типы	1	1
1409	а может	1	1
1410	второй из	1	1
1411	некоторое сходство	1	1
1412	больше а	1	1
1413	и возможен	1	1
1414	и встречаются	1	1
1415	культуры для	2	1
1416	народов и	6	1
1417	к своим	2	1
1418	вступает в	1	1
1419	принять ее	1	1
1420	и наиболее	1	1
1421	отдельные части	1	1
1422	даже гораздо	1	1
1423	рано или	2	1
1424	это оказывается	1	1
1425	уже говорили	1	1
1426	содержание которое	1	1
1427	что такая	1	1
1428	тот факт	4	1
1429	в совершенно	3	1
1430	историю что	1	1
1431	тогда как	6	1
1432	себя от	1	1
1433	каждый из	3	1
1434	подходить к	1	1
1435	как бороться	1	1
1436	одна на	1	1
1437	будет уже	1	1
1438	наконец совсем	1	1
1439	и там	2	1
1440	он в	1	1
1441	его если	1	1
1442	к двум	2	1
1443	направлении и	1	1
1444	начиная с	1	1
1445	лишь некоторые	1	1
1446	как тот	2	1
1447	самой природе	1	1
1448	лишь о	2	1
1449	до конца	1	1
1450	за пределами	1	1
1451	допустим это	1	1
1452	лучше всего	1	1
1453	в каждый	6	1
1454	и самих	1	1
1455	том же	4	1
1456	культура не	2	1
1457	такие которые	1	1
1458	будут считать	1	1
1459	а сразу	1	1
1460	свою силу	1	1
1461	просто нет	1	1
1462	это просто	1	1
1463	или поздно	2	1
1464	месте в	1	1
1465	или о	1	1
1466	ставит его	1	1
1467	здесь люди	1	1
1468	из этой	2	1
1469	высшей степени	2	1
1470	ли эти	1	1
1471	этом случае	4	1
1472	из отдельных	1	1
1473	до всякого	1	1
1474	то они	4	1
1475	поэтому что	4	1
1476	гораздо сложнее	1	1
1477	изложении мы	1	1
1478	этом и	1	1
1479	на вопрос	4	1
1480	сделать и	1	1
1481	что несмотря	2	1
1482	сам он	1	1
1483	бы себе	1	1
1484	наших глазах	1	1
1485	они совершенно	1	1
1486	в угоду	1	1
1487	тем в	1	1
1488	веру в	1	1
1489	силой так	1	1
1490	которые несмотря	1	1
1491	целом есть	1	1
1492	из поставленных	2	1
1493	с максимально	1	1
1494	естественно что	1	1
1495	они одинаково	1	1
1496	и общей	2	1
1497	что так	1	1
1498	таком же	2	1
1499	которых каждый	1	1
1500	от времени	2	1
1501	других областях	1	1
1502	из своих	1	1
1503	что каждый	1	1
1504	разница будет	1	1
1505	одному и	1	1
1506	признавать что	1	1
1507	деле если	1	1
1508	истории они	1	1
1509	себе никаких	1	1
1510	социальной среды	1	1
1511	в ином	1	1
1512	быть вполне	2	1
1513	а на	1	1
1514	без внимания	1	1
1515	всех прочих	2	1
1516	характер не	1	1
1517	ее из	1	1
1518	столь же	5	1
1519	чтобы я	1	1
1520	у всех	1	1
1521	и берет	1	1
1522	и третий	1	1
1523	этом не	1	1
1524	даже наоборот	1	1
1525	только если	1	1
1526	который как	1	1
1527	прямого отношения	1	1
1528	европейская наука	6	1
1529	себя а	1	1
1530	и тому	2	1
1531	гораздо ближе	1	1
1532	в ту	2	1
1533	их взаимоотношения	1	1
1534	этом что	2	1
1535	когда все	1	1
1536	к освобождению	1	1
1537	войдя в	2	1
1538	представляет собою	2	1
1539	лишь с	1	1
1540	этой цели	1	1
1541	но по	3	1
1542	эту точку	1	1
1543	есть начало	3	1
1544	а у	1	1
1545	этой новой	1	1
1546	со своей	2	1
1547	по условиям	1	1
1548	медленно и	2	1
1549	являются в	1	1
1550	ответить отрицательно	3	1
1551	и развития	1	1
1552	этих элементов	1	1
1553	что тот	1	1
1554	и таким	1	1
1555	очень многие	1	1
1556	мы к	1	1
1557	другом случае	1	1
1558	оно может	1	1
1559	и логически	1	1
1560	к одному	1	1
1561	встречаются два	1	1
1562	как проявление	1	1
1563	и оставаться	1	1
1564	на которые	1	1
1565	всем их	1	1
1566	его всегда	1	1
1567	за то	1	1
1568	а к	2	1
1569	всем вообще	1	1
1570	нужно только	1	1
1571	выше на	2	1
1572	на задний	1	1
1573	борьбы за	2	1
1574	а его	1	1
1575	которую мы	1	1
1576	случае если	5	1
1577	всю свою	1	1
1578	эти ценности	1	1
1579	но кто	1	1
1580	одну из	2	1
1581	и пользу	1	1
1582	язык и	1	1
1583	и помимо	1	1
1584	это сознание	1	1
1585	когда этот	1	1
1586	вполне ясно	1	1
1587	у того	1	1
1588	можно но	1	1
1589	живет и	1	1
1590	столкновение с	1	1
1591	наконец для	1	1
1592	каждый раз	1	1
1593	понимает в	1	1
1594	конечно в	2	1
1595	этот факт	1	1
1596	даже при	1	1
1597	и возникает	1	1
1598	признавая их	1	1
1599	действительности от	1	1
1600	том кто	1	1
1601	конечно нет	1	1
1602	к которой	3	1
1603	ведь если	1	1
1604	так когда	1	1
1605	признать что	4	1
1606	на вид	1	1
1607	людей которые	1	1
1608	за ними	3	1
1609	правильно и	1	1
1610	всю их	2	1
1611	допустить что	1	1
1612	не без	2	1
1613	не замечать	1	1
1614	два различных	1	1
1615	уверены в	1	1
1616	дать картину	1	1
1617	возможно ли	3	1
1618	она-то и	1	1
1619	и свои	1	1
1620	сильнее всего	2	1
1621	и определенной	1	1
1622	может показаться	1	1
1623	привилегированное положение	1	1
1624	тем чтобы	2	1
1625	невозможна и	1	1
1626	исторически и	1	1
1627	никто и	1	1
1628	и обыкновенно	1	1
1629	и окажутся	1	1
1630	том случае	4	1
1631	историю какого-нибудь	1	1
1632	в создании	1	1
1633	что особенно	1	1
1634	всем мире	1	1
1635	все более	1	1
1636	на всем	1	1
1637	в эти	3	1
1638	само собой	1	1
1639	ли в	1	1
1640	в мышлении	1	1
1641	отличаются друг	3	1
1642	и постепенно	1	1
1643	в смеси	1	1
1644	которой мы	2	1
1645	смысл что	1	1
1646	самым фактом	1	1
1647	основе их	1	1
1648	с соответствующими	1	1
1649	поставленного выше	1	1
1650	в руках	1	1
1651	вообще к	1	1
