N	2gram	Propp_Isto	Analitik
1310	и уводит	2	1
1311	цели не	1	1
1312	не учитывать	1	1
1313	вытекает из	1	1
1314	а если	2	1
1315	столько с	1	1
1316	из функций	1	1
1317	в последней	1	1
1318	это понятие	1	1
1319	видим что	13	1
1320	принципиальная разница	1	1
1321	и между	3	1
1322	она обладает	1	1
1323	на том	1	1
1324	по земле	1	1
1325	если например	1	1
1326	только мы	1	1
1327	это все	1	1
1328	можно усмотреть	2	1
1329	а другой	2	1
1330	а может	2	1
1331	он во	1	1
1332	людей как	1	1
1333	которой герой	2	1
1334	перейдем к	1	1
1335	и уже	1	1
1336	есть он	1	1
1337	этот сын	1	1
1338	есть то	1	1
1339	и вся	1	1
1340	совпадают с	1	1
1341	нами как	2	1
1342	и два	1	1
1343	в это	2	1
1344	да в	1	1
1345	чаще всего	1	1
1346	мне в	1	1
1347	мы читаем	1	1
1348	и об	1	1
1349	в действие	1	1
1350	иной мир	7	1
1351	объекта или	1	1
1352	а при	1	1
1353	целый ряд	1	1
1354	себе ничего	1	1
1355	в совершенно	2	1
1356	в истории	2	1
1357	вступления в	2	1
1358	герою это	1	1
1359	себя от	1	1
1360	в каком	2	1
1361	еще один	3	1
1362	вопрос можно	1	1
1363	через него	1	1
1364	связанных с	2	1
1365	нее собственно	1	1
1366	имеем в	4	1
1367	же только	1	1
1368	волшебной сказки	10	1
1369	в сказании	2	1
1370	непосредственно в	3	1
1371	что здесь	9	1
1372	его здесь	1	1
1373	не совсем	5	1
1374	в сказке	63	1
1375	в данной	2	1
1376	и красные	1	1
1377	событий в	1	1
1378	отметить еще	1	1
1379	если мы	4	1
1380	что ты	1	1
1381	если один	1	1
1382	только одна	2	1
1383	видит не	1	1
1384	конца и	1	1
1385	их с	1	1
1386	в образе	3	1
1387	может оказаться	3	1
1388	только при	1	1
1389	для уяснения	1	1
1390	разве я	1	1
1391	сказкой и	6	1
1392	своей цели	1	1
1393	для достижения	1	1
1394	не видит	3	1
1395	в и	1	1
1396	на этих	1	1
1397	друг друга	2	1
1398	и после	1	1
1399	оказывается хозяйкой	2	1
1400	от степени	2	1
1401	что одно	1	1
1402	исторических фактов	1	1
1403	точку зрения	3	1
1404	иногда в	1	1
1405	ставит его	1	1
1406	д и	2	1
1407	указанием на	2	1
1408	он должен	3	1
1409	прийти к	1	1
1410	об их	1	1
1411	связан с	4	1
1412	обращена к	1	1
1413	нам известно	1	1
1414	но оно	4	1
1415	но на	1	1
1416	в более	2	1
1417	прокладывает путь	1	1
1418	е у	1	1
1419	что оно	1	1
1420	и многие	1	1
1421	мышления в	1	1
1422	вокруг него	1	1
1423	ничем не	2	1
1424	облечена в	1	1
1425	однако подобно	1	1
1426	загробный мир	3	1
1427	того как	6	1
1428	мне не	2	1
1429	этого целого	1	1
1430	все части	1	1
1431	у тебя	2	1
1432	неожиданным и	1	1
1433	материала и	2	1
1434	основе которого	1	1
1435	естественно что	1	1
1436	бы на	1	1
1437	или человек	1	1
1438	не значит	1	1
1439	свою руку	1	1
1440	в формах	1	1
1441	связь в	1	1
1442	ее нет	1	1
1443	то мы	6	1
1444	силу и	2	1
1445	чем он	1	1
1446	слова а	1	1
1447	черта в	1	1
1448	уже получил	1	1
1449	совершает свои	1	1
1450	содержат в	1	1
1451	не исчерпывает	1	1
1452	значение этих	1	1
1453	этот персонаж	1	1
1454	надо изучать	1	1
1455	от друга	1	1
1456	отказаться от	2	1
1457	и представления	1	1
1458	не обладает	3	1
1459	он взял	1	1
1460	входить в	1	1
1461	герой художественного	1	1
1462	за этим	1	1
1463	и социальные	1	1
1464	даже на	2	1
1465	здесь имеется	2	1
1466	на нее	3	1
1467	даже из	1	1
1468	отца к	1	1
1469	этого нельзя	1	1
1470	виду что	1	1
1471	и другое	2	1
1472	о царских	2	1
1473	не могли	1	1
1474	ужас и	1	1
1475	за свою	1	1
1476	духовной культуры	1	1
1477	матери в	1	1
1478	как она	3	1
1479	кто на	1	1
1480	случаи в	1	1
1481	не подлежит	1	1
1482	помнить что	1	1
1483	по смыслу	2	1
1484	но нельзя	1	1
1485	но по	3	1
1486	эти две	2	1
1487	исходили из	2	1
1488	является не	2	1
1489	как можно	2	1
1490	общественных отношений	1	1
1491	имеется в	3	1
1492	которая при	1	1
1493	это происходит	3	1
1494	к концу	1	1
1495	и большого	1	1
1496	смерти в	1	1
1497	что им	1	1
1498	нисколько не	3	1
1499	делает и	1	1
1500	но уже	3	1
1501	страны мертвых	2	1
1502	для которого	1	1
1503	говорит об	1	1
1504	а так	2	1
1505	зная что	1	1
1506	это явление	4	1
1507	ему не	1	1
1508	на них	2	1
1509	высокой ступени	1	1
1510	но его	3	1
1511	же деле	1	1
1512	предположить что	2	1
1513	он указывает	1	1
1514	одному этому	1	1
1515	том случае	1	1
1516	также что	2	1
1517	и других	1	1
1518	напомнить что	1	1
1519	тут и	2	1
1520	в предисловии	1	1
1521	и русской	1	1
1522	вполне могла	2	1
1523	могут служить	1	1
1524	в самых	1	1
1525	дело когда	1	1
1526	царству мертвых	1	1
1527	из традиционных	1	1
1528	здесь только	1	1
1529	обстоит дело	4	1
1530	этого дома	2	1
1531	реальной действительности	1	1
1532	есть нечто	1	1
1533	быть и	1	1
1534	смерти чтобы	1	1
1535	и во-вторых	1	1
1536	с я	1	1
1537	связана с	7	1
1538	в него	2	1
1539	а по	3	1
1540	эта сторона	1	1
1541	но она	2	1
1542	есть и	2	1
1543	говорит я	1	1
1544	самое что	3	1
1545	оказывается что	1	1
1546	перед исследователем	1	1
1547	чудесным образом	1	1
1548	этот факт	1	1
1549	стороны его	2	1
1550	стороны и	1	1
1551	до появления	1	1
1552	и сон	1	1
1553	только то	1	1
1554	к которой	2	1
1555	она состоит	1	1
1556	на всю	1	1
1557	у нее	4	1
1558	как то	1	1
1559	при всем	1	1
1560	на смерть	4	1
1561	уходит в	1	1
1562	царство мертвых	11	1
1563	и всех	1	1
1564	чем является	1	1
1565	ставит себе	1	1
1566	этого не	6	1
1567	или еще	1	1
1568	иначе в	1	1
1569	что можно	1	1
1570	как их	1	1
1571	вступают в	1	1
1572	в книге	4	1
1573	к ней	3	1
1574	что если	2	1
1575	со своими	1	1
1576	иное явление	2	1
1577	стол и	1	1
1578	в понимании	1	1
1579	иных случаях	1	1
1580	действительности не	1	1
1581	всего один	1	1
1582	не сама	1	1
1583	этим же	3	1
1584	может она	1	1
1585	и обувь	1	1
1586	в композиции	2	1
1587	их можно	1	1
1588	друг от	1	1
1589	и точно	1	1
1590	изучаемое явление	1	1
1591	происходит в	3	1
1592	в виде	2	1
1593	право на	5	1
1594	волшебная сказка	4	1
1595	можно судить	2	1
1596	и эта	1	1
1597	нам как	1	1
1598	себе еще	1	1
1599	что мотив	3	1
1600	после своего	1	1
1601	свете все	1	1
1602	роль этого	1	1
1603	как живой	3	1
1604	здесь имеются	1	1
1605	он с	1	1
1606	само по	2	1
1607	это отнюдь	1	1
1608	и конец	2	1
1609	а сама	1	1
1610	это чисто	1	1
1611	себе а	2	1
1612	пять лет	2	1
1613	в мифе	3	1
1614	их связях	1	1
