N	2gram	Tiupa_Anal	StatiiOP
1305	упоминаемые в	1	1
1306	сама жизнь	1	1
1307	мечты в	1	1
1308	над другими	1	1
1309	своих и	1	1
1310	будет иметь	1	1
1311	том и	2	1
1312	на мое	1	1
1313	творчества и	2	1
1314	как вы	1	1
1315	этого процесса	1	1
1316	его интерпретации	1	1
1317	этой точки	2	1
1318	в соответствии	2	1
1319	отличаются от	1	1
1320	то на	1	1
1321	самим собой	3	1
1322	сил и	1	1
1323	стилистическом отношении	1	1
1324	смысла и	3	1
1325	дала ему	1	1
1326	об отсутствии	1	1
1327	о самом	1	1
1328	как могло	1	1
1329	вещи но	1	1
1330	вокруг него	1	1
1331	совершенно новый	1	1
1332	с целью	2	1
1333	нашему брату	1	1
1334	их количество	1	1
1335	вот и	1	1
1336	кажется не	1	1
1337	в составе	2	1
1338	и третьего	1	1
1339	необходимой для	1	1
1340	легкой руки	2	1
1341	значения и	1	1
1342	размышляет о	2	1
1343	говорить в	1	1
1344	как история	1	1
1345	значении этого	8	1
1346	в любых	1	1
1347	есть нечто	1	1
1348	знаний и	1	1
1349	как личность	2	1
1350	у читателя	2	1
1351	подхода к	3	1
1352	что такой	1	1
1353	которые могут	1	1
1354	которого является	1	1
1355	произведение в	2	1
1356	и просто	2	1
1357	и звучит	1	1
1358	таких случаях	1	1
1359	приводит к	2	1
1360	ему и	1	1
1361	однако ж	2	1
1362	вследствие этого	5	1
1363	достаточно привести	1	1
1364	цельную картину	1	1
1365	к другому	1	1
1366	лица в	1	1
1367	первой же	2	1
1368	данного текста	2	1
1369	строится в	1	1
1370	которой был	1	1
1371	автора является	1	1
1372	обмен репликами	1	1
1373	при всем	1	1
1374	тому кто	1	1
1375	знаками препинания	2	1
1376	нет ничего	2	1
1377	его и	3	1
1378	должно быть	2	1
1379	всё дело	1	1
1380	бы с	2	1
1381	где у	1	1
1382	столько с	1	1
1383	время оно	1	1
1384	является также	1	1
1385	своей собственной	2	1
1386	читать и	1	1
1387	со всех	1	1
1388	же после	1	1
1389	ли он	3	1
1390	тогда я	1	1
1391	всё что	2	1
1392	у одного	1	1
1393	материала а	1	1
1394	принципиально не	3	1
1395	в роли	4	1
1396	на довольно	1	1
1397	степени ее	1	1
1398	другой такой	1	1
1399	первой из	1	1
1400	не дал	1	1
1401	разговор о	1	1
1402	автор этого	1	1
1403	это только	2	1
1404	поле зрения	2	1
1405	а может	1	1
1406	самого автора	1	1
1407	под сомнение	1	1
1408	и больше	2	1
1409	только один	1	1
1410	то все	1	1
1411	но о	3	1
1412	со всей	1	1
1413	с первой	2	1
1414	вопроса и	1	1
1415	смысл в	1	1
1416	на примере	3	1
1417	этой жизни	1	1
1418	чем говорят	1	1
1419	при анализе	1	1
1420	еще один	1	1
1421	каждый из	3	1
1422	поводу того	1	1
1423	из перечисленных	1	1
1424	затем уже	1	1
1425	лишь одна	2	1
1426	мне не	1	1
1427	и там	1	1
1428	переход от	1	1
1429	с текстом	3	1
1430	знать в	1	1
1431	на две	1	1
1432	привел к	1	1
1433	темы в	1	1
1434	речи в	3	1
1435	которой обладают	1	1
1436	поставить на	1	1
1437	гениального поэта	1	1
1438	понимая что	1	1
1439	данного произведения	3	1
1440	и смерть	2	1
1441	сложнее и	1	1
1442	постановку вопроса	2	1
1443	в каждый	1	1
1444	возвращении в	1	1
1445	бы как	1	1
1446	разговорного языка	1	1
1447	языка а	1	1
1448	деле в	2	1
1449	здесь и	1	1
1450	данном контексте	1	1
1451	не одну	1	1
1452	неотделимо от	2	1
1453	в стилистическом	1	1
1454	друг друга	1	1
1455	и после	1	1
1456	текста как	2	1
1457	показать как	1	1
1458	в самой	1	1
1459	в наибольшей	1	1
1460	жизни не	1	1
1461	совпадать с	1	1
1462	собственно говоря	6	1
1463	они были	1	1
1464	построением а	1	1
1465	нам только	1	1
1466	обратиться к	4	1
1467	человека но	1	1
1468	он написан	2	1
1469	анализ в	4	1
1470	вещи иначе	1	1
1471	выше определению	1	1
1472	и такой	1	1
1473	оно дано	1	1
1474	ему в	3	1
1475	из второй	1	1
1476	под словом	1	1
1477	на тех	1	1
1478	своих читателей	1	1
1479	второй половине	1	1
1480	иметь дело	1	1
1481	к соединению	1	1
1482	него ничего	1	1
1483	упускать из	2	1
1484	же мере	2	1
1485	для всего	1	1
1486	стиха требует	1	1
1487	требуется чтобы	1	1
1488	себя самого	2	1
1489	в формах	1	1
1490	себя на	1	1
1491	деле не	1	1
1492	о нем	4	1
1493	и наоборот	3	1
1494	писал что	1	1
1495	со своим	4	1
1496	здесь в	2	1
1497	другого но	2	1
1498	этим именем	1	1
1499	а все	1	1
1500	слова а	1	1
1501	к месту	2	1
1502	участие в	1	1
1503	не превращает	1	1
1504	слова не	1	1
1505	черта в	1	1
1506	счетом ничего	1	1
1507	все равно	2	1
1508	однако не	4	1
1509	сказать не	1	1
1510	всех прочих	2	1
1511	читателя в	3	1
1512	о существе	1	1
1513	очень существенно	1	1
1514	является таким	1	1
1515	для ученого	1	1
1516	а о	1	1
1517	этого не	1	1
1518	с ними	2	1
1519	порывая с	1	1
1520	явным образом	2	1
1521	ему самому	1	1
1522	в ту	1	1
1523	виду что	1	1
1524	и другое	1	1
1525	произведением в	1	1
1526	понимать как	3	1
1527	крайний случай	1	1
1528	поведения и	1	1
1529	случаях когда	1	1
1530	и следовало	1	1
1531	времени как	1	1
1532	и интерпретации	1	1
1533	на фоне	5	1
1534	этой борьбе	1	1
1535	только и	1	1
1536	именно эта	1	1
1537	и небольшой	1	1
1538	какой он	1	1
1539	обращены уже	1	1
1540	форма в	1	1
1541	вследствие чего	1	1
1542	то можно	1	1
1543	дело и	1	1
1544	свой ответ	1	1
1545	за его	1	1
1546	можно утверждать	1	1
1547	предстает в	2	1
1548	смерти и	1	1
1549	выражение и	1	1
1550	его жизненной	1	1
1551	начале своего	1	1
1552	ко всему	1	1
1553	с фигурой	1	1
1554	том случае	1	1
1555	которого и	1	1
1556	текста есть	1	1
1557	тяготеет к	1	1
1558	начинается словами	1	1
1559	принадлежит только	2	1
1560	к их	1	1
1561	узнает о	2	1
1562	xx века	1	1
1563	первая часть	1	1
1564	втором слоге	1	1
1565	вместо этого	1	1
1566	реплики в	2	1
1567	каждом из	2	1
1568	слава богу	1	1
1569	значимости в	1	1
1570	это как	2	1
1571	на своих	1	1
1572	выражению не	1	1
1573	пушкиным на	1	1
1574	но при	2	1
1575	к чему-то	1	1
1576	на той	1	1
1577	как уже	5	1
1578	одну из	2	1
1579	чрезвычайно широко	1	1
1580	однако если	1	1
1581	тому как	5	1
1582	другой в	1	1
1583	на всех	1	1
1584	в товарищи	1	1
1585	одни и	2	1
1586	просто не	1	1
1587	на слова	1	1
1588	характерно для	1	1
1589	к тем	1	1
1590	не с	8	1
1591	о поэзии	1	1
1592	его речи	1	1
1593	говорит я	1	1
1594	центре этой	1	1
1595	не следует	6	1
1596	например и	1	1
1597	столкновения двух	1	1
1598	и жизни	1	1
1599	ему было	1	1
1600	которую я	1	1
1601	личность как	1	1
1602	с кем	1	1
1603	что случилось	4	1
1604	с двумя	2	1
1605	на смерть	1	1
1606	означает что	3	1
1607	за которыми	1	1
1608	и т.д	4	1
1609	голоса самого	1	1
1610	зависимость от	2	1
1611	преданий о	1	1
1612	и общих	1	1
1613	есть такое	1	1
1614	как их	1	1
1615	со своими	1	1
1616	центрального эпизода	1	1
1617	в понимании	1	1
1618	литературное произведение	12	1
1619	и самого	3	1
1620	говорилось выше	1	1
1621	собой лишь	2	1
1622	над его	1	1
1623	в театре	1	1
1624	художественного произведения	6	1
1625	произведения не	1	1
1626	оппозиции в	1	1
1627	означало бы	1	1
1628	это драма	1	1
1629	позволяет увидеть	1	1
1630	самом себе	1	1
1631	же в	1	1
1632	никому не	1	1
1633	внимание не	1	1
1634	другой и	1	1
1635	том виде	1	1
1636	все еще	1	1
1637	включает в	1	1
1638	известной степени	1	1
1639	является ли	1	1
1640	само собой	1	1
1641	с фактами	1	1
1642	автора есть	1	1
1643	ни был	1	1
1644	принцип чередования	2	1
1645	в лице	1	1
1646	силу и	1	1
1647	не можем	1	1
1648	его выражению	1	1
1649	есть не	9	1
1650	а н	1	1
1651	и конец	1	1
1652	момент его	1	1
1653	со мною	1	1
1654	а я	1	1
1655	воли автора	1	1
1656	более того	4	1
