N	2gram	Potebnia_M	Literetu
1316	с места	1	1
1317	того самого	1	1
1318	слова которое	1	1
1319	тот кто	1	1
1320	знает как	1	1
1321	не перед	1	1
1322	отличается от	1	1
1323	языка и	5	1
1324	что мы	16	1
1325	горит а	2	1
1326	это явление	1	1
1327	слово было	1	1
1328	это событие	2	1
1329	но каждое	1	1
1330	своим историческим	1	1
1331	мы его	2	1
1332	можно лишь	1	1
1333	не должно	1	1
1334	если для	1	1
1335	поэтическим произведением	1	1
1336	и находится	1	1
1337	в современном	1	1
1338	нам для	1	1
1339	остается только	2	1
1340	без чего	1	1
1341	искусством в	1	1
1342	те или	1	1
1343	именно на	2	1
1344	которого не	2	1
1345	что тем	1	1
1346	впрочем и	2	1
1347	переходит к	1	1
1348	и наиболее	1	1
1349	на основании	1	1
1350	как субъекта	1	1
1351	узком значении	1	1
1352	пока он	1	1
1353	ее с	2	1
1354	пока мы	1	1
1355	целый ряд	2	1
1356	она по	1	1
1357	времени и	2	1
1358	более и	1	1
1359	иным путем	1	1
1360	что такая	1	1
1361	к поэзии	2	1
1362	время между	1	1
1363	теперь не	2	1
1364	он есть	1	1
1365	в заговоре	1	1
1366	себя от	2	1
1367	в каком	8	1
1368	воображении и	1	1
1369	есть такое	1	1
1370	потому и	1	1
1371	образом не	1	1
1372	и идеи	1	1
1373	глубокое и	1	1
1374	что здесь	1	1
1375	и там	1	1
1376	пройдены и	1	1
1377	ее не	4	1
1378	если мы	2	1
1379	первобытного человека	1	1
1380	и во	1	1
1381	поэзия а	1	1
1382	принадлежит к	1	1
1383	в самую	1	1
1384	произведения и	1	1
1385	эти категории	1	1
1386	но именно	1	1
1387	человека из	1	1
1388	только при	2	1
1389	именно то	2	1
1390	личности к	1	1
1391	человечества и	1	1
1392	рождается в	1	1
1393	котором мы	2	1
1394	нам его	1	1
1395	речь без	1	1
1396	в ряд	1	1
1397	на этот	1	1
1398	к изучению	1	1
1399	впечатлений в	1	1
1400	сущность вещи	1	1
1401	мать и	1	1
1402	себя с	1	1
1403	носит в	1	1
1404	только потому	8	1
1405	который и	1	1
1406	значении слова	1	1
1407	и искусства	1	1
1408	однако от	1	1
1409	невозможна без	2	1
1410	высшего порядка	1	1
1411	внешнее и	1	1
1412	эту силу	1	1
1413	на время	1	1
1414	с предшествующим	1	1
1415	не знают	1	1
1416	слова так	2	1
1417	душе и	1	1
1418	ничем не	1	1
1419	многих других	2	1
1420	его внутренняя	2	1
1421	человека искусство	1	1
1422	нет ни	2	1
1423	и эстетическим	1	1
1424	словом не	2	1
1425	того как	10	1
1426	нас не	1	1
1427	б мы	1	1
1428	по своим	1	1
1429	человека или	1	1
1430	мысль моя	1	1
1431	от мира	1	1
1432	души не	2	1
1433	тому чтобы	1	1
1434	и науке	1	1
1435	или с	2	1
1436	этой мысли	2	1
1437	что первое	3	1
1438	неизмеримо более	1	1
1439	и восприятия	1	1
1440	в основании	2	1
1441	которое должно	1	1
1442	состоящее в	1	1
1443	значительного числа	1	1
1444	своей душевной	1	1
1445	с сущностью	1	1
1446	может показаться	1	1
1447	все это	4	1
1448	то самое	1	1
1449	жизни все	1	1
1450	указание на	2	1
1451	вытекающее из	1	1
1452	а все	1	1
1453	слова а	1	1
1454	о ее	1	1
1455	слова не	2	1
1456	средств и	1	1
1457	в виде	3	1
1458	если как	1	1
1459	людей что	1	1
1460	быть вполне	1	1
1461	же именно	1	1
1462	его творения	1	1
1463	в таких	4	1
1464	и понятий	1	1
1465	что ни	3	1
1466	от друга	2	1
1467	отказаться от	2	1
1468	речи становится	1	1
1469	больше в	1	1
1470	или в	4	1
1471	и внутренних	1	1
1472	жизни это	1	1
1473	когда оно	3	1
1474	от камня	1	1
1475	что будет	3	1
1476	и результат	1	1
1477	который как	1	1
1478	не иметь	1	1
1479	но эта	3	1
1480	места в	1	1
1481	в силах	1	1
1482	в бытии	1	1
1483	исходят из	1	1
1484	не те	1	1
1485	сознания но	1	1
1486	вообще не	1	1
1487	сама по	3	1
1488	более что	1	1
1489	на память	3	1
1490	в стороне	1	1
1491	и совсем	1	1
1492	не подлежит	2	1
1493	что а	2	1
1494	других в	2	1
1495	или даже	1	1
1496	говорят о	1	1
1497	в переводе	1	1
1498	основана на	1	1
1499	есть мысль	2	1
1500	есть только	9	1
1501	однако это	1	1
1502	только вне	1	1
1503	перейти к	1	1
1504	объективной стороны	1	1
1505	на одном	2	1
1506	на все	3	1
1507	и со	1	1
1508	начинать с	1	1
1509	света и	2	1
1510	один и	2	1
1511	лучше самого	1	1
1512	по его	1	1
1513	в новом	2	1
1514	результат его	1	1
1515	нисколько не	1	1
1516	эти стороны	1	1
1517	это было	3	1
1518	с другом	1	1
1519	о всякой	1	1
1520	произведение и	1	1
1521	или менее	6	1
1522	чего в	2	1
1523	в одной	1	1
1524	при виде	1	1
1525	стороны своего	1	1
1526	мысли в	2	1
1527	не все	5	1
1528	бы ни	6	1
1529	ему не	2	1
1530	прямо на	1	1
1531	центра в	1	1
1532	как средство	2	1
1533	ко мне	1	1
1534	человека к	1	1
1535	что эти	3	1
1536	к одному	7	1
1537	этого он	1	1
1538	истина и	2	1
1539	и эти	1	1
1540	и сила	2	1
1541	по которому	7	1
1542	слово это	2	1
1543	в самых	1	1
1544	он легко	1	1
1545	согласиться что	1	1
1546	два образа	1	1
1547	огонь и	1	1
1548	к чему-то	1	1
1549	этимологическое значение	2	1
1550	нельзя не	1	1
1551	бы назвать	1	1
1552	есть произведение	2	1
1553	вопрос как	1	1
1554	содержание своего	1	1
1555	бы ничего	1	1
1556	цель такой	1	1
1557	быть и	1	1
1558	и слова	4	1
1559	есть всегда	1	1
1560	о границах	1	1
1561	и деятельность	1	1
1562	к тем	4	1
1563	этому последнему	2	1
1564	и их	4	1
1565	что образ	1	1
1566	конечно в	1	1
1567	говоря о	5	1
1568	не следует	6	1
1569	и и	1	1
1570	лишь как	1	1
1571	которую я	1	1
1572	человека с	2	1
1573	этому поводу	1	1
1574	нам о	1	1
1575	развивается в	1	1
1576	силу на	1	1
1577	не другой	1	1
1578	и средством	1	1
1579	значение слова	8	1
1580	люди не	2	1
1581	к ней	7	1
1582	по всей	1	1
1583	и вне	1	1
1584	меняется вместе	1	1
1585	тот высокий	1	1
1586	у меня	2	1
1587	есть сам	1	1
1588	эту мысль	1	1
1589	такой где	1	1
1590	до ее	1	1
1591	к новому	1	1
1592	можно будет	1	1
1593	своего искусства	1	1
1594	здесь все	1	1
1595	как внутренняя	1	1
1596	и тому	1	1
1597	только после	1	1
1598	об этой	1	1
1599	и эта	2	1
1600	этой силы	1	1
1601	мир он	1	1
1602	душевной жизни	10	1
1603	эти два	1	1
1604	которое мы	2	1
1605	которой нет	2	1
1606	он с	1	1
1607	само по	6	1
1608	кроме игры	1	1
1609	самосознания в	1	1
1610	иное как	1	1
1611	для другого	1	1
1612	видно в	1	1
1613	возможна только	1	1
1614	себе а	4	1
1615	есть своего	1	1
