N	2gram	Propp_Isto	slovoVRo
1311	этой силы	1	1
1312	человек не	1	1
1313	но кроме	1	1
1314	объеме и	1	1
1315	отнюдь не	2	1
1316	условия и	1	1
1317	или при	1	1
1318	которым он	1	1
1319	здесь же	2	1
1320	после своего	1	1
1321	таким же	1	1
1322	чтобы не	3	1
1323	именно это	2	1
1324	уходит в	1	1
1325	мне в	1	1
1326	которой мы	1	1
1327	себе а	2	1
1328	встречается и	1	1
1329	само по	2	1
1330	в который	1	1
1331	дело здесь	1	1
1332	жизнью и	1	1
1333	образов и	2	1
1334	где мы	1	1
1335	на эту	3	1
1336	почему нельзя	1	1
1337	в каком	2	1
1338	же о	1	1
1339	следовательно не	1	1
1340	и ничего	1	1
1341	но автор	1	1
1342	можно только	1	1
