N	2gram	Vinokur_Ku	Dialekti
1318	но конечно	1	2
1319	в стиле	1	2
1320	разница между	1	2
1321	там где	7	2
1322	каждом из	2	2
1323	говорим о	3	2
1324	в акте	1	2
1325	это делается	1	2
1326	мысли в	1	2
1327	значит только	1	2
1328	лучшем случае	1	2
1329	для каждой	2	2
1330	и действительное	1	2
1331	быть как	1	2
1332	в нашей	4	2
1333	но дело	2	2
1334	и фактически	1	2
1335	пр и	2	2
1336	и живые	1	2
1337	у нее	1	2
1338	на это	3	2
1339	всего то	1	2
1340	мы сказали	1	2
1341	где не	2	2
1342	проще всего	2	2
1343	во многом	2	2
1344	одного из	1	2
1345	что история	2	2
1346	возможна и	1	2
1347	образом есть	1	2
1348	которые в	2	2
1349	самый термин	1	2
1350	выражения в	1	2
1351	так но	1	2
1352	наоборот в	2	2
1353	еще одно	3	2
1354	в узком	3	2
1355	по законам	1	2
1356	только после	1	2
1357	не рождается	1	2
1358	явлениями и	1	2
1359	является ли	2	2
1360	его есть	1	2
1361	в эпоху	1	2
1362	в целом	5	2
1363	себя то	1	2
1364	мы также	2	2
1365	сейчас мы	1	2
1366	имеет что	1	1
1367	приведу один	1	1
1368	это на	1	1
1369	и другие	1	1
1370	одно общее	1	1
1371	видели в	1	1
1372	и учение	1	1
1373	есть сознательное	1	1
1374	этого стало	1	1
1375	этого необходимо	1	1
1376	уж не	2	1
1377	историческом развитии	1	1
1378	хорошо знаем	1	1
1379	на почву	1	1
1380	перед собою	1	1
1381	о таком	2	1
1382	самого себя	1	1
1383	однако время	1	1
1384	оно стоит	1	1
1385	некоторой степени	1	1
1386	каждого отдельного	1	1
1387	случае мы	1	1
1388	он показал	1	1
1389	без исключения	1	1
1390	в применении	1	1
1391	отношениях к	1	1
1392	момента в	1	1
1393	который должен	1	1
1394	связанных между	1	1
1395	рассматривать с	1	1
1396	формы в	2	1
1397	она уже	1	1
1398	здесь о	1	1
1399	она стала	2	1
1400	всегда предполагает	1	1
1401	и иное	1	1
1402	или быть	1	1
1403	ни другое	1	1
1404	примеров в	1	1
1405	так например	3	1
1406	быть заменено	2	1
1407	собственно не	1	1
1408	одна за	1	1
1409	одному из	1	1
1410	одно дело	1	1
1411	науку в	1	1
1412	с формальной	1	1
1413	далеко еще	1	1
1414	но эти	1	1
1415	за время	4	1
1416	может нас	1	1
1417	пор я	1	1
1418	случае он	1	1
1419	свидетельствует только	1	1
1420	это история	1	1
1421	в день	2	1
1422	значение совершенно	1	1
1423	в живом	2	1
1424	оно превращается	1	1
1425	мешает им	1	1
1426	и самое	1	1
1427	по европе	1	1
1428	этой последней	1	1
1429	есть продукт	2	1
1430	отходит на	1	1
1431	бесспорный факт	1	1
1432	чтобы в	2	1
1433	стоит в	5	1
1434	и значение	2	1
1435	приходим к	2	1
1436	защищать его	1	1
1437	и чужой	1	1
1438	элементы в	1	1
1439	чтобы эти	1	1
1440	вовсе еще	1	1
1441	пользуясь своим	1	1
1442	все дело	3	1
1443	каким образом	1	1
1444	особенности же	2	1
1445	как об	2	1
1446	отчетливо и	1	1
1447	и хочу	1	1
1448	один московский	1	1
1449	это великая	1	1
1450	сущности не	1	1
1451	факт этого	1	1
1452	ведет к	1	1
1453	интересует сейчас	1	1
1454	интересует не	2	1
1455	конечном счете	2	1
1456	тут то	1	1
1457	его собственное	1	1
1458	общих и	1	1
1459	наука а	1	1
1460	путем того	1	1
1461	между прочим	4	1
1462	само собою	1	1
1463	не сказано	1	1
1464	и должен	1	1
1465	давно уже	2	1
1466	чтобы можно	1	1
1467	что известно	1	1
1468	правда в	1	1
1469	своей универсальности	1	1
1470	самого и	1	1
1471	равно не	1	1
1472	отца а	1	1
1473	мысли о	1	1
1474	подлинный смысл	1	1
1475	его все	1	1
1476	трудно убедиться	1	1
1477	московский ученый	1	1
1478	так жить	1	1
1479	его временном	1	1
1480	или ином	1	1
1481	большей или	2	1
1482	другое дело	2	1
1483	е на	1	1
1484	это определение	2	1
1485	тогда в	2	1
1486	поставить вопрос	2	1
1487	этих случаях	2	1
1488	когда ему	1	1
1489	другое средство	1	1
1490	гораздо больше	1	1
1491	ли быть	1	1
1492	казалось бы	5	1
1493	даже такой	2	1
1494	всякого рода	2	1
1495	а вместе	1	1
1496	большей части	2	1
1497	можем говорить	1	1
1498	нам не	5	1
1499	и дело	2	1
1500	с историческим	1	1
1501	лица по	1	1
1502	в центр	1	1
1503	этим мы	1	1
1504	факта что	1	1
1505	к другой	1	1
1506	эти разграничения	1	1
1507	первым и	1	1
1508	из других	1	1
1509	можно считать	2	1
1510	и такие	1	1
1511	и история	1	1
1512	когда на	1	1
1513	уже до	1	1
1514	тех слов	1	1
1515	не сделал	3	1
1516	это часто	1	1
1517	применении к	1	1
1518	разве не	2	1
1519	известных условиях	1	1
1520	связанных с	2	1
1521	доказать что	3	1
1522	субъектов и	1	1
1523	всем этим	1	1
1524	построения в	1	1
1525	можно встретить	2	1
1526	суждения и	1	1
1527	в самых	1	1
1528	что вся	2	1
1529	невозможно сказать	2	1
1530	к своей	1	1
1531	часто бывает	1	1
1532	отношения не	1	1
1533	и действия	1	1
1534	и прошу	1	1
1535	и разве	1	1
1536	из таких	1	1
1537	но может	1	1
1538	путь для	1	1
1539	из своего	1	1
1540	случае все	1	1
1541	жизни по	1	1
1542	что люди	1	1
1543	которое принадлежит	1	1
1544	втором случае	2	1
1545	приходит к	1	1
1546	возможен только	1	1
1547	и идет	1	1
1548	разумно и	1	1
1549	есть такие	1	1
1550	довольно легко	1	1
1551	не говорите	1	1
1552	истории по	1	1
1553	что ее	1	1
1554	имеют для	1	1
1555	время так	1	1
1556	может даже	1	1
1557	существенное от	1	1
1558	перед ним	1	1
1559	зависит прежде	1	1
1560	отчет в	1	1
1561	оно также	2	1
1562	отношения и	2	1
1563	стали бы	1	1
1564	о природе	1	1
1565	не известно	1	1
1566	на те	3	1
1567	быть предметом	1	1
1568	оно с	1	1
1569	вообще и	2	1
1570	о какой-то	1	1
1571	на наших	1	1
1572	весьма и	1	1
1573	тезис о	1	1
1574	него не	1	1
1575	так совершенно	1	1
1576	их столько	1	1
1577	том чтобы	9	1
1578	такому пониманию	1	1
1579	следующим образом	1	1
1580	за него	1	1
1581	просто в	1	1
1582	есть это	1	1
1583	содержание его	1	1
1584	как от	1	1
1585	так не	1	1
1586	теории и	1	1
1587	науке о	1	1
1588	доказательством этого	1	1
1589	речь о	1	1
1590	языком в	1	1
1591	отношении его	1	1
1592	сомневаться не	1	1
1593	а следовательно	2	1
1594	в европе	2	1
1595	приближение к	1	1
1596	уже быть	1	1
1597	имели бы	1	1
1598	здесь идет	1	1
1599	он так	1	1
1600	слова без	1	1
1601	не имеющая	1	1
1602	собственном значении	1	1
1603	но там	1	1
1604	искусстве но	1	1
1605	и иной	1	1
1606	же сколько	1	1
1607	и выражения	1	1
1608	смысле как	1	1
1609	свое собственное	1	1
1610	вся эта	2	1
1611	и беспомощного	1	1
1612	мы скажем	2	1
1613	в подобных	1	1
1614	все признаки	1	1
1615	как понимается	1	1
1616	является наиболее	1	1
1617	совершенно иными	1	1
1618	в контексте	2	1
1619	последнем случае	1	1
1620	при котором	1	1
1621	и оба	1	1
1622	станет нам	1	1
1623	понимать что	1	1
1624	в повествовании	1	1
1625	не выходит	1	1
1626	в научной	1	1
1627	он уж	1	1
1628	к их	1	1
1629	возвращение к	1	1
1630	в принципе	1	1
1631	после того	3	1
1632	уже без	1	1
1633	один пример	3	1
1634	о слове	2	1
1635	на язык	4	1
1636	отдельные его	1	1
1637	как средство	1	1
1638	отсюда для	1	1
1639	вообще а	2	1
1640	в братьях	1	1
1641	но каково	1	1
1642	с отдельными	1	1
1643	к себе	4	1
1644	время в	2	1
1645	мало и	1	1
1646	свидетельствовать о	1	1
1647	никакого другого	1	1
1648	принципиально нового	1	1
1649	первые три	1	1
1650	говорю уже	1	1
1651	сравнить с	1	1
1652	будет идти	1	1
1653	значение которое	1	1
1654	в ресторане	1	1
1655	на этих	1	1
1656	должен решаться	1	1
1657	представить в	1	1
1658	история одной	1	1
1659	в недрах	1	1
1660	глаза на	2	1
1661	к необходимости	1	1
1662	это слово	7	1
1663	они будут	1	1
1664	устранить и	2	1
1665	своей точки	1	1
1666	не скрывается	1	1
1667	относятся такие	1	1
1668	и свободно	1	1
1669	что между	2	1
1670	в конечном	3	1
1671	ли и	1	1
1672	вкуса и	3	1
1673	крестьян и	1	1
1674	утверждение что	2	1
1675	область где	1	1
1676	случае гораздо	1	1
1677	борьбы с	2	1
1678	заставить себя	2	1
1679	есть искусство	1	1
1680	и приводит	1	1
1681	д это	2	1
1682	что за	3	1
1683	даны как	1	1
1684	говорить лишь	2	1
1685	узком и	1	1
1686	их абсолютно	1	1
1687	xviii века	1	1
1688	до тех	1	1
1689	выражения но	1	1
1690	другое не	1	1
1691	это даже	1	1
1692	смысле и	2	1
1693	чтобы на	1	1
1694	этом последнем	1	1
1695	как говорит	1	1
1696	когда говорят	1	1
1697	как механизм	1	1
1698	лишь на	1	1
1699	обстоятельство что	15	1
1700	твердое и	1	1
1701	несравненно более	1	1
1702	от одной	1	1
1703	позволило бы	1	1
1704	и такое	1	1
1705	смысловой и	1	1
1706	народного просвещения	1	1
1707	так сказать	5	1
1708	или иные	2	1
1709	силы для	2	1
1710	и препятствуют	1	1
1711	слишком много	1	1
1712	это путь	1	1
1713	себе по	1	1
1714	нужно еще	1	1
1715	же касается	4	1
1716	мы употребляем	1	1
1717	из одного	3	1
1718	но точно	1	1
1719	за другой	1	1
1720	с понятием	1	1
1721	весь вопрос	1	1
1722	точнейшим образом	1	1
1723	чтобы его	1	1
1724	замечаем что	1	1
1725	нас есть	2	1
1726	и чего	1	1
1727	истории культуры	1	1
1728	от чисто	1	1
1729	чтобы мы	2	1
1730	наука или	1	1
1731	стоит ли	1	1
1732	могли бы	4	1
1733	связь с	1	1
1734	но можно	2	1
1735	выражение в	4	1
1736	природы а	1	1
1737	о происхождении	1	1
1738	спросим себя	1	1
1739	значит еще	1	1
1740	который является	1	1
1741	две категории	1	1
1742	таковы и	1	1
1743	отнестись к	2	1
1744	есть признак	1	1
1745	нет уже	1	1
1746	в абстракции	1	1
1747	я понимаю	1	1
1748	что само	2	1
1749	в устах	3	1
1750	и философы	1	1
1751	европейского ученого	1	1
1752	действие в	2	1
1753	под этой	1	1
1754	ли не	4	1
1755	при чтении	1	1
1756	к слову	2	1
1757	предполагает что	2	1
1758	мысль и	2	1
1759	иначе например	1	1
1760	очень часто	2	1
1761	в наше	3	1
1762	совершенно непосредственно	1	1
1763	стадия в	1	1
1764	имеет смысл	1	1
1765	ту же	6	1
1766	только об	1	1
1767	в руководстве	1	1
1768	взглянуть на	2	1
1769	и весьма	1	1
1770	явления в	1	1
1771	процесса в	1	1
1772	он стал	1	1
1773	кажется что	1	1
1774	в развитии	1	1
1775	не помешало	1	1
1776	от которых	1	1
1777	содержания и	2	1
1778	вспомним что	1	1
1779	тем и	1	1
1780	научного знания	3	1
1781	можно заменить	1	1
1782	категории в	1	1
1783	того же	6	1
1784	в историческом	1	1
1785	для самой	2	1
1786	и исторические	1	1
1787	с нашими	1	1
1788	в самой	6	1
1789	это действительно	2	1
1790	его так	2	1
1791	а вы	1	1
1792	итак все	1	1
1793	борьба в	1	1
1794	значение и	2	1
1795	ни то	1	1
1796	имеет тот	1	1
1797	основное и	1	1
1798	или меньшей	2	1
1799	толковать как	1	1
1800	превратилась в	1	1
1801	ли также	1	1
1802	только может	1	1
1803	бы у	1	1
1804	это потому	1	1
1805	и целые	1	1
1806	я вам	1	1
1807	мы называем	1	1
1808	также стоит	1	1
1809	оно имеет	1	1
1810	улице и	1	1
1811	это такое?	1	1
1812	не входят	1	1
1813	речь может	1	1
1814	нас совершенно	2	1
1815	но прежде	1	1
1816	сам в	1	1
1817	них не	1	1
1818	почти всех	1	1
1819	же с	1	1
1820	в одинаковых	1	1
1821	и спорить	1	1
1822	своего существа	1	1
1823	например о	1	1
1824	подлинную природу	1	1
1825	деле это	1	1
1826	оно действительно	1	1
1827	если они	1	1
1828	как система	1	1
1829	слове смысл	1	1
1830	на место	1	1
1831	его к	5	1
1832	для которых	2	1
1833	вообще во	1	1
1834	которого мы	1	1
1835	делать с	1	1
1836	заинтересован в	1	1
1837	время совершенно	1	1
1838	мы видели	3	1
1839	лишь по	1	1
1840	с неба	1	1
1841	для самого	3	1
1842	поскольку не	1	1
1843	можно сравнивать	1	1
1844	тут уже	1	1
1845	к такому	2	1
1846	положения этой	1	1
1847	самое понятие	1	1
1848	первую очередь	3	1
1849	однако и	2	1
1850	отвращение к	1	1
1851	представляет себе	1	1
1852	за ее	1	1
1853	раз он	1	1
1854	явно не	1	1
1855	то обстоятельство	15	1
1856	не допускают	1	1
1857	к другим	1	1
1858	мере того	3	1
1859	уяснить себе	1	1
1860	не хочу	2	1
1861	в последнем	2	1
1862	эпоху или	1	1
1863	смысла без	1	1
1864	несущее на	1	1
1865	брать на	1	1
1866	и должны	1	1
1867	только те	1	1
1868	мы приходим	2	1
1869	к тем	1	1
1870	такова же	1	1
1871	условий и	1	1
1872	разительный пример	1	1
1873	я почти	1	1
1874	на анализе	1	1
1875	в случаях	1	1
1876	переходит в	2	1
1877	искусству вообще	1	1
1878	с и	1	1
1879	этого понятия	1	1
1880	в языке	16	1
1881	составные части	1	1
1882	к вашему	2	1
1883	говорит и	1	1
1884	же указания	1	1
1885	до некоторой	1	1
1886	только одним	1	1
1887	сознания можно	1	1
1888	бы говорить	2	1
1889	и наглядно	2	1
1890	здесь очевидно	1	1
1891	истории в	1	1
1892	характер и	2	1
1893	не говорили	1	1
1894	необходимость не	1	1
1895	для них	2	1
1896	никем и	1	1
1897	совершенно явственно	1	1
1898	это ему	1	1
1899	в научных	1	1
1900	упомянутый выше	1	1
1901	лет тому	1	1
1902	том и	3	1
1903	если эти	2	1
1904	на минуту	1	1
1905	под этим	2	1
1906	различных типов	1	1
1907	в плоскости	2	1
1908	разумеется не	5	1
1909	их подлинный	1	1
1910	за что	1	1
1911	знать что	1	1
1912	этого одного	1	1
1913	как акт	1	1
1914	нам в	1	1
1915	чтобы установить	1	1
1916	с этого	1	1
1917	пойти дальше	1	1
1918	здесь мы	2	1
1919	школы и	2	1
1920	и одновременно	1	1
1921	считать и	1	1
1922	есть лишь	3	1
1923	однако мы	1	1
1924	вскрыть и	1	1
1925	с таким	1	1
1926	могло не	1	1
1927	дать себе	1	1
1928	это чувство	1	1
1929	во-первых мы	1	1
1930	предполагать что	1	1
1931	нет он	1	1
1932	превращаются в	1	1
1933	значения и	1	1
1934	знания от	1	1
1935	что всякие	1	1
1936	это выражение	1	1
1937	уже что	1	1
1938	уже внутри	1	1
1939	но мало	1	1
1940	только отрицательный	1	1
1941	против чего	1	1
1942	понятие а	1	1
1943	уже совсем	1	1
1944	к нам	1	1
1945	может стать	1	1
1946	у читателя	1	1
1947	на эту	2	1
1948	которого является	1	1
1949	напряжение и	1	1
1950	становится тем	1	1
1951	не находится	3	1
1952	а один	1	1
1953	раз то	1	1
1954	приводит к	3	1
1955	чувство было	1	1
1956	нас интересует	1	1
1957	и вкус	1	1
1958	осталось бы	1	1
1959	данном языке	2	1
1960	в известном	2	1
1961	общем смысле	1	1
1962	пр но	2	1
1963	собственно и	1	1
1964	что вообще	1	1
1965	здесь нет	1	1
1966	увидим как	1	1
1967	смысле это	2	1
1968	это само	1	1
1969	пушкина но	1	1
1970	должен обратиться	1	1
1971	об основной	2	1
1972	смысла когда	1	1
1973	и искусстве	1	1
1974	свое время	4	1
1975	где ее	1	1
1976	братьях карамазовых	1	1
1977	речь в	7	1
1978	прав но	1	1
1979	первом случае	1	1
1980	те которые	1	1
1981	можно установить	1	1
1982	очевидно и	1	1
1983	виду не	2	1
1984	ее интересует	1	1
1985	уже из	2	1
1986	где эти	1	1
1987	этот объект	1	1
1988	исторический и	1	1
1989	какой мере	1	1
1990	вернемся к	1	1
1991	в историю	1	1
1992	сейчас не	2	1
1993	не научные	1	1
1994	в пример	1	1
1995	а какая-то	1	1
1996	сознание что	1	1
1997	на некоторых	1	1
1998	один только	1	1
1999	просто указать	1	1
2000	значение этого	1	1
2001	такова первая	1	1
2002	на основе	2	1
2003	времени его	1	1
2004	например понятие	1	1
2005	не понятие	1	1
2006	и наше	1	1
2007	а может	1	1
2008	уверенным что	1	1
2009	слово а	1	1
2010	не это	1	1
2011	от обстоятельств	1	1
2012	субъекта в	1	1
2013	социального и	2	1
2014	каждой из	1	1
2015	те или	2	1
2016	эпоха имеет	1	1
2017	всего на	1	1
2018	народов и	1	1
2019	не могло	1	1
2020	не носит	1	1
2021	в которую	1	1
2022	же относятся	1	1
2023	время что	1	1
2024	впрочем и	1	1
2025	внимания на	1	1
2026	на примере	3	1
2027	рано или	2	1
2028	как невозможно	1	1
2029	что такая	1	1
2030	в совершенно	2	1
2031	тогда как	2	1
2032	должна уступить	1	1
2033	знания не	1	1
2034	каждый из	1	1
2035	например на	1	1
2036	и дурное	1	1
2037	их значения	1	1
2038	и идей	1	1
2039	на мой	2	1
2040	как свой	1	1
2041	своим особенностям	1	1
2042	их значение	1	1
2043	имею в	2	1
2044	есть основное	1	1
2045	и там	2	1
2046	в отличие	3	1
2047	переход от	4	1
2048	зависящие от	1	1
2049	знать в	1	1
2050	и под	3	1
2051	ее только	1	1
2052	из живой	1	1
2053	признаем что	1	1
2054	примеров можно	1	1
2055	имеет своим	1	1
2056	другим фактам	1	1
2057	до конца	3	1
2058	за пределами	1	1
2059	и раньше	1	1
2060	смысловая форма	1	1
2061	нам и	1	1
2062	в каждый	1	1
2063	можно конечно	1	1
2064	идея как	1	1
2065	ли сказать	1	1
2066	том же	3	1
2067	себе следы	1	1
2068	говоря об	2	1
2069	свою силу	1	1
2070	что говоря	1	1
2071	силу того	2	1
2072	оказалось в	1	1
2073	это просто	3	1
2074	смысл для	1	1
2075	или поздно	2	1
2076	этих терминов	1	1
2077	неприятное но	1	1
2078	и после	1	1
2079	или о	2	1
2080	не из	1	1
2081	вещи которые	1	1
2082	мысли с	1	1
2083	мною же	1	1
2084	еще одну	1	1
2085	подойти к	3	1
2086	так рассуждает	1	1
2087	с каким	1	1
2088	прямо в	1	1
2089	из этой	1	1
2090	не соответствует	1	1
2091	не выдерживает	1	1
2092	своим предметом	1	1
2093	ли эти	1	1
2094	когда знаешь	1	1
2095	этом случае	4	1
2096	в театре	1	1
2097	прав если	1	1
2098	то они	1	1
2099	поэтому что	2	1
2100	на лбу	1	1
2101	организм т	1	1
2102	и законы	1	1
2103	в старых	1	1
2104	созданного и	1	1
2105	значение в	1	1
2106	бьют мимо	1	1
2107	который уже	2	1
2108	прибегнуть к	1	1
2109	этом и	1	1
2110	уже само	1	1
2111	что несмотря	1	1
2112	сам он	1	1
2113	е чтобы	1	1
2114	не нужен	1	1
2115	это положение	2	1
2116	в последней	1	1
2117	раз из	1	1
2118	о значении	2	1
2119	однако как	1	1
2120	которое мы	1	1
2121	этот и	1	1
2122	наших глазах	1	1
2123	и раз	1	1
2124	ли так	1	1
2125	обе эти	4	1
2126	которые несмотря	1	1
2127	е все	1	1
2128	ничего кроме	1	1
2129	пор как	1	1
2130	для всего	1	1
2131	несомненно не	2	1
2132	без особой	1	1
2133	в основании	2	1
2134	это особенно	2	1
2135	относительно которых	1	1
2136	что так	3	1
2137	то слово	1	1
2138	для данной	3	1
2139	в литературе	1	1
2140	отсюда следует	2	1
2141	которого я	1	1
2142	нам еще	1	1
2143	где он	1	1
2144	спасение в	1	1
2145	выше не	1	1
2146	из своих	1	1
2147	легче всего	1	1
2148	говорю что	1	1
2149	можем найти	1	1
2150	выражения т	1	1
2151	все той	1	1
2152	есть акт	1	1
2153	а другое	1	1
2154	пришлось в	1	1
2155	а на	3	1
2156	однако необходимо	1	1
2157	д словом	1	1
2158	вне этой	1	1
2159	дают нам	1	1
2160	прекрасный пример	1	1
2161	и непосредственно	1	1
2162	ее из	1	1
2163	столь же	2	1
2164	у всех	1	1
2165	жизни это	1	1
2166	слова которые	1	1
2167	что к	1	1
2168	а также	3	1
2169	то к	1	1
2170	слова но	3	1
2171	с научным	1	1
2172	нейтральное к	1	1
2173	о каком	1	1
2174	и тому	1	1
2175	менее всего	1	1
2176	не правда	2	1
2177	он видел	1	1
2178	такое слово	1	1
2179	этом что	1	1
2180	уже совершенно	1	1
2181	одном и	1	1
2182	и индивидуального	1	1
2183	на тему	1	1
2184	говорят только	1	1
2185	этом в	2	1
2186	представляет собою	1	1
2187	в стороне	2	1
2188	сама эта	2	1
2189	лишь с	3	1
2190	этой цели	2	1
2191	слышать и	1	1
2192	этот раз	1	1
2193	или даже	2	1
2194	возможно и	1	1
2195	эту точку	1	1
2196	первого из	1	1
2197	в греческой	2	1
2198	которые являются	1	1
2199	на фоне	3	1
2200	в типе	1	1
2201	возникает необходимость	1	1
2202	и утверждается	1	1
2203	не столь	1	1
2204	развитии научного	1	1
2205	делается в	1	1
2206	со своей	1	1
2207	например сказать	1	1
2208	и историей	2	1
2209	ему более	1	1
2210	эпоха в	1	1
2211	механизма как	1	1
2212	предлагаемого очерка	1	1
2213	научного сознания	1	1
2214	и таким	1	1
2215	научных и	1	1
2216	не все	4	1
2217	это напряжение	1	1
2218	ее эмпирическим	1	1
2219	мы к	1	1
2220	что часто	1	1
2221	выражение и	1	1
2222	другом случае	1	1
2223	что наши	1	1
2224	значит в	1	1
2225	и основные	1	1
2226	к одному	2	1
2227	без всякой	1	1
2228	поскольку она	1	1
2229	еще до	1	1
2230	в такие	1	1
2231	на которые	1	1
2232	и живой	1	1
2233	к установке	1	1
2234	не чувствовал	1	1
2235	за то	1	1
2236	зрения законов	1	1
2237	принцип и	1	1
2238	наука о	3	1
2239	нужно только	1	1
2240	которые могли	1	1
2241	нельзя понимать	1	1
2242	такие же	2	1
2243	как иногда	1	1
2244	это мне	1	1
2245	а его	1	1
2246	которую мы	1	1
2247	составные элементы	3	1
2248	случае если	3	1
2249	души по	1	1
2250	по большей	2	1
2251	всю свою	1	1
2252	жизни для	1	1
2253	естественное и	1	1
2254	слово это	11	1
2255	поскольку они	1	1
2256	или указ	1	1
2257	из ряда	1	1
2258	необходимо должен	1	1
2259	уже значительно	1	1
2260	есть чисто	1	1
2261	пор пока	1	1
2262	здесь только	2	1
2263	и критики	1	1
2264	и заменить	1	1
2265	силу той	1	1
2266	язык и	1	1
2267	вопрос как	1	1
2268	на периферии	1	1
2269	примеры из	1	1
2270	живет и	5	1
2271	а по	1	1
2272	бы например	2	1
2273	эта сторона	1	1
2274	по земле	1	1
2275	его отдельных	1	1
2276	они оказались	1	1
2277	свою жизнь	1	1
2278	говорят в	1	1
2279	истинность или	1	1
2280	слова не	2	1
2281	такое этот	1	1
2282	имеем далее	1	1
2283	конечно в	1	1
2284	явлений в	2	1
2285	этот факт	1	1
2286	это также	1	1
2287	каком отношении	1	1
2288	даже при	1	1
2289	в пределах	8	1
2290	и возникает	1	1
2291	наравне с	1	1
2292	чего же	1	1
2293	это-то как	1	1
2294	всегда должна	1	1
2295	собственно нужно	1	1
2296	их как	2	1
2297	признать что	1	1
2298	и характере	1	1
2299	за которыми	1	1
2300	ли этот	1	1
2301	пример с	1	1
2302	так говорят	1	1
2303	что поскольку	1	1
2304	или еще	1	1
2305	не хотел	1	1
2306	о свете	1	1
2307	и принимает	1	1
2308	не без	1	1
2309	не замечать	1	1
2310	частный случай	1	1
2311	а самый	1	1
2312	явление в	1	1
2313	не делать	1	1
2314	наконец что	1	1
2315	дать картину	1	1
2316	были и	1	1
2317	силу которой	1	1
2318	место не	1	1
2319	все больше	1	1
2320	с прочими	2	1
2321	целей и	1	1
2322	в имени	1	1
2323	можно быть	1	1
2324	мало охотников	1	1
2325	чтобы создать	2	1
2326	поэзии где	1	1
2327	для рассмотрения	1	1
2328	г время	1	1
2329	в трамвае	1	1
2330	может показаться	1	1
2331	в эмпирической	1	1
2332	тем чтобы	1	1
2333	по моему	1	1
2334	что о	1	1
2335	этот особый	1	1
2336	с головой	1	1
2337	том случае	3	1
2338	превращается уже	1	1
2339	основная и	1	1
2340	явления вообще	1	1
2341	должны признать	1	1
2342	что творится	1	1
2343	оно выражает	1	1
2344	как должно	1	1
2345	что особенно	1	1
2346	бы установить	1	1
2347	все более	2	1
2348	в эти	1	1
2349	пушкина а	1	1
2350	пользуется ими	1	1
2351	и новые	1	1
2352	это в	1	1
2353	последнем основании	1	1
2354	ли в	3	1
2355	то все	1	1
2356	действительно только	1	1
2357	он действительно	1	1
2358	его будет	1	1
2359	иногда даже	1	1
2360	как выше	1	1
2361	и скоро	1	1
2362	в лице	1	1
2363	интеллектуальный и	1	1
2364	виду их	1	1
2365	ничего принципиально	1	1
2366	форме и	1	1
2367	из уст	1	1
2368	должен будет	1	1
