N	2gram	Propp_Isto	Problemy
1327	становится тем	1	1
1328	нас интересует	1	1
1329	начинают меняться	1	1
1330	ли он	2	1
1331	думают что	2	1
1332	о котором	1	1
1333	сравнению с	1	1
1334	характерна для	1	1
1335	со стороны	6	1
1336	все будет	1	1
1337	в воздухе	1	1
1338	в каком	1	1
1339	на своем	1	1
1340	ничего общего	1	1
1341	сейчас же	2	1
1342	на тех	2	1
1343	почувствовал что	1	1
1344	о ты	1	1
1345	не трудно	1	1
1346	то здесь	4	1
1347	бы эту	1	1
1348	показать как	1	1
1349	того на	1	1
1350	их одна	1	1
1351	творчества они	1	1
1352	дальнейшее развитие	1	1
1353	нет ничего	1	1
1354	можно в	2	1
1355	различных направлениях	1	1
1356	есть ее	1	1
1357	вот почему	2	1
1358	перейти в	1	1
1359	падает на	1	1
1360	где нет	2	1
1361	что мы	4	1
1362	в очень	2	1
1363	и видит	2	1
1364	несколько иной	1	1
1365	и социальной	1	1
1366	приведем лишь	1	1
1367	он соприкасается	1	1
1368	новый момент	1	1
1369	относится к	3	1
1370	на основе	1	1
1371	и поэтому	1	1
1372	это только	2	1
1373	том как	5	1
1374	и второй	1	1
1375	героя который	1	1
1376	пока я	1	1
1377	и тогда	2	1
1378	убить его	1	1
1379	и птицы	1	1
1380	перейдем к	3	1
1381	остается только	1	1
1382	только один	3	1
1383	совпадают с	1	1
1384	приводит в	1	1
1385	своей работе	1	1
1386	он пришел	1	1
1387	него с	1	1
1388	эти связи	1	1
1389	у других	1	1
1390	выражения как	2	1
1391	его дух	1	1
1392	тогда как	1	1
1393	только это	1	1
1394	стороны эта	1	1
1395	связанных с	1	1
1396	может превратиться	1	1
1397	имеем в	2	1
1398	на более	2	1
1399	потом в	1	1
1400	его цель	1	1
1401	целое в	1	1
1402	не совсем	6	1
1403	которые его	2	1
1404	на две	1	1
1405	к следующему	1	1
1406	не чужда	2	1
1407	новые и	1	1
1408	в самую	2	1
1409	где эта	1	1
1410	о смысле	1	1
1411	не знаем	3	1
1412	в чужую	2	1
1413	формы для	1	1
1414	просто на	2	1
1415	in der	1	1
1416	в свой	3	1
1417	но если	2	1
1418	рассмотрения в	1	1
1419	не лучше	1	1
1420	не делают	1	1
1421	вера в	2	1
1422	случаев и	1	1
1423	мы еще	2	1
1424	он вас	1	1
1425	нет кажется	1	1
1426	и мучает	1	1
1427	они были	2	1
1428	д и	1	1
1429	даром и	1	1
1430	обратиться к	1	1
1431	всю землю	1	1
1432	или просто	2	1
1433	находятся в	2	1
1434	стоит на	3	1
1435	в более	6	1
1436	и всякий	1	1
1437	даже когда	1	1
1438	ему в	3	1
1439	сами себя	1	1
1440	все так	1	1
1441	как у	2	1
1442	зависит от	4	1
1443	в последней	1	1
1444	не всякая	1	1
1445	он делает	2	1
1446	том числе	3	1
1447	у тебя	1	1
1448	нет например	1	1
1449	мы имеем	22	1
1450	на что	1	1
1451	существа и	2	1
1452	быть отнесены	1	1
1453	или с	1	1
1454	они входят	1	1
1455	он начинает	1	1
1456	бы на	1	1
1457	переход к	1	1
1458	когда например	1	1
1459	издевается над	1	1
1460	этом он	2	1
1461	которых каждый	1	1
1462	нам еще	1	1
1463	или совершенно	1	1
1464	то мы	3	1
1465	нами до	1	1
1466	первом месте	1	1
1467	открыто и	1	1
1468	превратиться в	1	1
1469	таком случае	1	1
1470	эта функция	1	1
1471	не развивается	1	1
1472	два примера	1	1
1473	есть уже	2	1
1474	мы находим	1	1
1475	в ином	3	1
1476	эти куски	1	1
1477	здесь можно	5	1
1478	это предположение	1	1
1479	собой он	1	1
1480	в таких	3	1
1481	соответственно этому	2	1
1482	силу и	2	1
1483	пределах одной	1	1
1484	и более	3	1
1485	как этот	1	1
1486	или иначе	1	1
1487	входить в	2	1
1488	это еще	3	1
1489	превращения в	1	1
1490	в ту	1	1
1491	и другое	1	1
1492	чтобы быть	1	1
1493	очень много	2	1
1494	власть в	1	1
1495	мира а	2	1
1496	два героя	1	1
1497	ее со	1	1
1498	нас к	10	1
1499	сейчас увидим	1	1
1500	нее он	1	1
1501	случаях когда	2	1
1502	могла быть	1	1
1503	эти две	1	1
1504	стремление к	1	1
1505	человеческим голосом	1	1
1506	заставить его	1	1
1507	перед собой	1	1
1508	перейти к	2	1
1509	видах и	1	1
1510	на все	2	1
1511	нет у	1	1
1512	гл iv	2	1
1513	по его	2	1
1514	не создает	1	1
1515	были не	1	1
1516	и оно	2	1
1517	земель но	1	1
1518	живых и	1	1
1519	начал перед	1	1
1520	вследствие чего	1	1
1521	путь к	1	1
1522	рассудка и	1	1
1523	человеком и	2	1
1524	говорит об	2	1
1525	ему как	1	1
1526	целого и	1	1
1527	тем более	1	1
1528	руки и	2	1
1529	этого места	1	1
1530	эти же	1	1
1531	герой например	3	1
1532	а на	2	1
1533	ко мне	1	1
1534	что эти	1	1
1535	чем же	1	1
1536	без всякой	1	1
1537	в юности	1	1
1538	выдает себя	1	1
1539	может иметь	2	1
1540	к их	1	1
1541	а еще	3	1
1542	воздухе в	1	1
1543	такие же	1	1
1544	же объясняет	1	1
1545	является и	4	1
1546	случае если	1	1
1547	две стороны	1	1
1548	другими словами	4	1
1549	работы о	1	1
1550	его не	3	1
1551	как уже	1	1
1552	здесь только	1	1
1553	друга они	1	1
1554	с полным	1	1
1555	не изучены	1	1
1556	здесь совершенно	2	1
1557	жертва эта	1	1
1558	средство а	1	1
1559	в искусстве	1	1
1560	и может	2	1
1561	как таковые	2	1
1562	водой как	1	1
1563	выражением этого	1	1
1564	в человеческом	2	1
1565	разработан в	1	1
1566	тех же	2	1
1567	форма есть	1	1
1568	от земли	2	1
1569	не видим	1	1
1570	каждый раз	1	1
1571	оказывается что	2	1
1572	героя может	1	1
1573	но дело	2	1
1574	в это	3	1
1575	есть несколько	1	1
1576	этого образа	1	1
1577	из своей	1	1
1578	с кем	2	1
1579	и часто	1	1
1580	это его	1	1
1581	уже очень	1	1
1582	идет речь	1	1
1583	еще на	1	1
1584	которых они	1	1
1585	все усиливается	1	1
1586	рассматривать как	1	1
1587	на это	1	1
1588	как из	1	1
1589	очень велико	1	1
1590	его извне	1	1
1591	не хотел	1	1
1592	числе и	2	1
1593	чтобы спасти	1	1
1594	те которые	1	1
1595	мир но	1	1
1596	явление в	2	1
1597	к изучению	2	1
1598	они тоже	1	1
1599	что за	2	1
1600	него являются	1	1
1601	вкратце можно	1	1
1602	мы бы	1	1
1603	считает что	2	1
1604	и характер	1	1
1605	что хотел	1	1
1606	бог послал	1	1
1607	мы сейчас	1	1
1608	по этому	1	1
1609	место в	1	1
1610	их можно	1	1
1611	отождествляется с	1	1
1612	этих форм	1	1
1613	происходит в	1	1
1614	заставляет ее	1	1
1615	об этой	1	1
1616	должны признать	1	1
1617	там на	1	1
1618	и неожиданно	1	1
1619	когда герой	6	1
1620	в области	1	1
1621	их на	3	1
1622	же может	1	1
1623	все другие	2	1
1624	быть только	1	1
1625	много примеров	2	1
1626	на своих	2	1
1627	в глубине	1	1
1628	в мышлении	2	1
1629	после своего	1	1
1630	виду что	1	1
1631	она действительно	1	1
1632	они приносят	1	1
1633	важность для	1	1
1634	не надо	1	1
1635	в который	2	1
1636	нему с	1	1
1637	есть не	2	1
1638	слагается из	1	1
1639	на ту	1	1
1640	все было	1	1
1641	фигурирует в	3	1
1642	здесь этот	1	1
