N	2gram	Propp_Russ	StatiiOP
1321	и обратно	1	1
1322	это самое	1	1
1323	такая точка	1	1
1324	они по	1	1
1325	но оно	1	1
1326	при всем	1	1
1327	тому кто	1	1
1328	который он	1	1
1329	вспоминать о	1	1
1330	но их	1	1
1331	свое внимание	1	1
1332	его и	2	1
1333	можно сделать	3	1
1334	должно быть	2	1
1335	можно установить	2	1
1336	и представляют	1	1
1337	сливается с	1	1
1338	и частично	1	1
1339	какие же	2	1
1340	оставляют в	1	1
1341	же после	1	1
1342	работы но	1	1
1343	ли он	1	1
1344	такую же	2	1
1345	в роли	1	1
1346	но здесь	1	1
1347	в иной	1	1
1348	приступая к	1	1
1349	это только	1	1
1350	в послании	1	1
1351	эта картина	1	1
1352	а может	1	1
1353	и будущих	1	1
1354	он просто	1	1
1355	на годы	1	1
1356	достаточное количество	1	1
1357	смысл который	1	1
1358	что также	2	1
1359	на очень	1	1
1360	не полностью	1	1
1361	и духовные	1	1
1362	году под	1	1
1363	о своем	1	1
1364	представление будто	3	1
1365	нас особенно	1	1
1366	подобного рода	1	1
1367	и различные	1	1
1368	ее с	2	1
1369	не ставило	1	1
1370	большей частью	1	1
1371	через их	1	1
1372	каждый из	3	1
1373	не говорить	1	1
1374	не представляет	1	1
1375	их посредство	1	1
1376	н а	5	1
1377	на которые	1	1
1378	на более	1	1
1379	из наиболее	2	1
1380	и там	2	1
1381	переход от	3	1
1382	никаких признаков	2	1
1383	на две	3	1
1384	при котором	1	1
1385	значение имеет	1	1
1386	народного творчества	2	1
1387	советских ученых	1	1
1388	характерен для	1	1
1389	следует обратить	1	1
1390	в текстах	1	1
1391	что русские	2	1
1392	каждые две	2	1
1393	месте своей	1	1
1394	он давал	1	1
1395	совсем другое	1	1
1396	от разных	1	1
1397	трудно в	1	1
1398	имеет и	1	1
1399	здесь и	1	1
1400	это значение	1	1
1401	русском языке	1	1
1402	месте в	1	1
1403	друг друга	3	1
1404	и после	2	1
1405	дает в	1	1
1406	же он	1	1
1407	они были	2	1
1408	ко дню	2	1
1409	случае их	1	1
1410	обратиться к	1	1
1411	которому в	1	1
1412	до г	2	1
1413	и каким	1	1
1414	не знают	1	1
1415	всегда была	1	1
1416	обе стороны	2	1
1417	то они	1	1
1418	в более	2	1
1419	превратилось в	1	1
1420	ему в	1	1
1421	что русалка	1	1
1422	с м	1	1
1423	не во	1	1
1424	и было	1	1
1425	на тех	2	1
1426	своих целях	1	1
1427	на источники	1	1
1428	второй половине	1	1
1429	тем он	1	1
1430	с традиционным	1	1
1431	не будем	5	1
1432	и всем	2	1
1433	что означает	2	1
1434	сумароков в	1	1
1435	подробное описание	1	1
1436	происхождения ни	1	1
1437	этот был	1	1
1438	например то	1	1
1439	себя на	1	1
1440	мало того	1	1
1441	истории как	1	1
1442	и наоборот	1	1
1443	нас еще	1	1
1444	состоят из	2	1
1445	здесь в	1	1
1446	чтобы получить	1	1
1447	же случае	1	1
1448	на одной	1	1
1449	какой-то особой	1	1
1450	слова а	1	1
1451	от своих	1	1
1452	полного развития	1	1
1453	однако не	1	1
1454	это предположение	1	1
1455	как эти	1	1
1456	подробно излагать	1	1
1457	пытался доказать	1	1
1458	с ними	6	1
1459	что к	1	1
1460	основаны на	2	1
1461	шли в	1	1
1462	изложения и	1	1
1463	и начинается	1	1
1464	некоторых случаях	1	1
1465	здесь все	1	1
1466	в ту	1	1
1467	виду что	2	1
1468	теперь еще	1	1
1469	отрицать что	1	1
1470	е из	1	1
1471	нет надобности	2	1
1472	очень много	2	1
1473	понимать как	1	1
1474	не исключается	1	1
1475	к жизни	3	1
1476	социалистической революции	1	1
1477	случаях когда	2	1
1478	из различных	1	1
1479	мнение что	2	1
1480	и могут	1	1
1481	г с	1	1
1482	направления в	2	1
1483	разницы между	1	1
1484	право на	2	1
1485	в точности	1	1
1486	из разных	1	1
1487	которые с	2	1
1488	дело и	1	1
1489	в гроб	2	1
1490	связаны с	6	1
1491	смерти и	3	1
1492	в раннем	1	1
1493	отсюда же	1	1
1494	одно место	1	1
1495	ко всему	2	1
1496	обычно в	2	1
1497	этих строк	1	1
1498	к их	1	1
1499	значение так	1	1
1500	прав когда	2	1
1501	и новым	1	1
1502	счастье и	1	1
1503	которая для	1	1
1504	по дороге	1	1
1505	за все	2	1
1506	это как	1	1
1507	две стороны	1	1
1508	в руки	2	1
1509	и остаются	1	1
1510	на первое	1	1
1511	церкви и	3	1
1512	как уже	6	1
1513	а из	1	1
1514	тому как	3	1
1515	собою как	1	1
1516	другой в	1	1
1517	специалистов по	1	1
1518	же цели	1	1
1519	и многочисленные	1	1
1520	только так	1	1
1521	одни и	1	1
1522	в лесу	9	1
1523	в так	1	1
1524	у народа	1	1
1525	к тем	4	1
1526	все не	1	1
1527	не с	5	1
1528	была вместе	1	1
1529	есть и	2	1
1530	в селе	1	1
1531	или другого	1	1
1532	тех местах	3	1
1533	моя не	1	1
1534	не следует	1	1
1535	имеем здесь	1	1
1536	стороны и	1	1
1537	до появления	1	1
1538	часто в	1	1
1539	было воспринято	1	1
1540	в город	1	1
1541	здесь еще	1	1
1542	на всю	1	1
1543	или как	1	1
1544	в большинстве	2	1
1545	на смерть	2	1
1546	уходит в	1	1
1547	означает что	2	1
1548	кого-нибудь из	1	1
1549	рассматривать как	1	1
1550	очень велико	1	1
1551	и хозяйства	1	1
1552	например а	1	1
1553	по всей	4	1
1554	этого нет	1	1
1555	со своими	1	1
1556	на путь	1	1
1557	что подобные	1	1
1558	свою теорию	1	1
1559	раза в	1	1
1560	года не	1	1
1561	лучшее средство	1	1
1562	для такого	1	1
1563	указаний на	1	1
1564	и много	1	1
1565	говорилось выше	1	1
1566	собой очень	1	1
1567	с таким	2	1
1568	этих форм	1	1
1569	же в	5	1
1570	быть первым	1	1
1571	к новому	2	1
1572	были совершенно	1	1
1573	говорить об	1	1
1574	все еще	1	1
1575	идет не	1	1
1576	как скоро	1	1
1577	пришел к	1	1
1578	их на	5	1
1579	часто но	1	1
1580	этим связано	1	1
1581	что иногда	1	1
1582	которые больше	1	1
1583	широко распространены	1	1
1584	хорошо знает	1	1
1585	им не	1	1
1586	существуют еще	1	1
1587	силу и	2	1
1588	не можем	5	1
1589	за счет	2	1
1590	а н	21	1
1591	что дало	1	1
