N	2gram	Tiupa_Lite	formyVre
1300	а так	1	1
1301	руки и	1	1
1302	людей в	1	1
1303	общественной жизни	1	1
1304	в области	5	1
1305	к одному	1	1
1306	сотворение мира	1	1
1307	ко всему	4	1
1308	бытия как	1	1
1309	и сила	1	1
1310	в эти	1	1
1311	что от	1	1
1312	за то	2	1
1313	а к	2	1
1314	из ведущих	2	1
1315	в полной	1	1
1316	еще одной	1	1
1317	выше и	2	1
1318	xx века	2	1
1319	же от	1	1
1320	обществе этот	1	1
1321	это мне	1	1
1322	начать с	1	1
1323	случайно в	1	1
1324	была представлена	1	1
1325	в наши	1	1
1326	не отрываясь	1	1
1327	это как	3	1
1328	жизни для	1	1
1329	воспринимаются как	1	1
1330	и преображает	1	1
1331	я к	1	1
1332	тому как	4	1
1333	не по	2	1
1334	в поздних	2	1
1335	человек всегда	1	1
1336	с полным	1	1
1337	в акте	1	1
1338	обстоит дело	1	1
1339	конце концов	1	1
1340	для кого	1	1
1341	в отношениях	1	1
1342	дело не	2	1
1343	и нигде	1	1
1344	коллектива как	1	1
1345	во второй	2	1
1346	аналогичную по	1	1
1347	когда он	1	1
1348	ее отражения	1	1
1349	это начало	1	1
1350	к тем	1	1
1351	свою жизнь	1	1
1352	частного человека	1	1
1353	в поэме	5	1
1354	от земли	1	1
1355	целого в	1	1
1356	говоря о	1	1
1357	в нашей	2	1
1358	резко отличается	1	1
1359	не следует	1	1
1360	например и	2	1
1361	сознания для	2	1
1362	только то	3	1
1363	точку отсчета	1	1
1364	и жизни	4	1
1365	поэтому для	2	1
1366	на всю	1	1
1367	художественного мира	3	1
1368	и самой	1	1
1369	начала в	1	1
1370	дорога в	2	1
1371	жизни однако	1	1
1372	по той	1	1
1373	люди не	1	1
1374	что будет	1	1
1375	действительной жизни	1	1
1376	в литературном	1	1
1377	это он	1	1
1378	оно должно	1	1
1379	ибо когда	1	1
1380	и самого	2	1
1381	художественного произведения	1	1
1382	дня и	1	1
1383	в общественном	1	1
1384	может показаться	1	1
1385	в пространство	1	1
1386	такой же	3	1
1387	себя а	1	1
1388	на то	2	1
1389	достаточно вспомнить	1	1
1390	нуждается в	3	1
1391	же это	3	1
1392	когда наконец	1	1
1393	может и	1	1
1394	которых не	1	1
1395	бытия в	1	1
1396	лучшем случае	1	1
1397	дальше в	1	1
1398	слова в	2	1
1399	совершается в	1	1
1400	три существенных	1	1
1401	смыкается с	2	1
