N	2gram	Losev_Prob	Narrotol
1306	для такой	2	1
1307	и до	3	1
1308	только тем	1	1
1309	у человека	1	1
1310	он есть	5	1
1311	определенного рода	6	1
1312	тому и	1	1
1313	решительно все	1	1
1314	еще один	1	1
1315	однако само	1	1
1316	и наоборот	1	1
1317	им в	2	1
1318	если их	1	1
1319	в речевой	1	1
1320	делает его	2	1
1321	образом не	1	1
1322	известной степени	2	1
1323	претендовать на	1	1
1324	чем с	1	1
1325	есть его	2	1
1326	но мы	3	1
1327	между людьми	1	1
1328	одна только	1	1
1329	что здесь	4	1
1330	психический процесс	1	1
1331	нет и	5	1
1332	знать в	1	1
1333	какой она	1	1
1334	уж во	1	1
1335	ведь каждый	1	1
1336	не знаем	3	1
1337	то она	1	1
1338	в ряд	2	1
1339	характерное для	1	1
1340	к информации	1	1
1341	переход к	1	1
1342	далекое прошлое	1	1
1343	до известной	1	1
1344	сказать мы	1	1
1345	знания но	1	1
1346	здесь и	1	1
1347	т д	12	1
1348	такое содержание	1	1
1349	у них	1	1
1350	объективна но	1	1
1351	как объективно	1	1
1352	смысл этот	1	1
1353	не из	1	1
1354	дому и	1	1
1355	мы еще	3	1
1356	только о	8	1
1357	тот же	4	1
1358	другого и	1	1
1359	в другое	2	1
1360	указанием на	2	1
1361	или другой	6	1
1362	его можно	1	1
1363	человека но	2	1
1364	людей не	1	1
1365	этого героя	1	1
1366	что есть	1	1
1367	о каких	2	1
1368	события и	1	1
1369	вместе со	1	1
1370	проникает в	1	1
1371	находятся в	2	1
1372	но на	1	1
1373	только одного	2	1
1374	что оно	4	1
1375	что ему	1	1
1376	и многие	2	1
1377	мышления в	2	1
1378	общения в	1	1
1379	значение в	4	1
1380	со мной	1	1
1381	тоже не	12	1
1382	как говорится	1	1
1383	важно впрочем	1	1
1384	ничем не	2	1
1385	его мы	1	1
1386	так как	16	1
1387	это движение	2	1
1388	мир в	1	1
1389	многих других	1	1
1390	основе своей	1	1
1391	бумаги и	1	1
1392	и наказание	1	1
1393	может не	1	1
1394	и было	1	1
1395	по сходству	1	1
1396	о человеке	1	1
1397	того как	3	1
1398	новой жизни	1	1
1399	перестает быть	3	1
1400	том числе	2	1
1401	уже в	6	1
1402	одним и	3	1
1403	который бы	3	1
1404	сознании не	1	1
1405	в художественной	1	1
1406	или когда	2	1
1407	связи между	1	1
1408	лотмана и	1	1
1409	всего мира	1	1
1410	в предыдущем	1	1
1411	на что	3	1
1412	образ и	1	1
1413	однако здесь	3	1
1414	естественно что	2	1
1415	для всего	2	1
1416	определенный момент	1	1
1417	собой очень	1	1
1418	например может	1	1
1419	ее в	2	1
1420	своей единственной	1	1
1421	где он	1	1
1422	указание на	6	1
1423	который ничего	2	1
1424	что каждый	1	1
1425	с их	1	1
1426	в движение	1	1
1427	различия между	1	1
1428	далека от	1	1
1429	даже самая	1	1
1430	речь но	1	1
1431	быть вполне	1	1
1432	сказать не	1	1
1433	а еще	1	1
1434	течение всей	1	1
1435	на небо	1	1
1436	что ни	3	1
1437	от друга	1	1
1438	что является	1	1
1439	и представления	1	1
1440	что к	2	1
1441	другой смысл	1	1
1442	этом не	1	1
1443	не субъективно	1	1
1444	изложения и	1	1
1445	само мышление	1	1
1446	всеми уже	1	1
1447	такое слово	1	1
1448	этом что	1	1
1449	как нечто	10	1
1450	очень много	3	1
1451	в стороне	1	1
1452	случае не	6	1
1453	мира а	1	1
1454	иначе ее	1	1
1455	и без	6	1
1456	нас к	1	1
1457	говоря мы	2	1
1458	говорят о	2	1
1459	является не	4	1
1460	движение которое	1	1
1461	на душе	1	1
1462	при таком	2	1
1463	есть только	16	1
1464	однако это	3	1
1465	это происходит	1	1
1466	и со	1	1
1467	и я	1	1
1468	в такой	3	1
1469	не относится	1	1
1470	остановимся на	1	1
1471	фразы но	1	1
1472	у древних	3	1
1473	нисколько не	3	1
1474	что находится	1	1
1475	и смысл	1	1
1476	замечания к	1	1
1477	на его	2	1
1478	весьма характерное	1	1
1479	далее же	1	1
1480	взятый в	1	1
1481	а так	1	1
1482	как результат	1	1
1483	человеческого мышления	2	1
1484	бы это	1	1
1485	не хочется	1	1
1486	ему не	1	1
1487	чтобы хоть	1	1
1488	для мышления	1	1
1489	на свете	2	1
1490	которая как	1	1
1491	не говоря	8	1
1492	еще до	1	1
1493	может иметь	3	1
1494	том случае	2	1
1495	более обширного	1	1
1496	суть символы	1	1
1497	смысла то	2	1
1498	тут и	3	1
1499	уже никто	1	1
1500	с самого	3	1
1501	xx века	2	1
1502	оно в	1	1
1503	и всеми	1	1
1504	объективна и	1	1
1505	смысловую структуру	1	1
1506	же к	1	1
1507	на свои	1	1
1508	гласит что	1	1
1509	случае если	2	1
1510	случайного и	1	1
1511	другими словами	8	1
1512	каждого слова	1	1
1513	мечтает о	1	1
1514	ни один	1	1
1515	уже вовсе	1	1
1516	в акте	1	1
1517	в противоположность	1	1
1518	ведь и	2	1
1519	сознания так	1	1
1520	просто не	1	1
1521	мы должны	5	1
1522	в искусстве	3	1
1523	исследования в	2	1
1524	всей истории	1	1
1525	он однако	1	1
1526	или что-нибудь	1	1
1527	я вас	1	1
1528	не существовало	1	1
1529	нужно было	1	1
1530	но она	3	1
1531	и их	4	1
1532	но даже	3	1
1533	всего его	1	1
1534	из монастыря	1	1
1535	в трактире	1	1
1536	отношений между	2	1
1537	что данный	1	1
1538	оказывается что	4	1
1539	кто не	1	1
1540	конечно в	2	1
1541	века однако	1	1
1542	в нашей	3	1
1543	имеются только	1	1
1544	уже видели	1	1
1545	и времени	2	1
1546	только то	6	1
1547	этих случаях	4	1
1548	хотя она	1	1
1549	или как	4	1
1550	как то	1	1
1551	происходит от	1	1
1552	разговаривать не	2	1
1553	нам о	3	1
1554	дело обстоит	1	1
1555	еще на	1	1
1556	сложности и	1	1
1557	сколько их	1	1
1558	обычно имеет	1	1
1559	эту тему	2	1
1560	к значимости	1	1
1561	в плане	2	1
1562	крайней мере	8	1
1563	для такого	2	1
1564	отличаться от	1	1
1565	мертвые знаки	1	1
1566	поскольку иначе	1	1
1567	может показаться	1	1
1568	а явление	1	1
1569	целая система	1	1
1570	не важно	2	1
1571	настаивать на	1	1
1572	же можно	1	1
1573	иначе он	1	1
1574	меня самого	1	1
1575	может предстать	1	1
1576	все еще	5	1
1577	в период	1	1
1578	художественная литература	1	1
1579	для характеристики	1	1
1580	но слишком	1	1
1581	человек не	1	1
1582	в разговоре	1	1
1583	ничего подобного	2	1
1584	может и	3	1
1585	однако все	2	1
1586	как ему	1	1
1587	для этого	5	1
1588	а я	1	1
1589	как вещь	1	1
1590	который однако	1	1
1591	настоящего времени	3	1
1592	само по	1	1
1593	по смежности	1	1
1594	есть не	10	1
1595	может претендовать	1	1
1596	как символ	6	1
1597	он существует	1	1
