N	2gram	Losev_Dial	slovoVRo
1316	бы оно	1	1
1317	с той	2	1
1318	с жизнью	1	1
1319	ней не	1	1
1320	часто очень	1	1
1321	или же	1	1
1322	мы теперь	1	1
1323	в изображении	2	1
1324	к самому	3	1
1325	подобно тому	1	1
1326	нас к	1	1
1327	лишь с	1	1
1328	твердое и	1	1
1329	нам в	1	1
1330	им и	1	1
1331	могла быть	1	1
1332	может только	3	1
1333	есть именно	1	1
1334	всего он	1	1
1335	резко и	1	1
1336	говорят о	2	1
1337	с окружающим	2	1
1338	между прочим	1	1
1339	в мире	3	1
1340	поэтический образ	7	1
1341	в ту	1	1
1342	и характер	1	1
1343	говорить как	1	1
1344	вернемся к	1	1
1345	оно конечно	1	1
1346	один и	1	1
1347	должно было	1	1
1348	его жизни	1	1
1349	как не	4	1
1350	больше всего	2	1
1351	бы мы	2	1
1352	нужно еще	1	1
1353	понять их	1	1
1354	для освещения	1	1
1355	более конкретное	2	1
1356	и нераздельно	1	1
1357	себе все	1	1
1358	конечно эта	1	1
1359	такое значение	1	1
1360	себе и	5	1
1361	его значение	1	1
1362	сказать несколько	1	1
1363	мировоззрения но	1	1
1364	раз в	2	1
1365	от второй	1	1
1366	предполагает прежде	1	1
1367	жизнь уже	1	1
1368	научных и	1	1
1369	и отдельные	1	1
1370	которая есть	2	1
1371	в меру	5	1
1372	мы к	1	1
1373	бы в	3	1
1374	что часто	1	1
1375	быть настолько	1	1
1376	последнем случае	1	1
1377	становлении нет	1	1
1378	привносит в	1	1
1379	сказать и	1	1
1380	но его	1	1
1381	вещам как	1	1
1382	ни при	1	1
1383	же деле	2	1
1384	ко всему	3	1
1385	себе самом	2	1
1386	конечно это	1	1
1387	поэтическое произведение	2	1
1388	третьего измерения	1	1
1389	она или	2	1
1390	что такое	13	1
1391	их не	1	1
1392	из глубины	1	1
1393	д если	1	1
1394	что же?	1	1
1395	в разной	3	1
1396	выйти за	1	1
1397	жизнь и	5	1
1398	таковы и	1	1
1399	только начинается	1	1
1400	и далее	1	1
1401	тем более	2	1
1402	по которому	2	1
1403	оно в	1	1
1404	от поэтической	1	1
1405	и вместо	1	1
1406	на задний	1	1
1407	но между	1	1
1408	на внутреннее	2	1
1409	и личность	1	1
1410	для выражения	1	1
1411	иногда же	1	1
1412	дана в	4	1
1413	философской и	1	1
1414	для ее	1	1
1415	как систему	1	1
1416	образ и	5	1
1417	все остальные	1	1
1418	другими словами	2	1
1419	другом и	1	1
1420	основных социальных	1	1
1421	оно станет	1	1
1422	взятая в	2	1
1423	не дает	1	1
1424	от самого	3	1
1425	здесь только	1	1
1426	совсем не	1	1
1427	тому как	1	1
1428	но всегда	2	1
1429	и образа	2	1
1430	мы всегда	2	1
1431	не изучены	1	1
1432	что всякий	1	1
1433	на весь	1	1
1434	взглянуть на	1	1
1435	с живыми	2	1
1436	мифа как	2	1
1437	ни была	2	1
1438	мы должны	6	1
1439	в искусстве	2	1
1440	на свой	1	1
1441	когда он	2	1
1442	сознание не	1	1
1443	этих сфер	1	1
1444	образ так	1	1
1445	если же	2	1
1446	должны быть	2	1
1447	свою жизнь	1	1
1448	пусть не	2	1
1449	но даже	1	1
1450	не уменьшается	1	1
1451	есть и	11	1
1452	тех же	1	1
1453	и является	2	1
1454	совершенно невозможно	2	1
1455	это взаимоотношение	1	1
1456	и кажущегося	2	1
1457	над другими	1	1
1458	уже указывали	1	1
1459	что образ	1	1
1460	действующий и	1	1
1461	который создан	1	1
1462	которые оно	1	1
1463	быть как	1	1
1464	когда оно	2	1
1465	сознания есть	1	1
1466	который мы	1	1
1467	зрения так	2	1
1468	еще в	2	1
1469	в нас	2	1
1470	это то	1	1
1471	сосредоточиться на	2	1
1472	даже не	4	1
1473	социального контекста	1	1
1474	как явление	1	1
1475	тем самым	1	1
1476	и времени	4	1
1477	глубине и	1	1
1478	из видов	2	1
1479	этого образа	1	1
1480	не касается	1	1
1481	поэтому для	1	1
1482	человека с	1	1
1483	ведь если	1	1
1484	предмете и	1	1
1485	у нее	1	1
1486	и всякая	1	1
1487	очень мало	2	1
1488	слились в	1	1
1489	притом на	1	1
1490	и всех	4	1
1491	какой мере	1	1
1492	тем или	2	1
1493	гете и	2	1
1494	или наконец	1	1
1495	при известных	1	1
1496	могла бы	2	1
1497	примеры такого	1	1
1498	на это	1	1
1499	категорий и	1	1
1500	как из	3	1
1501	или еще	1	1
1502	восприятие и	1	1
1503	в отдельности	3	1
1504	и время	4	1
1505	сопоставление и	1	1
1506	есть предмет	1	1
1507	него и	1	1
1508	эти понятия	1	1
1509	может ограничиться	1	1
1510	в образ	2	1
1511	далеко от	1	1
1512	оно должно	2	1
1513	на их	1	1
1514	содержанием и	2	1
1515	и собственно	1	1
1516	время на	1	1
1517	автора то	1	1
1518	все дальше	2	1
1519	но есть	2	1
1520	в театре	1	1
1521	существует в	1	1
1522	только так	1	1
1523	как вещи	2	1
1524	дальше и	2	1
1525	этом и	1	1
1526	личности человек	1	1
1527	дня и	1	1
1528	плоскость в	1	1
1529	характерна эта	1	1
1530	с чем	2	1
1531	мы начинаем	1	1
1532	от действительного	1	1
1533	оно живет	1	1
1534	остается все	1	1
1535	есть его	2	1
1536	к внешнему	1	1
1537	в общем	2	1
1538	сознания его	1	1
1539	смотрим на	1	1
1540	подходе к	1	1
1541	например о	1	1
1542	этот особый	1	1
1543	происходит в	2	1
1544	главное все	1	1
1545	говорить об	1	1
1546	себе ни	1	1
1547	здесь обязательно	1	1
1548	иной раз	7	1
1549	и дом	1	1
1550	себе без	1	1
1551	себя окружающему	1	1
1552	в данный	1	1
1553	его к	1	1
1554	начинается это	1	1
1555	на который	1	1
1556	все более	1	1
1557	и новые	1	1
1558	она построена	1	1
1559	если на	1	1
1560	отнюдь не	13	1
1561	эти два	4	1
1562	его есть	2	1
1563	здесь же	1	1
1564	а главное	2	1
1565	оно непрерывно	1	1
1566	чтобы не	6	1
1567	именно это	1	1
1568	всегда так	3	1
1569	которой мы	1	1
1570	себе а	2	1
1571	и совершенно	4	1
1572	дальше в	2	1
1573	поэзия и	2	1
1574	или точнее	2	1
1575	само по	7	1
1576	лишь его	1	1
1577	говорит не	1	1
1578	за их	1	1
1579	в каком	10	1
1580	же о	1	1
1581	нечто совсем	2	1
1582	превращаются в	1	1
1583	он действительно	1	1
1584	конечно всегда	2	1
1585	следовательно не	2	1
1586	и ничего	1	1
1587	по причине	1	1
1588	должны сказать	2	1
1589	можно только	4	1
