N	2gram	Ircho_Kome	Analitik
1308	он выступает	2	1
1309	к комическому	1	1
1310	первых десятилетий	1	1
1311	к индивидуальному	1	1
1312	художественный образ	2	1
1313	с человеком	1	1
1314	один ряд	1	1
1315	вытекает из	1	1
1316	диалог с	1	1
1317	есть основания	1	1
1318	из функций	1	1
1319	в последней	1	1
1320	ни у	1	1
1321	он якобы	1	1
1322	однако даже	1	1
1323	этой традиции	1	1
1324	страшно и	1	1
1325	ситуаций и	2	1
1326	отсылка к	1	1
1327	на том	1	1
1328	первой из	2	1
1329	показательно что	4	1
1330	не дал	1	1
1331	автор этого	1	1
1332	о комедиях	1	1
1333	а может	1	1
1334	тезис о	1	1
1335	в современном	1	1
1336	слова и	1	1
1337	и уже	2	1
1338	обойтись без	1	1
1339	и теперь	3	1
1340	только один	2	1
1341	занимает в	1	1
1342	рамках этой	1	1
1343	совпадают с	1	1
1344	принимает всерьез	1	1
1345	значение для	1	1
1346	и два	1	1
1347	в это	3	1
1348	отношении к	1	1
1349	чаще всего	3	1
1350	силы в	1	1
1351	в действие	1	1
1352	принято говорить	1	1
1353	и наиболее	1	1
1354	стихов из	2	1
1355	целый ряд	2	1
1356	в сражении	1	1
1357	к совершенно	1	1
1358	в совершенно	1	1
1359	в истории	10	1
1360	своих убеждений	1	1
1361	комедии и	7	1
1362	почти одновременно	1	1
1363	в каком	1	1
1364	над собой	1	1
1365	в любовных	2	1
1366	же рода	1	1
1367	поводу того	1	1
1368	связанных с	2	1
1369	вот этот	1	1
1370	о способах	1	1
1371	на что	1	1
1372	ли есть	1	1
1373	непосредственно в	1	1
1374	между людьми	2	1
1375	и там	1	1
1376	следит за	1	1
1377	персонажи не	1	1
1378	в данной	1	1
1379	ее не	1	1
1380	событий в	2	1
1381	темы в	2	1
1382	если мы	1	1
1383	ее участников	1	1
1384	только одна	1	1
1385	то для	1	1
1386	всех остальных	2	1
1387	конца и	1	1
1388	сложнее и	1	1
1389	в образе	4	1
1390	последнего в	1	1
1391	только при	3	1
1392	следует упускать	1	1
1393	возвращении в	1	1
1394	разве я	1	1
1395	всего к	1	1
1396	говоря не	1	1
1397	обращение к	1	1
1398	со словом	1	1
1399	свою силу	1	1
1400	по меньшей	2	1
1401	сцену не	1	1
1402	в и	3	1
1403	в работу	1	1
1404	ее содержание	1	1
1405	даже для	2	1
1406	оба они	1	1
1407	друг друга	2	1
1408	и после	3	1
1409	участия в	1	1
1410	из него	1	1
1411	в год	1	1
1412	разрешение конфликта	1	1
1413	или вовсе	3	1
1414	иногда в	1	1
1415	не ведая	1	1
1416	формы и	1	1
1417	внешнее и	1	1
1418	постановки вопроса	1	1
1419	строя в	3	1
1420	могли быть	2	1
1421	об их	1	1
1422	по мнению	2	1
1423	именно к	1	1
1424	в любви	2	1
1425	полной уверенностью	1	1
1426	в более	4	1
1427	за единственным	1	1
1428	с парадоксальной	1	1
1429	когда речь	1	1
1430	и возвращение	1	1
1431	хоть и	7	1
1432	любой из	1	1
1433	но прежде	1	1
1434	борьба и	1	1
1435	того как	3	1
1436	за которую	1	1
1437	мне не	1	1
1438	случаев мы	1	1
1439	второй половине	3	1
1440	ли ты	1	1
1441	о сыне	1	1
1442	что одна	1	1
1443	он становится	1	1
1444	одна и	1	1
1445	дружеских отношениях	1	1
1446	одного произведения	1	1
1447	естественно что	1	1
1448	бы на	1	1
1449	к первой	1	1
1450	i в	1	1
1451	не достигает	1	1
1452	можно на	1	1
1453	видя в	1	1
1454	типов но	1	1
1455	отцом и	1	1
1456	личностью в	1	1
1457	простора для	1	1
1458	однако она	1	1
1459	читателю в	1	1
1460	и постоянно	1	1
1461	перед другом	1	1
1462	о существе	1	1
1463	материал для	2	1
1464	от друга	2	1
1465	главы евгения	1	1
1466	отказаться от	2	1
1467	на юге	1	1
1468	за этим	1	1
1469	даже на	1	1
1470	страстям и	1	1
1471	было в	1	1
1472	места в	1	1
1473	и другое	1	1
1474	в собственных	1	1
1475	не могли	2	1
1476	исключительное в	1	1
1477	к г	3	1
1478	той самой	1	1
1479	прозрачно ассоциируется	1	1
1480	преждевременной смерти	1	1
1481	и давно	1	1
1482	участие в	4	1
1483	поведения и	1	1
1484	помнить что	1	1
1485	и вовсе	3	1
1486	этот раз	5	1
1487	по смыслу	1	1
1488	если и	1	1
1489	но нельзя	1	1
1490	как залог	1	1
1491	эти две	1	1
1492	а их	2	1
1493	почти до	1	1
1494	является не	2	1
1495	общественных отношений	1	1
1496	имеется в	1	1
1497	к концу	3	1
1498	и большого	1	1
1499	сразу же	5	1
1500	что им	1	1
1501	эпизод в	1	1
1502	мы находим	2	1
1503	своей юности	1	1
1504	на сюжет	1	1
1505	но уже	1	1
1506	ибо и	1	1
1507	для которого	1	1
1508	в каждой	1	1
1509	и объясняются	1	1
1510	от своих	1	1
1511	единственным исключением	1	1
1512	за его	1	1
1513	осуществленного им	1	1
1514	в динамике	1	1
1515	войны и	7	1
1516	выражение и	1	1
1517	ему не	1	1
1518	военные действия	3	1
1519	сказать и	1	1
1520	отказа от	1	1
1521	предположить что	1	1
1522	в г	28	1
1523	том случае	1	1
1524	также что	2	1
1525	сам не	1	1
1526	и других	7	1
1527	ожидания к	1	1
1528	напомнить что	1	1
1529	тут и	1	1
1530	каждая из	1	1
1531	завершение в	1	1
1532	в предисловии	1	1
1533	а его	1	1
1534	в традициях	2	1
1535	изображается в	1	1
1536	усомниться в	2	1
1537	случае если	1	1
1538	в самых	1	1
1539	первая половина	1	1
1540	играли в	2	1
1541	в комедии	36	1
1542	который мы	1	1
1543	песни в	3	1
1544	обстоит дело	1	1
1545	обнаруживается и	1	1
1546	говорить не	1	1
1547	отделен от	1	1
1548	у того	1	1
1549	а по	1	1
1550	от отца	1	1
1551	наоборот в	1	1
1552	в науке	1	1
1553	исключительно важный	1	1
1554	обрывки в	1	1
1555	в трех	1	1
1556	этот факт	1	1
1557	некий общий	1	1
1558	веры в	1	1
1559	ему было	1	1
1560	начале фрагмента	1	1
1561	никаких сведений	1	1
1562	к которой	1	1
1563	с кем	1	1
1564	подвергать себя	1	1
1565	на всю	3	1
1566	у нее	2	1
1567	при всем	3	1
1568	своем поведении	1	1
1569	и всех	1	1
1570	и самой	1	1
1571	этого не	1	1
1572	преданий о	1	1
1573	или еще	1	1
1574	по той	1	1
1575	числе и	1	1
1576	иначе в	2	1
1577	как их	1	1
1578	в книге	1	1
1579	к ней	2	1
1580	определена как	1	1
1581	по всей	1	1
1582	со своими	1	1
1583	в большой	1	1
1584	именно та	1	1
1585	вызывает сомнений	1	1
1586	все больше	1	1
1587	наиболее полной	1	1
1588	в наибольшей	1	1
1589	как против	1	1
1590	за две	1	1
1591	над его	1	1
1592	этим же	2	1
1593	в театре	1	1
1594	остается на	1	1
1595	течение всего	1	1
1596	дня и	1	1
1597	действительно не	1	1
1598	понять что	1	1
1599	в голову	1	1
1600	друг от	2	1
1601	его до	2	1
1602	юноши в	1	1
1603	в виде	3	1
1604	право на	2	1
1605	можно судить	4	1
1606	для современного	1	1
1607	больше не	2	1
1608	и эта	1	1
1609	гораздо ближе	1	1
1610	выступает не	1	1
1611	общественной и	1	1
1612	это в	1	1
1613	само собой	2	1
1614	бы от	1	1
1615	и меньше	1	1
1616	конце концов	4	1
1617	таковой и	1	1
1618	факторы не	1	1
1619	возможна только	1	1
1620	красоты и	1	1
1621	отца не	1	1
1622	он с	1	1
1623	в лице	2	1
1624	само по	1	1
1625	голоса не	1	1
1626	а н	1	1
1627	из двух	2	1
1628	являются наиболее	1	1
