N	2gram	Tiupa_Narr	FransuaR
1309	с радостью	1	2
1310	реальным и	1	2
1311	и нормам	1	2
1312	к слову	1	2
1313	две стороны	1	2
1314	вторая глава	1	2
1315	это по	1	2
1316	если б	1	2
1317	но зато	4	2
1318	не приходится	1	2
1319	связано со	1	2
1320	на стороне	3	2
1321	за нею	2	2
1322	не сливаются	2	2
1323	со сменой	1	2
1324	другой день	4	2
1325	вот я	2	2
1326	что может	2	2
1327	бы его	1	2
1328	от которой	2	2
1329	это делает	1	2
1330	которое мы	1	2
1331	с совершенно	1	2
1332	за все	1	2
1333	в пространстве	3	2
1334	обращается к	3	2
1335	себе самом	2	2
1336	теперь я	1	2
1337	в состав	5	2
1338	я уже	2	2
1339	приближается к	1	2
1340	как с	1	2
1341	в большем	1	2
1342	и солнце	1	2
1343	внешнего и	1	2
1344	но также	1	2
1345	и чтобы	1	2
1346	не обходится	1	2
1347	когда его	1	2
1348	кухни и	1	2
1349	однако он	1	2
1350	если не	4	2
1351	xviii в	1	2
1352	не более	1	2
1353	до этого	1	2
1354	не готово	1	2
1355	первой половины	1	2
1356	за голову	1	2
1357	и придает	1	2
1358	затем следует	1	2
1359	присутствует в	1	2
1360	оно всегда	1	2
1361	здесь выступает	1	2
1362	слове и	1	2
1363	одним и	1	2
1364	время оно	1	2
1365	мы его	2	2
1366	в итоге	4	2
1367	с большей	1	2
1368	о своем	2	2
1369	действия и	1	2
1370	соответствии с	7	2
1371	и служит	2	2
1372	мог бы	1	2
1373	художественной литературе	1	2
1374	и головой	1	2
1375	со словом	1	2
1376	из участников	3	2
1377	только о	1	2
1378	прибегает к	1	2
1379	людей не	1	2
1380	в обоих	4	2
1381	новые формы	1	2
1382	на кухне	1	2
1383	о человеке	1	2
1384	видел как	1	2
1385	мира но	1	2
1386	бы на	1	2
1387	что теперь	1	2
1388	узнаем что	1	2
1389	указание на	1	2
1390	сознания и	2	2
1391	в церковь	1	2
1392	и будущего	2	2
1393	а о	2	2
1394	этого не	2	2
1395	что к	1	2
1396	плане но	1	2
1397	этом что	1	2
1398	не тот	1	2
1399	случае не	1	2
1400	мира а	1	2
1401	не столь	2	2
1402	эпизод в	1	2
1403	и игры	1	2
1404	это так	1	2
1405	умирающего и	1	2
1406	остается вне	1	2
1407	они все	1	2
1408	показывает в	1	2
1409	известном смысле	4	2
1410	может иметь	1	2
1411	только к	3	2
1412	же с	1	2
1413	как же	1	2
1414	история о	1	2
1415	в бытовой	1	2
1416	а из	1	2
1417	вся жизнь	2	2
1418	и многочисленные	1	2
1419	в разные	1	2
1420	слова с	1	2
1421	не существовало	1	2
1422	плана в	1	2
1423	свою историю	1	2
1424	убеждения в	1	2
1425	в нашей	1	2
1426	время они	1	2
1427	с кем	1	2
1428	всей его	1	2
1429	еще на	1	2
1430	так можно	1	2
1431	и борьба	1	2
1432	тот кто	2	2
1433	мир где	1	2
1434	при таком	1	2
1435	себе самому	5	2
1436	глазами и	1	2
1437	достаточно вспомнить	1	2
1438	дело обстоит	1	2
1439	или точнее	1	2
1440	как для	2	2
1441	говорит не	1	2
1442	и трудное	1	1
1443	поскольку о	1	1
1444	и наглядным	1	1
1445	было показано	1	1
1446	и объяснить	1	1
1447	они неразрывно	1	1
1448	к иной	1	1
1449	в душе	3	1
1450	только что	4	1
1451	молитвы на	1	1
1452	и откуда	1	1
1453	является в	1	1
1454	сам автор	1	1
1455	принадлежности к	1	1
1456	в последние	2	1
1457	здесь говорить	1	1
1458	двадцати пяти	1	1
1459	апостола петра	2	1
1460	обстоятельствам и	1	1
1461	более широкий	1	1
1462	но что	1	1
1463	всей ее	1	1
1464	как было	1	1
1465	этим объясняется	1	1
1466	по пути	1	1
1467	именно он	1	1
1468	обычно они	1	1
1469	которая здесь	1	1
1470	лет в	1	1
1471	и опять	2	1
1472	зато в	1	1
1473	которое по	1	1
1474	именно они	1	1
1475	в восьми	1	1
1476	к другим	1	1
1477	молока в	1	1
1478	и друзей	1	1
1479	защиты от	1	1
1480	он стоит	1	1
1481	в соответствии	8	1
1482	в цепи	1	1
1483	настаивает на	1	1
1484	эпизода мы	1	1
1485	из монастыря	1	1
1486	христа в	1	1
1487	здесь отсутствует	1	1
1488	местах и	2	1
1489	матери и	5	1
1490	историю в	2	1
1491	после его	1	1
1492	с замечательным	1	1
1493	первый взгляд	1	1
1494	в речь	1	1
1495	и пьет	1	1
1496	изнутри своего	1	1
1497	и дело	2	1
1498	творчества в	1	1
1499	отца в	1	1
1500	у такого	1	1
1501	можно не	1	1
1502	вопрос о	1	1
1503	про него	1	1
1504	характер так	1	1
1505	трудно было	1	1
1506	именно этим	1	1
1507	от боли	1	1
1508	пространстве его	1	1
1509	т.п как	1	1
1510	мира на	2	1
1511	представляет собой	21	1
1512	это очевидно	1	1
1513	глава третья	2	1
1514	нашей жизни	1	1
1515	это система	1	1
1516	этот текст	1	1
1517	она вся	1	1
1518	к своей	2	1
1519	солнце и	1	1
1520	и вторая	1	1
1521	мне то	1	1
1522	он думает	1	1
1523	на ногах	1	1
1524	одновременно это	1	1
1525	яркий пример	1	1
1526	в карты	1	1
1527	слита с	1	1
1528	с другим	2	1
1529	некоторых общих	1	1
1530	от родов	1	1
1531	собственному признанию	1	1
1532	казалось что	2	1
1533	говорит с	2	1
1534	настаивая на	1	1
1535	пределами искусства	1	1
1536	такая же	1	1
1537	принимает участия	1	1
1538	пространстве с	1	1
1539	мир так	1	1
1540	какие только	1	1
1541	и ценит	1	1
1542	именно она	1	1
1543	не два	1	1
1544	называл себя	1	1
1545	жизни есть	1	1
1546	понятие о	1	1
1547	нет никаких	1	1
1548	она есть	1	1
1549	они характеризуют	1	1
1550	лет а	1	1
1551	на горизонте	1	1
1552	чем это	2	1
1553	голоса и	1	1
1554	солнечный свет	1	1
1555	перед нею	1	1
1556	или иным	2	1
1557	эпизоды связаны	1	1
1558	к восприятию	1	1
1559	она сама	2	1
1560	не за	1	1
1561	нему в	1	1
1562	по природе	1	1
1563	нами не	2	1
1564	ведь для	1	1
1565	возвращение к	1	1
1566	сюжет в	1	1
1567	воплощенной в	1	1
1568	похожи на	2	1
1569	не слишком	1	1
1570	жизни так	3	1
1571	него уже	2	1
1572	теперь же	1	1
1573	она в	3	1
1574	эту минуту	1	1
1575	который часто	1	1
1576	начале этой	1	1
1577	и лег	1	1
1578	знанием и	1	1
1579	за всех	1	1
1580	объединены в	1	1
1581	и кажется	1	1
1582	отказывается от	1	1
1583	согласно которому	1	1
1584	стремится к	1	1
1585	не ограничивается	1	1
1586	например так	1	1
1587	как можно	2	1
1588	и сознания	1	1
1589	него еще	1	1
1590	неизбежно будет	1	1
1591	смерть никогда	1	1
1592	по аналогии	2	1
1593	в диалогической	2	1
1594	всем миром	1	1
1595	петра в	3	1
1596	этом последнем	2	1
1597	как говорит	1	1
1598	от классического	1	1
1599	классической и	1	1
1600	лишь на	1	1
1601	и внутреннего	3	1
1602	дома в	1	1
1603	определенное и	1	1
1604	с отцом	1	1
1605	лет до	1	1
1606	не улавливает	1	1
1607	если я	1	1
1608	того и	1	1
1609	но каждый	1	1
1610	на границе	1	1
1611	жизни то	2	1
1612	он чувствовал	1	1
1613	встрече с	4	1
1614	проникновению в	1	1
1615	войне и	2	1
1616	период его	1	1
1617	только от	2	1
1618	не понимают	1	1
1619	вполне адекватным	1	1
1620	и детских	1	1
1621	не он	1	1
1622	другое но	1	1
1623	люди как	1	1
1624	смеются над	1	1
1625	были заложены	1	1
1626	становится и	1	1
1627	о делах	1	1
1628	говоря в	1	1
1629	был назван	1	1
1630	героя и	4	1
1631	этой своей	2	1
1632	бы она	1	1
1633	подробностями и	1	1
1634	корне изменилось	1	1
1635	не один	1	1
1636	и собственно	1	1
1637	я лично	1	1
1638	самому себе	1	1
1639	в рассказе	10	1
1640	остается на	1	1
1641	на самый	1	1
1642	культуре только	1	1
1643	и хочется	1	1
1644	реакции на	1	1
1645	смысле они	1	1
1646	в особом	1	1
1647	такие определения	1	1
1648	отношения с	1	1
1649	себя за	1	1
1650	или наконец	1	1
1651	о действительной	1	1
1652	того кто	2	1
1653	а тем	1	1
1654	рассказывает историю	1	1
1655	в направлении	2	1
1656	но главное	1	1
1657	дома с	4	1
1658	в толпе	1	1
1659	или о	1	1
1660	на лошади	1	1
1661	действующего лица	1	1
1662	его личности	1	1
1663	существует в	1	1
1664	звучит так	1	1
1665	каждого человека	1	1
1666	церкви с	1	1
1667	ставят на	1	1
1668	с носом	1	1
1669	происходят в	1	1
1670	необходимо чтобы	1	1
1671	всю жизнь	1	1
1672	сказать к	1	1
1673	не сразу	1	1
1674	но благодаря	1	1
1675	о болезни	1	1
1676	и ценностных	1	1
1677	отнюдь не	6	1
1678	с с	1	1
1679	события в	3	1
1680	рассказ в	1	1
1681	находящиеся в	1	1
1682	и вопреки	1	1
1683	по причине	2	1
1684	от последующих	1	1
1685	смысловых и	1	1
1686	ниже здесь	1	1
1687	немного в	1	1
1688	этому времени	1	1
1689	него только	1	1
1690	в очерке	1	1
1691	построена так	2	1
1692	всем своим	1	1
1693	содержащий в	1	1
1694	если за	1	1
1695	к такой	1	1
1696	по определению	3	1
1697	времени эта	1	1
1698	о вечном	1	1
1699	где-нибудь в	1	1
1700	и фиксирует	1	1
1701	всякий может	1	1
1702	вместе со	1	1
1703	самому и	1	1
1704	другого человека	2	1
1705	это весьма	2	1
1706	своей чисто	1	1
1707	общения главным	1	1
1708	томас манн	1	1
1709	где жизнь	1	1
1710	это их	2	1
1711	к читателю	2	1
1712	литературного произведения	1	1
1713	она уходит	1	1
1714	сводится к	10	1
1715	разговоре с	2	1
1716	на минуту	1	1
1717	конца а	1	1
1718	один человек	1	1
1719	апостол петр	1	1
1720	теперь на	1	1
1721	не случайна	1	1
1722	сами по	2	1
1723	последний как	1	1
1724	фигуры и	1	1
1725	чтобы рассказать	1	1
1726	на четвертую	1	1
1727	ощущение его	1	1
1728	в саду	1	1
1729	его сознания	1	1
1730	своего материнского	1	1
1731	обоих случаях	1	1
1732	же слово	1	1
1733	можно назвать	2	1
1734	к которым	1	1
1735	ему по	1	1
1736	в памяти	2	1
1737	тоски и	1	1
1738	в смерти	1	1
1739	и т	3	1
1740	он ее	1	1
1741	который не	2	1
1742	события здесь	1	1
1743	января г	1	1
1744	обращенный к	1	1
1745	которого не	1	1
1746	говорить и	2	1
1747	не подвергается	1	1
1748	к другому	2	1
1749	и было	1	1
1750	своем собственном	1	1
1751	состав которой	1	1
1752	жизни мы	2	1
1753	то я	1	1
1754	не превращается	1	1
1755	знаем а	1	1
1756	как некий	1	1
1757	началом и	2	1
1758	второго лица	3	1
1759	необходимо также	1	1
1760	в прозе	4	1
1761	с детьми	1	1
1762	есть от	1	1
1763	и состоит	6	1
1764	он восклицает	1	1
1765	нуждаясь в	1	1
1766	и воображения	1	1
1767	имена с	1	1
1768	поскольку это	1	1
1769	более чем	2	1
1770	даже сказать	1	1
1771	первая из	1	1
1772	и теперь	1	1
1773	вступает в	2	1
1774	отношении к	1	1
1775	и ему	1	1
1776	в небольшом	1	1
1777	как если	2	1
1778	от других	1	1
1779	на основании	1	1
1780	и соответствующих	1	1
1781	также следует	1	1
1782	реальности в	1	1
1783	тогда как	23	1
1784	и наоборот	1	1
1785	что центральный	1	1
1786	никаких оснований	1	1
1787	свое существование	1	1
1788	состоит в	19	1
1789	человек при	1	1
1790	это позволяет	1	1
1791	к двум	2	1
1792	в данной	2	1
1793	в сфере	2	1
1794	функционирует в	1	1
1795	время обеда	1	1
1796	в глазах	7	1
1797	под знаком	1	1
1798	о последних	1	1
1799	именно то	1	1
1800	в каждый	1	1
1801	он прошел	1	1
1802	они присутствуют	1	1
1803	переход к	1	1
1804	этом свидетельствует	1	1
1805	этот второй	1	1
1806	она прежде	1	1
1807	достаточно напомнить	1	1
1808	мать и	3	1
1809	являются частью	1	1
1810	она может	2	1
1811	счастья и	1	1
1812	по этой	1	1
1813	только потому	1	1
1814	как формы	1	1
1815	этими словами	1	1
1816	границы как	1	1
1817	если только	1	1
1818	исключительно в	3	1
1819	указанием на	1	1
1820	смерти как	1	1
1821	мире где	1	1
1822	обращена к	1	1
1823	них звучит	1	1
1824	они полны	1	1
1825	и какой	1	1
1826	то они	3	1
1827	что отчасти	1	1
1828	в смысл	2	1
1829	мышления в	1	1
1830	не поддается	1	1
1831	его мы	1	1
1832	мог быть	1	1
1833	нас нет	2	1
1834	автору и	1	1
1835	мотивы в	1	1
1836	в монастырь	1	1
1837	в художественной	1	1
1838	не самого	1	1
1839	внешний облик	1	1
1840	искать в	1	1
1841	что одно	2	1
1842	своей не	1	1
1843	их лиц	1	1
1844	ее проявления	1	1
1845	речь которая	2	1
1846	истории как	2	1
1847	и необходимых	1	1
1848	ранее не	1	1
1849	нет это	1	1
1850	а все	1	1
1851	с всего	1	1
1852	все равно	2	1
1853	речь но	1	1
1854	всех прочих	1	1
1855	течение всей	1	1
1856	но то	1	1
1857	кладет начало	1	1
1858	в присутствии	2	1
1859	был но	1	1
1860	в стране	1	1
1861	ей не	1	1
1862	внешней а	1	1
1863	об этих	1	1
1864	частности язык	1	1
1865	и многообразно	1	1
1866	о жизни	2	1
1867	этом в	1	1
1868	матери в	1	1
1869	не нуждаясь	1	1
1870	нас к	1	1
1871	этот раз	1	1
1872	если они	1	1
1873	характерные образцы	1	1
1874	и событий	1	1
1875	чужой мир	1	1
1876	направлено на	1	1
1877	и этих	1	1
1878	в авторском	1	1
1879	по тем	1	1
1880	о бессмертии	1	1
1881	не принимает	1	1
1882	о роли	2	1
1883	а так	1	1
1884	значимость и	2	1
1885	действующие лица	1	1
1886	длинных и	1	1
1887	усматривает и	1	1
1888	не нуждаются	1	1
1889	нее ни	1	1
1890	того или	3	1
1891	и всеми	1	1
1892	и героев	1	1
1893	случае если	1	1
1894	конце четвертой	1	1
1895	выше в	1	1
1896	только этого	1	1
1897	всей первой	1	1
1898	и иные	1	1
1899	ее жизни	1	1
1900	друга как	1	1
1901	истории а	2	1
1902	не исключено	1	1
1903	а по	2	1
1904	его словесная	1	1
1905	к анализу	1	1
1906	русского языка	1	1
1907	шире чем	2	1
1908	лицам и	1	1
1909	но во	1	1
1910	достигается не	1	1
1911	поскольку их	1	1
1912	означает что	1	1
1913	тем или	2	1
1914	идет о	3	1
1915	этом своем	1	1
1916	человеческого сознания	2	1
1917	животных в	1	1
1918	являются не	1	1
1919	в противовес	3	1
1920	текста и	3	1
1921	не верит	1	1
1922	и нельзя	1	1
1923	в ходе	4	1
1924	мы бы	1	1
1925	свести к	2	1
1926	чтобы создать	1	1
1927	это означает	2	1
1928	иначе он	1	1
1929	в голову	1	1
1930	в кухню	1	1
1931	не претендует	1	1
1932	претендовать на	1	1
1933	даже из	1	1
1934	что видел	1	1
1935	перемещается в	1	1
1936	и относительно	1	1
1937	небе и	1	1
1938	не остаются	1	1
1939	в разговоре	1	1
1940	ориентирована на	1	1
1941	хотя они	1	1
1942	им не	1	1
1943	слова должны	1	1
1944	любви и	1	1
1945	и действия	2	1
1946	или напротив	3	1
1947	он то	1	1
1948	в единую	1	1
1949	мире а	1	1
1950	на жизнь	1	1
1951	в момент	1	1
1952	образом благодаря	1	1
1953	исходя из	4	1
1954	иного мира	1	1
1955	случае мы	1	1
1956	всей жизни	1	1
1957	и глубокому	1	1
1958	и взаимодействие	1	1
1959	же принципу	1	1
1960	небольшому числу	1	1
1961	она уже	1	1
1962	с ранней	1	1
1963	художника и	1	1
1964	это нужно	1	1
1965	частным и	1	1
1966	например с	1	1
1967	занять место	1	1
1968	о назначении	1	1
1969	такова по	1	1
1970	то не	1	1
1971	от этих	3	1
1972	не несет	2	1
1973	по способу	1	1
1974	из многочисленных	1	1
1975	среди других	1	1
1976	отметим что	1	1
1977	целом как	1	1
1978	мыслится как	2	1
1979	а теперь	2	1
1980	эпизодов но	1	1
1981	их не	1	1
1982	он имеет	1	1
1983	зрения вполне	1	1
1984	мужем об	1	1
1985	не следует	3	1
1986	угнетает и	1	1
1987	только когда	1	1
1988	прошлого не	1	1
1989	мысль о	1	1
1990	возможно и	1	1
1991	слове но	1	1
1992	весьма напоминает	1	1
1993	действующих лица	1	1
1994	для проникновения	1	1
1995	разрыв с	1	1
1996	опытом и	1	1
1997	себе с	1	1
1998	сознанием и	1	1
1999	которому все	1	1
2000	позицию с	1	1
2001	их за	1	1
2002	человека есть	2	1
2003	однако это	1	1
2004	искусство слова	1	1
2005	столичной жизни	1	1
2006	эпизодов в	3	1
2007	а голова	1	1
2008	деталей в	1	1
2009	обращение к	1	1
2010	о любви	1	1
2011	с позиций	1	1
2012	некоторые эпизоды	2	1
2013	когда на	1	1
2014	изнутри но	1	1
2015	восходит к	2	1
2016	чем за	1	1
2017	однако его	1	1
2018	с личной	1	1
2019	события как	1	1
2020	открыл глаза	1	1
2021	и неизбежно	1	1
2022	вся его	1	1
2023	восприниматься как	2	1
2024	первой главы	2	1
2025	века однако	1	1
2026	автора может	1	1
2027	себя со	1	1
2028	которым в	1	1
2029	строго отграниченная	1	1
2030	глава первая	2	1
2031	дети в	1	1
2032	виду и	1	1
2033	от цензуры	1	1
2034	определяется его	1	1
2035	пока еще	4	1
2036	себе весь	1	1
2037	как первые	1	1
2038	его собственной	1	1
2039	право говорить	1	1
2040	мы привыкли	1	1
2041	дистанция между	2	1
2042	не становится	1	1
2043	этим создается	1	1
2044	это существенно	1	1
2045	у себя	2	1
2046	рода ключом	1	1
2047	в комнате	1	1
2048	по которой	1	1
2049	они лишены	1	1
2050	как правило	8	1
2051	на пороге	1	1
2052	диалогический момент	1	1
2053	следующим образом	1	1
2054	языка как	1	1
2055	произведении у	1	1
2056	место для	1	1
2057	к обычному	1	1
2058	еще одна	1	1
2059	как результат	1	1
2060	в реальной	1	1
2061	речь о	1	1
2062	и внутренняя	1	1
2063	этот краткий	1	1
2064	и другого	1	1
2065	о шуме	1	1
2066	в обращении	2	1
2067	имеется довольно	1	1
2068	сто лет	1	1
2069	характер ее	1	1
2070	едва ли	5	1
2071	смысле как	1	1
2072	к истине	1	1
2073	внутренней жизни	1	1
2074	ситуации и	2	1
2075	обо мне	4	1
2076	объясняет он	1	1
2077	рассказов в	1	1
2078	вам в	1	1
2079	все четыре	1	1
2080	начинает приобретать	1	1
2081	детей это	2	1
2082	и грубых	1	1
2083	которой следует	1	1
2084	эти столь	1	1
2085	народной жизни	1	1
2086	этой двойной	1	1
2087	гоголь в	1	1
2088	тем не	7	1
2089	по мнению	2	1
2090	аналогии с	1	1
2091	в герое	4	1
2092	нем своего	1	1
2093	и второго	1	1
2094	богу не	1	1
2095	на будущее	1	1
2096	и восприятие	1	1
2097	в зависимости	3	1
2098	ожидания и	1	1
2099	столько же	2	1
2100	личности к	1	1
2101	около дома	1	1
2102	к чему	3	1
2103	не говорит	4	1
2104	по утверждению	1	1
2105	произведение как	1	1
2106	начинается только	1	1
2107	его иногда	1	1
2108	или хотя	1	1
2109	на мировую	1	1
2110	происходит и	2	1
2111	было тогда	1	1
2112	классической традиции	1	1
2113	как видим	1	1
2114	думать о	1	1
2115	себе не	1	1
2116	чем иным	2	1
2117	и которому	1	1
2118	иным как	2	1
2119	очевидным что	1	1
2120	он лишь	1	1
2121	по одной	1	1
2122	текста но	1	1
2123	что стало	1	1
2124	по-настоящему еще	1	1
2125	к небольшому	1	1
2126	не мыслится	1	1
2127	например как	1	1
2128	мира все	1	1
2129	смысловой значимости	1	1
2130	могло бы	3	1
2131	и понимание	1	1
2132	совершенно прав	1	1
2133	подобные явления	1	1
2134	и своей	1	1
2135	как сказано	1	1
2136	вопроса о	1	1
2137	из другого	1	1
2138	пребывания в	4	1
2139	на которую	1	1
2140	в заключительном	1	1
2141	проявляет себя	1	1
2142	подобного не	1	1
2143	вошел в	1	1
2144	времени жизни	1	1
2145	не годится	1	1
2146	как следует	1	1
2147	она ходит	1	1
2148	него или	1	1
2149	за границы	1	1
2150	кто видит	2	1
2151	на человеческую	1	1
2152	которой и	1	1
2153	по данному	1	1
2154	в структуре	1	1
2155	детей в	2	1
2156	например мы	3	1
2157	здесь она	1	1
2158	раз того	1	1
2159	и животным	1	1
2160	от самого	1	1
2161	природе своей	1	1
2162	за столом	2	1
2163	человека который	2	1
2164	рассказа а	1	1
2165	для художника	1	1
2166	проникать во	1	1
2167	как сам	1	1
2168	исчезает и	1	1
2169	его смысла	2	1
2170	вспомним что	1	1
2171	к ее	3	1
2172	к большой	1	1
2173	важно что	1	1
2174	уже вовсе	1	1
2175	в которое	1	1
2176	всех предшествующих	1	1
2177	представляется невозможным	1	1
2178	прийти в	1	1
2179	на свои	1	1
2180	неразрывно связано	1	1
2181	сохраняется но	1	1
2182	это придает	1	1
2183	и каждый	1	1
2184	любви в	1	1
2185	совершенно чужда	1	1
2186	пространство и	1	1
2187	силу своей	1	1
2188	появилось новое	1	1
2189	может выговорить	1	1
2190	к внешнему	1	1
2191	с которым	1	1
2192	столь же	6	1
2193	которая на	1	1
2194	и направляет	1	1
2195	в смене	2	1
2196	что обычно	1	1
2197	ней в	2	1
2198	еды в	1	1
2199	бы эти	1	1
2200	вот и	1	1
2201	слова как	1	1
2202	последующего развития	1	1
2203	или иного	3	1
2204	это типичные	1	1
2205	события с	1	1
2206	его смерти	2	1
2207	его времени	1	1
2208	чем и	2	1
2209	причем это	1	1
2210	каждого из	2	1
2211	до его	1	1
2212	а более	1	1
2213	и ничего	1	1
2214	на дворе	1	1
2215	и точной	1	1
2216	речи но	1	1
2217	через посредство	3	1
2218	в специальном	2	1
2219	с и	1	1
2220	эпизода на	1	1
2221	наиболее существенных	1	1
2222	живет в	1	1
2223	и прочих	2	1
2224	на ее	2	1
2225	для себя	3	1
2226	существует на	1	1
2227	на воздухе	1	1
2228	из средств	1	1
2229	и конца	5	1
2230	ни единого	1	1
2231	не смеет	1	1
2232	нашего времени	1	1
2233	истории в	8	1
2234	времени когда	1	1
2235	то был	1	1
2236	этот не	1	1
2237	к новой	1	1
2238	все свое	1	1
2239	которое нельзя	1	1
2240	святых которые	1	1
2241	действий и	1	1
2242	него теперь	1	1
2243	глава четвертая	2	1
2244	мог стать	1	1
2245	мальчика и	1	1
2246	приходится на	1	1
2247	здесь всегда	1	1
2248	своему существованию	1	1
2249	самого рассказчика	1	1
2250	человеческое сознание	1	1
2251	от церкви	1	1
2252	однако что	1	1
2253	от внутреннего	1	1
2254	для каждого	1	1
2255	претендует на	1	1
2256	сущности в	1	1
2257	события но	1	1
2258	отдельного человека	1	1
2259	как этих	1	1
2260	как не	1	1
2261	последующее развитие	1	1
2262	отступает от	1	1
2263	характер не	1	1
2264	мир который	1	1
2265	после рождения	1	1
2266	стало быть	4	1
2267	в аспекте	3	1
2268	который и	1	1
2269	в разработке	1	1
2270	внешняя сторона	3	1
2271	для героя	1	1
2272	только одно	1	1
2273	и некоторого	1	1
2274	свое внимание	1	1
2275	именно тем	1	1
2276	им из	1	1
2277	в сумасшедшем	2	1
2278	первая и	1	1
2279	важный для	1	1
2280	не забудьте	1	1
2281	то и	3	1
2282	каким бы	1	1
2283	не обращая	1	1
2284	это то	1	1
2285	этой смены	1	1
2286	зависимости от	3	1
2287	всех членов	1	1
2288	но о	1	1
2289	в рамках	6	1
2290	в раннем	1	1
2291	впрочем и	1	1
2292	есть одновременно	1	1
2293	что сама	1	1
2294	нормы а	1	1
2295	тому или	1	1
2296	возвращается домой	1	1
2297	придает ему	1	1
2298	судя по	1	1
2299	для которой	1	1
2300	а во	5	1
2301	возможность увидеть	1	1
2302	это сделал	1	1
2303	автора в	2	1
2304	первой главе	1	1
2305	образом не	1	1
2306	лице своих	1	1
2307	на более	1	1
2308	позволил бы	1	1
2309	к однозначности	1	1
2310	с текстом	1	1
2311	в делах	1	1
2312	третьего лица	1	1
2313	участвовал в	1	1
2314	нам историю	2	1
2315	в предлагаемой	1	1
2316	человечества и	1	1
2317	нам и	1	1
2318	то она	1	1
2319	и моральной	1	1
2320	в сознании	6	1
2321	событие в	5	1
2322	жизни является	1	1
2323	определения как	1	1
2324	который можно	1	1
2325	характерное в	1	1
2326	итоге мы	1	1
2327	время пребывания	1	1
2328	его можно	1	1
2329	человека но	1	1
2330	этого героя	1	1
2331	этого термина	1	1
2332	монастырь то	1	1
2333	что автор	1	1
2334	принимают участие	1	1
2335	только со	1	1
2336	я так	1	1
2337	процессе перехода	1	1
2338	ранних этапах	1	1
2339	крайняя степень	1	1
2340	стояла в	1	1
2341	произведения как	1	1
2342	не берется	1	1
2343	не понимал	1	1
2344	глава пятая	1	1
2345	не изображает	1	1
2346	фон для	1	1
2347	за которую	1	1
2348	понимает его	1	1
2349	голоса в	1	1
2350	обратиться к	2	1
2351	который бы	1	1
2352	связи между	1	1
2353	словами о	1	1
2354	существенный аспект	1	1
2355	на роль	2	1
2356	лишь то	1	1
2357	он даже	1	1
2358	это верно	1	1
2359	и показывает	1	1
2360	начала жизни	1	1
2361	поднимается на	1	1
2362	при встрече	3	1
2363	участия в	2	1
2364	в преодолении	1	1
2365	в полном	1	1
2366	с той	2	1
2367	этих рассказов	1	1
2368	всего тем	1	1
2369	к эпизоду	1	1
2370	о ее	1	1
2371	памяти в	1	1
2372	духовное содержание	1	1
2373	а к	3	1
2374	другой смысл	1	1
2375	главе в	1	1
2376	термина в	1	1
2377	едином но	1	1
2378	бытия и	1	1
2379	а то	2	1
2380	мне даже	1	1
2381	правило не	2	1
2382	бессмертии души	1	1
2383	случаях когда	1	1
2384	по смыслу	1	1
2385	не слышат	1	1
2386	ли не	3	1
2387	не позволял	1	1
2388	эпизода нет	1	1
2389	центральное событие	3	1
2390	стороне от	1	1
2391	и видит	1	1
2392	ему как	1	1
2393	чего в	1	1
2394	ее жизнь	1	1
2395	благодаря этим	2	1
2396	и главное	1	1
2397	истории о	3	1
2398	чтобы сделать	1	1
2399	глава вторая	2	1
2400	индивидуальная форма	1	1
2401	обычно в	1	1
2402	том случае	1	1
2403	природа в	1	1
2404	ней есть	1	1
2405	тут и	1	1
2406	или другой	1	1
2407	оно в	1	1
2408	построен на	1	1
2409	роли и	1	1
2410	том именно	1	1
2411	это за	2	1
2412	он выступает	1	1
2413	обстоит дело	1	1
2414	что смерть	1	1
2415	просто не	1	1
2416	однако все	1	1
2417	он однако	1	1
2418	которого служит	1	1
2419	нужно было	1	1
2420	два человека	1	1
2421	были коллективными	1	1
2422	частности в	2	1
2423	не видим	1	1
2424	смотрит на	1	1
2425	о чуде	1	1
2426	ему было	2	1
2427	но напротив	1	1
2428	рассказа о	2	1
2429	они носители	1	1
2430	иначе в	1	1
2431	место своего	1	1
2432	с уксусом	1	1
2433	само по	1	1
2434	и мире	2	1
2435	в литературном	2	1
2436	присутствие в	2	1
2437	как средство	1	1
2438	и много	1	1
2439	все содержание	1	1
2440	к словесным	1	1
2441	только по	1	1
2442	этом и	5	1
2443	литературном образе	1	1
2444	и быть	1	1
2445	понятно в	1	1
2446	слишком рано	1	1
2447	не падает	1	1
2448	надо было	1	1
2449	ничего подобного	1	1
2450	симпатии между	1	1
2451	бытия в	2	1
2452	истина в	1	1
2453	сам а	1	1
2454	на устную	1	1
2455	констатирует что	1	1
2456	в декамероне	1	1
2457	краткий эпизод	2	1
2458	да на	1	1
2459	неотделимый от	1	1
2460	внутреннюю жизнь	2	1
2461	как символ	1	1
2462	все было	2	1
2463	словами в	1	1
2464	возможна только	1	1
2465	а я	1	1
2466	ними но	1	1
