N	2gram	Vinokur_St	Komedia
1314	бы только	2	1
1315	ли и	3	1
1316	строчек из	1	1
1317	и некоторые	1	1
1318	в крайней	1	1
1319	всё это	4	1
1320	то не	3	1
1321	на которое	2	1
1322	всех его	1	1
1323	полемики с	2	1
1324	о н	1	1
1325	отношений к	2	1
1326	всем что	1	1
1327	значение так	1	1
1328	через сто	1	1
1329	пример из	1	1
1330	появления в	2	1
1331	из прежних	1	1
1332	ведут в	1	1
1333	под его	2	1
1334	конечно на	1	1
1335	представлены в	1	1
1336	ссылки на	1	1
1337	принято в	1	1
1338	но иногда	1	1
1339	следует понимать	1	1
1340	том и	1	1
1341	иным как	1	1
1342	еще несколькими	1	1
1343	сделать его	1	1
1344	в рукописях	2	1
1345	если я	1	1
1346	на пир	1	1
1347	этом можно	1	1
1348	средство для	1	1
1349	в сторону	2	1
1350	обстоятельством что	1	1
1351	а только	1	1
1352	не решится	1	1
1353	нельзя недооценивать	1	1
1354	могло бы	3	1
1355	что как	3	1
1356	он сам	1	1
1357	кого же	1	1
1358	и м	1	1
1359	той или	1	1
1360	имеет ничего	2	1
1361	которой на	1	1
1362	в русской	4	1
1363	на которую	1	1
1364	встречаются у	1	1
1365	именно как	1	1
1366	творческих сил	1	1
1367	же образ	1	1
1368	о себе	1	1
1369	но молодой	1	1
1370	материалом для	1	1
1371	но как	1	1
1372	т vi	3	1
1373	а результаты	1	1
1374	участию в	1	1
1375	и уходит	1	1
1376	за основу	2	1
1377	из последних	1	1
1378	права на	1	1
1379	где бы	1	1
1380	которых в	3	1
1381	в исторической	1	1
1382	что нет	2	1
1383	говорил о	1	1
1384	описание этого	1	1
1385	очевидный факт	1	1
1386	в наше	1	1
1387	с х	1	1
1388	принципов и	2	1
1389	близко к	1	1
1390	собственному усмотрению	1	1
1391	чтобы он	1	1
1392	зрения в	2	1
1393	когда писал	1	1
1394	мне его	1	1
1395	иногда более	1	1
1396	при отсутствии	1	1
1397	оснований для	1	1
1398	поручиться что	1	1
1399	с традициями	1	1
1400	чем другом	1	1
1401	объясняется и	1	1
1402	и сыну	1	1
1403	идей и	1	1
1404	найти себе	1	1
1405	друзей и	1	1
1406	своих предшественников	1	1
1407	бы они	1	1
1408	которому они	1	1
1409	никого не	1	1
1410	мысль что	1	1
1411	но зато	1	1
1412	надо сказать	2	1
1413	вполне справедливо	1	1
1414	от которых	1	1
1415	оставляют в	1	1
1416	не были	2	1
1417	которых по	1	1
1418	то на	1	1
1419	по составу	1	1
1420	из сказанного	1	1
1421	иметь в	2	1
1422	монолога в	1	1
1423	почти каждый	1	1
1424	с общим	1	1
1425	дела и	2	1
1426	имеет для	1	1
1427	в современной	1	1
1428	однако сам	1	1
1429	это может	1	1
1430	над ним	1	1
1431	однако если	1	1
1432	о связи	1	1
1433	с возмущением	1	1
1434	реального исторического	1	1
1435	а тем	1	1
1436	отнестись к	1	1
1437	несколько лет	1	1
1438	занимает в	3	1
1439	я в	1	1
1440	почему же	1	1
1441	писал в	2	1
1442	так называемого	1	1
1443	для той	1	1
1444	крайней мере	2	1
1445	плана по	1	1
1446	это вовсе	2	1
1447	что во	3	1
1448	и никогда	1	1
1449	и др	1	1
1450	положения статьи	1	1
1451	вторую половину	1	1
1452	и какой	1	1
1453	известен нам	1	1
1454	которой между	1	1
1455	в семью	1	1
1456	мысль в	1	1
1457	л и	1	1
1458	вспомним с	1	1
1459	он считал	1	1
1460	этих словах	2	1
1461	него достаточно	1	1
1462	из трагедии	3	1
1463	всю жизнь	1	1
1464	которое имеет	1	1
1465	бы быть	1	1
1466	свои силы	2	1
1467	совершенно открыто	2	1
1468	дворца в	3	1
1469	о роли	1	1
1470	смерти поэта	1	1
1471	войну против	1	1
1472	там где	6	1
1473	показывает что	1	1
1474	или иного	4	1
1475	п в	4	1
1476	себе как	1	1
1477	не соглашается	1	1
1478	его времени	2	1
1479	разве только	1	1
1480	уходит в	1	1
1481	он должен	2	1
1482	вообще нет	2	1
1483	еще с	1	1
1484	раньше чем	4	1
1485	и самый	2	1
1486	при дворе	1	1
1487	в статье	9	1
1488	брать за	1	1
1489	можно только	1	1
1490	не выдерживает	1	1
1491	для самого	1	1
1492	в особенности	1	1
1493	показателен для	1	1
1494	счастливому стечению	1	1
1495	хотя сам	1	1
1496	с полной	2	1
1497	на деле	1	1
1498	не нашел	2	1
1499	поэта из	1	1
1500	в содержании	1	1
1501	в защиту	1	1
1502	ее появления	1	1
1503	уже после	3	1
1504	i так	1	1
1505	предположение и	1	1
1506	и против	1	1
1507	он уже	1	1
1508	разной мере	1	1
1509	берет под	2	1
1510	и этот	1	1
1511	конце первой	2	1
1512	в науках	1	1
1513	они и	1	1
1514	вот о	1	1
1515	был очень	1	1
1516	для каждой	1	1
1517	то есть	2	1
1518	на совершенно	3	1
1519	смысле слова	1	1
1520	из таких	2	1
1521	ср с	2	1
1522	была им	1	1
1523	судьба его	1	1
1524	и далее	1	1
1525	он несомненно	1	1
1526	освободиться от	1	1
1527	впрочем в	2	1
1528	и ранее	1	1
1529	уже говорить	1	1
1530	в комментариях	1	1
1531	сам по	1	1
1532	них нельзя	1	1
1533	он заметил	1	1
1534	времени когда	1	1
1535	иначе обстояло	1	1
1536	вопросы является	1	1
1537	разного рода	2	1
1538	утверждает что	1	1
1539	xix в	6	1
1540	он почти	1	1
1541	поэта в	1	1
1542	бы между	1	1
1543	области не	1	1
1544	критики и	2	1
1545	поэтому она	1	1
1546	целом ряде	1	1
1547	очень много	1	1
1548	и вполне	4	1
1549	душа моя	1	1
1550	и страх	1	1
1551	за это	1	1
1552	второй части	2	1
1553	один человек	1	1
1554	такого же	1	1
1555	за что	4	1
1556	суд и	1	1
1557	рукописи не	2	1
1558	всеми их	1	1
1559	текста и	1	1
1560	но только	2	1
1561	вместо того	1	1
1562	двух сторон	1	1
1563	отличаются от	1	1
1564	оказывается в	2	1
1565	ни о	1	1
1566	дала ему	1	1
1567	был для	4	1
1568	о своей	2	1
1569	обильный материал	1	1
1570	по каким-то	1	1
1571	но вот	1	1
1572	эстетики и	1	1
1573	по истории	2	1
1574	из пяти	1	1
1575	и действительно	1	1
1576	к будущему	1	1
1577	написанные в	1	1
1578	героев и	1	1
1579	говорить в	1	1
1580	можно назвать	3	1
1581	виде как	1	1
1582	к которым	1	1
1583	относятся к	3	1
1584	евгения онегина	6	1
1585	в одних	1	1
1586	пор еще	1	1
1587	который сам	1	1
1588	их якобы	1	1
1589	что могло	1	1
1590	если принять	1	1
1591	на отношения	1	1
1592	у читателя	1	1
1593	и кругом	1	1
1594	которые могут	1	1
1595	в дружеских	1	1
1596	в слове	5	1
1597	за пять	2	1
1598	по душе	1	1
1599	и абсолютно	1	1
1600	без проверки	1	1
1601	и звучит	1	1
1602	что таким	1	1
1603	правда не	1	1
1604	к какому	1	1
1605	может не	2	1
1606	сцены и	1	1
1607	отрывков из	1	1
1608	так называемая	3	1
1609	этого материала	1	1
1610	данном случае	7	1
1611	изображению характеров	1	1
1612	в стихах	2	1
1613	от всей	1	1
1614	эта последняя	1	1
1615	чтобы убедиться	1	1
1616	на своем	1	1
1617	как следствие	2	1
1618	ничего общего	3	1
1619	один пример	1	1
1620	который видит	1	1
1621	по крайней	2	1
1622	к какой	1	1
1623	свое время	3	1
1624	взаимоотношения между	2	1
1625	довоенного периода	1	1
1626	не давая	1	1
1627	п поэтому	1	1
1628	ее автора	1	1
1629	время своего	1	1
1630	ни к	1	1
1631	нее так	1	1
1632	что теперь	1	1
1633	и довольно	1	1
1634	и нуждается	1	1
1635	давно и	1	1
1636	другой известной	1	1
1637	мог не	1	1
1638	представляется возможным	1	1
1639	ему кажется	2	1
1640	вытекает из	2	1
1641	своем роде	1	1
1642	была найдена	1	1
1643	бы с	1	1
1644	язык и	1	1
1645	что ей	2	1
1646	в очень	4	1
1647	дошедшие до	1	1
1648	не имеют	2	1
1649	около двух	1	1
1650	этой традиции	1	1
1651	он делает	1	1
1652	первой трети	2	1
1653	оба эти	4	1
1654	в роли	1	1
1655	совпадает с	3	1
1656	задний план	3	1
1657	нет даже	2	1
1658	в значительной	2	1
1659	на поверку	1	1
1660	на основе	1	1
1661	вв но	1	1
1662	автор этого	1	1
1663	он является	1	1
1664	рассматривать как	1	1
1665	на два	1	1
1666	вышел из	1	1
1667	и тогда	2	1
1668	ими в	1	1
1669	окажется что	1	1
1670	с театром	1	1
1671	мне представляется	1	1
1672	достаточное количество	1	1
1673	не у	2	1
1674	факты из	2	1
1675	с большой	1	1
1676	интерес и	1	1
1677	и лишь	2	1
1678	и вся	2	1
1679	не могло	4	1
1680	стал известен	1	1
1681	значение для	2	1
1682	несколько примеров	5	1
1683	и об	7	1
1684	чтобы она	1	1
1685	мнение о	2	1
1686	тем обстоятельством	1	1
1687	он по	2	1
1688	только тем	2	1
1689	не отдает	1	1
1690	сбивает с	1	1
1691	теперь не	1	1
1692	не заметил	1	1
1693	при помощи	4	1
1694	знак в	1	1
1695	своей социальной	1	1
1696	под свою	1	1
1697	в силе	1	1
1698	поводу того	1	1
1699	никаких оснований	2	1
1700	были эти	1	1
1701	им в	2	1
1702	но без	1	1
1703	в творчестве	1	1
1704	это же	1	1
1705	статьи в	8	1
1706	эти факты	1	1
1707	оставил в	1	1
1708	непосредственно из	1	1
1709	здесь между	2	1
1710	от современного	1	1
1711	проявляется в	1	1
1712	п которые	1	1
1713	в вину	1	1
1714	грамматическими и	1	1
1715	к изданию	3	1
1716	начиная с	2	1
1717	при котором	1	1
1718	это тем	1	1
1719	далеко от	2	1
1720	себя самого	1	1
1721	нельзя было	1	1
1722	говорил что	1	1
1723	возвращении в	1	1
1724	него самого	2	1
1725	в северной	1	1
1726	не имели	2	1
1727	целый год	1	1
1728	этого слова	2	1
1729	всего к	1	1
1730	же естественным	1	1
1731	впечатление которое	1	1
1732	существовавшие до	1	1
1733	понимания всего	1	1
1734	менее и	1	1
1735	этого противопоставления	1	1
1736	не видит	1	1
1737	внимания заслуживает	1	1
1738	два года	2	1
1739	месте в	1	1
1740	эти детали	1	1
1741	приходится уже	1	1
1742	ясное дело	1	1
1743	в остальных	3	1
1744	сожалению не	3	1
1745	в настоящее	2	1
1746	за сто	1	1
1747	уже при	2	1
1748	точку зрения	3	1
1749	в м	2	1
1750	нас более	1	1
1751	традиции не	1	1
1752	с того	2	1
1753	с каким	1	1
1754	обратиться к	1	1
1755	меня не	2	1
1756	вокруг которого	1	1
1757	текста в	5	1
1758	которому в	1	1
1759	до г	1	1
1760	самое слово	1	1
1761	впечатление на	1	1
1762	так с	1	1
1763	положений а	1	1
1764	приобрели в	1	1
1765	не знают	1	1
1766	хотя эти	1	1
1767	на какой-то	1	1
1768	переселиться в	1	1
1769	вокруг него	1	1
1770	значение в	1	1
1771	когда речь	2	1
1772	отцу и	1	1
1773	простой народ	1	1
1774	из второй	1	1
1775	переделать его	1	1
1776	различие между	1	1
1777	ни с	3	1
1778	в от	1	1
1779	свидетельствует о	2	1
1780	древней и	1	1
1781	помощь но	1	1
1782	до последних	1	1
1783	в угоду	1	1
1784	отрывке из	1	1
1785	не будем	1	1
1786	обращается с	1	1
1787	исторической достоверности	1	1
1788	все таки	1	1
1789	два наиболее	1	1
1790	а вместо	1	1
1791	и всем	1	1
1792	чего не	1	1
1793	культуры в	3	1
1794	же мере	1	1
1795	попал в	1	1
1796	которое должно	1	1
1797	деле не	1	1
1798	дело если	1	1
1799	как у	1	1
1800	легенде о	1	1
1801	в комических	1	1
1802	и всегда	2	1
1803	у исследователей	1	1
1804	перемена в	1	1
1805	на самом	8	1
1806	в сохранившемся	1	1
1807	на которой	2	1
1808	чтобы выяснить	1	1
1809	чем он	3	1
1810	смысле этого	2	1
1811	о ее	1	1
1812	изображен как	1	1
1813	очень важный	1	1
1814	разумеется все	1	1
1815	в ином	1	1
1816	который так	2	1
1817	и литературной	1	1
1818	сказать не	1	1
1819	было видно	1	1
1820	лет с	1	1
1821	главы евгения	2	1
1822	и родственных	1	1
1823	в диалог	2	1
1824	быть ни	1	1
1825	чтобы найти	1	1
1826	этом не	1	1
1827	самые разнообразные	1	1
1828	что будет	1	1
1829	и последний	1	1
1830	дело в	9	1
1831	иными словами	1	1
1832	к молодому	1	1
1833	виду что	1	1
1834	и другое	1	1
1835	другой и	1	1
1836	народ на	1	1
1837	который с	1	1
1838	на тему	2	1
1839	для пресечения	1	1
1840	сцену из	1	1
1841	в ряде	1	1
1842	положение в	1	1
1843	что этот	3	1
1844	и последующих	1	1
1845	в апреле	1	1
1846	так часто	1	1
1847	случае ясно	1	1
1848	если и	1	1
1849	говорят о	1	1
1850	не заслуживает	1	1
1851	естественно что	2	1
1852	введенные в	1	1
1853	стремление к	3	1
1854	сколь бы	1	1
1855	в такой	2	1
1856	том в	1	1
1857	разницы между	1	1
1858	поэта к	1	1
1859	не знали	2	1
1860	в условиях	1	1
1861	но уже	1	1
1862	чем из	1	1
1863	считаю что	2	1
1864	кем иным	1	1
1865	бы совершенно	1	1
1866	спустя три	1	1
1867	его же	2	1
1868	г к	1	1
1869	и представляют	1	1
1870	узнал о	2	1
1871	к самой	1	1
1872	как результат	1	1
1873	бы это	2	1
1874	сцене с	1	1
1875	другом случае	1	1
1876	лиц на	1	1
1877	которого следовало	1	1
1878	о состоянии	2	1
1879	случай в	1	1
1880	этого он	1	1
1881	конечно это	2	1
1882	достаточно для	3	1
1883	на подобные	1	1
1884	того или	4	1
1885	и эти	2	1
1886	больше внимания	1	1
1887	этих строк	1	1
1888	только к	2	1
1889	в полной	1	1
1890	число таких	1	1
1891	тут и	1	1
1892	каждая из	1	1
1893	из следующего	1	1
1894	не укладывается	1	1
1895	о смерти	1	1
1896	который был	2	1
1897	в предисловии	3	1
1898	начать с	2	1
1899	он чувствует	1	1
1900	поэт не	2	1
1901	потребность в	1	1
1902	и насколько	2	1
1903	что пока	1	1
1904	о существе	1	1
1905	источников в	1	1
1906	не могу	2	1
1907	и почти	1	1
1908	ни один	2	1
1909	на первое	1	1
1910	случае можно	1	1
1911	о положении	1	1
1912	также и	10	1
1913	таких примеров	1	1
1914	о возможности	1	1
1915	дело но	1	1
1916	характерен для	1	1
1917	из нас	1	1
1918	однако ни	2	1
1919	своим первым	1	1
1920	эти утверждения	1	1
1921	на слова	1	1
1922	быть и	2	1
1923	что там	2	1
1924	отвращение к	2	1
1925	на меня	2	1
1926	в характере	1	1
1927	в примечаниях	1	1
1928	по старым	1	1
1929	не очень	2	1
1930	с подлинными	1	1
1931	в прошлом	1	1
1932	всего его	1	1
1933	перевод с	2	1
1934	в науке	1	1
1935	больше нравится	1	1
1936	его речи	1	1
1937	отказ от	1	1
1938	можно теперь	1	1
1939	пор они	1	1
1940	в трех	1	1
1941	кажется не	1	1
1942	к власти	2	1
1943	против того	2	1
1944	как источник	1	1
1945	этого образа	2	1
1946	нет не	1	1
1947	повод для	2	1
1948	думать что	2	1
1949	этому поводу	4	1
1950	смысл его	1	1
1951	лет раньше	1	1
1952	и недостатки	1	1
1953	этой работы	2	1
1954	зависимость от	1	1
1955	как их	1	1
1956	но совершенно	1	1
1957	в книге	1	1
1958	обстановку в	1	1
1959	в тексте	12	1
1960	благодаря счастливому	1	1
1961	на путь	1	1
1962	которой можно	2	1
1963	во многом	3	1
1964	наконец что	1	1
1965	жил в	3	1
1966	повествует о	1	1
1967	в понимании	1	1
1968	можно сказать	2	1
1969	публики и	1	1
1970	виноват в	1	1
1971	этом и	2	1
1972	в могилу	1	1
1973	с дороги	1	1
1974	естественным для	1	1
1975	действительно не	3	1
1976	к участию	1	1
1977	в чисто	2	1
1978	или иной	1	1
1979	ряде случаев	1	1
1980	главы из	1	1
1981	же будет	1	1
1982	путешествие в	1	1
1983	а н	1	1
1984	стечению обстоятельств	2	1
1985	остается один	1	1
1986	пользовался не	1	1
1987	но о	1	1
1988	том случае	1	1
1989	грамматики и	1	1
1990	найдет в	1	1
1991	этого понятия	1	1
1992	г под	1	1
1993	в изложении	1	1
1994	же это	3	1
1995	от ответственности	1	1
1996	ведь и	3	1
1997	не отражает	1	1
1998	место из	2	1
1999	лучшем случае	1	1
2000	новых идей	1	1
2001	в каком-то	2	1
2002	обстоятельств в	1	1
2003	может побудить	1	1
2004	сюжету и	1	1
2005	вопросов которые	1	1
2006	эпохи и	3	1
2007	у современников	1	1
2008	себе и	1	1
2009	составу и	1	1
2010	лет не	1	1
2011	момент его	1	1
2012	тома в	1	1
