N	2gram	Potebnia_M	Mirosoze
1312	тех пор	2	1
1313	ума есть	1	1
1314	остается только	6	1
1315	связана со	1	1
1316	только тогда	7	1
1317	и теперь	1	1
1318	в вечной	1	1
1319	народов и	1	1
1320	и вся	1	1
1321	тела он	1	1
1322	не могло	3	1
1323	значение для	1	1
1324	приводит в	5	1
1325	которые должны	2	1
1326	быть выражена	1	1
1327	нет никакой	1	1
1328	к делу	1	1
1329	вслед за	2	1
1330	он по	1	1
1331	и исчезает	1	1
1332	без основания	1	1
1333	идеи в	1	1
1334	что такая	2	1
1335	друга и	2	1
1336	же время	4	1
1337	он есть	3	1
1338	подходит и	1	1
1339	тогда как	10	1
1340	цели и	1	1
1341	и наоборот	10	1
1342	личной и	1	1
1343	достигает того	1	1
1344	свои произведения	1	1
1345	в обществе	3	1
1346	как например	4	1
1347	но без	2	1
1348	несмотря на	5	1
1349	собственной души	1	1
1350	ибо он	1	1
1351	в какие	2	1
1352	имеем в	1	1
1353	на которые	1	1
1354	без участия	2	1
1355	известного рода	1	1
1356	между людьми	2	1
1357	к обогащению	1	1
1358	в отличие	1	1
1359	духа народного	1	1
1360	не другого	1	1
1361	на две	2	1
1362	указывают на	3	1
1363	ее не	1	1
1364	тем же	4	1
1365	части его	1	1
1366	на мгновение	1	1
1367	не желать	1	1
1368	имеет своим	1	1
1369	при котором	3	1
1370	жизни народа	2	1
1371	с нею	6	1
1372	в глазах	4	1
1373	же путем	3	1
1374	служить не	1	1
1375	лучше всего	1	1
1376	история была	1	1
1377	в сознании	8	1
1378	чтобы все	1	1
1379	в телесном	1	1
1380	понятно для	1	1
1381	имеет и	1	1
1382	живой организм	1	1
1383	не одну	2	1
1384	предшествующих поколений	1	1
1385	ожидать от	2	1
1386	не из	3	1
1387	движения и	3	1
1388	только о	2	1
1389	ставит его	1	1
1390	а что	1	1
1391	могли быть	1	1
1392	изменения в	1	1
1393	уже с	2	1
1394	двух стихий	1	1
1395	жизни но	2	1
1396	им как	2	1
1397	слова так	3	1
1398	есть много	1	1
1399	душе и	3	1
1400	со стремлением	1	1
1401	знать что	2	1
1402	что ему	2	1
1403	смысле что	2	1
1404	превращены в	1	1
1405	мог быть	1	1
1406	есть дар	1	1
1407	не во	3	1
1408	ли бы	1	1
1409	на вопрос	3	1
1410	ее на	1	1
1411	без них	1	1
1412	не нужен	2	1
1413	за собою	3	1
1414	отлично от	2	1
1415	для всякого	3	1
1416	мы имеем	1	1
1417	не без	2	1
1418	дошел до	2	1
1419	этой мысли	1	1
1420	мира но	1	1
1421	бы на	1	1
1422	для всего	1	1
1423	а это	1	1
1424	которое должно	1	1
1425	будет ли	1	1
1426	может казаться	2	1
1427	такое же	3	1
1428	в жизнь	1	1
1429	из души	2	1
1430	что только	1	1
1431	то мы	4	1
1432	открыть что	1	1
1433	природы вообще	1	1
1434	на которой	1	1
1435	лицом к	1	1
1436	этим именем	1	1
1437	отвечает ему	1	1
1438	но одно	1	1
1439	возможно только	6	1
1440	представлять себе	1	1
1441	слово в	2	1
1442	слова а	3	1
1443	истине но	1	1
1444	сила не	1	1
1445	по словам	1	1
1446	мы находим	3	1
1447	в виде	1	1
1448	самой мысли	2	1
1449	оторваться от	1	1
1450	а на	2	1
1451	показал в	1	1
1452	этом основании	2	1
1453	руки в	1	1
1454	и первое	2	1
1455	что ни	2	1
1456	бы для	2	1
1457	согласно с	6	1
1458	для других	2	1
1459	и действует	1	1
1460	за этим	1	1
1461	есть если	2	1
1462	на нее	2	1
1463	же такое	1	1
1464	за тем	2	1
1465	им на	1	1
1466	отрицать что	1	1
1467	указывает на	2	1
1468	между собою	10	1
1469	быть признано	1	1
1470	сама по	4	1
1471	в стороне	5	1
1472	опять не	1	1
1473	две неравные	1	1
1474	случае человек	1	1
1475	нас к	1	1
1476	нет не	1	1
1477	что могучие	1	1
1478	помнить что	6	1
1479	можно будет	1	1
1480	была для	1	1
1481	нуждаться в	1	1
1482	стремление к	3	1
1483	так в	4	1
1484	на одном	1	1
1485	и могут	1	1
1486	человека или	1	1
1487	и оно	1	1
1488	нельзя принять	1	1
1489	найти нельзя	1	1
1490	для которого	1	1
1491	человеком и	4	1
1492	вовсе не	13	1
1493	это так	1	1
1494	на явление	1	1
1495	в одной	2	1
1496	мысли в	11	1
1497	тем более	2	1
1498	мере в	1	1
1499	с первого	1	1
1500	к психологии	1	1
1501	таким в	1	1
1502	чтобы сделать	1	1
1503	этих двух	1	1
1504	протестом против	1	1
1505	и первые	1	1
1506	останется для	1	1
1507	бы вместить	1	1
1508	искать в	3	1
1509	может иметь	1	1
1510	том случае	1	1
1511	с пути	1	1
1512	и эти	1	1
1513	на них	1	1
1514	как ни	1	1
1515	окружающего мира	1	1
1516	а еще	1	1
1517	до тех	1	1
1518	он говорит	1	1
1519	и народа	5	1
1520	же от	1	1
1521	в чем-то	1	1
1522	и утверждение	1	1
1523	чувствует свою	1	1
1524	то чего	2	1
1525	есть одна	1	1
1526	человек пораженный	1	1
1527	как перед	1	1
1528	в течение	2	1
1529	человек всегда	1	1
1530	бы назвать	1	1
1531	для кого	2	1
1532	самой жизни	1	1
1533	чем например	1	1
1534	может понять	1	1
1535	себе что	1	1
1536	во второй	1	1
1537	основы и	1	1
1538	и может	5	1
1539	тем который	1	1
1540	не знаю	1	1
1541	тех же	1	1
1542	в нескольких	1	1
1543	до этой	1	1
1544	к области	1	1
1545	но такое	2	1
1546	каждый раз	5	1
1547	глубины духа	1	1
1548	в трех	1	1
1549	явлений в	3	1
1550	в нашей	2	1
1551	факт что	1	1
1552	его чувство	1	1
1553	на друга	2	1
1554	образа который	2	1
1555	болезнь и	1	1
1556	как явление	1	1
1557	что связывает	1	1
1558	самого духа	2	1
1559	и нередко	1	1
1560	или как	2	1
1561	не понятно	2	1
1562	на смерть	1	1
1563	и всякая	1	1
1564	это его	1	1
1565	случае для	1	1
1566	может одинаково	1	1
1567	на это	2	1
1568	поэтому будем	1	1
1569	одного из	3	1
1570	были и	2	1
1571	оно должно	5	1
1572	народом в	1	1
1573	сказать в	1	1
1574	дух в	1	1
1575	даже для	1	1
1576	как внутреннее	1	1
1577	и необходимое	1	1
1578	глубину ее	1	1
1579	может показаться	1	1
1580	слова в	7	1
1581	в голову	1	1
1582	же в	7	1
1583	к высшему	1	1
1584	к пониманию	1	1
1585	сходства между	2	1
1586	том только	1	1
1587	и прежде	1	1
1588	душах и	1	1
1589	духовных сил	1	1
1590	в области	1	1
1591	людей как	1	1
1592	нуждается в	2	1
1593	этим связано	1	1
1594	ли в	2	1
1595	в разговоре	2	1
1596	ни был	2	1
1597	лицу и	1	1
1598	которой мы	3	1
1599	в целом	3	1
1600	или точнее	1	1
1601	в лице	1	1
1602	явление очень	1	1
1603	внутреннюю жизнь	1	1
1604	каждый народ	1	1
1605	что на	9	1
1606	бог в	1	1
1607	он существует	1	1
