N	2gram	Voloshinov	Vladivir
1309	деле это	1	1
1310	до наших	1	1
1311	языка у	1	1
1312	различать два	1	1
1313	для построения	1	1
1314	сознания мы	1	1
1315	категории как	1	1
1316	на который	1	1
1317	что наша	1	1
1318	шесть раз	1	1
1319	а как	7	1
1320	речи о	3	1
1321	еще менее	1	1
1322	же необходимо	1	1
1323	в него	1	1
1324	случае это	2	1
1325	разве только	1	1
1326	и чем	1	1
1327	осуществиться в	1	1
1328	в один	1	1
1329	и объективная	1	1
1330	имеет дело	2	1
1331	которого она	1	1
1332	нее не	2	1
1333	такую оценку	1	1
1334	отвечает и	1	1
1335	в человеческих	1	1
1336	и бытием	1	1
1337	от правильного	1	1
1338	самонаблюдения в	1	1
1339	можем дать	1	1
1340	не единственная	1	1
1341	человеческий организм	1	1
1342	его со	1	1
1343	собственном смысле	2	1
1344	его понимания	2	1
1345	в законченном	1	1
1346	во втором	2	1
1347	не нашел	1	1
1348	каждому из	1	1
1349	можно понять	1	1
1350	является здесь	1	1
1351	и конечно	1	1
1352	о действительном	1	1
1353	строго различать	1	1
1354	этой проблемы	4	1
1355	пришлось пройти	1	1
1356	полноту и	1	1
1357	друга в	2	1
1358	и образуют	1	1
1359	его из	3	1
1360	говорить в	1	1
1361	на ее	1	1
1362	ним и	1	1
1363	оно было	1	1
1364	другого человека	1	1
1365	вообще без	1	1
1366	форме в	1	1
1367	опираться на	5	1
1368	человек с	1	1
1369	тоже только	1	1
1370	еще мало	1	1
1371	дела в	1	1
1372	как нет	1	1
1373	связанное с	1	1
1374	оно всегда	1	1
1375	и та	2	1
1376	одна уже	1	1
1377	от этой	1	1
1378	об истории	1	1
1379	себя свое	1	1
1380	ними можно	1	1
1381	к выводу	1	1
1382	переживания и	6	1
1383	первых порах	1	1
1384	к области	1	1
1385	психологии однако	1	1
1386	же самой	1	1
1387	него нет	1	1
1388	следующими словами	1	1
1389	в плоскости	1	1
1390	она становится	1	1
1391	между первым	3	1
1392	обязанности и	1	1
1393	очень важный	1	1
1394	ли с	1	1
1395	двух сторон	1	1
1396	конечно и	2	1
1397	оказывается в	1	1
1398	сказать в	1	1
1399	которое как	1	1
1400	и единство	1	1
1401	всегда в	1	1
1402	нет совсем	1	1
1403	мы могли	1	1
1404	в моем	1	1
1405	следовательно в	1	1
1406	ближайшим образом	2	1
1407	могло существовать	1	1
1408	мы остановимся	1	1
1409	с целью	2	1
1410	был связан	1	1
1411	этом слове	1	1
1412	протеста и	1	1
1413	мышления о	3	1
1414	в составе	1	1
1415	не делает	2	1
1416	же самый	1	1
1417	времени не	2	1
1418	большое значение	1	1
1419	в процессе	31	1
1420	и мог	1	1
1421	к которым	3	1
1422	может получить	2	1
1423	с целым	1	1
1424	ни до	1	1
1425	принимая во	1	1
1426	и признаки	1	1
1427	с собою	1	1
1428	состоит из	1	1
1429	такое определение	1	1
1430	явлений и	2	1
1431	нужно чтобы	1	1
1432	бы не	2	1
1433	потому как	1	1
1434	как процесс	3	1
1435	является продуктом	3	1
1436	ему и	1	1
1437	может существовать	2	1
1438	зависимости от	4	1
1439	при всех	1	1
1440	эта внутренняя	1	1
1441	жизни если	1	1
1442	которая не	1	1
1443	на каждом	1	1
1444	опыт в	1	1
1445	время является	1	1
1446	в трагедию	1	1
1447	и определения	1	1
1448	мы только	3	1
1449	к какой	1	1
1450	принадлежит ему	1	1
1451	очень ярко	1	1
1452	должны были	1	1
1453	или науки	1	1
1454	глубокий и	2	1
1455	чем же	7	1
1456	ясность и	2	1
1457	не допускает	1	1
1458	поэтому не	1	1
1459	новую систему	1	1
1460	ему принадлежит	1	1
1461	из другого	1	1
1462	перейти в	1	1
1463	наиболее глубокий	1	1
1464	основные категории	2	1
1465	его без	1	1
1466	о духе	1	1
1467	и везде	1	1
1468	так называемая	4	1
1469	до настоящего	7	1
1470	материального мира	1	1
1471	мы его	2	1
1472	связана с	4	1
1473	бы ориентироваться	1	1
1474	так чтобы	1	1
1475	и какие	1	1
1476	только мы	1	1
1477	слово по	1	1
1478	быть не	2	1
1479	и второй	2	1
1480	оно является	2	1
1481	и тогда	2	1
1482	он относится	1	1
1483	сознании и	1	1
1484	идти на	1	1
1485	каждой из	1	1
1486	и лишь	3	1
1487	систему как	2	1
1488	результате чего	1	1
1489	личность по	1	1
1490	в известном	1	1
1491	общего языка	1	1
1492	новое время	1	1
1493	основной принцип	1	1
1494	и объясняется	1	1
1495	в мир	1	1
1496	целый ряд	3	1
1497	эти противоречия	1	1
1498	она по	1	1
1499	времени и	1	1
1500	идеи в	1	1
1501	этим мы	1	1
1502	и существует	1	1
1503	которая конечно	1	1
1504	цели и	1	1
1505	его аудиторией	1	1
1506	такие как	1	1
1507	еще слишком	1	1
1508	на первых	1	1
1509	вне его	5	1
1510	никаких оснований	1	1
1511	связанных с	1	1
1512	вот уже	1	1
1513	она все	1	1
1514	слово будет	1	1
1515	проблемы и	1	1
1516	основан на	1	1
1517	другая в	1	1
1518	в данной	5	1
1519	ведь нет	1	1
1520	принадлежит к	2	1
1521	как тот	1	1
1522	далеко в	1	1
1523	которым мы	1	1
1524	эти категории	2	1
1525	и психические	1	1
1526	именно то	1	1
1527	лучше всего	2	1
1528	то она	1	1
1529	в сознании	2	1
1530	тем этот	1	1
1531	из пределов	1	1
1532	они еще	3	1
1533	до известной	2	1
1534	вопрос в	1	1
1535	с действительно	1	1
1536	какие бы	1	1
1537	это одно	2	1
1538	является уже	2	1
1539	проблема отношения	3	1
1540	из него	4	1
1541	входящих в	1	1
1542	эпоху своего	1	1
1543	мы еще	1	1
1544	если только	1	1
1545	не будучи	1	1
1546	точку зрения	4	1
1547	понять и	2	1
1548	чуть ли	2	1
1549	высшей степени	5	1
1550	индивидуальности и	1	1
1551	его историей	2	1
1552	к лицу	1	1
1553	но помимо	2	1
1554	дает нам	1	1
1555	их к	1	1
1556	в гораздо	1	1
1557	выходит за	1	1
1558	слово но	1	1
1559	основе своей	1	1
1560	кто такой	1	1
1561	различие между	5	1
1562	время все	1	1
1563	воплощение в	1	1
1564	общего и	1	1
1565	же этот	1	1
1566	как такие	2	1
1567	случае является	1	1
1568	одной плоскости	1	1
1569	как особого	1	1
1570	считая ее	1	1
1571	части его	1	1
1572	к истории	2	1
1573	в соответствующих	1	1
1574	на языке	1	1
1575	будет ли	1	1
1576	научный характер	1	1
1577	есть но	1	1
1578	самой этой	1	1
1579	на которой	1	1
1580	лицом к	1	1
1581	с определенным	1	1
1582	а все	1	1
1583	деле если	2	1
1584	возможно только	2	1
1585	смысле этого	7	1
1586	и нашли	1	1
1587	внутреннего развития	1	1
1588	психологии как	1	1
1589	самонаблюдением и	1	1
1590	способность стать	1	1
1591	а на	1	1
1592	свои мысли	2	1
1593	этого сознания	2	1
1594	такие категории	1	1
1595	ее содержания	1	1
1596	он собственно	1	1
1597	века и	1	1
1598	отказаться от	1	1
1599	и слова	1	1
1600	просто как	1	1
1601	или в	4	1
1602	новой и	1	1
1603	жизни это	1	1
1604	все ее	1	1
1605	для других	5	1
1606	то к	2	1
1607	категории не	1	1
1608	и всякое	4	1
1609	и где	1	1
1610	который как	1	1
1611	на нее	2	1
1612	это еще	1	1
1613	даже прямо	1	1
1614	в последнем	1	1
1615	виду что	1	1
1616	при правильном	1	1
1617	в изучение	1	1
1618	он один	1	1
1619	– то	5	1
1620	в условиях	5	1
1621	между собою	1	1
1622	чтобы быть	1	1
1623	к чистому	1	1
1624	сама по	2	1
1625	и тончайший	1	1
1626	слова на	1	1
1627	словом и	2	1
1628	выразить в	1	1
1629	случае не	1	1
1630	середине и	1	1
1631	как она	2	1
1632	этой цели	1	1
1633	лежит на	1	1
1634	или даже	2	1
1635	резко и	2	1
1636	анализа всей	1	1
1637	противном случае	2	1
1638	об оценке	1	1
1639	ли не	2	1
1640	за другим	1	1
1641	этого вопроса	2	1
1642	не относится	1	1
1643	как единой	2	1
1644	всего было	1	1
1645	войти в	3	1
1646	и философ	1	1
1647	и неподвижный	1	1
1648	одного предмета	1	1
1649	так а	1	1
1650	для которого	2	1
1651	в каждой	1	1
1652	к характеристике	2	1
1653	как внутренний	1	1
1654	для нашей	2	1
1655	идея всей	1	1
1656	дело и	1	1
1657	этих элементов	1	1
1658	– само	1	1
1659	в одной	4	1
1660	ней нет	1	1
1661	связаны с	3	1
1662	мировоззрения и	1	1
1663	эти же	1	1
1664	на них	1	1
1665	оно может	6	1
1666	был завершен	1	1
1667	идти и	1	1
1668	этого он	1	1
1669	и внешних	1	1
1670	о примате	1	1
1671	важная проблема	1	1
1672	целое в	1	1
1673	и сила	1	1
1674	в данную	2	1
1675	как ни	2	1
1676	на историю	1	1
1677	заявить что	1	1
1678	дело до	1	1
1679	которую мы	1	1
1680	организма без	1	1
1681	логики или	1	1
1682	всю свою	1	1
1683	и непосредственно	2	1
1684	фактов в	1	1
1685	идеализма но	1	1
1686	может идти	1	1
1687	или совсем	1	1
1688	ни один	1	1
1689	восприятие и	1	1
1690	степени не	1	1
1691	явлений а	1	1
1692	через которые	1	1
1693	ведь и	1	1
1694	в значительной	3	1
1695	то эта	1	1
1696	то перед	1	1
1697	только их	1	1
1698	выйти за	1	1
1699	свою историю	1	1
1700	совершенно невозможно	1	1
1701	каждый раз	3	1
1702	к анализу	1	1
1703	конечно в	4	1
1704	каком же	1	1
1705	не следует	2	1
1706	ним не	1	1
1707	вторая половина	1	1
1708	и законченной	1	1
1709	и оценивает	1	1
1710	у нее	1	1
1711	и всех	1	1
1712	всем этим	2	1
1713	бы по	1	1
1714	как из	2	1
1715	последнее слово	1	1
1716	статье о	1	1
1717	в отрыве	1	1
1718	того самый	1	1
1719	допустить что	1	1
1720	особенно ярко	1	1
1721	в лице	1	1
1722	вторая основная	1	1
1723	для обозначения	1	1
1724	мы убедимся	2	1
1725	в плане	1	1
1726	них нет	1	1
1727	этого своего	1	1
1728	того времени	1	1
1729	и значения	3	1
1730	только результатом	1	1
1731	являются не	1	1
1732	а можно	1	1
1733	далека от	1	1
1734	конечно совершенно	4	1
1735	или иной	8	1
1736	быть живым	1	1
1737	вне всякой	1	1
1738	и необходимо	1	1
1739	смысле а	1	1
1740	уже чисто	1	1
1741	и живом	1	1
1742	эту действительность	1	1
1743	дать нам	1	1
1744	чем та	1	1
1745	слова и	8	1
1746	все более	2	1
1747	нуждается в	4	1
1748	переход в	1	1
1749	в изложении	1	1
1750	смысле совокупности	5	1
1751	и быстро	1	1
1752	эти два	2	1
1753	превратить в	1	1
1754	растворяется в	1	1
1755	для этого	1	1
1756	фигурирует в	2	1
1757	самым широким	1	1
1758	именно это	1	1
1759	о какой	1	1
1760	он с	1	1
1761	вот эту	1	1
1762	дело здесь	1	1
1763	а вечное	1	1
1764	этого конечно	1	1
1765	недоразумение и	1	1
