N	2gram	Vinokur_Ku	Literetu
1310	совпадает с	1	1
1311	не должно	2	1
1312	слово которое	1	1
1313	это все	2	1
1314	если для	1	1
1315	по три	1	1
1316	не слова	1	1
1317	в современном	3	1
1318	приходится преодолевать	1	1
1319	своим языком	2	1
1320	в середине	1	1
1321	народа и	1	1
1322	герою или	1	1
1323	те или	2	1
1324	именно на	1	1
1325	современная русская	1	1
1326	народов и	1	1
1327	и вся	1	1
1328	значение для	1	1
1329	которого не	2	1
1330	здесь о	1	1
1331	впрочем и	1	1
1332	к делу	1	1
1333	поскольку здесь	1	1
1334	как проблема	1	1
1335	целый ряд	8	1
1336	ни были	3	1
1337	более и	1	1
1338	себя вне	1	1
1339	что такая	1	1
1340	превратилась в	1	1
1341	например для	2	1
1342	не заметил	1	1
1343	я хотел	1	1
1344	он есть	3	1
1345	в новых	1	1
1346	борьба за	3	1
1347	процесс не	1	1
1348	в каком	6	1
1349	всякого искусства	1	1
1350	было и	1	1
1351	разумеется и	2	1
1352	потому и	1	1
1353	нынешнем его	1	1
1354	образом не	1	1
1355	и идеи	1	1
1356	состоит однако	1	1
1357	что здесь	1	1
1358	и там	2	1
1359	и письменная	1	1
1360	как некое	1	1
1361	ее не	1	1
1362	почти целиком	2	1
1363	если мы	5	1
1364	и во	1	1
1365	ответа на	1	1
1366	не подозревая	1	1
1367	эти категории	2	1
1368	но именно	1	1
1369	автор статьи	1	1
1370	за пределами	1	1
1371	жизни каждая	1	1
1372	именно то	1	1
1373	прямое и	1	1
1374	для всего	1	1
1375	в каждый	1	1
1376	нам его	1	1
1377	своих врагов	1	1
1378	на этот	4	1
1379	я вам	1	1
1380	воспитания и	1	1
1381	культурной жизни	1	1
1382	только потому	13	1
1383	он стал	1	1
1384	его стихи	1	1
1385	движения и	1	1
1386	который и	1	1
1387	значении слова	1	1
1388	невозможна без	1	1
1389	во внутреннем	1	1
1390	с того	1	1
1391	для россии	1	1
1392	к началу	1	1
1393	это речь	1	1
1394	поэтому было	1	1
1395	не знают	2	1
1396	слова так	1	1
1397	именно к	1	1
1398	одних и	1	1
1399	поэтому что	2	1
1400	с известными	1	1
1401	тех кого	1	1
1402	когда речь	1	1
1403	выходит за	2	1
1404	ничем не	1	1
1405	многих других	1	1
1406	который уже	2	1
1407	языка есть	2	1
1408	что несмотря	1	1
1409	сам он	1	1
1410	того как	6	1
1411	в последней	1	1
1412	уверен что	1	1
1413	однако как	1	1
1414	лице так	1	1
1415	по своим	2	1
1416	тому чтобы	2	1
1417	от которого	1	1
1418	ни на	1	1
1419	в основании	2	1
1420	противовес этому	1	1
1421	может показаться	1	1
1422	все это	10	1
1423	указание на	1	1
1424	бытие и	1	1
1425	в первую	5	1
1426	а все	2	1
1427	стирая с	1	1
1428	слова не	2	1
1429	в виде	1	1
1430	содержат в	1	1
1431	нужна была	2	1
1432	в таких	7	1
1433	века до	1	1
1434	это всегда	1	1
1435	материал для	1	1
1436	от друга	1	1
1437	или в	5	1
1438	жизни это	1	1
1439	как могут	1	1
1440	когда оно	2	1
1441	нас только	1	1
1442	это еще	1	1
1443	глубоко в	1	1
1444	в силах	2	1
1445	в эпоху	1	1
1446	того еще	1	1
1447	вообще не	2	1
1448	чтобы быть	2	1
1449	более что	1	1
1450	на память	1	1
1451	борьбы и	1	1
1452	в стороне	2	1
1453	положение в	1	1
1454	ведь он	1	1
1455	но беда	1	1
1456	за которым	1	1
1457	язык поэзии	1	1
1458	не подлежит	1	1
1459	что а	1	1
1460	или даже	2	1
1461	говорят о	1	1
1462	а их	1	1
1463	в переводе	1	1
1464	иной раз	2	1
1465	основана на	1	1
1466	далеко еще	1	1
1467	есть только	1	1
1468	однако это	1	1
1469	живой и	1	1
1470	последнее время	3	1
1471	при соответствующих	1	1
1472	в соединении	1	1
1473	на все	3	1
1474	словами как	1	1
1475	не столь	1	1
1476	писать стихи	1	1
1477	и со	1	1
1478	недоступную для	1	1
1479	действительным и	1	1
1480	и всякой	1	1
1481	по его	1	1
1482	как слова	1	1
1483	в новом	1	1
1484	мы находим	2	1
1485	только и	3	1
1486	нисколько не	6	1
1487	в условиях	1	1
1488	это было	2	1
1489	они лишь	1	1
1490	здесь был	1	1
1491	культурой а	1	1
1492	говорит об	1	1
1493	или менее	3	1
1494	в одной	1	1
1495	мысли в	1	1
1496	к какой-либо	1	1
1497	не все	4	1
1498	выражение и	1	1
1499	как угодно	1	1
1500	как средство	1	1
1501	что эти	4	1
1502	к одному	2	1
1503	принципиальное значение	2	1
1504	меняется лишь	1	1
1505	слова как	5	1
1506	альфа и	1	1
1507	сказали бы	1	1
1508	тем чем	1	1
1509	и эти	3	1
1510	что от	1	1
1511	о революции	6	1
1512	его тем	1	1
1513	отсюда и	1	1
1514	ему нужно	3	1
1515	это мне	1	1
1516	усомниться в	1	1
1517	в наши	2	1
1518	слово это	11	1
1519	настолько глубоко	1	1
1520	в самых	1	1
1521	поскольку они	1	1
1522	во избежание	2	1
1523	ни один	1	1
1524	культуры поэтому	1	1
1525	с полным	2	1
1526	нельзя не	1	1
1527	бы назвать	1	1
1528	разрешение которой	1	1
1529	устная и	1	1
1530	обстоит дело	1	1
1531	не играет	1	1
1532	вопрос как	1	1
1533	не сказал	1	1
1534	бы ничего	1	1
1535	быть и	1	1
1536	маяковского или	1	1
1537	что подобное	1	1
1538	мышления представляется	1	1
1539	в потемках	1	1
1540	к тем	1	1
1541	и их	2	1
1542	здесь очевидно	1	1
1543	он за	1	1
1544	оказывается что	1	1
1545	конечно в	1	1
1546	говоря о	1	1
1547	но дело	2	1
1548	не следует	6	1
1549	культурности в	1	1
1550	лишь как	3	1
1551	три в	1	1
1552	как то	2	1
1553	и всякая	1	1
1554	варианте в	1	1
1555	ставит себе	2	1
1556	и характерное	1	1
1557	как некоторое	3	1
1558	этом своем	1	1
1559	значение слова	3	1
1560	речевых жанров	1	1
1561	строки и	1	1
1562	что поскольку	1	1
1563	процесса который	1	1
1564	уже тогда	1	1
1565	бы послужить	1	1
1566	роль что	1	1
1567	частный случай	1	1
1568	в книге	1	1
1569	и вне	1	1
1570	в литературном	1	1
1571	место не	1	1
1572	к произведениям	1	1
1573	отношений в	3	1
1574	уж не	2	1
1575	партии и	1	1
1576	в театре	1	1
1577	как константин	1	1
1578	уж тут	1	1
1579	организация и	1	1
1580	выход в	1	1
1581	нуждающихся в	1	1
1582	первая же	1	1
1583	тем чтобы	1	1
1584	момент в	1	1
1585	о каком	1	1
1586	для своих	1	1
1587	возможностей языка	1	1
1588	но я	1	1
1589	в период	1	1
1590	и тому	1	1
1591	только после	1	1
1592	языка если	2	1
1593	те в	1	1
1594	которое мы	1	1
1595	не хватает	1	1
1596	конце концов	3	1
1597	лучшем случае	1	1
1598	само по	6	1
1599	иное как	3	1
1600	к литературным	1	1
1601	в обеих	1	1
1602	возможна только	1	1
1603	меня и	3	1
1604	пять лет	1	1
