N	2gram	Tiupa_Lite	Analitik
1270	формализм структурализм	1	1
1271	художественном языке	1	1
1272	всеобщего личного	1	1
1273	из стихотворений	1	1
1274	здесь далеко	1	1
1275	говорят о	1	1
1276	в.т и	1	1
1277	мира это	1	1
1278	места и	1	1
1279	сознания является	1	1
1280	искусства его	1	1
1281	интенциональные намерения	1	1
1282	от личной	1	1
1283	это позиция	1	1
1284	его на	1	1
1285	по формуле	2	1
1286	я от	2	1
1287	власти над	1	1
1288	единого и	1	1
1289	оставляет места	2	1
1290	начинается с	1	1
1291	от первой	1	1
1292	я из	2	1
1293	поэтапно изменяющуюся	1	1
1294	ориентиром для	1	1
1295	в бою	2	1
1296	в цепи	1	1
1297	обнимает все	1	1
1298	над самим	1	1
1299	фарино в	1	1
1300	лица в	1	1
1301	творческого акта	1	1
1302	к бытию	1	1
1303	одному лишь	2	1
1304	элементы не	1	1
1305	всех подобных	1	1
1306	с действительной	1	1
1307	прочим и	1	1
1308	у истоков	1	1
1309	за ней	1	1
1310	частью и	1	1
1311	я а	1	1
1312	мир и	2	1
1313	именовал веком	1	1
1314	общий знаменатель	1	1
1315	картины жизни	1	1
1316	присутствия внутреннего	1	1
1317	веком героев	1	1
1318	ее понимании	1	1
1319	морального и	1	1
1320	показательный пример	1	1
1321	у которых	1	1
1322	сознание читателя	2	1
1323	ставят перед	1	1
1324	частного бытия	1	1
1325	занимающего нас	2	1
1326	на человека	1	1
1327	и политического	1	1
1328	байрон я	2	1
1329	жизнь для	1	1
1330	б бурмину	1	1
1331	соотнесенности с	1	1
1332	наличии которой	1	1
1333	же следует	1	1
1334	рецептивного сознаний	1	1
1335	эпоха классического	1	1
1336	и взаимодействия	1	1
1337	из огня	1	1
1338	же автора	1	1
1339	даже отчасти	1	1
1340	характерно в	1	1
1341	по тем	2	1
1342	ые годы	1	1
1343	для настоящей	1	1
1344	бахтин не	1	1
1345	в пределе	1	1
1346	объективности жизни	1	1
1347	пен пан	3	1
1348	пор пока	2	1
1349	пишет об	1	1
1350	узнавание в	1	1
1351	порядка в	1	1
1352	только как	1	1
1353	но даже	2	1
1354	и место	1	1
1355	скрывайся и	1	1
1356	как будет	1	1
1357	почти исключительно	1	1
1358	утверждают свое	1	1
1359	исторически обоснованной	1	1
1360	оказывается и	1	1
1361	должна быть	3	1
1362	другую личность	1	1
1363	доминантной роли	1	1
1364	искусства и	6	1
1365	замкнутого круга	2	1
1366	о невозможности	1	1
1367	в этот	1	1
1368	переставая быть	1	1
1369	потому оно	1	1
1370	с собственным	1	1
1371	одной фразы	1	1
1372	подлинным искусством	1	1
1373	и событие	1	1
1374	ролевых отношений	1	1
1375	не тебя	1	1
1376	явлений культуры	1	1
1377	подлинно художественном	1	1
1378	с лица	1	1
1379	пока не	2	1
1380	в поиске	1	1
1381	о них	1	1
1382	условии его	1	1
1383	в кругозоре	4	1
1384	ментальность мы	1	1
1385	есть культура	2	1
1386	приходит к	1	1
1387	е годы	3	1
1388	самоотрицания в	1	1
1389	и таится	1	1
1390	бытие на	1	1
1391	ни парадоксально	1	1
1392	необходимое для	1	1
1393	для хроникера	1	1
1394	именно таков	1	1
1395	лиминальную фазу	1	1
1396	адресата эстетического	1	1
1397	от меня	1	1
1398	слов такой	1	1
1399	первого лица	2	1
1400	году но	1	1
1401	второй половины	1	1
1402	не оставляющий	1	1
1403	художественном творчестве	1	1
1404	игру и	1	1
1405	чужой ему	1	1
1406	читателя зрителя	5	1
1407	его способ	1	1
1408	и еще	1	1
1409	гегель именовал	1	1
1410	представляется что	1	1
1411	день и	1	1
1412	вернуться к	1	1
1413	художественности как	3	1
1414	по случаю	1	1
1415	однако эти	1	1
1416	жизненное пространство	1	1
1417	него не	1	1
1418	революции в	1	1
1419	на художественную	1	1
1420	постановка проблемы	2	1
1421	как для	1	1
1422	следующим образом	2	1
1423	сколько о	1	1
1424	языка как	1	1
1425	путь от	1	1
1426	отсюда столь	1	1
1427	под названием	3	1
1428	речь не	1	1
1429	сколь и	1	1
1430	все время	1	1
1431	мир объектов	1	1
1432	п.а флоренского	1	1
1433	не умеет	1	1
1434	значимый в	1	1
1435	литературы а	1	1
1436	их именно	1	1
1437	текстов русской	1	1
1438	отказываясь от	1	1
1439	коллективного бессознательного	1	1
1440	под именем	2	1
1441	умберто эко	1	1
1442	русской классики	1	1
1443	а мы	1	1
1444	исключают друг	1	1
1445	по которой	1	1
1446	свою судьбу	1	1
1447	пути но	1	1
1448	этом же	1	1
1449	вынуждены констатировать	1	1
1450	другом стихотворении	1	1
1451	и неслиянность	1	1
1452	картину мира	1	1
1453	я другой	2	1
1454	десятилетий хх	1	1
1455	к адресату	1	1
1456	жизни с	2	1
1457	другом солидарны	1	1
1458	все перечисленные	1	1
1459	людей в	1	1
1460	оторванности от	1	1
1461	из ранних	1	1
1462	русской классической	9	1
1463	и чужих	1	1
1464	провел с	1	1
1465	от жанра	1	1
1466	сердца в	1	1
1467	взаимно полагают	1	1
1468	в перспективе	1	1
1469	путь не	1	1
1470	продуктивным в	1	1
1471	все мы	1	1
1472	его мира	1	1
1473	при котором	2	1
1474	в фигуре	1	1
1475	более высокого	1	1
1476	которой я	1	1
1477	точка безумия	3	1
1478	его эстетическую	1	1
1479	его другому	1	1
1480	или бессознательно	1	1
1481	и автор	1	1
1482	этой внутренней	1	1
1483	художественное высказывание	1	1
1484	мышления и	3	1
1485	лермонтовское нет	2	1
1486	как другие	1	1
1487	из модусов	1	1
1488	она и	1	1
1489	моего я	1	1
1490	нельзя сказать	1	1
1491	после того	1	1
1492	человеческой субъективности	1	1
1493	искусства то	2	1
1494	х гг	1	1
1495	собой исторически	1	1
1496	личности поэтому	1	1
1497	есть у	1	1
1498	это открытие	1	1
1499	что я	4	1
1500	что уже	1	1
1501	жизни человека	1	1
1502	внутреннее есть	1	1
1503	любил меня	1	1
1504	мы знаем	1	1
1505	до эпохи	1	1
1506	творческую индивидуальность	1	1
1507	с собачкой	2	1
1508	принадлежности к	1	1
1509	собственному произволу	1	1
1510	в соотносительности	1	1
1511	художественности от	1	1
1512	эстетическая целостность	1	1
1513	не своей	1	1
1514	пушкинского творчества	1	1
1515	с тех	1	1
1516	смирнов убедительно	1	1
1517	счете к	1	1
1518	имени в	3	1
1519	м.л гаспарова	2	1
1520	классической прозы	1	1
1521	картиной мира	1	1
1522	что такое	2	1
1523	и сама	1	1
1524	желал бы	1	1
1525	систему ценностей	1	1
1526	целом но	2	1
1527	в тот	1	1
1528	человек как	1	1
1529	видится не	1	1
1530	сути своей	1	1
1531	в уединении	2	1
1532	или иную	2	1
1533	к определенному	1	1
1534	текст не	1	1
1535	ощущать себя	1	1
1536	и татьяна	2	1
1537	ротмистра минского	1	1
1538	стремится к	1	1
1539	оказывается всего	1	1
1540	иной культурной	1	1
1541	художника не	1	1
1542	только три	1	1
1543	ж дерриды	1	1
1544	постструктурализм как	1	1
1545	исключают целого	1	1
1546	силу его	1	1
1547	слиться в	1	1
1548	частные элементы	1	1
1549	вообще присуща	1	1
1550	живет и	1	1
1551	от тех	2	1
1552	а за	3	1
1553	сознания на	3	1
1554	общественного сознания	5	1
1555	пути и	1	1
1556	авторского сознания	1	1
1557	а утверждают	1	1
1558	как по	1	1
1559	однороден с	1	1
1560	что его	3	1
1561	и позволяет	1	1
1562	наконец в-третьих	1	1
1563	сознания не	2	1
1564	своего и	1	1
1565	не нуждается	1	1
1566	героя с	2	1
1567	произведение как	1	1
1568	по аналогии	3	1
1569	и заодно	2	1
1570	как единосущную	1	1
1571	жизни после	1	1
1572	докторе живаго	1	1
1573	я перед	1	1
1574	чеховского рассказа	1	1
1575	мы это	1	1
1576	от уз	1	1
1577	таково что	1	1
1578	но само	1	1
1579	между этими	1	1
1580	вся в	1	1
1581	художественной практики	2	1
1582	которые могли	1	1
1583	рецептивного сознания	1	1
1584	этом последнем	1	1
1585	литературе и	1	1
1586	что ведет	1	1
1587	воздействие на	2	1
1588	из коммуникативного	1	1
1589	с жизнью	2	1
1590	воздействия на	2	1
1591	личности с	2	1
1592	и достоевского	1	1
1593	чего бы	2	1
1594	практически все	2	1
1595	широкого и	1	1
1596	себя как	2	1
1597	же как	3	1
1598	на земле	1	1
1599	большинстве случаев	1	1
1600	рядом с	1	1
1601	и воля	1	1
1602	каким в	1	1
1603	пути однако	1	1
1604	от этого	1	1
1605	это мне	1	1
1606	столько о	1	1
1607	в ые	1	1
1608	должно было	1	1
1609	его жизни	1	1
1610	а отнюдь	1	1
1611	лишь для	1	1
1612	авторитарное сознание	2	1
1613	переживания в	1	1
1614	всему христианству	1	1
1615	на свободу	1	1
1616	ему во	1	1
1617	к осуществлению	1	1
1618	себе и	2	1
1619	к мысли	1	1
1620	глубочайшее общение	1	1
1621	мифа с	1	1
1622	констатировать ее	1	1
1623	так пылко	1	1
1624	как полагал	1	1
1625	и у	1	1
1626	быть подвергнут	1	1
1627	к эффекту	1	1
1628	человека а	2	1
1629	я является	1	1
1630	искусство не	2	1
1631	кто из	1	1
1632	как сказано	2	1
1633	люди у	1	1
1634	печорин здесь	2	1
1635	нам остается	1	1
1636	привносит в	1	1
1637	от чужого	1	1
1638	с новой	1	1
1639	нередко оказывается	1	1
1640	личности есть	1	1
1641	рождается в	1	1
1642	однако так	1	1
1643	культуре и	2	1
1644	лирики как	1	1
1645	это вполне	1	1
1646	если оно	2	1
1647	интерес самого	1	1
1648	поэтической традиции	2	1
1649	откровения на	1	1
1650	диалоге с	1	1
1651	а раскрывая	1	1
1652	вести отсчет	1	1
1653	смерти то	1	1
1654	идет по	1	1
1655	парадигмы художественности	9	1
1656	которых в	1	1
1657	и однако	1	1
1658	альтернативного ему	1	1
1659	как субъект	1	1
1660	плодом сверхиндивидуального	1	1
1661	поле текста	1	1
1662	собственного творения	1	1
1663	схождения сознаний	1	1
1664	с творческой	3	1
1665	границы и	1	1
1666	на страницах	1	1
1667	виде эта	1	1
1668	солидарны между	1	1
1669	рефлективного традиционализма	6	1
1670	есть бог	1	1
1671	своих внешних	1	1
1672	от содержания	1	1
1673	с какой	1	1
1674	эти слова	2	1
1675	своей субъективности	1	1
1676	я когда	1	1
1677	говорит ему	1	1
1678	эстетическое отношение	1	1
1679	решительно и	1	1
1680	действительной жизнью	1	1
1681	эстетики а	1	1
1682	на чем	1	1
1683	рамках определенной	1	1
1684	меня от	2	1
1685	как объект	1	1
1686	мы обнаруживаем	1	1
1687	в деятельности	1	1
1688	бы но	1	1
1689	уединенности в	1	1
1690	за ними	1	1
1691	функция художественного	1	1
1692	что изнутри	1	1
1693	концепция личности	2	1
1694	но только	3	1
1695	как автор	1	1
1696	где в	2	1
1697	человек который	1	1
1698	из нас	2	1
1699	решение вопроса	1	1
1700	в историческом	1	1
1701	отстраняется от	1	1
1702	как один	1	1
1703	о мире	1	1
1704	в москве	2	1
1705	субъект не	1	1
1706	изменяющуюся ментальность	1	1
1707	тексте стихотворения	1	1
1708	для жизни	1	1
1709	которого в	1	1
1710	того кто	2	1
1711	например не	1	1
1712	где каждый	1	1
1713	внешних границ	2	1
1714	сведена к	1	1
1715	качественный скачок	1	1
1716	я это	3	1
1717	и рецептивного	2	1
1718	границей к	1	1
1719	в разрушении	1	1
1720	отталкивании от	3	1
1721	личного бытия	1	1
1722	превратилась в	1	1
1723	ср лермонтовское	1	1
1724	дамы с	2	1
1725	ту сторону	1	1
1726	бы именовать	1	1
1727	является своего	1	1
1728	научная парадигма	1	1
1729	я вам	1	1
1730	что для	2	1
1731	два года	1	1
1732	результате такой	1	1
1733	позиций в	1	1
1734	и каждый	2	1
1735	этот путь	3	1
1736	это приводит	1	1
1737	онегина и	1	1
1738	его личности	2	1
1739	искусства но	1	1
1740	в новый	1	1
1741	сознания над	1	1
1742	и ты	4	1
1743	из ключевых	2	1
1744	но ее	1	1
1745	видения жизни	1	1
1746	с чем	3	1
1747	этих граней	1	1
1748	художественности не	3	1
1749	естественно не	1	1
1750	превыше всего	1	1
1751	надобности в	1	1
1752	встал и	1	1
1753	этой фразы	1	1
1754	парадигму художественности	1	1
1755	высшего порядка	1	1
1756	пушкиным в	1	1
1757	был я	1	1
1758	внутренняя данность	1	1
1759	автору как	1	1
1760	время он	1	1
1761	максимыч в	1	1
1762	автора как	1	1
1763	собственное имя	1	1
1764	лирического мы	2	1
1765	собой некую	1	1
1766	к снятию	1	1
1767	литературного творчества	1	1
1768	отвергнутая в	1	1
1769	автор счел	1	1
1770	радости и	1	1
1771	себе как	2	1
1772	нет не	2	1
1773	меньшей степени	1	1
1774	между собою	1	1
1775	объекта не	1	1
1776	жизни другого	1	1
1777	с идеей	2	1
1778	такое произведение	2	1
1779	каждого из	2	1
1780	действительной жизни	1	1
1781	и дуня	1	1
1782	где мы	1	1
1783	диаметрально противоположно	1	1
1784	сущности не	1	1
1785	стороны субъекта	1	1
1786	и миру	1	1
1787	для многих	3	1
1788	уже на	1	1
1789	собою без	1	1
1790	полагают себя	1	1
1791	как теперь	2	1
1792	единого для	1	1
1793	на деле	1	1
1794	а потому	4	1
1795	в последующих	1	1
1796	человеческой личности	1	1
1797	например и	2	1
1798	в коммуникативном	2	1
1799	всего пушкинского	1	1
1800	воспринимающем сознании	1	1
1801	он уже	1	1
1802	от сознания	2	1
1803	культурной памяти	1	1
1804	и таи	1	1
1805	внешние границы	1	1
1806	онегин и	1	1
1807	приближается к	1	1
1808	отношению ко	2	1
1809	не мешает	1	1
1810	по определению	1	1
1811	представить себе	1	1
1812	мысли так	1	1
1813	субъекта художественной	1	1
1814	я здесь	1	1
1815	всеобщей основе	1	1
1816	полный простор	1	1
1817	культуре уединенного	2	1
1818	только ему	1	1
1819	жизни а	1	1
1820	устремляются интенциональные	1	1
1821	и картины	1	1
1822	в основном	1	1
1823	не поглощает	1	1
1824	> без	1	1
1825	которой не	1	1
1826	представлял собой	1	1
1827	внутренняя свобода	1	1
1828	личной воли	1	1
1829	сильвио владимира	1	1
1830	другие и	1	1
1831	другого следует	1	1
1832	с миром	5	1
1833	переживание переживания	1	1
1834	р барту	1	1
1835	рецептивное сознание	1	1
1836	как реальности	1	1
1837	личного существования	1	1
1838	это весьма	1	1
1839	к общему	3	1
1840	радикально меняется	1	1
1841	событии художественного	1	1
1842	текста является	1	1
1843	о печорине	1	1
1844	это уже	2	1
1845	по собственному	2	1
1846	и души	1	1
1847	когда во-вторых	1	1
1848	целого ряда	1	1
1849	из метели	1	1
1850	на таких	1	1
1851	этот не	1	1
1852	порой весьма	1	1
1853	зарождается на	1	1
1854	в западных	2	1
1855	задолго до	1	1
1856	в живых	1	1
1857	их как	1	1
1858	лирический сюжет	2	1
1859	раскрывая себя	1	1
1860	для них	2	1
1861	трагический персонаж	1	1
1862	однако он	1	1
1863	не ставит	1	1
1864	то с	2	1
1865	я все	3	1
1866	художественности если	1	1
1867	его собственный	1	1
1868	принципе может	1	1
1869	другого что	1	1
1870	ситуация художественного	1	1
1871	внешнего обнаружения	1	1
1872	и вновь	2	1
1873	и вполне	3	1
1874	он лишь	1	1
1875	за это	1	1
1876	не на	2	1
1877	как с	1	1
1878	капитанской дочке	1	1
1879	ориентировано на	1	1
1880	синтаксических конструкций	1	1
1881	не ведает	1	1
1882	горького мать	1	1
1883	субъекта к	1	1
1884	приобретает в	1	1
1885	ключевой для	1	1
1886	даже у	1	1
1887	однако мы	1	1
1888	с ней	1	1
1889	в докторе	1	1
1890	в особый	1	1
1891	внутренней обособленности	1	1
1892	индивидуального я	1	1
1893	более широкого	1	1
1894	резко отличается	1	1
1895	одновременно с	2	1
1896	себя с	1	1
1897	не противоречит	1	1
1898	нами не	2	1
1899	вот и	1	1
1900	открытие другого	1	1
1901	дороги не	1	1
1902	обращается к	5	1
1903	марина цветаева	2	1
1904	необходимой для	1	1
1905	будто до	1	1
1906	простор в	1	1
1907	и будет	2	1
1908	иной парадигмы	1	1
1909	во множестве	1	1
1910	белкина изданных	1	1
1911	ту или	2	1
1912	я другого	1	1
1913	из тех	2	1
1914	также не	1	1
1915	всякий иной	1	1
1916	жизнь на	1	1
1917	сверхиндивидуального и	1	1
1918	его лице	2	1
1919	на колени	1	1
1920	наша цель	1	1
1921	характерный атрибут	1	1
1922	творческих актов	1	1
1923	что такой	1	1
1924	автор литературного	1	1
1925	подавляет и	1	1
1926	предстает субъектом	1	1
1927	которой устремляются	1	1
1928	состоит из	1	1
1929	прочтения истории	1	1
1930	меня я	1	1
1931	своего ремесла	1	1
1932	и жизни	4	1
1933	как приобщения	1	1
1934	в которых	1	1
1935	создает и	1	1
1936	не приводит	1	1
1937	о вмешательстве	1	1
1938	состоит как	1	1
1939	эксплицированного в	1	1
1940	и ротмистра	1	1
1941	это всего	2	1
1942	от креативности	1	1
1943	причастность к	5	1
1944	явление культуры	1	1
1945	определенной культурной	1	1
1946	чья смерть	1	1
1947	нет в	2	1
1948	эта всеединая	1	1
1949	себя один	1	1
1950	выступает как	1	1
1951	аналогии с	3	1
1952	фразы и	1	1
1953	к той	1	1
1954	случае как	1	1
1955	к какой	1	1
1956	в своего	1	1
1957	ритуально-мифологического комплекса	1	1
1958	творческой воли	1	1
1959	другой для	1	1
1960	первых десятилетий	1	1
1961	что искусство	1	1
1962	появляется и	1	1
1963	одним и	1	1
1964	ни на	1	1
1965	этот день	1	1
1966	сознания состоит	2	1
1967	своей уединенности	2	1
1968	повседневного существования	1	1
1969	сказано что	1	1
1970	где по	1	1
1971	на внутреннюю	1	1
1972	виду не	2	1
1973	слова текст	1	1
1974	есть от	1	1
1975	а если	2	1
1976	яркая индивидуальность	1	1
1977	в последней	1	1
1978	адекватное восприятие	1	1
1979	значимость приобретает	1	1
1980	я других	1	1
1981	за словами	1	1
1982	об одном	1	1
1983	искусства есть	1	1
1984	комплекса мотивов	1	1
1985	его существования	1	1
1986	духовного я	1	1
1987	поглощает частных	1	1
1988	не любил	2	1
1989	своем внутреннем	1	1
1990	равнодостойных правд	1	1
1991	на том	3	1
1992	по земле	3	1
1993	бахтиным в	1	1
1994	духовного общения	2	1
1995	можно лишь	1	1
1996	этих уровней	1	1
1997	б.о корман	1	1
1998	рассказа о	1	1
1999	литературный текст	1	1
2000	себя его	1	1
2001	художественной словесности	1	1
2002	казака с	1	1
2003	в современном	1	1
2004	перемещается в	1	1
2005	слова и	6	1
2006	и поэтапно	1	1
2007	и уже	1	1
2008	авторского замысла	1	1
2009	в ранг	2	1
2010	занимает в	1	1
2011	и вся	1	1
2012	не могло	3	1
2013	нами как	1	1
2014	в это	1	1
2015	в сне	1	1
2016	культурного феномена	1	1
2017	отношении к	2	1
2018	да в	2	1
2019	чаще всего	1	1
2020	жизни подобно	1	1
2021	мне в	2	1
2022	направленной на	3	1
2023	национальной жизни	1	1
2024	в ночь	1	1
2025	сторона бытия	1	1
2026	вневременного творчества	1	1
2027	как субъекта	1	1
2028	идет не	1	1
2029	является все	1	1
2030	целый ряд	1	1
2031	что со	1	1
2032	организатором коммуникативного	1	1
2033	дискурса чем	1	1
2034	ни были	1	1
2035	в истории	1	1
2036	соблюдая верность	1	1
2037	эмоциональная рефлексия	1	1
2038	себя от	1	1
2039	так называемого	2	1
2040	в каком	1	1
2041	еще один	1	1
2042	быть это	4	1
2043	принципиально иной	1	1
2044	жизни на	3	1
2045	другого он	1	1
2046	воле автора	1	1
2047	повествование в	1	1
2048	креативного и	1	1
2049	вот этот	1	1
2050	художественности при	2	1
2051	потому и	1	1
2052	нуждающейся в	1	1
2053	жизни по	1	1
2054	есть глубочайшее	1	1
2055	само бытие	1	1
2056	автора героя	1	1
2057	непосредственно в	1	1
2058	между людьми	1	1
2059	не байрон	2	1
2060	его здесь	1	1
2061	неотъемлемая часть	2	1
2062	сердце мое	1	1
2063	переход от	1	1
2064	мышления но	1	1
2065	себе никакой	1	1
2066	событий в	1	1
2067	в шмид	2	1
2068	в сфере	7	1
2069	если мы	1	1
2070	и многих	1	1
2071	молчи скрывайся	1	1
2072	в объекте	1	1
2073	что ты	2	1
2074	вспять к	1	1
2075	видит не	1	1
2076	не за	1	1
2077	справедливо утверждал	1	1
2078	в образе	1	1
2079	мира где	1	1
2080	за два	1	1
2081	друга а	1	1
2082	может оказаться	1	1
2083	только при	1	1
2084	мыслилась как	1	1
2085	художественном восприятии	1	1
2086	для уяснения	1	1
2087	уединения в	1	1
2088	я которое	1	1
2089	разве я	1	1
2090	частных элементов	1	1
2091	знаковом материале	2	1
2092	в ударном	1	1
2093	обращение к	1	1
2094	даже его	1	1
2095	отдельной личности	3	1
2096	ничему не	1	1
2097	не видит	2	1
2098	сознания тогда	3	1
2099	начала но	1	1
2100	не свидетельствует	1	1
2101	друг друга	5	1
2102	свою свободную	1	1
2103	участия в	1	1
2104	когда как	1	1
2105	и произведение	1	1
2106	а текст	1	1
2107	не будучи	1	1
2108	исключительно в	1	1
2109	стихотворения в	1	1
2110	внешнее и	1	1
2111	ниже в	1	1
2112	могли быть	1	1
2113	это парадигма	1	1
2114	смежные темы	1	1
2115	актов автора	1	1
2116	иных модусов	1	1
2117	они возникают	1	1
2118	намного превышает	1	1
2119	в любви	1	1
2120	я кризис	1	1
2121	проникает в	1	1
2122	намерения творческих	1	1
2123	не поддается	2	1
2124	когда речь	1	1
2125	реальность с	1	1
2126	жизни столь	1	1
2127	выходит за	1	1
2128	многих других	1	1
2129	они оба	1	1
2130	хоть и	1	1
2131	смысловое наполнение	1	1
2132	надежду на	1	1
2133	точной характеристике	1	1
2134	частное бытие	1	1
2135	того как	1	1
2136	усиливает этот	1	1
2137	второй половине	1	1
2138	паразитируя на	1	1
2139	голоса в	1	1
2140	субъектов дискурсии	1	1
2141	освобождаясь от	1	1
2142	он становится	2	1
2143	не одни	1	1
2144	материала и	1	1
2145	не станем	2	1
2146	и науке	1	1
2147	которых он	1	1
2148	бы на	2	1
2149	данность его	1	1
2150	причастностью к	2	1
2151	эстетических отношений	2	1
2152	не подавляет	1	1
2153	в кабинете	1	1
2154	и сердцем	1	1
2155	произведения или	1	1
2156	в формах	4	1
2157	являют собой	2	1
2158	это ни	1	1
2159	романе достоевского	1	1
2160	оказывается одновременно	1	1
2161	входя в	1	1
2162	неудивительно что	1	1
2163	но одна	1	1
2164	писал что	2	1
2165	воспользуемся словами	1	1
2166	искусству как	1	1
2167	несет в	2	1
2168	пылко я	1	1
2169	сознания и	1	1
2170	в-третьих эта	1	1
2171	причислял к	1	1
2172	силу и	1	1
2173	художественности но	1	1
2174	чем он	1	1
2175	кто бы	1	1
2176	открытием другого	1	1
2177	по ту	1	1
2178	слова а	1	1
2179	свое частное	1	1
2180	дискурса она	1	1
2181	высшей ценностью	1	1
2182	читателю в	1	1
2183	отступление от	1	1
2184	смирнов когда	1	1
2185	ценность с	1	1
2186	для искусства	1	1
2187	отказаться от	1	1
2188	дискурса а	1	1
2189	значение только	1	1
2190	пределах одной	1	1
2191	полноценное художественное	1	1
2192	не обладает	2	1
2193	если само	1	1
2194	начала в	1	1
2195	существует как	1	1
2196	коллизии двух	1	1
2197	эпохи романтизма	1	1
2198	финальный аккорд	1	1
2199	тебя так	1	1
2200	пусть и	1	1
2201	на нее	2	1
2202	и развитие	1	1
2203	в будущее	1	1
2204	места в	1	1
2205	в бытии	1	1
2206	путь в	1	1
2207	наконец даже	1	1
2208	сцену распятия	1	1
2209	причастными к	1	1
2210	литературного процесса	8	1
2211	не могли	1	1
2212	культурной деятельности	1	1
2213	изучаемого явления	1	1
2214	духовной культуры	1	1
2215	стихи и	1	1
2216	это голос	1	1
2217	раздвоение образа	1	1
2218	и подчинения	1	1
2219	события особого	1	1
2220	в уме	4	1
2221	мечты в	1	1
2222	фольклора и	1	1
2223	кто на	1	1
2224	не подлежит	1	1
2225	идут по	1	1
2226	сам является	1	1
2227	и вовсе	1	1
2228	я стал	1	1
2229	имя в	1	1
2230	если и	1	1
2231	но по	2	1
2232	и само	3	1
2233	и следовало	1	1
2234	а их	1	1
2235	в литературный	1	1
2236	что ж	1	1
2237	в реальности	1	1
2238	общественных отношений	1	1
2239	имеется в	2	1
2240	внутреннюю обособленность	1	1
2241	на смежные	1	1
2242	вступающего в	1	1
2243	к концу	1	1
2244	по убеждению	1	1
2245	вести о	2	1
2246	предельную меру	1	1
2247	в авторском	2	1
2248	остается лишь	1	1
2249	в ссср	1	1
2250	к личности	1	1
2251	мы находим	1	1
2252	внутренний мир	1	1
2253	только и	1	1
2254	но уже	2	1
2255	с внешним	1	1
2256	идеи и	1	1
2257	для которого	1	1
2258	в каждой	2	1
2259	позиции субъекта	1	1
2260	вследствие чего	1	1
2261	и объясняются	1	1
2262	ты в	4	1
2263	ему как	1	1
2264	произведение и	1	1
2265	что лирическое	2	1
2266	а так	1	1
2267	как все	2	1
2268	уединенной личности	1	1
2269	не текст	1	1
2270	этих субъективных	1	1
2271	становится не	2	1
2272	глазами и	1	1
2273	напротив взаимно	1	1
2274	я люблю	3	1
2275	архитектоника мировидения	1	1
2276	в воспринимающем	1	1
2277	он нуждается	1	1
2278	взяв формализм	1	1
2279	в стиле	1	1
2280	отказа от	2	1
2281	не отменяет	1	1
2282	в г	1	1
2283	адресата в	2	1
2284	на единой	1	1
2285	нас и	1	1
2286	сам не	1	1
2287	и других	4	1
2288	среди живых	1	1
2289	я думал	1	1
2290	творческий процесс	2	1
2291	к рецептивности	1	1
2292	и выступает	1	1
2293	данности текста	1	1
2294	xx века	2	1
2295	субъективности на	1	1
2296	отмежевывается от	1	1
2297	жизненный путь	2	1
2298	у кого	2	1
2299	объекту в	1	1
2300	такое событие	1	1
2301	художественной реальностью	1	1
2302	стороной жизни	1	1
2303	усомниться в	1	1
2304	собою когда	1	1
2305	в наши	1	1
2306	неявным образом	1	1
2307	личности самого	1	1
2308	перцептивных актов	1	1
2309	могут служить	2	1
2310	предметом нашего	1	1
2311	материнской любви	1	1
2312	житейской ситуации	1	1
2313	минскому и	1	1
2314	соответствующего жанра	1	1
2315	как замечает	2	1
2316	и адресату	1	1
2317	я к	1	1
2318	м.м бахтин	1	1
2319	человек всегда	1	1
2320	воспринимается как	1	1
2321	обстоит дело	1	1
2322	его речь	1	1
2323	самого автора	1	1
2324	обнаруживается и	1	1
2325	реальной действительности	1	1
2326	есть нечто	1	1
2327	ценностный центр	2	1
2328	художественных языков	1	1
2329	между я	5	1
2330	есть всегда	1	1
2331	в него	1	1
2332	о границах	1	1
2333	а по	2	1
2334	линии поведения	1	1
2335	другой к	1	1
2336	сам текст	1	1
2337	умолчания о	1	1
2338	феноменов жизни	1	1
2339	есть и	1	1
2340	изнутри самого	1	1
2341	дает им	1	1
2342	воспринимающее сознание	2	1
2343	в концовке	2	1
2344	эстетический адресат	1	1
2345	говорит я	1	1
2346	оказывается своего	1	1
2347	по характеристике	4	1
2348	к смерти	2	1
2349	оказывается что	1	1
2350	в трех	1	1
2351	что нам	1	1
2352	и своя	1	1
2353	стороны и	1	1
2354	знаковый материал	1	1
2355	только то	3	1
2356	точку отсчета	1	1
2357	бытует в	2	1
2358	которую я	1	1
2359	и вневременного	1	1
2360	к которой	1	1
2361	во мне	2	1
2362	на всю	1	1
2363	как то	1	1
2364	при всем	4	1
2365	вознесенного над	1	1
2366	аналогична в	1	1
2367	разумеется в	1	1
2368	это его	1	1
2369	ставит себе	1	1
2370	и самой	1	1
2371	свободную волю	1	1
2372	или перцептивных	1	1
2373	изданных а.п	1	1
2374	для эстетики	1	1
2375	этого не	2	1
2376	над собою	1	1
2377	возвращении к	1	1
2378	жизнь то	1	1
2379	п тейяр	1	1
2380	знает и	1	1
2381	ту самую	1	1
2382	по той	1	1
2383	оказывается вполне	1	1
2384	отрешенности от	1	1
2385	к продолжению	1	1
2386	есть такое	1	1
2387	личность является	1	1
2388	быть выявлено	1	1
2389	по всей	1	1
2390	выбора не	1	1
2391	и вы	1	1
2392	всем без	1	1
