N	2gram	Tiupa_Vved	Literetu
1273	как уточняет	1	1
1274	но для	1	1
1275	чеховского рассказа	6	1
1276	как следует	1	1
1277	между этими	1	1
1278	что художественное	1	1
1279	на пути	1	1
1280	легко приобретает	1	1
1281	по мере	2	1
1282	простой и	2	1
1283	в евгении	1	1
1284	рецептивного сознания	2	1
1285	этом последнем	1	1
1286	исторический период	1	1
1287	между ними	1	1
1288	аналоги в	1	1
1289	также в	1	1
1290	позиция читателя	1	1
1291	я всегда	1	1
1292	и она	1	1
1293	для писателя	2	1
1294	и иные	1	1
1295	самое и	1	1
1296	жизни других	1	1
1297	на земле	1	1
1298	к единению	1	1
1299	между прочим	1	1
1300	в гроссмана	1	1
1301	идет по	1	1
1302	из четырех	3	1
1303	неизвестен и	1	1
1304	того и	1	1
1305	к поиску	1	1
1306	которая со	1	1
1307	вполне закономерно	1	1
1308	о которых	2	1
1309	составляющих ее	1	1
1310	в двух	1	1
1311	себя мы	1	1
1312	к осуществлению	1	1
1313	всему свету	1	1
1314	место принадлежит	1	1
1315	полагает что	1	1
1316	в эту	1	1
1317	на себе	1	1
1318	он чувствовал	1	1
1319	ним а	1	1
1320	на другом	1	1
1321	день ивана	1	1
1322	осень в	1	1
1323	кто из	1	1
1324	у каждой	1	1
1325	пребывания в	1	1
1326	в заключительном	1	1
1327	этот самый	1	1
1328	к ситуации	1	1
1329	только от	1	1
1330	к истине	1	1
1331	не имея	1	1
1332	в.т в	1	1
1333	эти души	1	1
1334	человек как	1	1
1335	не человек	1	1
1336	опираясь на	1	1
1337	мы можем	2	1
1338	слов или	2	1
1339	и цель	1	1
1340	это были	2	1
1341	диалоге с	1	1
1342	всякое коммуникативное	1	1
1343	и пространства	1	1
1344	развития при	1	1
1345	которых в	2	1
1346	движущей силой	1	1
1347	но речь	1	1
1348	говоря в	1	1
1349	как субъект	2	1
1350	в наше	1	1
1351	а мы	2	1
1352	схождения сознаний	1	1
1353	со многими	1	1
1354	все остальные	1	1
1355	за обедом	2	1
1356	переросла в	1	1
1357	последнюю очередь	1	1
1358	текста а	1	1
1359	природе своей	2	1
1360	личности и	1	1
1361	интерсубъективной реальностью	1	1
1362	не один	2	1
1363	человека как	1	1
1364	в перспективе	2	1
1365	в рассказе	15	1
1366	в ответ	2	1
1367	с героями	2	1
1368	оно и	1	1
1369	мертвые знаки	1	1
1370	легко можно	1	1
1371	сущности говоря	1	1
1372	свидетельствует сам	1	1
1373	шкловского и	1	1
1374	определенным образом	1	1
1375	на глазах	1	1
1376	о собственной	1	1
1377	в приведенном	2	1
1378	разделяется на	2	1
1379	двумя или	2	1
1380	была выявлена	1	1
1381	лишь один	1	1
1382	адресата вполне	1	1
1383	даже не	1	1
1384	также не	1	1
1385	аналогии со	1	1
1386	области художественной	1	1
1387	свобода выбора	1	1
1388	обитает в	1	1
1389	например по	1	1
1390	с таким	1	1
1391	она была	2	1
1392	которого в	1	1
1393	прийти в	1	1
1394	этом у	1	1
1395	с торжеством	1	1
1396	не само	1	1
1397	сведена к	1	1
1398	ключевая для	1	1
1399	одного сознания	1	1
1400	человеческих отношений	2	1
1401	оно обладает	1	1
1402	только с	1	1
1403	году в	2	1
1404	события общения	1	1
1405	поэтики а.н	1	1
1406	бы его	1	1
1407	существование за	1	1
1408	это придает	1	1
1409	их к	1	1
1410	и адресату	1	1
1411	это делает	1	1
1412	путь где	1	1
1413	это главный	1	1
1414	можно проиллюстрировать	1	1
1415	позиция субъекта	1	1
1416	видения жизни	1	1
1417	и признания	1	1
1418	субъект а	1	1
1419	которая на	1	1
1420	и была	1	1
1421	однако по	1	1
1422	что без	1	1
1423	говорится но	1	1
1424	внутренний мир	1	1
1425	тексте смысла	1	1
1426	бы принадлежать	1	1
1427	за каждого	1	1
1428	приходится признать	1	1
1429	именно этой	1	1
1430	в точке	4	1
1431	качестве своего	1	1
1432	явлениям жизни	1	1
1433	обращена к	1	1
1434	ней следует	1	1
1435	всех этих	1	1
1436	года о	1	1
1437	что этот	1	1
1438	жизни другого	1	1
1439	мир но	1	1
1440	сколь бы	1	1
1441	и особенно	1	1
1442	это он	1	1
1443	одного и	1	1
1444	в пространстве	1	1
1445	угадывается в	1	1
1446	наше время	1	1
1447	что до	2	1
1448	мы видели	3	1
1449	он говорил	1	1
1450	в единство	1	1
1451	к личностному	1	1
1452	к сожалению	1	1
1453	при жизни	1	1
1454	надо полагать	2	1
1455	рамках которого	1	1
1456	нет а	1	1
1457	де шарден	1	1
1458	в последующих	1	1
1459	в очерке	1	1
1460	этом ряду	2	1
1461	и этот	1	1
1462	и здесь	2	1
1463	низшей расой	1	1
1464	приближается к	1	1
1465	его уже	1	1
1466	границ их	1	1
1467	них в	1	1
1468	в событии	6	1
1469	текст в	1	1
1470	которой не	2	1
1471	его с	2	1
1472	время у	2	1
1473	за ними	1	1
1474	у чехова	11	1
1475	другого человека	2	1
1476	нашего восприятия	1	1
1477	что автор	1	1
1478	герой нашего	1	1
1479	представляют собой	3	1
1480	что это	2	1
1481	радикально меняется	1	1
1482	содержит в	1	1
1483	чтобы стать	3	1
1484	эту жизнь	1	1
1485	мира представляет	1	1
1486	его внутреннего	1	1
1487	истории в	6	1
1488	предполагает не	1	1
1489	его на	1	1
1490	легко угадывается	1	1
1491	в работах	1	1
1492	гораздо раньше	1	1
1493	здесь состоит	1	1
1494	не признает	1	1
1495	картин мира	2	1
1496	него нет	1	1
1497	очевидным что	1	1
1498	он лишь	1	1
1499	не могут	1	1
1500	власти и	1	1
1501	ироническую дистанцию	1	1
1502	слова у	1	1
1503	отсылает к	2	1
1504	должен был	2	1
1505	и казалось	1	1
1506	целостности и	1	1
1507	нам в	1	1
1508	он достаточно	1	1
1509	оказывается в	3	1
1510	приобретает в	2	1
1511	иметь в	1	1
1512	могло не	1	1
1513	в новейшей	2	1
1514	который характеризуется	1	1
1515	пространство и	2	1
1516	это проблема	1	1
1517	свою жизнь	1	1
1518	на территории	1	1
1519	но вот	1	1
1520	встречаются и	1	1
1521	романтическую эпоху	1	1
1522	этот тип	1	1
1523	в процессе	1	1
1524	сознании другого	1	1
1525	и соответственно	4	1
1526	и ситуаций	1	1
1527	это время	2	1
1528	за свое	1	1
1529	мы вынуждены	1	1
1530	и так	1	1
1531	же остается	1	1
1532	от его	1	1
1533	и герой	1	1
1534	что иное	1	1
1535	свидетельствует об	1	1
1536	раз его	1	1
1537	говоря и	1	1
1538	слова это	1	1
1539	о любви	4	1
1540	в которых	2	1
1541	с актуализацией	1	1
1542	счастье что	1	1
1543	здесь может	2	1
1544	установкой на	2	1
1545	о котором	5	1
1546	том как	4	1
1547	художественной словесности	2	1
1548	именно поэтому	1	1
1549	зависимости от	1	1
1550	в те	1	1
1551	в известном	1	1
1552	друг от	2	1
1553	первой главе	1	1
1554	неотождествимого с	1	1
1555	весть о	1	1
1556	он мог	1	1
1557	первого и	3	1
1558	жизни так	2	1
1559	второго лица	1	1
1560	такова природа	1	1
1561	только одно	1	1
1562	особенность художественной	1	1
1563	появляется и	1	1
1564	но тут	1	1
1565	дискурс в	2	1
1566	диалогического согласия	2	1
1567	чем дело	1	1
1568	звеном которой	1	1
1569	в рецептивном	1	1
1570	повседневного существования	1	1
1571	сказано что	1	1
1572	тот кто	2	1
1573	же я	1	1
1574	и укрепление	1	1
1575	слова все	1	1
1576	по версии	1	1
1577	восприятия а	2	1
1578	первая и	1	1
1579	что мы	2	1
1580	это явление	1	1
1581	пушкина как	1	1
1582	в коммуникативное	1	1
1583	на какой	1	1
1584	это событие	1	1
1585	задний план	1	1
1586	типа однако	1	1
1587	с нами	1	1
1588	десять лет	3	1
1589	читателя то	1	1
1590	чужого слова	3	1
1591	это все	1	1
1592	их жизнь	1	1
1593	времени на	1	1
1594	причастной вненаходимости	2	1
1595	народов и	1	1
1596	и вся	3	1
1597	значение для	1	1
1598	то писатель	1	1
1599	которого не	1	1
1600	и человеческого	1	1
1601	впрочем и	1	1
1602	переходит к	1	1
1603	и наиболее	1	1
1604	на основании	1	1
1605	как субъекта	1	1
1606	с автором	1	1
1607	узком значении	1	1
1608	это свобода	1	1
1609	в мир	1	1
1610	целый ряд	2	1
1611	что печорин	1	1
1612	им своего	1	1
1613	времени и	7	1
1614	например для	1	1
1615	он есть	1	1
1616	перед глазами	1	1
1617	дискурса о	1	1
1618	было и	2	1
1619	воле автора	1	1
1620	и наглый	1	1
1621	жизни что	1	1
1622	шли по	1	1
1623	только часть	1	1
1624	и мыслится	1	1
1625	мир персонажей	1	1
1626	что здесь	1	1
1627	зрелого чеховского	2	1
1628	с текстом	1	1
1629	входит как	1	1
1630	ее не	2	1
1631	событий в	2	1
1632	если мы	1	1
1633	общий знаменатель	1	1
1634	первобытного человека	2	1
1635	и во	2	1
1636	ответа на	1	1
1637	принадлежит к	3	1
1638	же мере	1	1
1639	но именно	3	1
1640	за пределами	3	1
1641	в текстах	2	1
1642	посредством текста	2	1
1643	характера и	1	1
1644	именно то	1	1
1645	и мире	2	1
1646	в каждый	1	1
1647	рождается в	1	1
1648	котором мы	1	1
1649	следует вести	1	1
1650	на этот	2	1
1651	сознания субъекта	2	1
1652	обращение к	1	1
1653	аналог действительного	1	1
1654	мать и	1	1
1655	у которого	2	1
1656	себя с	1	1
1657	только потому	1	1
1658	смысл этот	2	1
1659	посредника между	1	1
1660	мира не	2	1
1661	путем не	1	1
1662	же он	1	1
1663	и собственные	1	1
1664	значении слова	1	1
1665	смертью по	1	1
1666	исключительно в	3	1
1667	нее и	1	1
1668	прибегает к	1	1
1669	во внутреннем	1	1
1670	в чеховских	1	1
1671	толстой в	1	1
1672	счете к	1	1
1673	не ведая	1	1
1674	с того	3	1
1675	обратиться к	2	1
1676	смерти как	1	1
1677	тебе не	1	1
1678	высшей степени	2	1
1679	более глубокий	1	1
1680	к началу	1	1
1681	почти уже	1	1
1682	об их	1	1
1683	именно к	2	1
1684	одних и	1	1
1685	я чем	1	1
1686	в любви	1	1
1687	или просто	1	1
1688	служит в	1	1
1689	смерть и	1	1
1690	говорил в	1	1
1691	жизни от	1	1
1692	общения в	1	1
1693	после которого	1	1
1694	романе доктор	1	1
1695	фразе текста	1	1
1696	это такая	1	1
1697	основе своей	2	1
1698	хоть и	1	1
1699	его становления	1	1
1700	художественного высказывания	2	1
1701	того как	1	1
1702	новой жизни	1	1
1703	который всегда	1	1
1704	осипа мандельштама	1	1
1705	роль и	1	1
1706	возникает в	2	1
1707	по своим	3	1
1708	из текста	2	1
1709	этом ракурсе	1	1
1710	нашего внимания	1	1
1711	центральным событием	1	1
1712	тому чтобы	1	1
1713	которых он	1	1
1714	весьма различно	1	1
1715	сознания это	1	1
1716	в вечности	1	1
1717	этом он	1	1
1718	центрального героя	1	1
1719	может показаться	1	1
1720	все это	3	1
1721	указание на	1	1
1722	и позицией	1	1
1723	тейяр де	1	1
1724	это именно	1	1
1725	слова а	1	1
1726	в заключительной	2	1
1727	в движение	1	1
1728	дискурса она	1	1
1729	отступление от	1	1
1730	в виде	1	1
1731	быть вполне	1	1
1732	к построению	1	1
1733	было видно	1	1
1734	в учебниках	1	1
1735	это всегда	2	1
1736	материал для	1	1
1737	от друга	2	1
1738	пока в	1	1
1739	выявлена и	1	1
1740	художественных текстов	1	1
1741	или в	3	1
1742	в войне	2	1
1743	ответственности на	1	1
1744	если само	1	1
1745	в стране	1	1
1746	на преодоление	1	1
1747	продемонстрировать в	1	1
1748	что будет	1	1
1749	время здесь	1	1
1750	кругозора и	1	1
1751	читателя это	1	1
1752	но впоследствии	1	1
1753	в бытии	3	1
1754	единой и	1	1
1755	в эпоху	1	1
1756	вместо головы	1	1
1757	не со	1	1
1758	удовольствия от	1	1
1759	например читатель	1	1
1760	вообще не	1	1
1761	случае не	1	1
1762	неприемлемой для	1	1
1763	диаметрально противоположны	2	1
1764	не подлежит	2	1
1765	не предполагает	2	1
1766	результат а	1	1
1767	которого нет	1	1
1768	других в	1	1
1769	или даже	2	1
1770	что просто	1	1
1771	говорят о	2	1
1772	а их	1	1
1773	соотносится с	1	1
1774	есть только	1	1
1775	однако это	1	1
1776	смысловую глубину	1	1
1777	стороны на	1	1
1778	не столь	1	1
1779	и со	1	1
1780	один и	1	1
1781	в новом	1	1
1782	к личности	1	1
1783	что находится	1	1
1784	мы оба	1	1
1785	в сопряжении	1	1
1786	и совершает	1	1
1787	это утрата	1	1
1788	являя собой	1	1
1789	или менее	2	1
1790	чего в	1	1
1791	в одной	2	1
1792	всегда всему	1	1
1793	не все	2	1
1794	взаимодействия субъекта	1	1
1795	остается вне	1	1
1796	ему не	1	1
1797	чужой воли	1	1
1798	как средство	1	1
1799	ко мне	1	1
1800	человека к	1	1
1801	личностному самоопределению	1	1
1802	к одному	2	1
1803	становится одним	2	1
1804	принципиальное значение	1	1
1805	этого он	1	1
1806	становится лишь	1	1
1807	своего сознания	1	1
1808	сознания адресата	1	1
1809	конечный результат	1	1
1810	значимости для	1	1
1811	которая может	3	1
1812	мы воспринимаем	1	1
1813	как полагал	1	1
1814	этим сознанием	1	1
1815	таково например	1	1
1816	в чем-то	1	1
1817	неявным образом	1	1
1818	слово это	2	1
1819	т.п и	2	1
1820	строится как	1	1
1821	один день	1	1
1822	культуры поэтому	1	1
1823	своих интересов	1	1
1824	другому сознанию	1	1
1825	вся жизнь	2	1
1826	плачут и	2	1
1827	обстоит дело	1	1
1828	мы узнаем	2	1
1829	вопрос как	1	1
1830	и описана	1	1
1831	личное имя	1	1
1832	содержание своего	1	1
1833	друга как	1	1
1834	быть и	2	1
1835	и слова	2	1
1836	этом значимость	1	1
1837	по бахтину	2	1
1838	в эпилоге	1	1
1839	и их	1	1
1840	м.м бахтина	1	1
1841	эти позиции	1	1
1842	субъект его	1	1
1843	частности в	2	1
1844	существа в	1	1
1845	не следует	3	1
1846	в зеркало	1	1
1847	и времени	2	1
1848	пространство в	2	1
1849	как то	1	1
1850	нам о	2	1
1851	первые два	2	1
1852	занять позицию	1	1
1853	рассказа о	2	1
1854	исторических событий	1	1
1855	переживание как	1	1
1856	художественный текст	1	1
1857	ту самую	1	1
1858	иначе в	1	1
1859	определена как	1	1
1860	на уровне	1	1
1861	данного произведения	1	1
1862	ответственной причастности	1	1
1863	литература является	1	1
1864	действительной жизни	1	1
1865	в литературном	1	1
1866	однако для	2	1
1867	отношений в	1	1
1868	уж не	1	1
1869	собой лишь	1	1
1870	в театре	3	1
1871	два варианта	1	1
1872	чтобы достичь	1	1
1873	к чужому	1	1
1874	дня и	1	1
1875	в высшей	2	1
1876	обращаться к	1	1
1877	это означает	1	1
1878	исторического процесса	1	1
1879	к личному	1	1
1880	момент в	1	1
1881	поскольку все	1	1
1882	бунина не	1	1
1883	рассуждает о	1	1
1884	решительно прерывает	1	1
1885	вовлечен в	1	1
1886	в период	2	1
1887	здесь все	1	1
1888	как внутренняя	1	1
1889	для современного	1	1
1890	термин дискурс	1	1
1891	на своих	1	1
1892	эти два	1	1
1893	которое мы	1	1
1894	персонажей как	1	1
1895	не хватает	1	1
1896	как ему	1	1
1897	ориентирована на	1	1
1898	по причине	1	1
1899	само по	1	1
1900	невозможно да	1	1
1901	с классической	1	1
1902	пути к	1	1
1903	самая сущность	1	1
1904	жизнью и	1	1
1905	и конец	2	1
1906	иное как	1	1
1907	для другого	1	1
1908	взгляде на	1	1
1909	соотносима с	1	1
1910	событие это	4	1
