N	2gram	Trubetskoy	Myslijsy
1304	это как	1	1
1305	все усилия	1	1
1306	целое но	1	1
1307	это был	1	1
1308	это для	1	1
1309	под сенью	1	1
1310	важно то	1	1
1311	и образуют	1	1
1312	а по	1	1
1313	дает им	1	1
1314	к области	1	1
1315	образованном обществе	1	1
1316	оказывается что	3	1
1317	или его	1	1
1318	на людей	1	1
1319	образ получает	1	1
1320	непосредственно без	1	1
1321	так когда	1	1
1322	одни из	1	1
1323	ему возможность	1	1
1324	ли этот	1	1
1325	и т.д	6	1
1326	еще на	2	1
1327	идет о	1	1
1328	бы по	1	1
1329	этому учению	1	1
1330	нами и	2	1
1331	уже тогда	1	1
1332	что среди	1	1
1333	указаний на	1	1
1334	здесь к	1	1
1335	с самых	2	1
1336	иное значение	1	1
1337	благодаря этому	2	1
1338	есть сам	1	1
1339	по языку	1	1
1340	одном смысле	1	1
1341	законы не	1	1
1342	покоится на	1	1
1343	в уме	1	1
1344	не воплощается	1	1
1345	этой силы	1	1
1346	черный цвет	1	1
1347	эти два	1	1
1348	надо было	2	1
1349	бы опять	1	1
1350	в так	4	1
1351	мира должна	1	1
1352	на создание	1	1
1353	так к	1	1
1354	души есть	1	1
1355	совершается в	1	1
1356	сознаем что	1	1
1357	он существует	1	1
1358	предметы природы	1	1
