N	2gram	Tiupa_Hudo	Hudozhes
1253	то есть	26	1
1254	такова же	1	1
1255	я переживает	1	1
1256	этих моментов	1	1
1257	жизни а	2	1
1258	этой жанровой	1	1
1259	эпизоде в	1	1
1260	и который	2	1
1261	ролевых отношений	1	1
1262	к сфере	1	1
1263	организации художественного	4	1
1264	уходит своими	1	1
1265	неотъемлемый атрибут	1	1
1266	от нас	1	1
1267	с внутренним	1	1
1268	жизнь человеческого	2	1
1269	предстают перед	1	1
1270	ты и	1	1
1271	по слову	1	1
1272	стать самим	1	1
1273	жанровая форма	2	1
1274	из которых	2	1
1275	и эмоционально	1	1
1276	здесь одновременно	1	1
1277	как объекты	1	1
1278	сама жизнь	1	1
1279	кротким мягким	1	1
1280	поэтому вслед	1	1
1281	смысле можно	1	1
1282	другими людьми	1	1
1283	то с	1	1
1284	анекдота не	1	1
1285	внутреннюю свободу	2	1
1286	и вполне	1	1
1287	том и	2	1
1288	он тем	2	1
1289	и строго	1	1
1290	со всеми	1	1
1291	состоит что	1	1
1292	текста и	1	1
1293	ориентировано на	1	1
1294	этой точки	2	1
1295	все то	1	1
1296	оказывается в	3	1
1297	которых и	1	1
1298	к личностной	1	1
1299	заключается в	2	1
1300	произведений искусства	3	1
1301	определений таков	1	1
1302	одно слово	3	1
1303	обращается к	1	1
1304	что ничто	1	1
1305	толстым в	1	1
1306	и своя	1	1
1307	характеризующийся единством	1	1
1308	рассказе душечка	1	1
1309	или анекдота	2	1
1310	во множестве	2	1
1311	могут оказываться	1	1
1312	значении этого	4	1
1313	отношения к	4	1
1314	из тех	2	1
1315	и соответственно	2	1
1316	мы встречаемся	1	1
1317	у читателя	1	1
1318	комнате и	1	1
1319	предстает субъектом	1	1
1320	с собою	1	1
1321	смерти героя	1	1
1322	полные розовые	1	1
1323	смертью в	1	1
1324	состоит как	1	1
1325	собою в	2	1
1326	в итоге	2	1
1327	в известном	2	1
1328	по отдельности	1	1
1329	в каком	2	1
1330	первого из	1	1
1331	выступает как	1	1
1332	притчи это	1	1
1333	включая и	1	1
1334	случае как	1	1
1335	постепенно углубляемая	1	1
1336	со временем	2	1
1337	со смертью	1	1
1338	анекдота напротив	1	1
1339	он же	1	1
1340	не умел	1	1
1341	была тихая	1	1
1342	решающая роль	1	1
1343	ее эстетической	1	1
1344	близости людей	1	1
1345	данности их	1	1
1346	иной жизни	1	1
1347	душевная характеристика	1	1
1348	жизни между	1	1
1349	духовная жизнь	1	1
1350	жизнь личности	2	1
1351	мира как	1	1
1352	мягкую белую	1	1
1353	духовная ценность	1	1
1354	единства в	1	1
1355	растворен в	1	1
1356	художественной целостности	3	1
1357	смысловой контекст	1	1
1358	художественных произведений	1	1
1359	в отдельности	1	1
1360	быть не	1	1
1361	этом пути	1	1
1362	стыда за	1	1
1363	из его	1	1
1364	а через	1	1
1365	ядра личности	1	1
1366	своей неповторимой	1	1
1367	слова и	2	1
1368	значение для	1	1
1369	весьма существенно	2	1
1370	внутренней целостности	1	1
1371	специфически человеческий	1	1
1372	нимало не	1	1
1373	переходит к	1	1
1374	диаметрально противоположные	1	1
1375	что сама	2	1
1376	с автором	1	1
1377	мира личности	1	1
1378	в мир	1	1
1379	заданности в	1	1
1380	от позиции	1	1
1381	собой с	1	1
1382	других произведений	2	1
1383	что произведение	1	1
1384	рамки своего	1	1
1385	барышня с	1	1
1386	чтобы именно	1	1
1387	к объекту	1	1
1388	и несет	1	1
1389	архитектонических формах	1	1
1390	и наоборот	2	1
1391	над собой	1	1
1392	было и	2	1
1393	искусства слова	2	1
1394	другого в	3	1
1395	автора в	1	1
1396	человеческого поведения	1	1
1397	вытекающей из	1	1
1398	присутствия в	9	1
1399	тот или	3	1
1400	своими корнями	1	1
1401	тихая добродушная	1	1
1402	привлекает внимание	1	1
1403	в объекте	1	1
1404	и служит	1	1
1405	за пределами	3	1
1406	мира где	1	1
1407	корнями в	1	1
1408	в текстах	2	1
1409	комизма в	1	1
1410	особенность и	1	1
1411	точке этого	1	1
1412	начало фразы	1	1
1413	бесследно и	1	1
1414	шею с	1	1
1415	этом так	1	1
1416	в существовании	1	1
1417	том же	1	1
1418	персонажа только	1	1
1419	к миру	1	1
1420	в каждом	1	1
1421	ситуацию произведения	1	1
1422	и достоевского	1	1
1423	жизнь однако	1	1
1424	даже его	1	1
1425	но если	1	1
1426	здесь и	1	1
1427	к предмету	1	1
1428	в момент	3	1
1429	его личным	1	1
1430	неотделимо от	1	1
1431	художественности это	1	1
1432	и персонажи	1	1
1433	все с	1	1
1434	должен найти	1	1
1435	то или	1	1
1436	не будучи	1	1
1437	тот же	1	1
1438	кажется таким	1	1
1439	к содержанию	3	1
1440	он должен	3	1
1441	мире я	1	1
1442	этого термина	2	1
1443	текста в	3	1
1444	жанр это	1	1
1445	первый взгляд	1	1
1446	с темной	1	1
1447	именно к	1	1
1448	во внешних	1	1
1449	от лат	19	1
1450	фауста наизнанку	1	1
1451	проникает в	1	1
1452	автор видит	1	1
1453	каждой человеческой	1	1
1454	но на	2	1
1455	на языке	3	1
1456	вокруг него	1	1
1457	некий нравственный	1	1
1458	может не	1	1
1459	ее в	2	1
1460	лишь одну	1	1
1461	художественного высказывания	2	1
1462	делает их	1	1
1463	который всегда	1	1
1464	мира которая	1	1
1465	взаимодействиях с	1	1
1466	том числе	3	1
1467	который бы	1	1
1468	обе эти	1	1
1469	мы имеем	6	1
1470	своей причастности	1	1
1471	не для	1	1
1472	уклоняется от	1	1
1473	почве карнавального	1	1
1474	и являет	1	1
1475	героя художественно	1	1
1476	в начальном	1	1
1477	из приведенной	1	1
1478	факторов художественного	4	1
1479	для искусства	2	1
1480	такое же	1	1
1481	не наступает	1	1
1482	может показаться	1	1
1483	и одна	1	1
1484	из своих	1	1
1485	что каждый	2	1
1486	сознания и	1	1
1487	как подчеркивал	1	1
1488	в новелле	1	1
1489	в широком	1	1
1490	народной жизни	1	1
1491	соответствующий тип	1	1
1492	самобытное я	1	1
1493	без этого	1	1
1494	сказать не	1	1
1495	ведь это	1	1
1496	одного текста	1	1
1497	века и	1	1
1498	бы для	1	1
1499	целостности как	1	1
1500	противоположной по	1	1
1501	в узком	3	1
1502	реальной действительности	1	1
1503	художественных текстов	1	1
1504	и внутренних	1	1
1505	в войне	2	1
1506	по типу	1	1
1507	мнению и	1	1
1508	определял как	1	1
1509	художественном тексте	1	1
1510	это еще	1	1
1511	пределах текста	1	1
1512	как впрочем	1	1
1513	однако впоследствии	1	1
1514	виду что	1	1
1515	внешних и	1	1
1516	этом что	1	1
1517	сцену распятия	1	1
1518	которая служит	1	1
1519	сила так	1	1
1520	каждый малейший	1	1
1521	психологическое состояние	1	1
1522	той самой	1	1
1523	как притчу	1	1
1524	и без	1	1
1525	в какой	2	1
1526	среди прочих	1	1
1527	есть в	3	1
1528	художественное впечатление	3	1
1529	личной ответственности	1	1
1530	является не	1	1
1531	произведение искусства	12	1
1532	что неизбежно	1	1
1533	эстетического субъекта	3	1
1534	при таком	1	1
1535	жизнью в	1	1
1536	состоит во	1	1
1537	мира и	2	1
1538	смерти в	1	1
1539	как ее	1	1
1540	и я	1	1
1541	событийных границ	2	1
1542	и глубже	1	1
1543	в условиях	1	1
1544	для героя	1	1
1545	художественного внимания	1	1
1546	страны мертвых	1	1
1547	для которого	2	1
1548	этот эффект	1	1
1549	деталей а	1	1
1550	или менее	6	1
1551	реализм xix	1	1
1552	в динамике	1	1
1553	вживания в	1	1
1554	отношений которые	1	1
1555	добродушная жалостливая	1	1
1556	человека к	3	1
1557	к одному	1	1
1558	ценностный центр	1	1
1559	о месте	1	1
1560	проходит бесследно	1	1
1561	настоящей и	1	1
1562	литературных жанров	1	1
1563	текста наиболее	2	1
1564	автора не	1	1
1565	впрочем у	1	1
1566	он говорит	1	1
1567	оно в	1	1
1568	героя к	1	1
1569	второй и	1	1
1570	классического реализма	2	1
1571	жить и	2	1
1572	об архитектонических	1	1
1573	чистом виде	1	1
1574	ролевого поведения	1	1
1575	и сверхличной	1	1
1576	эстетическим субъектом	1	1
1577	я к	1	1
1578	драматическая личность	1	1
1579	какой в	1	1
1580	в акте	3	1
1581	нельзя не	1	1
1582	на всех	2	1
1583	прямо как	1	1
1584	к жизненному	1	1
1585	втором эпизоде	1	1
1586	с совершенно	1	1
1587	и драматизма	1	1
1588	отклонения от	1	1
1589	эстетическое завершение	2	1
1590	его самоактуализации	1	1
1591	в искусстве	9	1
1592	быть и	2	1
1593	это нередко	1	1
1594	по бахтину	2	1
1595	что касается	1	1
1596	с юмором	1	1
1597	героический эпос	1	1
1598	эта сторона	1	1
1599	но она	2	1
1600	другим и	2	1
1601	персонаж не	1	1
1602	которого для	1	1
1603	духовного общения	2	1
1604	частности в	1	1
1605	согласия в	1	1
1606	отношений между	1	1
1607	между внутренней	2	1
1608	высказывания в	5	1
1609	другого я	2	1
1610	стороны и	1	1
1611	далеко не	4	1
1612	человека с	3	1
1613	но напротив	1	1
1614	при всем	2	1
1615	первые два	1	1
1616	личности такова	1	1
1617	такой культуры	1	1
1618	могло быть	2	1
1619	числе и	2	1
1620	иначе в	1	1
1621	такого читателя	1	1
1622	вступают в	1	1
1623	мифологема инициации	1	1
1624	определена как	1	1
1625	на уровне	1	1
1626	облекается в	2	1
1627	и мире	2	1
1628	учителя жизни	1	1
1629	фраза в	1	1
1630	героя это	1	1
1631	каждый будет	1	1
1632	доминирует в	1	1
1633	нас самих	2	1
1634	которые в	1	1
1635	говорилось выше	1	1
1636	не проходит	1	1
1637	уточнить что	1	1
1638	сказать в	1	1
1639	того времени	1	1
1640	эстетической природе	1	1
1641	и формируются	1	1
1642	для художественной	1	1
1643	означало бы	1	1
1644	внутреннюю сторону	1	1
1645	в совершенном	1	1
1646	самой природы	1	1
1647	словами из	1	1
1648	является непосредственным	1	1
1649	в исходном	1	1
1650	происходит в	1	1
1651	ролевая граница	1	1
1652	по-детски не	1	1
1653	о своих	1	1
1654	когда герой	1	1
1655	в области	8	1
1656	л.н толстой	1	1
1657	целостности произведений	1	1
1658	причастной вненаходимости	2	1
1659	белую шею	1	1
1660	ни был	2	1
1661	будущей жизни	1	1
1662	очень здоровая	1	1
1663	ориентирована на	1	1
1664	архитектонической формой	1	1
1665	к автору	1	1
1666	настоящего времени	1	1
1667	и весело	1	1
1668	впечатления бахтин	1	1
1669	как способу	2	1
1670	и конец	2	1
1671	котором он	1	1
1672	а сама	1	1
1673	чеховым в	1	1
1674	воли автора	1	1
1675	более того	1	1
