N	2gram	Losev_Dial	Formalny
1315	в чистом	1	1
1316	но этот	1	1
1317	всегда и	4	1
1318	на ней	1	1
1319	исторических фактов	2	1
1320	и научное	1	1
1321	на те	1	1
1322	не становится	1	1
1323	ничего этого	1	1
1324	поэтому все	1	1
1325	чистая же	1	1
1326	и противопоставление	1	1
1327	плохая наука	1	1
1328	без всякого	3	1
1329	наряду с	1	1
1330	таких категорий	1	1
1331	и вместо	1	1
1332	и культуры	1	1
1333	иметь никаких	1	1
1334	ведь во	1	1
1335	смысле не	1	1
1336	на сцене	3	1
1337	то чем	1	1
1338	миф и	6	1
1339	ли она	1	1
1340	содержание его	1	1
1341	что все	2	1
1342	но никак	1	1
1343	не умеет	1	1
1344	богов и	1	1
1345	науке о	1	1
1346	можем сказать	3	1
1347	воли и	1	1
1348	нас а	1	1
1349	е это	1	1
1350	ее не	1	1
1351	самые основные	1	1
1352	на предмет	1	1
1353	и образования	1	1
1354	коем случае	1	1
1355	не кончается	2	1
1356	были выполнены	1	1
1357	и стать	1	1
1358	вопрос и	1	1
1359	как будто	7	1
1360	большей степени	1	1
1361	где все	1	1
1362	но там	1	1
1363	основное и	1	1
1364	и понимается	1	1
1365	крайней мере	11	1
1366	и прорывы	1	1
1367	смысле как	1	1
1368	действительно в	2	1
1369	базируется на	1	1
1370	процесса здесь	1	1
1371	вещь с	1	1
1372	того о	1	1
1373	каждого данного	1	1
1374	а потом	9	1
1375	самой форме	1	1
1376	действительность есть	4	1
1377	не замечают	1	1
1378	представить себе	2	1
1379	несколько слов	1	1
1380	стороны для	1	1
1381	и все-таки	3	1
1382	не зная	2	1
1383	него как	1	1
1384	о науке	2	1
1385	и мы	8	1
1386	по природе	1	1
1387	к их	1	1
1388	она и	2	1
1389	менее в	1	1
1390	тот смысл	1	1
1391	нельзя сказать	4	1
1392	здесь нет	1	1
1393	от поэтического	3	1
1394	эта особенность	1	1
1395	это будет	2	1
1396	есть одно	1	1
1397	но каково	1	1
1398	теория относительности	1	1
1399	моменты их	1	1
1400	я занимаюсь	1	1
1401	первые три	1	1
1402	не стремится	1	1
1403	сравнить с	1	1
1404	находятся во	1	1
1405	есть его	2	1
1406	как нет	1	1
1407	нелепо а	1	1
1408	этих категорий	1	1
1409	всею своею	1	1
1410	может оказаться	2	1
1411	или иную	1	1
1412	как миф	1	1
1413	себе не	7	1
1414	опираясь на	1	1
1415	не стала	1	1
1416	стремящейся к	1	1
1417	у него	2	1
1418	так не	1	1
1419	мировоззрения и	1	1
1420	бы только	2	1
1421	столько же	1	1
1422	другое то	1	1
1423	что там	1	1
1424	наука до	1	1
1425	что под	3	1
1426	это нисколько	1	1
1427	оно остается	1	1
1428	можно узнать	3	1
1429	которое в	2	1
1430	на себя	1	1
1431	вещи не	2	1
1432	стали бы	1	1
1433	на одну	1	1
1434	потому в	1	1
1435	выражения но	1	1
1436	идеализм и	1	1
1437	дано в	1	1
1438	времени как	1	1
1439	вне их	1	1
1440	теории и	1	1
1441	я и	3	1
1442	мере того	1	1
1443	этого можно	1	1
1444	вопрос почему	1	1
1445	становится совершенно	1	1
1446	представлений об	1	1
1447	построение но	5	1
1448	не вытекает	1	1
1449	встречается в	1	1
1450	является реально	1	1
1451	прибавить что	1	1
1452	борьбы за	1	1
1453	в психике	1	1
1454	и вещи	1	1
1455	и вещей	1	1
1456	во главе	1	1
1457	того и	3	1
1458	его соответствие	1	1
1459	и являются	1	1
1460	не даны	2	1
1461	его жизни	1	1
1462	о которых	2	1
1463	больше всего	2	1
1464	что наука	3	1
1465	того он	1	1
1466	для данных	1	1
1467	себе и	5	1
1468	точек зрения	3	1
1469	его значение	1	1
1470	момента или	1	1
1471	без смысла	1	1
1472	на себе	3	1
1473	и у	2	1
1474	что их	2	1
1475	не иначе	1	1
1476	вещь не	3	1
1477	остается в	1	1
1478	вещь но	2	1
1479	они к	1	1
1480	они действительно	1	1
1481	только ему	1	1
1482	о себе	1	1
1483	нами как	1	1
1484	основываться на	1	1
1485	она или	2	1
1486	этих понятий	1	1
1487	новая форма	1	1
1488	каждый звук	1	1
1489	и быть	2	1
1490	который является	1	1
1491	нем уже	1	1
1492	только путем	1	1
1493	и понимает	1	1
1494	факт не	2	1
1495	что даже	2	1
1496	что нет	1	1
1497	и осмысления	2	1
1498	играет роль	1	1
1499	не содержится	1	1
1500	стремится к	2	1
1501	если не	1	1
1502	и условно	1	1
1503	нашего сознания	1	1
1504	имеет свой	1	1
1505	которые и	1	1
1506	мы всегда	2	1
1507	всегда только	1	1
1508	в объективном	1	1
1509	всматриваться в	3	1
1510	реакция в	1	1
1511	однако эта	1	1
1512	он также	2	1
1513	реакции на	1	1
1514	не были	1	1
1515	им и	1	1
1516	его собственные	1	1
1517	хотя в	3	1
1518	тогда можно	1	1
1519	чем больше	1	1
1520	над другими	1	1
1521	черт в	1	1
1522	и искусство	1	1
1523	кто же	2	1
1524	уже указывали	1	1
1525	таково же	4	1
1526	слова без	1	1
1527	можно заменить	1	1
1528	историческую эпоху	2	1
1529	для мысли	1	1
1530	человека по	1	1
1531	если одно	1	1
1532	чтобы их	1	1
1533	по своей	5	1
1534	изображения в	1	1
1535	собственно и	1	1
1536	это может	4	1
1537	содержание этого	1	1
1538	с ней	2	1
1539	это действительно	1	1
1540	или наконец	1	1
1541	не раз	2	1
1542	всего на	1	1
1543	того кто	2	1
1544	ее смысл	1	1
1545	или меньшей	1	1
1546	истории не	1	1
1547	для той	2	1
1548	или быть	1	1
1549	чем она	2	1
1550	и событий	1	1
1551	на который	1	1
1552	оно имеет	1	1
1553	автора то	1	1
1554	он встречается	1	1
1555	они вовсе	2	1
1556	не входят	1	1
1557	и каждый	1	1
1558	но наоборот	1	1
1559	законов и	1	1
1560	существует в	1	1
1561	когда они	3	1
1562	но ее	1	1
1563	внимания и	1	1
1564	был в	2	1
1565	почти всех	1	1
1566	мы будем	2	1
1567	теми же	1	1
1568	образом в	1	1
1569	слиты в	1	1
1570	другой не	1	1
1571	например о	1	1
1572	деле это	1	1
1573	значило бы	2	1
1574	чаще всего	2	1
1575	и вызывает	1	1
1576	все своеобразие	1	1
1577	потому нет	1	1
1578	процесса и	1	1
1579	науке у	1	1
1580	оно может	1	1
1581	в данный	1	1
1582	его к	1	1
1583	стороны без	1	1
1584	из литературы	1	1
1585	и назначения	1	1
1586	к внутреннему	1	1
1587	это совершенно	1	1
1588	не доказывает	1	1
1589	же необходимо	1	1
1590	основе всех	1	1
1591	есть ли	3	1
1592	можно с	1	1
1593	человека но	2	1
1594	гораздо более	3	1
1595	иначе не	3	1
1596	взглянуть на	1	1
1597	чтобы тем	1	1
1598	и объективностью	1	1
1599	в одну	8	1
1600	одного и	1	1
1601	еще одно	1	1
1602	лишь его	1	1
1603	время совершенно	1	1
1604	сущности не	1	1
1605	было с	1	1
1606	в подлинном	1	1
1607	лишь по	1	1
1608	бы тогда	1	1
1609	зрения не	1	1
1610	таков например	1	1
1611	она сама	2	1
1612	е самого	1	1
1613	было на	1	1
1614	так всегда	1	1
1615	мире и	3	1
1616	не мешает	8	1
1617	с полной	1	1
1618	теми кто	1	1
1619	одном месте	1	1
1620	утверждать что	3	1
1621	на деле	2	1
1622	всего того	1	1
1623	и стало	6	1
1624	положения и	1	1
1625	а потому	3	1
1626	не скажет	1	1
1627	в сказках	1	1
1628	в состав	1	1
1629	их взаимоотношение	2	1
1630	от несущественного	1	1
1631	и общем	1	1
1632	сущность поэзии	2	1
1633	абстракция и	1	1
1634	вещи как	1	1
1635	природы может	1	1
1636	что касается	3	1
1637	нет наука	1	1
1638	в какие-то	1	1
1639	понятие и	1	1
1640	же самая	1	1
1641	такова же	1	1
1642	известно что	1	1
1643	в случаях	1	1
1644	и видим	1	1
1645	которой не	3	1
1646	этой формуле	1	1
1647	чистого и	1	1
1648	отличное от	2	1
1649	и закон	1	1
1650	речь как	2	1
1651	это существо	1	1
1652	и философии	2	1
1653	говорим не	2	1
1654	связанное с	1	1
1655	она дана	1	1
1656	в большом	1	1
1657	здесь он	1	1
1658	мы замечаем	2	1
1659	и языком	1	1
1660	из которых	1	1
1661	истории она	1	1
1662	созидания и	1	1
1663	и творчества	1	1
1664	науки и	5	1
1665	схемы и	1	1
1666	и делает	1	1
1667	жизненное событие	1	1
1668	самого по	3	1
1669	же самой	1	1
1670	мере и	1	1
1671	том и	1	1
1672	под этим	1	1
1673	только еще	2	1
1674	и самая	1	1
1675	нового не	1	1
1676	которых и	1	1
1677	которое как	2	1
1678	утверждается лишь	1	1
1679	следовательно в	2	1
1680	что у	3	1
1681	о самом	2	1
1682	перестанет быть	1	1
1683	пространство и	1	1
1684	миром и	1	1
1685	оно есть	5	1
1686	он со	1	1
1687	то время	3	1
1688	уже внутри	1	1
1689	оно всегда	2	1
1690	из тех	1	1
1691	как быть	1	1
1692	не знал	1	1
1693	и они	3	1
1694	возможности и	1	1
1695	особая и	1	1
1696	ничто в	1	1
1697	уже что	1	1
1698	которые могут	1	1
1699	состоит из	3	1
1700	нового смысла	1	1
1701	много но	2	1
1702	связанные с	3	1
1703	этим в	1	1
1704	взятые сами	1	1
1705	явлений и	3	1
1706	его дела	1	1
1707	поэзии и	4	1
1708	который не	2	1
1709	своего предмета	2	1
1710	о котором	2	1
1711	самого бытия	2	1
1712	сравнению с	2	1
1713	и игра	1	1
1714	характерна для	2	1
1715	из которого	1	1
1716	быть никакого	1	1
1717	этом его	1	1
1718	которая не	2	1
1719	на смысл	1	1
1720	дальше и	2	1
1721	к которой	1	1
1722	не говорят	1	1
1723	не рассматривается	1	1
1724	в которые	1	1
1725	по крайней	11	1
1726	этого движения	1	1
1727	изображения т	1	1
1728	и видеть	1	1
1729	мало ли	3	1
1730	жизни так	1	1
1731	непосредственно и	1	1
1732	слова для	1	1
1733	такое положение	1	1
1734	ведь оно	1	1
1735	нет ничего	1	1
1736	своего реального	2	1
1737	большей или	1	1
1738	в организме	1	1
1739	нее но	1	1
1740	понятие символа	1	1
1741	не видеть	1	1
1742	является какой-нибудь	1	1
1743	и состоит	2	1
1744	его слово	1	1
1745	как становление	1	1
1746	вообще науки	1	1
1747	не говорим	1	1
1748	поскольку это	1	1
1749	в становлении	2	1
1750	в одежде	1	1
1751	задний план	1	1
1752	это за	5	1
1753	да еще	1	1
1754	мы его	1	1
1755	случае дело	1	1
1756	ими всегда	1	1
1757	и чаще	1	1
1758	закономерность которая	1	1
1759	она начинается	1	1
1760	таком виде	1	1
1761	по сравнению	2	1
1762	это все	2	1
1763	не связан	1	1
1764	и поэтому	1	1
1765	если для	2	1
1766	в понятие	1	1
1767	но лишь	4	1
1768	но под	2	1
1769	тех пор	2	1
1770	остается только	2	1
1771	наукой и	2	1
1772	достаточное количество	1	1
1773	только какое-то	1	1
1774	можем судить	1	1
1775	и больше	2	1
1776	те или	1	1
1777	эпоха имеет	1	1
1778	для меня	5	1
1779	уже говорили	1	1
1780	особенностей данного	1	1
1781	что также	1	1
1782	объединения и	1	1
1783	и наиболее	1	1
1784	имеет никакого	3	1
1785	нет никакой	2	1
1786	в вещах	1	1
1787	вовсе нельзя	1	1
1788	построение и	1	1
1789	вслед за	2	1
1790	отдельные части	1	1
1791	творчества как	2	1
1792	из живых	1	1
1793	должно предстать	1	1
1794	есть она	1	1
1795	друга и	1	1
1796	чем не	2	1
1797	он есть	6	1
1798	жизни наконец	1	1
1799	в обоих	1	1
1800	данном месте	1	1
1801	только это	1	1
1802	например на	1	1
1803	наука не	10	1
1804	выражение она	1	1
1805	резко и	1	1
1806	это же	1	1
1807	смысл или	1	1
1808	процесс и	1	1
1809	два различных	1	1
1810	невольно возникает	1	1
1811	и там	1	1
1812	неотделима от	1	1
1813	и всякие	1	1
1814	к науке	2	1
1815	она может	1	1
1816	легче чем	1	1
1817	идеей а	1	1
1818	мог бы	3	1
1819	новые и	2	1
1820	имеет своим	1	1
1821	самой природе	1	1
1822	нами два	1	1
1823	он получил	1	1
1824	в образе	1	1
1825	этого бытия	1	1
1826	этого только	1	1
1827	же путем	2	1
1828	ней самой	1	1
1829	слова он	1	1
1830	в определенную	1	1
1831	котором мы	1	1
1832	восприятием и	1	1
1833	все новые	1	1
1834	мысли не	1	1
1835	реальной жизнью	1	1
1836	к прошлому	1	1
1837	даже без	1	1
1838	еще дальше	1	1
1839	синтез и	1	1
1840	есть реальность	1	1
1841	и подобных	2	1
1842	понять что	1	1
1843	оказалось в	1	1
1844	стороны не	4	1
1845	брать в	1	1
1846	понять смысл	1	1
1847	даже вообще	1	1
1848	взяться за	2	1
1849	деле он	1	1
1850	категория в	1	1
1851	только о	3	1
1852	вяч иванова	1	1
1853	не будучи	3	1
1854	вопросы она	1	1
1855	в другое	2	1
1856	внешнее и	5	1
1857	сцене то	1	1
1858	не страшно	1	1
1859	в самих	1	1
1860	меня не	1	1
1861	их полном	1	1
1862	уже с	2	1
1863	дает нам	2	1
1864	душе и	1	1
1865	проникает в	1	1
1866	но просто	1	1
1867	непосредственностью и	2	1
1868	иной чем	1	1
1869	но на	1	1
1870	значение может	2	1
1871	эта характеристика	1	1
1872	только одно	1	1
1873	быть действительно	1	1
1874	мир в	1	1
1875	как поэтические	1	1
1876	может не	1	1
1877	в коем	1	1
1878	не во	1	1
1879	быть наукой	1	1
1880	воля к	1	1
1881	сущность и	1	1
1882	того как	3	1
1883	эта не	1	1
1884	они вообще	1	1
1885	или когда	1	1
1886	не будем	1	1
1887	из основных	1	1
1888	овладения и	1	1
1889	на что	3	1
1890	еще и	4	1
1891	чего не	1	1
1892	этот был	1	1
1893	они одинаково	1	1
1894	знаем и	1	1
1895	а это	2	1
1896	не решается	1	1
1897	содержание не	1	1
1898	что с	2	1
1899	тут не	5	1
1900	и тут	6	1
1901	она заключается	1	1
1902	не заметить	1	1
1903	мы например	1	1
1904	осознает и	1	1
1905	и всегда	1	1
1906	в полном	1	1
1907	если даже	1	1
1908	бытие и	2	1
1909	понимания этого	1	1
1910	сделала их	1	1
1911	превратиться в	1	1
1912	образы героев	1	1
1913	слова а	1	1
1914	а другое	1	1
1915	время никогда	1	1
1916	вовсе нет	1	1
1917	них и	2	1
1918	ибо оно	2	1
1919	различия между	3	1
1920	понять их	1	1
1921	она никогда	1	1
1922	быть вполне	1	1
1923	вообще существует	1	1
1924	е оно	1	1
1925	это искусство	1	1
1926	эта попытка	1	1
1927	себе но	2	1
1928	больше чем	1	1
1929	никаких указаний	1	1
1930	себе что	1	1
1931	просто как	2	1
1932	этого не	1	1
1933	слова которые	1	1
1934	и показать	1	1
1935	а также	1	1
1936	существует как	1	1
1937	образ можно	1	1
1938	и где	5	1
1939	прямого отношения	1	1
1940	время может	1	1
1941	время здесь	1	1
1942	определенный предмет	1	1
1943	не больше	5	1
1944	это еще	2	1
1945	всегда есть	4	1
1946	нужно только	1	1
1947	в ту	1	1
1948	зрения какого-нибудь	1	1
1949	однако они	2	1
1950	и конкретное	1	1
1951	слова слово	1	1
1952	а то	1	1
1953	она совершенно	1	1
1954	тот материал	1	1
1955	между собою	3	1
1956	чтобы быть	1	1
1957	совершенно в	2	1
1958	для науки	3	1
1959	эта основная	1	1
1960	реального осуществления	1	1
1961	своему существу	1	1
1962	в стороне	1	1
1963	случае не	4	1
1964	с той	2	1
1965	науку в	1	1
1966	нас к	1	1
1967	сам является	2	1
1968	е не	1	1
1969	только прием	1	1
1970	этих и	1	1
1971	если и	2	1
1972	может только	3	1
1973	есть в	2	1
1974	но по	1	1
1975	эти две	1	1
1976	самое существо	2	1
1977	соотношения с	1	1
1978	которые являются	1	1
1979	есть но	1	1
1980	это происходит	1	1
1981	на одном	1	1
1982	по своему	4	1
1983	без этого	4	1
1984	остается лишь	1	1
1985	этого вопроса	1	1
1986	и всякой	1	1
1987	медленно и	1	1
1988	непосредственное и	2	1
1989	есть уже	2	1
1990	бы мы	2	1
1991	конечно эта	1	1
1992	все наши	1	1
1993	об этом	7	1
1994	путь к	1	1
1995	говорит об	1	1
1996	ему как	1	1
1997	было ни	1	1
1998	и вообще	10	1
1999	как результат	2	1
2000	очень многие	1	1
2001	не все	1	1
2002	определенном направлении	1	1
2003	с одинаковым	1	1
2004	ему не	1	1
2005	на них	1	1
2006	тоже не	2	1
2007	в иные	1	1
2008	схематически это	1	1
2009	схеме и	1	1
2010	историки литературы	1	1
2011	о сущности	1	1
2012	быть во	1	1
2013	и хочет	1	1
2014	в неясности	1	1
2015	всего необходимо	2	1
2016	на каком	1	1
2017	это конечно	5	1
2018	стремиться к	1	1
2019	указывали на	1	1
2020	как ни	3	1
2021	голое и	1	1
2022	же ее	1	1
2023	мы получим	1	1
2024	как же	8	1
2025	на задний	1	1
2026	а просто	2	1
2027	которую мы	1	1
2028	до бесконечности	3	1
2029	для которых	1	1
2030	в самых	1	1
2031	с какой-то	1	1
2032	терминах и	1	1
2033	другими словами	2	1
2034	ли и	1	1
2035	и устремления	1	1
2036	надо было	1	1
2037	также и	7	1
2038	восприятие и	1	1
2039	не изучены	1	1
2040	на всех	1	1
2041	что нужно	1	1
2042	от природных	1	1
2043	мифе и	1	1
2044	в отвлеченном	1	1
2045	и достаточно	1	1
2046	действительность мы	2	1
2047	просто не	2	1
2048	на другое	1	1
2049	есть всегда	13	1
2050	связана с	1	1
2051	элементов а	1	1
2052	есть и	11	1
2053	и остался	1	1
2054	особый тип	1	1
2055	совершенно невозможно	2	1
2056	искусством и	1	1
2057	не через	1	1
2058	говоря о	2	1
2059	факт что	1	1
2060	но необходимо	1	1
2061	резко отличается	1	1
2062	случилось так	1	1
2063	как явление	1	1
2064	действительности от	1	1
2065	начала что	1	1
2066	и глубину	1	1
2067	и времени	4	1
2068	пытается обосновать	1	1
2069	вообще на	2	1
2070	таковым а	1	1
2071	можно найти	2	1
2072	человека с	1	1
2073	этих случаях	1	1
2074	говорили уже	1	1
2075	у нее	1	1
2076	формулы и	2	1
2077	этот имеет	1	1
2078	идеей и	2	1
2079	и часто	3	1
2080	собственно говоря	5	1
2081	и всех	4	1
2082	идет речь	2	1
2083	пространства и	8	1
2084	еще на	3	1
2085	всего то	1	1
2086	но чисто	2	1
2087	и неизбежно	1	1
2088	всех его	1	1
2089	вообще все	1	1
2090	а скорее	1	1
2091	почему не	1	1
2092	содержанием и	2	1
2093	от науки	1	1
2094	образом есть	1	1
2095	которые в	1	1
2096	самый термин	2	1
2097	сторон в	1	1
2098	и пытается	1	1
2099	отказать в	1	1
2100	дня и	1	1
2101	может показаться	1	1
2102	выражением его	1	1
2103	конечно совершенно	1	1
2104	в узком	2	1
2105	них с	1	1
2106	вне всякой	1	1
2107	бытия и	1	1
2108	науки как	1	1
2109	людей на	1	1
2110	о своих	2	1
2111	интереса к	2	1
2112	своему материалу	1	1
2113	берется не	1	1
2114	и новые	1	1
2115	и чертами	1	1
2116	эти два	4	1
2117	и долго	1	1
2118	что иное	4	1
2119	всегда нечто	1	1
2120	только одну	1	1
2121	в каком-то	5	1
2122	и оно	2	1
2123	а эти	1	1
2124	эту идею	1	1
2125	три года	1	1
2126	идею и	4	1
2127	для третьей	1	1
2128	им не	1	1
2129	вообще как	1	1
2130	можно указать	2	1
2131	к идее	1	1
2132	иное как	4	1
