N	2gram	Tiupa_Hudo	Literetu
1289	от ее	1	1
1290	настаивая на	1	1
1291	в ролевой	1	1
1292	рассматриваемого как	1	1
1293	социальной адаптации	2	1
1294	провел с	1	1
1295	опере но	1	1
1296	чужую личность	1	1
1297	представить себе	1	1
1298	н толстой	2	1
1299	все мы	1	1
1300	весь в	1	1
1301	русской культуре	1	1
1302	герой и	1	1
1303	которой я	1	1
1304	своей эстетической	1	1
1305	ее и	2	1
1306	влияние на	2	1
1307	собой задачу	1	1
1308	в жертву	1	1
1309	не противоречит	1	1
1310	концепцией личности	1	1
1311	нельзя сказать	1	1
1312	в восприятии	1	1
1313	эстетическая стратегия	1	1
1314	здесь нет	1	1
1315	и читатель	2	1
1316	от мыслей	2	1
1317	но из	1	1
1318	жить в	3	1
1319	и громко	1	1
1320	как для	1	1
1321	моя жизнь	2	1
1322	об одном	3	1
1323	земли в	1	1
1324	теперь же	4	1
1325	очередь на	1	1
1326	в состоянии	3	1
1327	это открытие	1	1
1328	субъектом высказывания	1	1
1329	что уже	1	1
1330	от чужого	1	1
1331	к жене	1	1
1332	мы знаем	4	1
1333	это я	1	1
1334	к творчеству	2	1
1335	в образе	1	1
1336	мира где	1	1
1337	трудно не	3	1
1338	корнями в	1	1
1339	находится в	1	1
1340	что при	3	1
1341	единственное что	1	1
1342	счете в	1	1
1343	опоры в	1	1
1344	картиной мира	1	1
1345	г было	1	1
1346	именно концепция	1	1
1347	он однако	1	1
1348	в тот	3	1
1349	так по	1	1
1350	многих отношениях	1	1
1351	зрителя а	1	1
1352	что создает	1	1
1353	к определенному	1	1
1354	в корне	1	1
1355	иной эстетической	1	1
1356	иного рода	1	1
1357	расхождение с	1	1
1358	в поэтике	1	1
1359	уже говорилось	3	1
1360	в следующем	3	1
1361	из первой	1	1
1362	поэзии не	1	1
1363	видит в	3	1
1364	что непосредственно	1	1
1365	не была	3	1
1366	чем в	1	1
1367	из работ	1	1
1368	неразделенность и	1	1
1369	как же	1	1
1370	другой личностью	1	1
1371	или не	3	1
1372	в которой	2	1
1373	не о	3	1
1374	говорит в	2	1
1375	и отношения	1	1
1376	диаметрально противоположна	1	1
1377	авторского сознания	2	1
1378	существование держится	1	1
1379	как по	2	1
1380	том с	1	1
1381	прежде чем	2	1
1382	в произведении	1	1
1383	но совершенно	1	1
1384	не нуждается	1	1
1385	будто бы	6	1
1386	что за	1	1
1387	исчезает из	1	1
1388	в творческих	1	1
1389	с самого	1	1
1390	такой стратегии	1	1
1391	но для	1	1
1392	возвращается к	3	1
1393	о смерти	1	1
1394	и хорошо	2	1
1395	чеховского рассказа	17	1
1396	все последующее	2	1
1397	никакой сверхличной	1	1
1398	и своего	1	1
1399	в среде	1	1
1400	между этими	1	1
1401	что художественное	2	1
1402	ключевое слово	1	1
1403	на пути	1	1
1404	на поверхности	1	1
1405	привязанностей ни	1	1
1406	но бросил	1	1
1407	между ними	2	1
1408	также в	2	1
1409	и она	2	1
1410	жизни других	2	1
1411	на земле	2	1
1412	между прочим	1	1
1413	рядом с	5	1
1414	формулирует главную	1	1
1415	он мыслит	1	1
1416	определенному месту	1	1
1417	именно этого	1	1
1418	от этого	2	1
1419	того и	1	1
1420	и оказывается	1	1
1421	и жизнь	1	1
1422	это произвол	1	1
1423	и личность	3	1
1424	о которых	2	1
1425	своей художественной	1	1
1426	в двух	2	1
1427	не знала	2	1
1428	был не	1	1
1429	в смысле	1	1
1430	других мера	1	1
1431	так о	2	1
1432	например как	1	1
1433	находя в	1	1
1434	из москвы	1	1
1435	для общего	1	1
1436	полагает что	1	1
1437	конечном итоге	1	1
1438	объясняется на	1	1
1439	духовного пространства	1	1
1440	на себе	3	1
1441	он чувствовал	1	1
1442	ним а	1	1
1443	на другом	1	1
1444	в других	4	1
1445	сих пор	3	1
1446	случайно в	3	1
1447	художественности и	1	1
1448	имеет ничего	1	1
1449	это могло	1	1
1450	драматизм и	2	1
1451	модус художественности	1	1
1452	выдержана в	1	1
1453	только от	1	1
1454	она коренится	1	1
1455	авторской иронии	4	1
1456	пришло в	1	1
1457	в лучшем	1	1
1458	шел а	1	1
1459	опираясь на	1	1
1460	весь мир	1	1
1461	это вполне	1	1
1462	находит свое	1	1
1463	здесь впервые	1	1
1464	и быть	4	1
1465	вполне принадлежит	1	1
1466	и цель	1	1
1467	это были	2	1
1468	должен иметь	1	1
1469	он внутренне	1	1
1470	от романтической	1	1
1471	с длинным	1	1
1472	ком другом	1	1
1473	которых в	1	1
1474	чеховской художественной	1	1
1475	личность в	4	1
1476	не одного	1	1
1477	москве два	1	1
1478	мы уже	7	1
1479	общего блага	1	1
1480	уточняется в	1	1
1481	момента когда	1	1
1482	чувствовать и	1	1
1483	именно потому	1	1
1484	чеховского героя	4	1
1485	личности и	3	1
1486	не один	1	1
1487	в рассказе	23	1
1488	говорить об	2	1
1489	является его	1	1
1490	в ответ	3	1
1491	переживаний и	1	1
1492	эстетическое отношение	1	1
1493	другом и	1	1
1494	принадлежал к	1	1
1495	оно и	1	1
1496	как объект	1	1
1497	в детстве	1	1
1498	бы но	1	1
1499	в личной	1	1
1500	легко можно	1	1
1501	этом свете	2	1
1502	не тем	1	1
1503	соединении с	1	1
1504	кто же	1	1
1505	на глазах	1	1
1506	потребность в	2	1
1507	в начальных	1	1
1508	себя на	1	1
1509	мыслительного процесса	1	1
1510	такое что	1	1
1511	должна не	1	1
1512	явления не	1	1
1513	как автор	1	1
1514	даже не	1	1
1515	бы уже	1	1
1516	была не	1	1
1517	оказывается как	1	1
1518	аналогии со	1	1
1519	отстраняется от	1	1
1520	то внешнее	1	1
1521	в.т как	1	1
1522	уже отмечалось	1	1
1523	для личной	1	1
1524	персонажей фона	1	1
1525	самому в	1	1
1526	поведения как	1	1
1527	с таким	1	1
1528	когда мы	2	1
1529	в землю	2	1
1530	начинает свой	1	1
1531	ментального кризиса	1	1
1532	быть готовым	1	1
1533	по образованию	1	1
1534	сотворческого сопереживания	1	1
1535	реалистическим романом	1	1
1536	мысль человека	1	1
1537	открывается в	1	1
1538	дома с	1	1
1539	тот или	1	1
1540	вот я	1	1
1541	человеческих отношений	7	1
1542	серьезность и	2	1
1543	держится на	1	1
1544	но вероятно	1	1
1545	говорит это	1	1
1546	сидя в	1	1
1547	в сверхличном	1	1
1548	бы его	1	1
1549	он вдруг	1	1
1550	каждый человек	1	1
1551	сторону жизни	2	1
1552	это делает	1	1
1553	о его	2	1
1554	но ее	1	1
1555	видения жизни	3	1
1556	истории русской	1	1
1557	что вот	1	1
1558	не покидает	1	1
1559	своей души	2	1
1560	время многие	1	1
1561	этих словах	2	1
1562	которая на	1	1
1563	в отношениях	1	1
1564	этой фразы	1	1
1565	ней в	1	1
1566	в сердце	1	1
1567	что без	1	1
1568	же прибавляет	1	1
1569	своей и	1	1
1570	явно не	2	1
1571	внутренний мир	1	1
1572	время он	1	1
1573	собой некую	1	1
1574	самоактуализация личности	3	1
1575	за себя	1	1
1576	в точке	1	1
1577	независимо от	1	1
1578	всех этих	1	1
1579	что этот	1	1
1580	какого он	1	1
1581	в один	1	1
1582	сколь бы	1	1
1583	он должен	1	1
1584	не случайным	1	1
1585	для художественной	1	1
1586	в пространстве	1	1
1587	воззрений на	1	1
1588	отдельной от	1	1
1589	соответствующую ей	1	1
1590	лишь по	1	1
1591	он говорил	2	1
1592	которая и	1	1
1593	с неба	1	1
1594	оказывается невозможным	1	1
1595	к сожалению	1	1
1596	жизни о	2	1
1597	было на	2	1
1598	не мешает	1	1
1599	первую очередь	2	1
1600	на деле	1	1
1601	в последующих	1	1
1602	его смерть	1	1
1603	петь в	1	1
1604	например это	1	1
1605	до сих	3	1
1606	автор и	2	1
1607	он уже	4	1
1608	и этот	1	1
1609	и здесь	1	1
1610	само слово	1	1
1611	не позволяет	1	1
1612	достоевского в	1	1
1613	как возможность	1	1
1614	например что	1	1
1615	а тут	1	1
1616	писал а	2	1
1617	такова же	1	1
1618	предметы и	1	1
1619	в частной	1	1
1620	не служит	1	1
1621	время говорит	1	1
1622	впадая в	1	1
1623	с и	2	1
1624	его с	1	1
1625	и прочих	1	1
1626	с такой	3	1
1627	рассмотренное в	1	1
1628	де шардена	1	1
1629	у чехова	20	1
1630	и менее	1	1
1631	другого человека	2	1
1632	к плечу	1	1
1633	представляют собой	2	1
1634	уединенности своего	1	1
1635	что это	2	1
1636	содержит в	2	1
1637	ни единого	2	1
1638	свою судьбу	1	1
1639	целого ряда	1	1
1640	когда это	1	1
1641	проникает в	1	1
1642	тогда в	2	1
1643	его на	1	1
1644	не исчерпывается	1	1
1645	этот не	1	1
1646	легко угадывается	1	1
1647	от собственного	1	1
1648	абсолютная истина	1	1
1649	в человеке	5	1
1650	сама жизнь	1	1
1651	их как	2	1
1652	однако он	1	1
1653	вниманию читателя	1	1
1654	самобытности и	1	1
1655	картин мира	1	1
1656	не могут	1	1
1657	этой позиции	1	1
1658	и казалось	1	1
1659	вопросов бытия	1	1
1660	нам в	1	1
1661	я так	1	1
1662	субъекта к	1	1
1663	оказывается в	1	1
1664	приобретает в	1	1
1665	два дома	1	1
1666	в основание	1	1
1667	ключевой для	1	1
1668	именно оно	1	1
1669	жизни оказывается	1	1
1670	у читателя	1	1
1671	свою жизнь	1	1
1672	глубоко чужда	1	1
1673	вот и	3	1
1674	но вот	1	1
1675	внутреннего бытия	2	1
1676	на месте	2	1
1677	не делает	1	1
1678	ничего такого	1	1
1679	принято называть	1	1
1680	же различных	1	1
1681	утверждает себя	1	1
1682	представляется автору	1	1
1683	отдельного человека	2	1
1684	в памяти	1	1
1685	есть нечто	1	1
1686	ему казалось	3	1
1687	может стать	1	1
1688	подхода к	1	1
1689	это время	2	1
1690	мы вынуждены	1	1
1691	и так	3	1
1692	с собою	1	1
1693	последующее развитие	1	1
1694	от его	1	1
1695	и герой	2	1
1696	свою художественную	1	1
1697	бросил имеет	1	1
1698	личностного бытия	1	1
1699	души все	1	1
1700	уединенности сознания	1	1
1701	о любви	1	1
1702	в которых	1	1
1703	не видно	1	1
1704	на внутреннюю	1	1
1705	установкой на	3	1
1706	о котором	2	1
1707	том как	5	1
1708	именно поэтому	1	1
1709	в известном	1	1
1710	друг от	2	1
1711	первой главе	3	1
1712	к другому	5	1
1713	начинается именно	1	1
1714	и умирает	1	1
1715	выступает как	1	1
1716	он мог	1	1
1717	на рассвете	3	1
1718	жизни так	4	1
1719	в развертывании	1	1
1720	автора но	1	1
1721	художественной антропологии	1	1
1722	изучение поэтики	2	1
1723	только одно	1	1
1724	ему читатель	1	1
1725	творческого самоопределения	1	1
1726	в общении	1	1
1727	ее на	3	1
1728	но тут	1	1
1729	и мне	3	1
1730	где по	1	1
1731	же я	2	1
1732	особую значимость	1	1
1733	не перед	1	1
1734	отличается от	1	1
1735	близости людей	1	1
1736	что мы	1	1
1737	вненаходимости по	1	1
1738	мышления или	1	1
1739	совершенно иной	2	1
1740	роли в	2	1
1741	во внешнюю	1	1
1742	ней есть	1	1
1743	сознание что	1	1
1744	здесь всего	1	1
1745	не должно	2	1
1746	он себе	2	1
1747	художественных произведений	1	1
1748	если для	1	1
1749	человека от	1	1
1750	их жизнь	1	1
1751	причастной вненаходимости	1	1
1752	в новой	1	1
1753	характер это	1	1
1754	именно на	2	1
1755	значимая оппозиция	1	1
1756	которого не	1	1
1757	но лишены	1	1
1758	и человеческого	1	1
1759	впрочем и	4	1
1760	национальной жизни	1	1
1761	человеческого достоинства	1	1
1762	они все	2	1
1763	ты это	1	1
1764	как субъекта	3	1
1765	с автором	1	1
1766	упоминается и	1	1
1767	пока он	1	1
1768	ее с	1	1
1769	в мир	1	1
1770	характеризуется в	1	1
1771	времени и	2	1
1772	только тем	2	1
1773	более и	1	1
1774	не ощущается	1	1
1775	я хотел	1	1
1776	лишь то	1	1
1777	перед глазами	1	1
1778	себя от	1	1
1779	по отдельности	1	1
1780	среди которых	1	1
1781	было и	1	1
1782	искусства слова	1	1
1783	жизнь чеховского	1	1
1784	образом не	1	1
1785	и там	1	1
1786	под угрозой	1	1
1787	зрелого чеховского	5	1
1788	на две	1	1
1789	ее не	1	1
1790	во внешней	3	1
1791	в объекте	1	1
1792	духовных ценностей	1	1
1793	принадлежит к	2	1
1794	в состояние	1	1
1795	в самую	1	1
1796	произведения и	2	1
1797	же мере	2	1
1798	но именно	3	1
1799	за пределами	1	1
1800	в текстах	1	1
1801	характера и	2	1
1802	именно то	1	1
1803	личности к	2	1
1804	в определенном	1	1
1805	человечества и	1	1
1806	для всего	3	1
1807	в каждый	1	1
1808	рождается в	1	1
1809	следует вести	1	1
1810	в существовании	1	1
1811	персонажа только	1	1
1812	я всем	1	1
1813	смерти он	1	1
1814	оглядка на	1	1
1815	обращение к	2	1
1816	даже его	1	1
1817	здесь и	1	1
1818	таковы у	1	1
1819	мать и	1	1
1820	у которого	2	1
1821	себя с	3	1
1822	писателя и	1	1
1823	в произведениях	2	1
1824	не свидетельствует	1	1
1825	только потому	2	1
1826	мира не	1	1
1827	же он	1	1
1828	они предстают	1	1
1829	данность жизни	1	1
1830	который и	1	1
1831	нее и	1	1
1832	прибегает к	3	1
1833	нет дела	1	1
1834	во внутреннем	1	1
1835	другого и	2	1
1836	толстой в	1	1
1837	с того	4	1
1838	внешнее и	1	1
1839	обратиться к	1	1
1840	книги то	1	1
1841	нашему мнению	1	1
1842	людей не	1	1
1843	высшей степени	2	1
1844	а нам	1	1
1845	в изначальной	1	1
1846	героя при	3	1
1847	именно к	1	1
1848	одних и	2	1
1849	человеческой связи	1	1
1850	в любви	2	1
1851	служит в	1	1
1852	его автора	1	1
1853	пафос его	1	1
1854	возвращает нас	1	1
1855	и прямо	1	1
1856	жить без	1	1
1857	даже когда	1	1
1858	жизни столь	1	1
1859	ее носителя	1	1
1860	ничем не	3	1
1861	пока что	1	1
1862	они оба	1	1
1863	способность к	2	1
1864	что несмотря	1	1
1865	сам он	3	1
1866	художественного высказывания	1	1
1867	того как	1	1
1868	который всегда	1	1
1869	чеховской прозе	1	1
1870	в последней	2	1
1871	однако их	1	1
1872	свое назначение	1	1
1873	героя нам	1	1
1874	по своим	2	1
1875	из текста	3	1
1876	всего мира	2	1
1877	всякого человека	1	1
1878	сказал в	1	1
1879	в предыдущем	1	1
1880	тому чтобы	1	1
1881	его мечты	1	1
1882	которых он	1	1
1883	или с	2	1
1884	творческой эволюции	1	1
1885	ни на	2	1
1886	сознания это	1	1
1887	этом он	2	1
1888	из песни	1	1
1889	самобытной личности	1	1
1890	центрального героя	1	1
1891	может показаться	1	1
1892	все это	2	1
1893	и ролевого	1	1
1894	то самое	1	1
1895	не узнаем	2	1
1896	в первую	2	1
1897	из форм	1	1
1898	это именно	1	1
1899	о ее	1	1
1900	в заключительной	3	1
1901	с разными	1	1
1902	слова не	1	1
1903	когда же	3	1
1904	на север	1	1
1905	в виде	2	1
1906	быть вполне	1	1
1907	было видно	3	1
1908	общей жизни	2	1
1909	что ни	1	1
1910	себе но	1	1
1911	подлинно человеческого	1	1
1912	духовное содержание	2	1
1913	от друга	2	1
1914	художественных текстов	1	1
1915	или в	3	1
1916	и внутренних	1	1
1917	жизни это	1	1
1918	когда оно	1	1
1919	в чеховской	1	1
1920	однако подлинная	1	1
1921	личности по	1	1
1922	на тайне	1	1
1923	который как	1	1
1924	не иметь	1	1
1925	время здесь	1	1
1926	это еще	1	1
1927	к мальчику	1	1
1928	места в	1	1
1929	глубоко в	1	1
1930	для осмысления	2	1
1931	жизненные позиции	2	1
1932	внешних и	1	1
1933	сцену распятия	1	1
1934	перед смертью	2	1
1935	в личностном	1	1
1936	не со	1	1
1937	других то	1	1
1938	вообще не	1	1
1939	той самой	1	1
1940	эстетической позиции	1	1
1941	творческом наследии	1	1
1942	в стороне	1	1
1943	диаметрально противоположны	3	1
1944	и совсем	1	1
1945	художником это	1	1
1946	поведения и	1	1
1947	не предполагает	1	1
1948	лежит на	2	1
1949	которого нет	1	1
1950	других в	2	1
1951	или даже	2	1
1952	человеческих я	2	1
1953	а их	1	1
1954	иной раз	1	1
1955	что неизбежно	1	1
1956	отрекается от	1	1
1957	есть только	1	1
1958	однако это	1	1
1959	живой и	1	1
1960	на одном	2	1
1961	в соединении	1	1
1962	словами как	1	1
1963	это персоналистическая	1	1
1964	один и	2	1
1965	художника перед	1	1
1966	по его	4	1
1967	к личности	2	1
1968	нисколько не	1	1
1969	смысла жизни	2	1
1970	в условиях	1	1
1971	это было	2	1
1972	от личности	2	1
1973	не стал	2	1
1974	читателю в	1	1
1975	с другом	1	1
1976	каждое личное	1	1
1977	его же	2	1
1978	такого вопроса	1	1
1979	говорит об	1	1
1980	или менее	1	1
1981	чего в	1	1
1982	линия в	1	1
1983	в одной	3	1
1984	при виде	1	1
1985	стороны своего	1	1
1986	мысли в	2	1
1987	обращаются к	1	1
1988	не все	2	1
1989	отступает под	1	1
1990	дела до	1	1
1991	не впадая	1	1
1992	у н	1	1
1993	ему не	3	1
1994	пожалуй единственное	1	1
1995	и внутренней	3	1
1996	центра в	1	1
1997	достаточно вспомнить	1	1
1998	этих двух	2	1
1999	в будущее	1	1
2000	человека к	1	1
2001	в банке	1	1
2002	к одному	1	1
2003	которая как	1	1
2004	слова как	2	1
2005	о месте	1	1
2006	внутреннем одиночестве	1	1
2007	имеет своей	1	1
2008	бытия как	3	1
2009	и внутреннее	1	1
2010	а.п скафтымов	1	1
2011	что от	1	1
2012	начинается словами	1	1
2013	впрочем у	1	1
2014	всё что	1	1
2015	нового подлинного	1	1
2016	отсюда и	2	1
2017	которая может	1	1
2018	самоактуализацию как	1	1
2019	через год	1	1
2020	но служит	1	1
2021	как художника	1	1
2022	письма это	1	1
2023	без слез	1	1
2024	жаль что	1	1
2025	возможным и	1	1
2026	в бытовой	2	1
2027	личности самого	1	1
2028	жизнь их	1	1
2029	в самых	1	1
2030	поскольку они	1	1
2031	ролевого поведения	1	1
2032	жизни нет	1	1
2033	быть сказано	1	1
2034	ни один	1	1
2035	таков что	1	1
2036	жизни во	1	1
2037	экзистенциализма и	1	1
2038	нельзя не	1	1
2039	вся жизнь	3	1
2040	личности даже	1	1
2041	реальной действительности	1	1
2042	мы узнаем	5	1
2043	не сказал	1	1
2044	друга как	1	1
2045	растворяется в	1	1
2046	по бахтину	1	1
2047	с юмором	1	1
2048	это начало	1	1
2049	это уж	1	1
2050	похожей на	1	1
2051	здесь очевидно	1	1
2052	плана в	1	1
2053	не стоял	1	1
2054	творчестве чехова	3	1
2055	русскую литературу	1	1
2056	от классической	1	1
2057	в трех	1	1
2058	говоря о	2	1
2059	не следует	2	1
2060	и своя	1	1
2061	человека с	1	1
2062	на всю	1	1
2063	нам о	2	1
2064	рассказа о	4	1
2065	молодые люди	1	1
2066	но то	1	1
2067	формируется одновременно	1	1
2068	иначе в	1	1
2069	бы послужить	1	1
2070	к ней	2	1
2071	на уровне	1	1
2072	филолог но	1	1
2073	данного произведения	1	1
2074	личность для	1	1
2075	в литературном	2	1
2076	характер не	1	1
2077	в плане	1	1
2078	однако для	2	1
2079	к произведениям	1	1
2080	частной опере	1	1
2081	уж не	1	1
2082	в четвертом	2	1
2083	заключительной фразе	1	1
2084	в театре	4	1
2085	у меня	1	1
2086	сомнению однако	1	1
2087	наиболее влиятельной	1	1
2088	того времени	1	1
2089	т и	1	1
2090	к чужому	4	1
2091	в высшей	1	1
2092	это означает	1	1
2093	которой уже	1	1
2094	оборотная сторона	1	1
2095	далека от	1	1
2096	внутреннюю сторону	1	1
2097	меня самого	2	1
2098	рассуждает о	1	1
2099	и тому	1	1
2100	над людьми	1	1
2101	и эта	3	1
2102	до сего	1	1
2103	эти два	1	1
2104	и значительность	1	1
2105	конце концов	1	1
2106	как ему	1	1
2107	в немалой	2	1
2108	творения в	1	1
2109	ориентирована на	1	1
2110	которой нет	1	1
2111	художественности по	1	1
2112	по нашему	3	1
2113	ему быть	2	1
2114	по причине	2	1
2115	к богу	1	1
2116	пути к	1	1
2117	образованию филолог	1	1
2118	жизнью и	3	1
2119	двумя начальными	1	1
2120	уходила в	1	1
2121	анекдотов но	1	1
2122	взгляде на	2	1
2123	уединенное я	1	1
2124	со мною	2	1
2125	меня и	1	1
2126	себе а	1	1
