N	2gram	Tiupa_Anal	Vladivir
1316	свое внимание	1	1
1317	должны были	1	1
1318	с удовольствием	1	1
1319	входя в	1	1
1320	к счастью	2	1
1321	поэтому не	1	1
1322	возможно не	1	1
1323	видим что	1	1
1324	свободе его	1	1
1325	более чем	2	1
1326	тяготеет к	1	1
1327	возвращаясь из	1	1
1328	или жизнь	1	1
1329	является единственной	1	1
1330	да еще	1	1
1331	своем внутреннем	1	1
1332	с упоминанием	1	1
1333	связана с	1	1
1334	автора и	5	1
1335	в отставку	2	1
1336	если например	1	1
1337	прежнее время	1	1
1338	и второй	1	1
1339	на два	2	1
1340	весьма часто	1	1
1341	и тогда	1	1
1342	жениться на	1	1
1343	столько к	1	1
1344	нигде и	1	1
1345	каждой из	1	1
1346	у е	1	1
1347	результате чего	1	1
1348	обращении к	1	1
1349	в известном	2	1
1350	есть одновременно	1	1
1351	они остаются	1	1
1352	вслед за	1	1
1353	на примере	2	1
1354	в мир	1	1
1355	целый ряд	1	1
1356	годов xviii	1	1
1357	она по	1	1
1358	времени и	1	1
1359	что произведение	1	1
1360	руках и	1	1
1361	цели и	1	1
1362	почти одновременно	1	1
1363	каждый из	2	1
1364	литературы в	1	1
1365	было и	1	1
1366	еще а	1	1
1367	никаких оснований	1	1
1368	связанных с	1	1
1369	новое качество	1	1
1370	состоит в	14	1
1371	это разделение	1	1
1372	чем с	1	1
1373	другая в	1	1
1374	на две	3	1
1375	который хочет	1	1
1376	и многих	1	1
1377	в итальянской	1	1
1378	принадлежит к	4	1
1379	в самую	1	1
1380	при котором	1	1
1381	бы той	1	1
1382	я со	1	1
1383	с нею	2	1
1384	за два	1	1
1385	то она	1	1
1386	него самого	1	1
1387	и достоевского	1	1
1388	до известной	3	1
1389	пожилой и	1	1
1390	отречение от	1	1
1391	в и	1	1
1392	с неопубликованным	1	1
1393	трех лет	1	1
1394	в год	1	1
1395	или вовсе	1	1
1396	отметить и	1	1
1397	другого и	1	1
1398	в среднем	1	1
1399	человеческого я	5	1
1400	указанием на	1	1
1401	его можно	1	1
1402	к лицу	1	1
1403	и каким	1	1
1404	осени в	1	1
1405	несколько времени	1	1
1406	нам известно	1	1
1407	в любви	1	1
1408	своей первой	1	1
1409	в гораздо	1	1
1410	и многие	1	1
1411	от внешнего	1	1
1412	основе своей	2	1
1413	своей любви	1	1
1414	не во	1	1
1415	надежду на	1	1
1416	последующих его	1	1
1417	то я	1	1
1418	он выступает	1	1
1419	время все	1	1
1420	был еще	1	1
1421	в последней	1	1
1422	сколько в	1	1
1423	ли ты	1	1
1424	все части	1	1
1425	не тождественно	1	1
1426	жизни здесь	2	1
1427	интересом к	1	1
1428	тем временем	1	1
1429	основания для	1	1
1430	же мере	1	1
1431	и никаких	1	1
1432	к истории	1	1
1433	на языке	3	1
1434	этом он	2	1
1435	нам еще	1	1
1436	в наличии	1	1
1437	видеть в	2	1
1438	то самое	1	1
1439	неудивительно что	1	1
1440	указание на	3	1
1441	однако дело	1	1
1442	не способен	1	1
1443	самой этой	2	1
1444	на которой	2	1
1445	из своих	2	1
1446	лицом к	1	1
1447	и е	3	1
1448	чем он	1	1
1449	а все	1	1
1450	смысле этого	1	1
1451	все той	2	1
1452	о ее	3	1
1453	бы спасти	1	1
1454	не принимает	1	1
1455	раз в	1	1
1456	от своих	1	1
1457	а на	2	1
1458	в таких	2	1
1459	бы для	1	1
1460	отказаться от	1	1
1461	или в	4	1
1462	подтверждается и	2	1
1463	жизни это	2	1
1464	начала в	1	1
1465	который как	2	1
1466	на нее	1	1
1467	у читателей	1	1
1468	б с	1	1
1469	в последнем	1	1
1470	этом что	2	1
1471	совпадения с	1	1
1472	мнения о	1	1
1473	в сферу	1	1
1474	сама по	3	1
1475	случае не	1	1
1476	прийти к	1	1
1477	а поскольку	1	1
1478	стадии его	1	1
1479	я стал	1	1
1480	своей есть	1	1
1481	или даже	1	1
1482	говорят о	1	1
1483	заметил что	1	1
1484	противном случае	2	1
1485	и впоследствии	1	1
1486	ли не	5	1
1487	смерти в	1	1
1488	с явным	1	1
1489	войти в	1	1
1490	для которого	1	1
1491	в каждой	1	1
1492	дело и	1	1
1493	и таким	1	1
1494	в одной	2	1
1495	как все	1	1
1496	связаны с	2	1
1497	мере в	2	1
1498	на них	1	1
1499	человека к	1	1
1500	я люблю	1	1
1501	может иметь	1	1
1502	между нами	2	1
1503	каково же	1	1
1504	что очень	1	1
1505	и мира	1	1
1506	ей в	1	1
1507	жизненный путь	1	1
1508	второй и	2	1
1509	это проявилось	1	1
1510	автора он	1	1
1511	фактов в	1	1
1512	с новыми	3	1
1513	который мы	1	1
1514	знакомства с	1	1
1515	для поддержания	1	1
1516	проведенное в	1	1
1517	всего только	1	1
1518	ведь и	2	1
1519	тому времени	1	1
1520	в значительной	3	1
1521	известно из	1	1
1522	от всех	2	1
1523	с я	1	1
1524	выражает надежду	1	1
1525	отгородиться от	1	1
1526	к анализу	1	1
1527	прибегать к	1	1
1528	факт что	1	1
1529	резко отличается	1	1
1530	не следует	5	1
1531	же имеет	1	1
1532	ним не	1	1
1533	его история	1	1
1534	чем существенно	1	1
1535	таких случаях	1	1
1536	опоры на	1	1
1537	и нередко	1	1
1538	у нее	1	1
1539	его я	2	1
1540	признать что	1	1
1541	миросозерцания в	1	1
1542	и всех	1	1
1543	напомнить читателю	1	1
1544	и самой	1	1
1545	возможных определений	1	1
1546	статье о	1	1
1547	становится его	1	1
1548	действительности является	1	1
1549	старшего брата	1	1
1550	собою то	1	1
1551	своей цели	1	1
1552	в плане	1	1
1553	все больше	1	1
1554	не получается	1	1
1555	этим же	1	1
1556	полной уверенностью	1	1
1557	ли еще	1	1
1558	далека от	1	1
1559	или иной	9	1
1560	можно отметить	2	1
1561	право на	1	1
1562	из самых	1	1
1563	включает в	2	1
1564	внимание весьма	1	1
1565	слова и	1	1
1566	только эти	1	1
1567	иные моменты	1	1
1568	все более	1	1
1569	нуждается в	2	1
1570	с первых	1	1
1571	ли может	1	1
1572	однако все	2	1
1573	для этого	1	1
1574	таким же	4	1
1575	дело здесь	4	1
1576	мира в	1	1
1577	момент его	2	1
1578	без опоры	1	1
1579	это чисто	1	1
1580	себе а	1	1
1581	наличии у	1	1
1582	и внимательно	1	1
