N	2gram	Propp_Russ	Komedia
1318	относятся к	3	1
1319	и роль	1	1
1320	в они	1	1
1321	xv в	1	1
1322	что видел	1	1
1323	дают своим	1	1
1324	этим в	1	1
1325	быть назван	1	1
1326	землю и	2	1
1327	становится ясным	2	1
1328	может не	1	1
1329	представляло собой	1	1
1330	так называемая	2	1
1331	данном случае	8	1
1332	могут помочь	1	1
1333	при всех	2	1
1334	они говорят	1	1
1335	них по	1	1
1336	считал что	2	1
1337	и оставляют	1	1
1338	всей своей	1	1
1339	на каждом	3	1
1340	немецкий исследователь	1	1
1341	ничего общего	3	1
1342	года и	1	1
1343	в любой	1	1
1344	определенное сходство	1	1
1345	такое положение	1	1
1346	ли они	1	1
1347	вспоминать о	1	1
1348	противоречит как	1	1
1349	этот день	19	1
1350	обстоятельства могут	1	1
1351	всем этом	1	1
1352	одежды и	1	1
1353	с места	2	1
1354	вытекает из	1	1
1355	не объясняет	5	1
1356	в отчаянии	1	1
1357	исконное значение	1	1
1358	и кончается	1	1
1359	а нечто	1	1
1360	только разницей	1	1
1361	и самой	1	1
1362	в очень	1	1
1363	не имеют	1	1
1364	чем говорилось	1	1
1365	в слово	1	1
1366	в е	2	1
1367	в роли	1	1
1368	совпадает с	1	1
1369	августа и	1	1
1370	нет даже	1	1
1371	и нравов	1	1
1372	на основе	1	1
1373	какие же	2	1
1374	рассматривать как	1	1
1375	и палки	1	1
1376	по три	1	1
1377	достаточное количество	1	1
1378	других многочисленных	1	1
1379	не могло	1	1
1380	советского союза	1	1
1381	подтверждают что	2	1
1382	несколько примеров	1	1
1383	пользуясь для	1	1
1384	ночи и	1	1
1385	чтобы она	2	1
1386	о своем	1	1
1387	вина и	1	1
1388	от других	1	1
1389	ее с	2	1
1390	он по	1	1
1391	фарса и	1	1
1392	если человек	1	1
1393	случае с	1	1
1394	в совершенно	1	1
1395	и находит	1	1
1396	без таких	1	1
1397	который почти	1	1
1398	руки и	3	1
1399	например на	2	1
1400	борьба между	1	1
1401	в комическом	1	1
1402	лучшее что	2	1
1403	хозяину на	1	1
1404	н а	5	1
1405	и а	4	1
1406	и потом	4	1
1407	празднества и	1	1
1408	этого нет	1	1
1409	таких случаев	1	1
1410	и служит	1	1
1411	только одна	1	1
1412	начиная с	4	1
1413	при котором	1	1
1414	толкует как	1	1
1415	из леса	6	1
1416	нам из	1	1
1417	нас важно	1	1
1418	и самих	1	1
1419	не имели	2	1
1420	целый год	2	1
1421	что указывает	1	1
1422	раза в	1	1
1423	изгнанного из	1	1
1424	века к	1	1
1425	этого слова	3	1
1426	держа в	1	1
1427	свою силу	1	1
1428	и приходят	1	1
1429	если первое	1	1
1430	театр был	1	1
1431	говорится в	1	1
1432	по происхождению	3	1
1433	над землей	1	1
1434	месте в	1	1
1435	пришли на	1	1
1436	власть над	1	1
1437	же он	1	1
1438	в год	1	1
1439	мы еще	1	1
1440	в настоящее	3	1
1441	несомненное сходство	1	1
1442	свадьбу с	1	1
1443	точку зрения	1	1
1444	в м	1	1
1445	иногда в	2	1
1446	сомнения в	1	1
1447	с того	1	1
1448	сводились к	2	1
1449	представления и	2	1
1450	обратиться к	1	1
1451	декабря г	1	1
1452	и каждый	1	1
1453	которому в	1	1
1454	до г	2	1
1455	были сделаны	1	1
1456	не знают	1	1
1457	то второе	1	1
1458	полной уверенностью	1	1
1459	то они	1	1
1460	вокруг него	2	1
1461	значение в	2	1
1462	в коем	1	1
1463	для нового	1	1
1464	ни с	1	1
1465	дальнейшее развитие	1	1
1466	то лучше	1	1
1467	из деревни	1	1
1468	свидетельствует о	1	1
1469	после ее	1	1
1470	за которую	1	1
1471	и того	1	1
1472	забота о	1	1
1473	обе эти	1	1
1474	не будем	5	1
1475	без основания	1	1
1476	одна и	1	1
1477	и всем	2	1
1478	и г	1	1
1479	состоял в	1	1
1480	чтобы обеспечить	3	1
1481	от времени	1	1
1482	как у	2	1
1483	был в	1	1
1484	и всегда	1	1
1485	в каком-нибудь	1	1
1486	котором речь	1	1
1487	из своих	2	1
1488	на самом	3	1
1489	куда-нибудь в	1	1
1490	он же	4	1
1491	на которой	2	1
1492	иногда без	1	1
1493	в русском	4	1
1494	особое значение	1	1
1495	от своих	1	1
1496	происхождении и	1	1
1497	как эти	1	1
1498	подтверждается и	1	1
1499	жизни это	1	1
1500	и исследователи	1	1
1501	этом не	2	1
1502	к заключению	2	1
1503	о причине	1	1
1504	самые разнообразные	1	1
1505	и последний	1	1
1506	дело в	1	1
1507	та же	4	1
1508	некоторых случаях	1	1
1509	виду что	2	1
1510	народ на	1	1
1511	что однако	1	1
1512	в ряде	1	1
1513	не вяжется	1	1
1514	что этот	4	1
1515	подводя итоги	1	1
1516	является по	1	1
1517	долгое время	1	1
1518	женщины и	1	1
1519	говорить об	1	1
1520	могла быть	1	1
1521	или даже	3	1
1522	говорят о	1	1
1523	имеется в	1	1
1524	стремление к	1	1
1525	противном случае	1	1
1526	аграрные обряды	1	1
1527	девушку в	1	1
1528	хорошо знает	1	1
1529	не от	1	1
1530	в такой	1	1
1531	разницы между	1	1
1532	не знали	2	1
1533	или их	2	1
1534	свет на	1	1
1535	сомнение в	1	1
1536	этих элементов	1	1
1537	совершенно разнородных	1	1
1538	человеком и	1	1
1539	г к	1	1
1540	там на	1	1
1541	и представляют	1	1
1542	а так	1	1
1543	xx в	2	1
1544	стоит и	1	1
1545	и свои	2	1
1546	мы попытаемся	2	1
1547	камень на	1	1
1548	от первого	1	1
1549	того или	1	1
1550	обычно в	2	1
1551	идет по	1	1
1552	отсюда же	1	1
1553	и эти	1	1
1554	этих строк	1	1
1555	в полной	1	1
1556	iii на	1	1
1557	же с	1	1
1558	оно в	1	1
1559	прибегают к	1	1
1560	изображается в	1	1
1561	за все	2	1
1562	для праздника	1	1
1563	полагали что	2	1
1564	на небо	3	1
1565	ii этот	1	1
1566	не могу	1	1
1567	время сатурналий	1	1
1568	были для	1	1
1569	в угол	1	1
1570	не засвидетельствовано	1	1
1571	в городах	2	1
1572	или совсем	1	1
1573	на первое	1	1
1574	который мы	1	1
1575	также и	1	1
1576	из среды	1	1
1577	связывали с	2	1
1578	характерен для	1	1
1579	части и	2	1
1580	с совершенно	1	1
1581	его также	1	1
1582	иное чем	1	1
1583	мы должны	3	1
1584	быть и	3	1
1585	такой способ	1	1
1586	у народа	1	1
1587	ли мы	1	1
1588	и детей	1	1
1589	в прошлом	2	1
1590	несколько человек	1	1
1591	от земли	2	1
1592	песнях и	1	1
1593	только молодежь	2	1
1594	очень интересный	1	1
1595	говоря о	1	1
1596	в нашей	1	1
1597	своей среды	1	1
1598	слова совершенно	1	1
1599	лучше понять	2	1
1600	для исполнения	1	1
1601	но вместе	3	1
1602	наступало время	1	1
1603	повод для	1	1
1604	с понятием	1	1
1605	думать что	3	1
1606	не успела	1	1
1607	этому поводу	3	1
1608	первые два	1	1
1609	уже знаем	2	1
1610	и всех	2	1
1611	ищут в	1	1
1612	которых они	1	1
1613	этой работы	2	1
1614	в греко-римской	1	1
1615	значение слова	1	1
1616	всего не	1	1
1617	в отрыве	1	1
1618	другой в	1	1
1619	люди не	1	1
1620	же на	1	1
1621	за этим	1	1
1622	сохранилась и	1	1
1623	именно тогда	1	1
1624	но совершенно	1	1
1625	по всей	4	1
1626	в тексте	1	1
1627	на путь	1	1
1628	того кого	1	1
1629	можно сказать	1	1
1630	говорилось выше	1	1
1631	о рождении	2	1
1632	происхождению не	1	1
1633	этом и	1	1
1634	течение всего	1	1
1635	той только	1	1
1636	дня и	1	1
1637	их то	1	1
1638	дни в	1	1
1639	как за	1	1
1640	наоборот в	1	1
1641	по аналогии	1	1
1642	люди по	1	1
1643	изображать и	1	1
1644	а н	21	1
1645	здесь все	1	1
1646	для современного	1	1
1647	их на	5	1
1648	этой силы	2	1
1649	всего живого	1	1
1650	дитя или	1	1
1651	в бывшем	1	1
1652	это подтверждается	2	1
1653	именно это	1	1
1654	не можем	5	1
1655	либо не	1	1
1656	себе и	1	1
1657	и наконец	2	1
1658	иное как	3	1
1659	в память	2	1
