N	4gram	Tiupa_Lite	TeoriaLi
788	сознания доминировавшего в историческом	1	1
789	и распространять в области	1	1
790	становится не менее важным	2	1
791	должно явиться самобытной интерпретацией	1	1
792	остается возможности заметить в	1	1
793	жанрового задания может совершенствоваться	1	1
794	столько правильностью сколько красотой	1	1
795	лишь завершающий этап многовекового	1	1
796	исканий и проб научной	1	1
797	когда они используются в	1	1
798	средоточием художественной деятельности оказывается	1	1
799	бальзак реконструирующий скрытую внутреннюю	1	1
800	и страдивариус великий мастер	1	1
801	явиться самобытной интерпретацией общего	1	1
802	романтического читателя это не	1	1
803	оттесняет на второй план	1	1
804	среди его русалок так	1	1
805	конвенция жанра мотивированная авторитетностью	1	1
806	воображаемого героя ту или	1	1
807	месте искусства в жизни	1	1
808	в обработке сырого прозаического	1	1
809	может по-своему а иной	1	1
810	погибнуть заявляя свою свободную	1	1
811	является продолжением и развитием	1	1
812	в частности прозаические формы	1	1
813	произведений от читателя также	1	1
814	искусства реализатором коммуникативного события	1	1
815	области чувствительного приятные впечатления	1	1
816	каждой новой такой парадигмы	1	1
817	подобно развитию биологического мира	1	1
818	а не только на	1	1
819	одним и тем же	1	1
820	художественности предполагает существенное изменение	1	1
821	тем же параметрам ведет	1	1
822	опыта как это мыслилось	1	1
823	искусству вменяется собственно эстетическая	1	1
824	иной строй эстетической целостности	1	1
825	в качестве моделей или	1	1
826	вновь открытое она лишь	1	1
827	он же и страдивариус	1	1
828	паном господином пены среди	1	1
829	эстетическое переживание воспринимающего должно	1	1
830	критериев художественности за такого	1	1
831	какой бы то ни	1	1
832	они используются в качестве	1	1
833	деятельность это работа с	1	1
834	жар свои мечты означает	1	1
835	план не только мастерство	1	1
836	индивидуальность гения чья деятельность	1	1
837	работа с материалом а	1	1
838	сознании каждой новой такой	1	1
839	на воспринимающее сознание творческий	1	1
840	впечатления карамзин средоточием художественной	1	1
841	духовно присваивая текст как	1	1
842	предыдущей стадии и будет	1	1
843	или знаковый материал текста	1	1
844	факторов художественного впечатления бахтин	1	1
845	адресата а не только	1	1
846	высокую эстетическую культуру сопереживания	1	1
847	только музыкант он же	1	1
848	это не удручает поскольку	1	1
849	отношении к чужому я	1	1
850	самоутверждающаяся в этом образотворческом	1	1
851	искусства после гегеля художественная	1	1
852	переживания составляющие содержание художественной	1	1
853	сотворчеству но в то	1	1
854	в рамках романтической субпарадигмы	1	1
855	на чужое сознание истинный	1	1
856	правил игра с читателем	1	1
857	же параметрам ведет к	1	1
858	не могли быть устранены	1	1
859	воображение в искусстве оказалось	1	1
860	точки зрения читать духовно	1	1
861	примеров могут заменять эксплицитные	1	1
862	сомнению взаимопонимания между писателем	1	1
863	для постсимволиста становится аксиомой	1	1
864	будет аккумулировано последующими вследствие	1	1
865	пушкинская татьяна которая в	1	1
866	по-своему а иной раз	1	1
867	из существеннейших способов духовного	1	1
868	качестве моделей или примеров	1	1
869	его бытования несмотря на	1	1
870	собственным воображением не могли	1	1
871	свои мечты означает для	1	1
872	правильностью сколько красотой то	1	1
873	задачах возможностях и средствах	1	1
874	к вымышленному персонажу автор	1	1
875	ищет и находит свой	1	1
876	такое событие состоялось чтобы	1	1
877	на смену императиву мастерства	1	1
878	с собственным воображением не	1	1
879	и находит свой тайный	1	1
880	общественном сознании каждой новой	1	1
881	гения чья деятельность носит	1	1
882	адресат может по-своему а	1	1
883	не просто связанной так	1	1
884	есть исключительной целостностью при	1	1
885	на роль высшего предназначения	1	1
886	духовной жизни некоего гениального	1	1
887	должно стать самостоятельным внутренним	1	1
888	испытав много перемен трагедия	1	1
889	фикции фантазма творческого воображения	1	1
890	располагающей к сотворчеству но	1	1
891	в тексте необходима еще	1	1
892	в чужом тексте ищет	1	1
893	стереотипов художественного мышления и	1	1
894	воображении и самоутверждающаяся в	1	1
895	хаотичности картины индивидуальных исканий	1	1
896	суверенность чужого я поскольку	1	1
897	только мастерство но и	1	1
898	перемещается в сознание адресата	1	1
899	написан один единственный текст	1	1
900	творческого воображения такое произведение	1	1
901	цель изображать красоту гармонию	1	1
902	есть жизненный аналог персонажа	1	1
903	которая не поддается научному	1	1
904	автором художественного задания когда	1	1
905	самой жизни на основании	1	1
906	строго говоря написан один	1	1
907	классика xix столетия предполагает	1	1
908	так просто как это	1	1
909	правила при всей хаотичности	1	1
910	которой не остается возможности	1	1
911	питается радикальным открытием другого	1	1
912	мы имеем дело с	1	1
913	сверхтекст пушкин очень точно	1	1
914	исходя из жизнеподобия реалистических	1	1
915	шекспира или романистика рабле	1	1
916	заявляя свою свободную волю	1	1
917	жизни подобно тому как	1	1
918	поскольку распространяет и на	1	1
919	воздействия на воспринимающее сознание	1	1
920	задания определяющим отношением художественности	1	1
921	классического реализма выдвигает откровение	1	1
922	материала и преобразовании его	1	1
923	столько владение словом сколько	1	1
924	присутствия внутреннего я во	1	1
925	над озером я представил	1	1
926	не тебя так пылко	1	1
927	в конечном счете к	1	1
928	окружающей его жизни подобно	1	1
929	общества о его целях	1	1
930	так толстой например организовывал	1	1
931	раз и лучше самого	1	1
932	не остается возможности заметить	1	1
933	перестает отождествляться с наукой	1	1
934	авторского текста должно явиться	1	1
935	в осознании семиотической природы	1	1
936	авторский текст становится для	1	1
937	и будет аккумулировано последующими	1	1
938	мотивированная авторитетностью его классических	1	1
939	озабоченный вычислением пропорций коробки	1	1
940	активизировало свое воздействие на	1	1
941	оказывается рассчитана на активное	2	1
942	бытования несмотря на реальное	1	1
943	различные периоды его бытования	1	1
944	при этом как историк	1	1
945	воображения такое произведение бытует	1	1
946	гениального индивидуума авторский текст	1	1
947	чувствительностью эта природная одаренность	1	1
948	распространять в области чувствительного	1	1
949	в основе всех постсимволистских	1	1
950	всегда стоит некий качественный	1	1
951	в деятельности художника не	1	1
952	заметить в его организации	1	1
953	и укрепление в общественном	1	1
954	некоего гениального индивидуума авторский	1	1
955	исчерпанности оснований и возможностей	1	1
956	художественной деятельности оказывается не	1	1
957	художественного задания когда адресат	1	1
958	только в иной в	1	1
959	а не объект воображения	1	1
960	открытости конструктивной неполноты целого	1	1
961	исключительной целостностью при наличии	1	1
962	как развитой способности усмотрения	1	1
963	творческий помысел гения никем	1	1
964	не сводится к объективной	1	1
965	на основании литературного произведения	1	1
966	внутреннюю свободу самобытной личности	1	1
967	воображения так и само	1	1
968	означает для читателя становиться	1	1
969	к чужому я другого	1	1
970	сам своей индивидуальной самобытностью	1	1
971	не в одном воображении	1	1
972	я в данном случае	1	1
973	текстуальности включая частные человеческие	1	1
974	мастерство но и вкус	1	1
975	для всех модификаций рефлективного	1	1
976	читателя искусство чтения становится	2	1
977	велимира хлебникова пен пан	1	1
978	позволял ему ощутить рассмотреть	1	1
979	жизнь лишь в момент	1	1
980	иначе с познанием но	1	1
981	рассмотреть расслышать оценить эту	1	1
982	связанной так или иначе	1	1
983	тому как ученый историк	1	1
984	открытие эстетической природы искусства	1	1
985	образотворческом созидании яркая индивидуальность	1	1
986	с автором художественного задания	1	1
987	мыслится уже не просто	1	1
988	рода действующая модель человеческого	1	1
989	и тем самым наделяет	1	1
990	важным чем искусство писания	2	1
991	яркая индивидуальность гения чья	1	1
992	стороны субъекта художественной деятельности	1	1
993	не только музыкант он	1	1
994	первозрителя первослушателя собственного текста	1	1
995	содержание первой парадигмы художественности	1	1
996	но собственно познавательной деятельностью	1	1
997	читать духовно присваивая текст	1	1
998	оттесняет на задний план	1	1
999	правил по которым строится	1	1
1000	место первочитателя первозрителя первослушателя	1	1
1001	открытое она лишь оттесняет	1	1
1002	языке платона и аристотеля	1	1
1003	повышенной чувствительностью эта природная	1	1
1004	интерпретацией общего с автором	1	1
1005	трагедия остановилась приобретя достодолжную	1	1
1006	воображением не могли быть	1	1
1007	во внешнем мире художественная	1	1
1008	художественную реальность не на	1	1
1009	парадигмы художественности состоит в	1	1
1010	отныне деятельностью направленной на	1	1
1011	согласно характеристике м.л гаспарова	1	1
1012	ученый историк реконструирует скрытые	1	1
1013	объект перемещается в сознание	1	1
1014	внутренним высказыванием на уникальном	1	1
1015	только лишь манифестацией эстетической	1	1
1016	например организовывал тексты своих	1	1
